Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
12,Txus Alba,ESP,MF,Ternana,20-283,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/030b7526/Txus-Alba,030b7526,Serie B
13,Giorgio Altare,ITA,DF,Venezia,25-152,1998,16,1440,90,84.2,16.0,1.00,90,1.00,0.00,,0.06,1.94,1.56,1.00,0.56,+0.56,-0.10,1.23,1.10,0.13,+0.13,-1.03,https://fbref.com/en/players/aa5322d5/Giorgio-Altare,aa5322d5,Serie B
14,Daniele Amato,ITA,GK,Ascoli,18-121,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/35783976/Daniele-Amato,35783976,Serie B
15,Francesco Amatucci,ITA,MF,Cittadella,22-207,2001,14,816,58,47.7,9.1,1.10,67,0.11,0.44,36,0.11,1.79,0.99,0.99,0.00,0.00,-0.50,1.07,0.97,0.10,+0.10,+0.18,https://fbref.com/en/players/3bb7b5be/Francesco-Amatucci,3bb7b5be,Serie B
16,Giuseppe Ambrosino,ITA,FW,Catanzaro,20-120,2003,11,394,36,23.0,4.4,0.68,76,0.23,1.82,21,0.68,1.36,0.91,1.36,-0.45,-0.46,-0.87,0.75,1.02,-0.27,-0.26,-0.05,https://fbref.com/en/players/282947c7/Giuseppe-Ambrosino,282947c7,Serie B
17,Kelvin Amian,FRA,DF,Spezia,25-334,1998,18,1620,90,94.7,18.0,1.00,90,1.00,0.00,,0.00,0.94,0.83,1.28,-0.44,-0.44,+2.56,1.09,1.28,-0.19,-0.19,+0.45,https://fbref.com/en/players/bcc81786/Kelvin-Amian,bcc81786,Serie B
18,Peter Amoran,SWE,DF,Parma,19-231,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/8860cadd/Peter-Amoran,8860cadd,Serie B
19,Nícolas Andrade,BRA,GK,Pisa,35-271,1988,19,1710,90,100.0,19.0,1.00,90,1.00,0.00,,0.00,1.16,0.95,1.11,-0.16,-0.16,,0.98,1.09,-0.11,-0.11,,https://fbref.com/en/players/326d09ef/Nicolas-Andrade,326d09ef,Serie B
20,Lorenzo Andrenacci,ITA,GK,Brescia,29-006,1995,2,180,90,10.5,2.0,1.00,90,1.00,0.00,,8.50,1.50,1.50,2.00,-0.50,-0.50,-0.56,0.80,0.85,-0.10,-0.08,-0.22,https://fbref.com/en/players/fe471a89/Lorenzo-Andrenacci,fe471a89,Serie B
21,Matteo Angeli,ITA,DF,Cittadella,21-009,2002,7,511,73,29.9,5.7,0.88,88,0.70,0.35,35,1.58,1.57,1.75,1.58,0.18,+0.18,-0.12,0.91,1.51,-0.58,-0.59,-0.85,https://fbref.com/en/players/f1474b3d/Matteo-Angeli,f1474b3d,Serie B
22,Cristian Ansaldi,ARG,"DF,FW",Parma,37-110,1986,12,360,30,21.1,4.0,1.00,55,0.00,2.00,17,1.25,2.00,2.25,0.75,1.50,+1.50,+0.57,0.90,0.68,0.23,+0.23,-0.18,https://fbref.com/en/players/bbafc0c4/Cristian-Ansaldi,bbafc0c4,Serie B
23,Janis Antiste,FRA,"FW,MF",Reggiana,21-143,2002,16,1052,66,61.5,11.7,1.11,76,0.43,0.26,22,0.00,1.38,1.20,1.11,0.09,+0.09,+0.63,0.96,1.17,-0.21,-0.21,+0.22,https://fbref.com/en/players/38d9ce53/Janis-Antiste,38d9ce53,Serie B
24,Mirko Antonucci,ITA,"FW,MF",Spezia,24-303,1999,18,1210,67,70.8,13.4,1.12,76,0.30,0.22,26,0.07,0.94,0.97,1.34,-0.37,-0.37,+0.71,1.19,1.35,-0.16,-0.17,+0.15,https://fbref.com/en/players/91976866/Mirko-Antonucci,91976866,Serie B
25,Valentin Antov,BUL,DF,Cremonese,23-060,2000,13,1090,84,63.7,12.1,1.07,84,0.83,0.00,,0.17,2.00,1.90,0.83,1.07,+1.07,+1.22,1.49,0.93,0.55,+0.55,-0.21,https://fbref.com/en/players/8f68aa41/Valentin-Antov,8f68aa41,Serie B
26,Luigi Aquino,ITA,DF,Sampdoria,21-341,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/20bae62c/Luigi-Aquino,20bae62c,Serie B
27,Mattia Aramu,ITA,"FW,MF",Bari,28-239,1995,13,581,45,34.0,6.5,1.08,69,0.15,0.92,17,0.46,1.00,1.23,0.92,0.31,+0.31,+0.63,1.25,1.14,0.11,+0.11,+0.39,https://fbref.com/en/players/0847b5a5/Mattia-Aramu,0847b5a5,Serie B
28,Alessandro Arena,ITA,"FW,MF",Pisa,23-158,2000,9,519,58,30.4,5.8,1.03,71,0.17,0.52,31,1.55,1.00,0.86,0.86,0.00,0.00,+0.23,0.90,0.81,0.09,+0.08,+0.28,https://fbref.com/en/players/0f1cc688/Alessandro-Arena,0f1cc688,Serie B
29,Alessandro Arioli,ITA,FW,Cosenza,20-229,2003,4,175,44,10.2,1.9,1.05,62,0.00,1.05,26,6.84,1.00,1.05,1.05,0.00,0.00,+0.12,1.53,0.42,1.11,+1.10,+1.11,https://fbref.com/en/players/9c58b9b3/Alessandro-Arioli,9c58b9b3,Serie B
30,Jonas Arlanch,ITA,GK,Südtirol,17-007,2007,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/ba4c44b3/Jonas-Arlanch,ba4c44b3,Serie B
31,Tommaso Arrigoni,ITA,"MF,FW",Como,29-316,1994,4,26,7,1.5,0.3,0.00,,0.00,13.3,7,33.3,2.25,3.33,0.00,3.33,+3.46,+3.30,5.33,3.00,2.33,+2.56,+2.40,https://fbref.com/en/players/45484d23/Tommaso-Arrigoni,45484d23,Serie B
32,Kristoffer Askildsen,NOR,"MF,FW",Sampdoria,22-364,2001,11,216,20,12.6,2.4,0.42,60,0.00,4.17,16,3.33,1.82,1.25,3.75,-2.50,-2.50,-2.80,1.67,1.79,-0.13,-0.12,-0.42,https://fbref.com/en/players/a69cc629/Kristoffer-Askildsen,a69cc629,Serie B
33,Andrea Astrologo,ITA,MF,Bari,21-277,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,https://fbref.com/en/players/83a6b634/Andrea-Astrologo,83a6b634,Serie B
34,Giuseppe Aurelio,ITA,DF,Palermo,23-292,2000,16,514,32,30.1,5.7,0.70,63,0.00,2.11,22,0.35,1.56,2.28,0.88,1.40,+1.40,+1.33,1.61,1.05,0.56,+0.56,+0.27,https://fbref.com/en/players/3bd2a854/Giuseppe-Aurelio,3bd2a854,Serie B
35,Loris Bacchetti,ITA,DF,FeralpiSalò,30-336,1993,11,700,64,40.9,7.8,1.15,76,0.77,0.26,7,0.26,0.55,0.38,1.92,-1.54,-1.54,-1.01,0.83,1.46,-0.63,-0.63,-0.14,https://fbref.com/en/players/5c47b5c6/Loris-Bacchetti,5c47b5c6,Serie B
36,Enrico Baldini,ITA,"FW,MF",Cittadella,27-056,1996,3,53,18,3.1,0.6,0.00,,0.00,5.00,18,5.00,2.33,0.00,0.00,0.00,0.00,-0.27,1.50,0.67,0.83,+0.93,+0.95,https://fbref.com/en/players/0d785711/Enrico-Baldini,0d785711,Serie B
37,Davide Balestrero,ITA,"MF,DF",FeralpiSalò,28-094,1995,17,1487,87,87.0,16.5,1.03,87,0.85,0.00,,0.06,0.82,0.91,1.88,-0.97,-0.97,-0.16,0.95,1.47,-0.52,-0.52,+0.25,https://fbref.com/en/players/b222740a/Davide-Balestrero,b222740a,Serie B
38,Botond Balogh,HUN,DF,Parma,21-216,2002,8,720,90,42.1,8.0,1.00,90,1.00,0.00,,1.25,2.13,1.88,1.00,0.88,+0.87,-0.31,1.43,0.81,0.61,+0.61,+0.41,https://fbref.com/en/players/348bafd4/Botond-Balogh,348bafd4,Serie B
39,Filippo Bandinelli,ITA,MF,Spezia,28-285,1995,16,1147,72,67.1,12.7,1.10,78,0.39,0.16,31,0.00,0.94,0.79,1.34,-0.55,-0.55,+0.09,1.13,1.17,-0.05,-0.05,+0.49,https://fbref.com/en/players/d44360be/Filippo-Bandinelli,d44360be,Serie B
40,Federico Barba,ITA,DF,Como,30-129,1993,17,1476,87,86.3,16.4,1.04,87,0.85,0.00,,0.00,2.00,1.28,0.91,0.37,+0.37,+1.14,1.21,1.07,0.14,+0.14,-0.45,https://fbref.com/en/players/c010b898/Federico-Barba,c010b898,Serie B
41,Andrea Barberis,ITA,"MF,FW",Pisa,30-028,1993,7,433,62,25.3,4.8,0.83,84,0.21,0.63,32,1.46,1.00,0.83,0.63,0.21,+0.21,+0.49,1.10,1.15,-0.04,-0.05,+0.08,https://fbref.com/en/players/32ebfe1e/Andrea-Barberis,32ebfe1e,Serie B
42,Tommaso Barbieri,ITA,DF,Pisa,21-135,2002,14,854,61,49.9,9.5,0.84,83,0.63,0.63,32,0.42,1.00,0.63,1.37,-0.74,-0.74,-1.16,0.79,1.17,-0.38,-0.38,-0.55,https://fbref.com/en/players/6f1d7aa8/Tommaso-Barbieri,6f1d7aa8,Serie B
43,Francesco Bardi,ITA,GK,Reggiana,31-355,1992,19,1710,90,100.0,19.0,1.00,90,1.00,0.00,,0.00,1.21,1.11,1.26,-0.16,-0.16,,0.90,1.19,-0.29,-0.30,,https://fbref.com/en/players/0acda699/Francesco-Bardi,0acda699,Serie B
44,Antonio Barone,ITA,DF,Cosenza,18-007,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/2a397bd5/Antonio-Barone,2a397bd5,Serie B
45,Davide Barosi,ITA,GK,Ascoli,23-284,2000,3,205,68,12.0,2.3,0.87,90,0.87,0.43,25,6.96,0.00,0.00,0.87,-0.87,-0.88,-0.58,0.65,1.00,-0.35,-0.33,-0.03,https://fbref.com/en/players/fea55381/Davide-Barosi,fea55381,Serie B
46,Antonio Barreca,ITA,DF,Sampdoria,28-296,1995,8,428,54,25.0,4.8,1.04,80,0.21,0.63,9,0.21,1.00,0.83,1.04,-0.21,-0.21,-0.21,1.42,1.25,0.19,+0.18,-0.08,https://fbref.com/en/players/6a189491/Antonio-Barreca,6a189491,Serie B
47,Daniele Baselli,ITA,"MF,FW",Como,31-302,1992,12,342,29,20.0,3.8,0.79,64,0.00,2.37,17,0.79,1.50,0.26,1.05,-0.79,-0.79,-1.25,0.87,1.11,-0.24,-0.23,-0.55,https://fbref.com/en/players/ea06dd97/Daniele-Baselli,ea06dd97,Serie B
48,Simone Bastoni,ITA,DF,Spezia,27-064,1996,2,104,52,6.1,1.2,0.83,71,0.00,0.83,33,0.00,0.50,0.83,2.50,-1.67,-1.73,-1.23,1.42,1.00,0.42,+0.40,+0.65,https://fbref.com/en/players/1ac232b8/Simone-Bastoni,1ac232b8,Serie B
49,Thomas Battistella,ITA,"MF,DF",Modena,22-163,2001,7,130,19,7.6,1.4,0.71,45,0.00,4.29,14,7.86,1.43,0.71,0.71,0.00,0.00,+0.17,2.14,1.57,0.57,+0.58,+0.65,https://fbref.com/en/players/1ebee5ea/Thomas-Battistella,1ebee5ea,Serie B
50,Matteo Battistini,ITA,DF,Calcio Lecco 1912,29-324,1994,11,596,54,34.9,6.6,0.91,88,0.76,0.76,14,0.91,1.18,0.76,1.52,-0.76,-0.76,-0.43,1.38,1.45,-0.08,-0.07,+0.17,https://fbref.com/en/players/17f7098a/Matteo-Battistini,17f7098a,Serie B
51,Brian Bayeye,,DF,Ascoli,23-192,2000,16,1046,65,61.2,11.6,0.86,87,0.43,0.52,29,0.00,0.88,0.60,1.03,-0.43,-0.43,-0.16,0.96,1.27,-0.31,-0.31,-0.02,https://fbref.com/en/players/78e6bf2c/Brian-Bayeye,78e6bf2c,Serie B
52,Tjaš Begić,SVN,"MF,FW",Parma,20-192,2003,7,232,33,13.6,2.6,0.38,45,0.00,2.31,31,2.31,2.29,1.92,1.54,0.38,+0.39,-0.77,0.69,1.73,-1.04,-1.03,-1.62,https://fbref.com/en/players/7429c2bf/Tjas-Begic,7429c2bf,Serie B
53,Alessandro Bellemo,ITA,MF,Como,28-154,1995,19,1532,81,89.6,17.0,1.00,87,0.88,0.12,24,0.00,1.84,1.41,1.24,0.18,+0.18,-0.33,1.39,1.18,0.22,+0.22,+0.17,https://fbref.com/en/players/fb8b8534/Alessandro-Bellemo,fb8b8534,Serie B
54,Nicola Bellomo,ITA,"MF,FW",Bari,32-324,1991,14,205,15,12.0,2.3,0.43,65,0.00,5.65,11,2.17,1.43,0.87,1.74,-0.87,-0.88,-0.88,1.04,1.30,-0.22,-0.23,-0.10,https://fbref.com/en/players/e69a103f/Nicola-Bellomo,e69a103f,Serie B
55,Giuseppe Bellusci,ITA,DF,Ascoli,34-140,1989,14,1217,87,71.2,13.5,1.04,87,0.81,0.00,,0.00,1.00,1.04,1.04,0.00,0.00,+1.28,1.04,1.17,-0.13,-0.13,+0.59,https://fbref.com/en/players/7f1c3bca/Giuseppe-Bellusci,7f1c3bca,Serie B
56,Cristiano Belpanno,ITA,FW,Catanzaro,20-007,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/960dfebd/Cristiano-Belpanno,960dfebd,Serie B
57,Ahmad Benali,LBY,MF,Bari,31-335,1992,14,767,55,44.9,8.5,0.94,86,0.47,0.71,14,0.35,1.00,0.47,0.82,-0.35,-0.35,-0.45,0.99,1.22,-0.24,-0.24,-0.17,https://fbref.com/en/players/a128b07e/Ahmad-Benali,a128b07e,Serie B
58,Leonardo Benedetti,ITA,MF,Sampdoria,23-216,2000,4,206,52,12.0,2.3,0.87,77,0.00,0.87,26,0.00,1.75,0.87,1.30,-0.43,-0.44,-0.44,1.39,0.96,0.43,+0.43,+0.22,https://fbref.com/en/players/76ff1fa3/Leonardo-Benedetti,76ff1fa3,Serie B
59,Adrian Benedyczak,POL,FW,Parma,23-045,2000,17,1021,60,59.7,11.3,1.06,71,0.09,0.44,34,0.00,2.18,2.12,1.06,1.06,+1.06,+0.01,1.48,1.03,0.45,+0.45,+0.20,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,3f448184,Serie B
60,Bartosz Bereszyński,POL,DF,Sampdoria,31-180,1992,1,90,90,5.3,1.0,1.00,90,1.00,0.00,,0.00,3.00,2.00,1.00,1.00,+1.00,+1.11,2.70,0.90,1.80,+1.77,+1.61,https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski,61b3978f,Serie B
61,Federico Bergonzi,ITA,DF,FeralpiSalò,22-361,2001,14,1015,73,59.4,11.3,0.97,90,0.97,0.27,8,0.44,0.79,1.06,1.86,-0.80,-0.80,+0.37,0.96,1.38,-0.43,-0.43,+0.29,https://fbref.com/en/players/1e4d20a3/Federico-Bergonzi,1e4d20a3,Serie B
62,Adrian Bernabe,ESP,MF,Parma,22-227,2001,19,1431,75,83.7,15.9,0.94,86,0.57,0.25,37,0.00,2.16,1.95,0.88,1.07,+1.07,+0.10,1.34,0.86,0.48,+0.48,+0.70,https://fbref.com/en/players/548672b4/Adrian-Bernabe,548672b4,Serie B
63,Massimo Bertagnoli,ITA,MF,Brescia,24-316,1999,9,547,61,32.0,6.1,0.98,74,0.49,0.49,34,0.16,1.00,0.98,1.64,-0.66,-0.66,-0.97,0.95,0.98,-0.03,-0.04,-0.22,https://fbref.com/en/players/2260d3d3/Massimo-Bertagnoli,2260d3d3,Serie B
64,Nicolò Bertola,ITA,DF,Spezia,20-291,2003,9,679,75,39.7,7.5,1.07,79,0.53,0.13,45,0.80,0.78,0.80,1.20,-0.40,-0.40,+0.30,1.15,1.24,-0.09,-0.09,+0.20,https://fbref.com/en/players/04b40c58/Nicolo-Bertola,04b40c58,Serie B
65,Andrea Bertolacci,ITA,MF,Cremonese,32-362,1991,6,260,43,15.2,2.9,1.03,68,0.00,1.03,18,2.76,1.83,0.69,1.03,-0.34,-0.35,-1.15,1.07,1.10,0.00,-0.01,-0.75,https://fbref.com/en/players/c75b6a02/Andrea-Bertolacci,c75b6a02,Serie B
66,Pietro Beruatto,ITA,DF,Pisa,25-018,1998,16,1338,84,78.2,14.9,1.07,84,0.81,0.00,,0.00,1.13,0.87,1.01,-0.13,-0.13,+0.11,0.97,1.06,-0.09,-0.09,+0.08,https://fbref.com/en/players/3a0f199a/Pietro-Beruatto,3a0f199a,Serie B
67,Michele Besaggio,ITA,MF,Brescia,21-255,2002,7,265,38,15.5,2.9,0.69,68,0.34,1.72,26,3.45,1.14,1.03,1.72,-0.69,-0.68,-0.80,1.00,1.41,-0.41,-0.40,-0.61,https://fbref.com/en/players/6fcfe7e8/Michele-Besaggio,6fcfe7e8,Serie B
68,Matteo Bianchetti,ITA,DF,Cremonese,30-297,1993,17,1365,80,79.8,15.2,0.99,86,0.86,0.13,36,0.00,1.71,1.64,0.92,0.72,+0.73,+0.46,1.53,0.95,0.59,+0.59,-0.20,https://fbref.com/en/players/b3a20f18/Matteo-Bianchetti,b3a20f18,Serie B
69,Alessandro Bianco,ITA,MF,Reggiana,21-099,2002,18,1536,85,89.8,17.1,1.05,85,0.82,0.00,,0.00,1.11,1.17,1.17,0.00,0.00,+1.55,0.94,1.09,-0.15,-0.15,+1.38,https://fbref.com/en/players/d65cf468/Alessandro-Bianco,d65cf468,Serie B
70,Alessandro Bianconi,ITA,DF,Calcio Lecco 1912,24-353,1999,13,1102,85,64.4,12.2,1.07,85,0.82,0.00,,0.41,1.23,0.98,1.39,-0.41,-0.41,+0.18,1.33,1.56,-0.23,-0.23,-0.13,https://fbref.com/en/players/f7699da7/Alessandro-Bianconi,f7699da7,Serie B
71,Tommaso Biasci,ITA,"FW,MF",Catanzaro,29-059,1994,19,1151,61,67.3,12.8,1.17,69,0.08,0.31,28,0.00,1.58,1.64,1.09,0.55,+0.55,+1.03,1.23,1.26,-0.03,-0.03,+0.59,https://fbref.com/en/players/0926f64c/Tommaso-Biasci,0926f64c,Serie B
72,Dimitri Bisoli,ITA,MF,Brescia,29-289,1994,13,1063,82,62.2,11.8,1.02,86,0.93,0.08,29,0.08,1.62,1.27,0.59,0.68,+0.68,+1.79,1.27,0.82,0.45,+0.45,+0.90,https://fbref.com/en/players/16569fef/Dimitri-Bisoli,16569fef,Serie B
73,Bjarki Bjarkason,ISL,"MF,FW",Venezia,23-242,2000,15,525,35,30.7,5.8,0.52,76,0.17,2.07,25,0.52,2.13,1.90,0.86,1.03,+1.03,+0.65,1.31,0.88,0.45,+0.44,+0.21,https://fbref.com/en/players/f1d25de7/Bjarki-Bjarkason,f1d25de7,Serie B
74,Birkir Bjarnason,ISL,"MF,FW",Brescia,35-226,1988,18,1073,60,62.7,11.9,1.09,71,0.34,0.42,29,0.08,1.33,1.09,0.92,0.17,+0.17,+0.45,1.05,0.98,0.07,+0.07,-0.12,https://fbref.com/en/players/da13074e/Birkir-Bjarnason,da13074e,Serie B
75,Alejandro Blanco,ESP,MF,Como,25-023,1998,2,46,23,2.7,0.5,0.00,,0.00,4.00,23,22.0,0.00,2.00,4.00,-2.00,-1.96,-2.23,4.40,2.40,2.00,+2.02,+1.87,https://fbref.com/en/players/c4dce677/Alejandro-Blanco,c4dce677,Serie B
76,Brayan Boci,ALB,DF,Calcio Lecco 1912,20-168,2003,0,,,,,0,,0,0,,13,,,,,,,,,,,,https://fbref.com/en/players/dc109ccf/Brayan-Boci,dc109ccf,Serie B
77,Luka Bogdan,CRO,DF,Ascoli,27-288,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/cb678320/Luka-Bogdan,cb678320,Serie B
78,Luka Bogdan,CRO,DF,Ternana,27-288,1996,1,90,90,5.3,1.0,1.00,90,1.00,0.00,,0.00,0.00,1.00,2.00,-1.00,-1.00,-0.83,0.90,2.70,-1.80,-1.77,-1.54,https://fbref.com/en/players/cb678320/Luka-Bogdan,cb678320,Serie B
79,Luca Bolletta,ITA,GK,Ascoli,19-043,2004,0,,,,,0,,0,0,,16,,,,,,,,,,,,https://fbref.com/en/players/7687d763/Luca-Bolletta,7687d763,Serie B
80,Luca Bonadeo,ITA,GK,Calcio Lecco 1912,20-262,2003,0,,,,,0,,0,0,,10,,,,,,,,,,,,https://fbref.com/en/players/7e85ed00/Luca-Bonadeo,7e85ed00,Serie B
81,Nicholas Bonfanti,ITA,FW,Modena,21-286,2002,10,407,41,23.8,4.5,1.33,50,0.00,0.89,26,2.00,1.20,0.67,0.67,0.00,0.00,+0.21,0.82,0.78,0.04,+0.04,+0.08,https://fbref.com/en/players/d3e93b43/Nicholas-Bonfanti,d3e93b43,Serie B
82,Ange-Yoan Bonny,FRA,FW,Parma,20-075,2003,18,980,54,57.3,10.9,1.28,62,0.00,0.37,29,0.09,2.11,1.93,1.01,0.92,+0.92,-0.31,1.47,0.98,0.49,+0.48,+0.27,https://fbref.com/en/players/64629ba4/Ange-Yoan-Bonny,64629ba4,Serie B
83,Fabio Borini,ITA,"FW,MF",Sampdoria,32-285,1991,13,1028,79,60.1,11.4,1.05,83,0.35,0.09,30,0.00,1.15,1.14,0.79,0.35,+0.35,+1.01,1.24,0.92,0.32,+0.32,+0.18,https://fbref.com/en/players/ef5b337e/Fabio-Borini,ef5b337e,Serie B
84,Edoardo Borrelli,ITA,GK,Catanzaro,19-169,2004,0,,,,,0,,0,0,,14,,,,,,,,,,,,https://fbref.com/en/players/b2cf0198/Edoardo-Borrelli,b2cf0198,Serie B
85,Gennaro Borrelli,ITA,FW,Brescia,23-304,2000,19,917,48,53.6,10.2,0.98,71,0.00,0.88,24,0.00,1.32,1.08,0.69,0.39,+0.39,+0.85,0.96,0.94,0.02,+0.02,-0.20,https://fbref.com/en/players/04c4edc1/Gennaro-Borrelli,04c4edc1,Serie B
86,Eric Botteghin,BRA,DF,Ascoli,36-130,1987,14,1256,90,73.5,14.0,1.00,90,0.93,0.00,,0.14,1.00,1.00,1.29,-0.29,-0.29,+0.31,1.05,1.28,-0.24,-0.23,+0.24,https://fbref.com/en/players/eef95b11/Eric-Botteghin,eef95b11,Serie B
87,Kleis Bozhanaj,ALB,"MF,FW",Modena,22-313,2001,9,288,32,16.8,3.2,0.63,48,0.00,2.19,28,0.63,1.56,1.88,2.50,-0.63,-0.62,-0.56,1.56,1.88,-0.34,-0.33,-0.37,https://fbref.com/en/players/09ef21ea/Kleis-Bozhanaj,09ef21ea,Serie B
88,Thomas Brahja,ITA,GK,Cremonese,19-007,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/0589866f/Thomas-Brahja,0589866f,Serie B
89,Alessio Brambilla,ITA,MF,Cremonese,22-206,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/1366a8aa/Alessio-Brambilla,1366a8aa,Serie B
90,Simone Branca,ITA,MF,Cittadella,31-289,1992,17,1358,80,79.4,15.1,1.13,80,0.73,0.00,,0.00,1.59,1.19,0.86,0.33,+0.33,+0.33,1.05,1.02,0.03,+0.03,+0.12,https://fbref.com/en/players/ce50ade3/Simone-Branca,ce50ade3,Serie B
91,Gabriel Brazão,BRA,GK,Ternana,23-095,2000,0,,,,,0,,0,0,,19,,,,,,,,,,,,https://fbref.com/en/players/18c697e8/Gabriel-Brazao,18c697e8,Serie B
92,Brenno,BRA,GK,Bari,24-282,1999,19,1679,88,98.2,18.7,1.02,88,0.96,0.00,,0.00,1.21,0.96,1.02,-0.05,-0.05,+2.85,1.01,1.14,-0.13,-0.13,+1.11,https://fbref.com/en/players/f002e8eb/Brenno,f002e8eb,Serie B
