Rk,Player,Nation,Pos,Squad,Age,Born,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Player Link_,Player ID_,Competition
11,Bradley Collins,ENG,GK,Coventry City,27-072,1997,26.0,1.12,0.08,0.04,0.12,0.12,1.06,0.23,0.06,+0.06,4.46,11.6,38.4,27.3,4.27,27.7,30.3,8.92,45.3,38.1,14.4,0.69,4.8,1.31,1.31,15.2,https://fbref.com/en/players/f679abe1/Bradley-Collins,f679abe1,EFL Championship
12,Michael Cooper,ENG,GK,Plymouth Argyle,24-205,1999,18.0,1.33,0.06,0.00,0.11,0.11,1.38,0.30,0.16,+0.16,4.06,17.6,23.1,33.7,7.89,37.6,35.6,9.61,50.9,41.9,16.9,1.83,10.8,0.50,0.50,10.3,https://fbref.com/en/players/17186929/Michael-Cooper,17186929,EFL Championship
13,David Cornell,WAL,GK,Preston,33-033,1991,2.0,2.00,0.50,0.00,0.00,0.00,2.15,0.37,0.15,+0.15,9.00,27.0,33.3,24.0,1.50,68.8,46.8,11.0,95.5,61.7,16.0,0.50,3.1,2.00,2.00,17.4,https://fbref.com/en/players/0c9aad01/David-Cornell,0c9aad01,EFL Championship
14,Karl Darlow,ENG,GK,Leeds United,33-205,1990,1.4,2.14,0.00,0.00,0.00,0.00,1.29,0.37,-0.86,-0.83,3.57,7.86,45.5,36.4,4.29,19.6,29.1,5.71,12.5,31.6,17.1,0.00,0.0,0.00,0.00,12.8,https://fbref.com/en/players/cde3309f/Karl-Darlow,cde3309f,EFL Championship
15,Cameron Dawson,ENG,GK,Sheffield Weds,28-298,1995,18.0,1.56,0.06,0.06,0.17,0.11,1.17,0.32,-0.27,-0.27,6.00,15.9,37.8,35.2,4.50,37.1,33.3,5.50,51.5,42.2,13.6,1.06,7.8,1.39,1.39,16.4,https://fbref.com/en/players/872891bc/Cameron-Dawson,872891bc,EFL Championship
16,Seny Dieng,SEN,GK,Middlesbrough,29-159,1994,34.0,1.35,0.09,0.03,0.21,0.06,1.23,0.31,-0.06,-0.06,3.24,10.9,29.8,35.9,4.41,24.1,28.1,4.74,46.0,37.0,13.4,0.79,5.9,1.59,1.59,16.6,https://fbref.com/en/players/c135cddd/Seny-Dieng,c135cddd,EFL Championship
17,Neil Etheridge,PHI,GK,Birmingham City,34-083,1990,2.0,1.50,0.00,0.00,0.00,0.00,1.30,0.52,-0.20,-0.20,1.50,14.5,10.3,31.0,7.00,35.5,34.9,7.50,46.7,38.9,9.50,1.50,15.8,0.50,0.50,9.9,https://fbref.com/en/players/2642bf6c/Neil-Etheridge,2642bf6c,EFL Championship
18,Tom Glover,AUS,GK,Middlesbrough,26-128,1997,11.0,1.36,0.00,0.00,0.09,0.00,1.25,0.29,-0.12,-0.12,2.45,10.2,24.1,34.3,5.64,22.5,27.9,5.91,41.5,38.1,15.9,0.82,5.1,1.82,1.82,18.0,https://fbref.com/en/players/682573d9/Tom-Glover,682573d9,EFL Championship
19,Angus Gunn,SCO,GK,Norwich City,28-099,1996,38.3,1.23,0.10,0.00,0.16,0.03,1.32,0.32,0.12,+0.12,3.63,10.2,35.5,32.6,4.10,24.9,29.1,4.60,46.0,39.5,15.3,0.91,6.0,1.25,1.25,14.4,https://fbref.com/en/players/e082af5b/Angus-Gunn,e082af5b,EFL Championship
20,Ben Hamer,ENG,GK,Watford,36-162,1987,19.0,1.47,0.05,0.05,0.11,0.05,1.52,0.29,0.10,+0.10,2.26,7.74,29.3,35.9,4.47,18.4,28.4,2.68,41.2,37.6,13.6,0.58,4.2,1.11,1.11,14.3,https://fbref.com/en/players/d822a850/Ben-Hamer,d822a850,EFL Championship
21,Conor Hazard,NIR,GK,Plymouth Argyle,26-056,1998,27.0,1.70,0.04,0.04,0.26,0.07,1.63,0.34,-0.00,0.00,3.96,16.3,24.4,31.9,5.37,40.3,37.0,7.56,45.1,39.7,17.0,0.74,4.4,0.59,0.59,12.0,https://fbref.com/en/players/10161491/Conor-Hazard,10161491,EFL Championship
22,Mads Hermansen,DEN,GK,Leicester City,23-294,2000,43.0,0.91,0.00,0.02,0.19,0.02,1.02,0.30,0.14,+0.14,2.91,9.37,31.0,47.5,4.79,18.0,26.0,2.42,33.7,33.0,10.6,0.67,6.4,1.70,1.70,18.2,https://fbref.com/en/players/c924b17d/Mads-Hermansen,c924b17d,EFL Championship
23,Václav Hladký,CZE,GK,Ipswich Town,33-168,1990,44.0,1.27,0.05,0.02,0.07,0.14,1.17,0.31,0.03,+0.03,3.34,7.91,42.2,36.7,3.80,18.5,25.3,3.36,33.1,32.2,13.3,0.70,5.3,2.36,2.36,17.4,https://fbref.com/en/players/6658971d/Vaclav-Hladky,6658971d,EFL Championship
24,Ethan Horvath,USA,GK,Cardiff City,28-326,1995,15.0,1.60,0.07,0.07,0.07,0.00,1.46,0.32,-0.14,-0.14,5.27,17.5,30.0,25.3,4.60,42.0,37.2,8.73,79.4,58.0,14.1,0.53,3.8,0.47,0.47,13.4,https://fbref.com/en/players/3f65d5ce/Ethan-Horvath,3f65d5ce,EFL Championship
25,Matt Ingram,ENG,GK,Hull City,30-134,1993,9.1,1.54,0.00,0.00,0.22,0.00,1.03,0.32,-0.51,-0.51,2.53,11.3,22.3,42.7,4.62,21.1,26.9,3.85,60.0,44.9,15.2,1.21,8.0,0.55,0.55,11.2,https://fbref.com/en/players/6f9dcb31/Matt-Ingram,6f9dcb31,EFL Championship
26,Daniel Iversen,DEN,GK,Stoke City,26-286,1997,17.0,1.29,0.06,0.06,0.12,0.00,1.10,0.34,-0.19,-0.19,4.06,16.9,24.0,27.7,3.71,45.0,39.0,6.41,69.7,52.7,12.9,1.06,8.2,1.24,1.24,13.9,https://fbref.com/en/players/10d221cd/Daniel-Iversen,10d221cd,EFL Championship
27,Viktor Johansson,SWE,GK,Rotherham Utd,25-229,1998,44.0,1.93,0.09,0.05,0.20,0.02,1.96,0.32,0.05,+0.05,12.4,31.9,39.0,30.3,2.36,80.2,51.8,8.70,87.5,60.4,17.5,1.36,7.8,1.61,1.61,14.7,https://fbref.com/en/players/e4a588a7/Viktor-Johansson,e4a588a7,EFL Championship
28,Kristoffer Klaesson,NOR,GK,Leeds United,23-155,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,+0.02,3.00,10.0,30.0,24.0,3.00,25.0,30.4,7.00,57.1,43.3,5.00,0.00,0.0,0.00,0.00,,https://fbref.com/en/players/3f70db80/Kristoffer-Klaesson,3f70db80,EFL Championship
29,George Long,ENG,GK,Norwich City,30-177,1993,6.7,2.39,0.15,0.00,0.30,0.15,1.81,0.26,-0.43,-0.43,1.49,11.0,13.5,28.5,3.43,29.8,32.4,4.93,51.5,44.8,12.8,0.75,5.8,0.15,0.15,9.8,https://fbref.com/en/players/754e3f2d/George-Long,754e3f2d,EFL Championship
30,Chris Maxwell,WAL,GK,Huddersfield,33-275,1990,6.7,1.34,0.00,0.00,0.15,0.00,1.61,0.31,0.27,+0.27,5.52,16.3,33.9,24.0,5.07,40.4,34.7,9.55,68.8,47.9,20.3,0.75,3.7,0.60,0.59,10.4,https://fbref.com/en/players/609f9b60/Chris-Maxwell,609f9b60,EFL Championship
31,Alex McCarthy,ENG,GK,Southampton,34-149,1989,4.0,2.00,0.00,0.00,0.00,0.00,1.88,0.35,-0.13,-0.14,1.25,6.75,18.5,34.0,6.25,19.1,24.9,4.00,6.3,16.3,9.25,0.50,5.4,0.25,0.25,11.1,https://fbref.com/en/players/36c2ca73/Alex-McCarthy,36c2ca73,EFL Championship
32,Illan Meslier,FRA,GK,Leeds United,24-059,2000,42.6,0.89,0.02,0.00,0.16,0.05,0.79,0.28,-0.06,-0.06,2.23,9.18,24.3,40.1,4.51,19.0,27.3,3.62,42.9,41.4,11.4,0.56,5.0,1.13,1.13,12.9,https://fbref.com/en/players/6b625ac2/Illan-Meslier,6b625ac2,EFL Championship
33,Lee Nicholls,ENG,GK,Huddersfield,31-208,1992,36.7,1.74,0.08,0.05,0.19,0.05,1.60,0.35,-0.09,-0.09,5.97,18.5,32.3,25.6,5.04,53.8,40.9,7.79,60.5,45.9,14.0,0.63,4.5,1.01,1.01,15.3,https://fbref.com/en/players/b105cebe/Lee-Nicholls,b105cebe,EFL Championship
34,Max O'Leary,IRL,GK,Bristol City,27-203,1996,45.0,1.04,0.09,0.00,0.16,0.04,1.01,0.23,0.01,+0.01,5.11,17.5,29.2,32.7,5.71,45.3,36.5,5.04,52.9,42.7,12.9,0.82,6.4,1.62,1.62,16.6,https://fbref.com/en/players/a77c1ce8/Max-OLeary,a77c1ce8,EFL Championship
35,Alex Palmer,ENG,GK,West Brom,27-264,1996,45.0,1.04,0.07,0.02,0.24,0.00,1.04,0.29,-0.00,0.00,2.96,10.7,27.7,31.5,4.27,26.6,30.0,4.80,48.1,40.9,13.0,0.71,5.5,1.27,1.27,14.7,https://fbref.com/en/players/6ea97fd5/Alex-Palmer,6ea97fd5,EFL Championship
36,Anthony Patterson,ENG,GK,Sunderland,23-356,2000,45.0,1.16,0.04,0.00,0.13,0.04,1.19,0.32,0.08,+0.08,3.16,8.89,35.5,28.6,5.53,24.1,28.8,4.69,42.7,37.5,11.2,0.78,6.9,0.78,0.78,14.3,https://fbref.com/en/players/b2470c6f/Anthony-Patterson,b2470c6f,EFL Championship
37,Aynsley Pears,ENG,GK,Blackburn,26-007,1998,24.7,1.54,0.12,0.04,0.24,0.08,1.35,0.27,-0.11,-0.10,3.44,12.9,26.6,29.3,5.38,30.8,31.4,8.42,46.2,38.4,12.4,0.81,6.5,2.27,2.27,17.7,https://fbref.com/en/players/dfa084b2/Aynsley-Pears,dfa084b2,EFL Championship
38,Dillon Phillips,ENG,GK,Rotherham Utd,28-324,1995,1.0,2.00,1.00,1.00,0.00,0.00,2.10,0.21,0.10,+0.06,19.0,35.0,54.3,26.0,3.00,84.6,48.5,14.0,92.9,61.1,11.0,1.00,9.1,3.00,3.00,15.6,https://fbref.com/en/players/d0330b1d/Dillon-Phillips,d0330b1d,EFL Championship
39,John Ruddy,ENG,GK,Birmingham City,37-189,1986,43.0,1.44,0.00,0.02,0.19,0.05,1.32,0.28,-0.07,-0.07,6.72,19.0,35.4,28.5,5.88,46.4,38.1,8.44,68.0,49.6,15.6,1.84,11.8,1.07,1.07,13.8,https://fbref.com/en/players/da8b19e2/John-Ruddy,da8b19e2,EFL Championship
40,Carl Rushworth,ENG,GK,Swansea City,22-303,2001,45.0,1.42,0.11,0.00,0.13,0.04,1.49,0.31,0.12,+0.11,4.87,17.2,28.3,41.5,5.67,32.0,31.4,7.22,53.8,42.7,13.0,0.78,6.0,1.42,1.42,16.3,https://fbref.com/en/players/810912d5/Carl-Rushworth,810912d5,EFL Championship
41,Matija Šarkić,MNE,GK,Millwall,26-282,1997,31.0,1.10,0.13,0.00,0.13,0.03,1.13,0.30,0.06,+0.06,5.35,18.0,29.7,21.7,3.03,55.8,42.7,7.65,77.6,54.3,14.5,1.13,7.8,1.23,1.23,14.5,https://fbref.com/en/players/a89e7b29/Matija-Sarkic,a89e7b29,EFL Championship
42,Tommy Simkin,ENG,GK,Stoke City,19-144,2004,1.0,1.00,0.00,0.00,0.00,0.00,0.40,0.21,-0.60,-0.58,7.00,24.0,29.2,24.0,5.00,70.8,43.6,7.00,100.0,67.7,16.0,0.00,0.0,0.00,0.00,17.0,https://fbref.com/en/players/ae7f5d8a/Tommy-Simkin,ae7f5d8a,EFL Championship
43,Jakub Stolarczyk,POL,GK,Leicester City,23-133,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.30,+0.30,0.00,10.0,0.0,46.0,8.00,17.4,23.7,5.00,40.0,41.6,20.0,0.00,0.0,0.00,0.00,9.0,https://fbref.com/en/players/a4a76b3d/Jakub-Stolarczyk,a4a76b3d,EFL Championship
44,Mark Travers,IRL,GK,Stoke City,24-348,1999,13.0,1.38,0.08,0.08,0.23,0.00,1.32,0.26,-0.06,-0.06,7.00,20.0,35.0,30.1,4.85,45.0,36.7,8.77,73.7,56.1,13.4,1.00,7.5,0.92,0.92,14.1,https://fbref.com/en/players/fe558029/Mark-Travers,fe558029,EFL Championship
45,Devis Vásquez,COL,GK,Sheffield Weds,25-354,1998,9.0,1.78,0.44,0.00,0.33,0.00,1.66,0.29,-0.12,-0.12,8.56,21.3,40.1,29.6,4.00,47.7,38.3,11.0,65.7,49.9,14.4,0.67,4.6,1.22,1.22,15.8,https://fbref.com/en/players/fac1f795/Devis-Vasquez,fac1f795,EFL Championship
46,Leopold Wahlstedt,SWE,GK,Blackburn,24-301,1999,20.3,1.77,0.05,0.00,0.25,0.05,1.56,0.30,-0.16,-0.16,1.92,8.18,23.5,31.6,6.31,15.6,24.5,8.77,37.1,33.2,14.0,0.89,6.3,1.18,1.18,14.4,https://fbref.com/en/players/9b26a433/Leopold-Wahlstedt,9b26a433,EFL Championship
47,Ben Wilson,ENG,GK,Coventry City,31-265,1992,18.0,1.44,0.06,0.00,0.22,0.06,1.18,0.31,-0.21,-0.21,2.61,9.22,28.3,26.4,6.94,26.5,29.8,7.94,28.0,32.0,13.7,0.72,5.3,0.56,0.56,12.5,https://fbref.com/en/players/0118dd71/Ben-Wilson,0118dd71,EFL Championship
48,Freddie Woodman,ENG,GK,Preston,27-057,1997,42.0,1.36,0.05,0.00,0.12,0.05,1.34,0.31,0.03,+0.03,6.55,22.2,29.5,24.1,3.71,60.6,44.7,8.48,89.6,62.0,14.3,0.67,4.7,1.26,1.26,15.5,https://fbref.com/en/players/19e50035/Freddie-Woodman,19e50035,EFL Championship
