Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
21,Allan,BRA,MF,Flamengo,25,1997,5.4,1.85,0.93,0.74,0.93,0.19,0.56,2.96,18.8,2.41,0.93,0.19,0.74,1.67,3.52,0.74,0.00,https://fbref.com/en/players/b15e93aa/Allan,b15e93aa,Brazilian Serie A
22,Allano,BRA,FW,Goiás,27,1995,13.7,2.77,1.46,1.82,0.73,0.22,1.90,3.58,53.1,1.68,1.24,0.07,1.17,0.88,3.65,1.02,0.00,https://fbref.com/en/players/9c1245f8/Allano,9c1245f8,Brazilian Serie A
23,Henrique Almeida,BRA,FW,América (MG),31,1991,1.7,1.18,0.59,0.00,0.00,1.18,0.00,1.18,0.0,1.18,0.00,0.00,0.00,0.00,1.18,0.59,0.00,https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida,8aa2f2e3,Brazilian Serie A
24,Rodrigo Alves,BRA,MF,Vasco da Gama,20,2002,3.9,2.82,1.28,1.79,1.03,0.00,1.54,3.59,42.9,2.05,0.26,0.00,0.26,0.77,3.59,1.28,0.26,https://fbref.com/en/players/642defee/Rodrigo-Alves,642defee,Brazilian Serie A
25,Anderson,BRA,GK,Cruzeiro,24,1998,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/29d862d4/Anderson,29d862d4,Brazilian Serie A
26,Anderson,BRA,"FW,MF",Goiás,24,1998,14.3,1.68,1.12,0.77,0.70,0.21,1.05,1.82,57.7,0.77,0.56,0.00,0.56,0.21,1.89,0.35,0.00,https://fbref.com/en/players/4242a0a1/Anderson,4242a0a1,Brazilian Serie A
27,André,BRA,DF,Bahia,19,2003,1.4,1.43,0.71,0.71,0.71,0.00,1.43,1.43,100.0,0.00,2.86,0.71,2.14,0.71,2.14,2.14,0.71,https://fbref.com/en/players/bfe1565f/Andre,bfe1565f,Brazilian Serie A
28,André,BRA,"MF,DF",Fluminense,21,2001,29.4,1.94,1.26,0.95,0.88,0.10,0.92,1.70,54.0,0.78,0.92,0.48,0.44,1.05,2.99,1.22,0.07,https://fbref.com/en/players/ec604e2c/Andre,ec604e2c,Brazilian Serie A
29,Maurício Antônio,BRA,DF,Coritiba,30,1992,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,2.00,0.50,2.50,2.50,9.00,0.00,https://fbref.com/en/players/0bd71531/Mauricio-Antonio,0bd71531,Brazilian Serie A
30,Apodi,BRA,"FW,MF",Goiás,36,1986,4.2,1.19,0.95,0.71,0.24,0.24,0.71,0.95,75.0,0.24,0.48,0.24,0.24,0.48,1.67,1.90,0.00,https://fbref.com/en/players/affbe6bc/Apodi,affbe6bc,Brazilian Serie A
31,Guilherme Arana,BRA,DF,Atlético Mineiro,25,1997,26.5,1.58,1.09,0.94,0.60,0.04,0.57,0.94,60.0,0.38,1.17,0.38,0.79,1.21,2.79,2.11,0.00,https://fbref.com/en/players/2b15a82a/Guilherme-Arana,2b15a82a,Brazilian Serie A
32,Charles Aránguiz,CHI,MF,Internacional,33,1989,14.1,2.34,1.13,0.92,0.99,0.43,1.28,2.77,46.2,1.49,0.85,0.14,0.71,0.71,3.05,0.71,0.00,https://fbref.com/en/players/56413b1f/Charles-Aranguiz,56413b1f,Brazilian Serie A
33,Luiz Araújo,BRA,"FW,MF",Flamengo,26,1996,8.7,2.18,1.84,0.92,0.69,0.57,0.80,2.18,36.8,1.38,1.49,0.11,1.38,0.80,2.99,1.15,0.00,https://fbref.com/en/players/fa18c72e/Luiz-Araujo,fa18c72e,Brazilian Serie A
34,Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,6.5,1.85,1.08,0.46,0.62,0.77,0.62,2.77,22.2,2.15,1.85,0.46,1.38,1.38,3.23,0.92,0.00,https://fbref.com/en/players/2b0a4a75/Matheus-Araujo,2b0a4a75,Brazilian Serie A
35,Michel Araujo,URU,"FW,MF",São Paulo,26,1996,19.6,1.84,1.17,0.77,0.87,0.20,1.02,2.45,41.7,1.43,1.38,0.10,1.28,0.56,2.40,0.92,0.05,https://fbref.com/en/players/1159e4ae/Michel-Araujo,1159e4ae,Brazilian Serie A
36,Éberth Araújo Nogueira,BRA,FW,Coritiba,19,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6e60f591/Eberth-Araujo-Nogueira,6e60f591,Brazilian Serie A
37,Robert Arboleda,ECU,DF,São Paulo,31,1991,19.1,1.68,1.10,1.05,0.58,0.05,0.99,1.20,82.6,0.21,1.41,1.26,0.16,0.68,2.36,3.72,0.10,https://fbref.com/en/players/269dbfc6/Robert-Arboleda,269dbfc6,Brazilian Serie A
38,Jhon Arias,COL,"FW,MF",Fluminense,25,1997,26.5,2.04,1.17,0.94,0.79,0.30,0.94,2.26,41.7,1.32,1.77,0.08,1.70,0.34,2.38,0.68,0.04,https://fbref.com/en/players/86d96066/Jhon-Arias,86d96066,Brazilian Serie A
39,Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,2.1,0.95,0.48,0.48,0.00,0.48,0.95,1.90,50.0,0.95,0.00,0.00,0.00,0.00,0.95,0.48,0.00,https://fbref.com/en/players/e198a544/Luciano-Arriagada,e198a544,Brazilian Serie A
40,Arthur,BRA,"FW,MF",Cruzeiro,24,1998,15.0,0.60,0.47,0.33,0.27,0.00,0.20,0.60,33.3,0.40,1.13,0.00,1.13,0.33,0.93,0.20,0.00,https://fbref.com/en/players/184ad240/Arthur,184ad240,Brazilian Serie A
41,Arthur,BRA,DF,América (MG),19,2003,1.0,2.00,1.00,0.00,2.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,3.00,1.00,0.00,https://fbref.com/en/players/8a958856/Arthur,8a958856,Brazilian Serie A
42,Arthur,BRA,"DF,FW",Fluminense,18,2004,0.2,10.0,5.00,5.00,0.00,5.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/0339468c/Arthur,0339468c,Brazilian Serie A
43,Artur,BRA,FW,Palmeiras,24,1998,21.1,0.90,0.47,0.47,0.28,0.14,0.47,1.71,27.8,1.23,1.04,0.00,1.04,0.33,1.23,0.66,0.00,https://fbref.com/en/players/105132cd/Artur,105132cd,Brazilian Serie A
44,Eduard Atuesta,COL,MF,Palmeiras,25,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/60990b81/Eduard-Atuesta,60990b81,Brazilian Serie A
45,Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,3.6,1.39,0.56,0.83,0.56,0.00,0.56,2.78,20.0,2.22,2.78,0.56,2.22,0.28,1.67,0.56,0.00,https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto,1f9cbd0b,Brazilian Serie A
46,Filipe Augusto,BRA,MF,Cuiabá,29,1993,11.8,2.20,1.27,1.10,0.85,0.25,1.27,3.05,41.7,1.78,1.53,0.93,0.59,0.59,2.80,2.03,0.00,https://fbref.com/en/players/0e34de55/Filipe-Augusto,0e34de55,Brazilian Serie A
47,Renato Augusto,BRA,MF,Corinthians,34,1988,14.2,1.20,0.56,0.35,0.70,0.14,0.21,0.77,27.3,0.56,0.49,0.14,0.35,0.56,1.76,0.70,0.00,https://fbref.com/en/players/83a6367a/Renato-Augusto,83a6367a,Brazilian Serie A
48,Danilo Avelar,BRA,DF,América (MG),33,1989,22.0,1.59,1.00,0.68,0.82,0.09,0.77,1.41,54.8,0.64,0.91,0.45,0.45,1.59,3.18,3.27,0.00,https://fbref.com/en/players/eacb45fd/Danilo-Avelar,eacb45fd,Brazilian Serie A
49,Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,19.4,0.88,0.52,0.36,0.26,0.26,0.57,1.34,42.3,0.77,0.82,0.15,0.67,0.52,1.39,0.88,0.00,https://fbref.com/en/players/4a22b15a/Felipe-Azevedo,4a22b15a,Brazilian Serie A
50,Matheus Babi,BRA,FW,Goiás,25,1997,9.8,0.71,0.41,0.10,0.41,0.20,0.41,1.12,36.4,0.71,0.61,0.10,0.51,0.10,0.82,1.02,0.00,https://fbref.com/en/players/f48cff2c/Matheus-Babi,f48cff2c,Brazilian Serie A
51,Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,5.5,2.91,1.27,1.45,0.91,0.55,1.27,3.27,38.9,2.00,1.45,0.00,1.45,1.45,4.36,2.73,0.00,https://fbref.com/en/players/33e3c4e5/Matheus-Bahia,33e3c4e5,Brazilian Serie A
52,Fabián Balbuena,PAR,DF,Corinthians,31,1991,1.0,1.00,0.00,1.00,0.00,0.00,1.00,1.00,100.0,0.00,0.00,0.00,0.00,3.00,4.00,5.00,1.00,https://fbref.com/en/players/3626f7d9/Fabian-Balbuena,3626f7d9,Brazilian Serie A
53,Robson Bambu,BRA,DF,Vasco da Gama,25,1997,14.2,1.48,0.92,1.06,0.35,0.07,0.92,1.97,46.4,1.06,1.90,1.13,0.77,0.85,2.32,4.93,0.07,https://fbref.com/en/players/d4fa7d01/Robson-Bambu,d4fa7d01,Brazilian Serie A
54,Gabriel Baralhas,BRA,MF,Internacional,24,1998,2.6,2.69,1.92,1.15,1.54,0.00,1.92,3.08,62.5,1.15,1.54,0.38,1.15,1.92,4.62,0.77,0.00,https://fbref.com/en/players/b7838aad/Gabriel-Baralhas,b7838aad,Brazilian Serie A
55,Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,11.2,1.61,0.80,0.89,0.45,0.27,0.45,1.07,41.7,0.63,1.43,0.63,0.80,1.43,3.04,3.30,0.00,https://fbref.com/en/players/0557ff4f/Danilo-Barbosa,0557ff4f,Brazilian Serie A
56,Diogo Barbosa,BRA,DF,Fluminense,30,1992,12.4,1.29,0.89,0.56,0.56,0.16,0.65,1.61,40.0,0.97,0.40,0.08,0.32,0.81,2.10,2.26,0.00,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
57,Diogo Barbosa,BRA,DF,Grêmio,30,1992,4.3,0.93,0.93,0.23,0.70,0.00,0.70,2.09,33.3,1.40,1.16,0.70,0.47,1.16,2.09,3.26,0.00,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
58,Gabriel Barbosa,BRA,FW,Flamengo,26,1996,17.1,0.18,0.06,0.06,0.06,0.06,0.06,0.88,6.7,0.82,0.06,0.00,0.06,0.12,0.29,0.00,0.00,https://fbref.com/en/players/72d0e1b6/Gabriel-Barbosa,72d0e1b6,Brazilian Serie A
59,Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,1.1,10.9,4.55,2.73,8.18,0.00,5.45,10.0,54.5,4.55,7.27,2.73,4.55,1.82,12.7,2.73,0.00,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
60,Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,1.1,3.64,1.82,0.91,1.82,0.91,0.91,1.82,50.0,0.91,1.82,0.00,1.82,1.82,5.45,2.73,0.00,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
61,Chrystian Barletta,BRA,MF,Corinthians,21,2001,1.4,,2.14,,,,,,,,,,,0.71,,,,https://fbref.com/en/players/d594cf58/Chrystian-Barletta,d594cf58,Brazilian Serie A
62,Cauan Barros,BRA,MF,Vasco da Gama,18,2004,2.6,2.31,1.15,0.00,1.92,0.38,1.54,4.62,33.3,3.08,1.15,0.00,1.15,0.38,2.69,3.46,0.00,https://fbref.com/en/players/6ae4627b/Cauan-Barros,6ae4627b,Brazilian Serie A
63,Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,2.0,1.00,0.50,0.50,0.50,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,https://fbref.com/en/players/b43515ea/Gabriel-Barros,b43515ea,Brazilian Serie A
64,Bastos,ANG,DF,Botafogo (RJ),31,1991,1.3,3.08,1.54,0.77,1.54,0.77,1.54,2.31,66.7,0.77,3.08,0.77,2.31,0.00,3.08,3.08,0.00,https://fbref.com/en/players/c01c66d9/Bastos,c01c66d9,Brazilian Serie A
65,Fellipe Bastos,BRA,MF,Goiás,32,1990,0.4,2.50,0.00,2.50,0.00,0.00,2.50,2.50,100.0,0.00,2.50,2.50,0.00,2.50,5.00,0.00,0.00,https://fbref.com/en/players/9b99eae0/Fellipe-Bastos,9b99eae0,Brazilian Serie A
66,Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,5.9,2.20,0.85,1.36,0.34,0.51,1.36,2.88,47.1,1.53,1.69,0.34,1.36,0.34,2.54,3.22,0.00,https://fbref.com/en/players/9bd61510/Diogo-Batista,9bd61510,Brazilian Serie A
67,Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,19.2,2.03,1.51,0.78,1.15,0.10,1.04,1.93,54.1,0.89,1.15,0.47,0.68,0.63,2.66,1.15,0.05,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia,d637fc22,Brazilian Serie A
68,José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,22.2,2.21,1.40,1.31,0.77,0.14,1.13,2.52,44.6,1.40,1.08,0.36,0.72,1.35,3.56,2.52,0.09,https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz,6f1a7f76,Brazilian Serie A
69,Matheus Belém,BRA,DF,São Paulo,19,2003,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.0,0.53,1.05,1.05,0.00,1.05,1.05,2.63,0.00,https://fbref.com/en/players/3f2ef5ad/Matheus-Belem,3f2ef5ad,Brazilian Serie A
70,Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,0.5,2.00,2.00,2.00,0.00,0.00,2.00,2.00,100.0,0.00,4.00,2.00,2.00,0.00,2.00,0.00,0.00,https://fbref.com/en/players/1e4932f6/Lucas-Belezi,1e4932f6,Brazilian Serie A
71,Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,4.5,1.56,1.33,0.22,1.11,0.22,0.22,1.56,14.3,1.33,0.89,0.22,0.67,0.22,1.78,0.22,0.00,https://fbref.com/en/players/96d14fe7/Ramiro-Benetti,96d14fe7,Brazilian Serie A
72,Martín Benítez,ARG,"MF,FW",América (MG),28,1994,12.4,0.89,0.56,0.40,0.24,0.24,0.32,1.13,28.6,0.81,0.56,0.00,0.56,0.48,1.37,0.24,0.00,https://fbref.com/en/players/c122e34e/Martin-Benitez,c122e34e,Brazilian Serie A
73,Bento,BRA,GK,Ath Paranaense,23,1999,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.00,0.00,0.00,0.03,0.03,0.55,0.03,https://fbref.com/en/players/5d699228/Bento,5d699228,Brazilian Serie A
74,Lucas Beraldo,BRA,DF,São Paulo,19,2003,24.0,1.17,0.88,0.79,0.33,0.04,0.75,1.13,66.7,0.38,1.50,0.96,0.54,1.00,2.17,3.71,0.08,https://fbref.com/en/players/b8aedf06/Lucas-Beraldo,b8aedf06,Brazilian Serie A
75,Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,4.4,1.14,0.45,0.91,0.23,0.00,0.68,1.36,50.0,0.68,0.68,0.00,0.68,1.14,2.27,0.23,0.00,https://fbref.com/en/players/d8dcc840/Lucas-Besozzi,d8dcc840,Brazilian Serie A
76,Matheus Bianqui,BRA,MF,Coritiba,25,1998,15.8,2.78,1.58,0.70,1.90,0.19,1.08,2.28,47.2,1.20,2.15,0.63,1.52,1.27,4.05,2.09,0.00,https://fbref.com/en/players/9da67b35/Matheus-Bianqui,9da67b35,Brazilian Serie A
77,Raul Bicalho,BRA,DF,Bahia,23,1999,3.6,1.67,0.28,1.39,0.28,0.00,1.11,1.39,80.0,0.28,0.83,0.83,0.00,0.28,1.94,3.33,0.00,https://fbref.com/en/players/79af412b/Raul-Bicalho,79af412b,Brazilian Serie A
78,Matheus Bidu,BRA,DF,Corinthians,23,1999,18.4,1.47,1.09,0.98,0.33,0.16,0.71,1.20,59.1,0.49,1.30,0.33,0.98,1.68,3.15,3.04,0.00,https://fbref.com/en/players/b8a72293/Matheus-Bidu,b8a72293,Brazilian Serie A
79,Rafael Bilu,BRA,FW,Cruzeiro,23,1999,1.0,2.00,0.00,0.00,1.00,1.00,0.00,0.00,,0.00,3.00,0.00,3.00,1.00,3.00,0.00,0.00,https://fbref.com/en/players/26880429/Rafael-Bilu,26880429,Brazilian Serie A
80,Guilherme Biro,BRA,"FW,MF",Corinthians,18,2004,6.4,1.25,0.63,0.78,0.31,0.16,0.47,2.19,21.4,1.72,1.88,0.00,1.88,0.47,1.72,0.31,0.00,https://fbref.com/en/players/e38c2c76/Guilherme-Biro,e38c2c76,Brazilian Serie A
81,Bitelo,BRA,"MF,FW",Grêmio,23,2000,17.2,1.69,1.22,0.81,0.64,0.23,0.87,2.27,38.5,1.40,1.51,0.35,1.16,1.16,2.85,0.70,0.00,https://fbref.com/en/players/d4b69f94/Bitelo,d4b69f94,Brazilian Serie A
82,Thiago Borbas,URU,FW,Bragantino,20,2002,15.9,0.82,0.57,0.19,0.44,0.19,0.19,0.94,20.0,0.75,0.88,0.00,0.88,0.13,0.94,0.50,0.00,https://fbref.com/en/players/04f9c45f/Thiago-Borbas,04f9c45f,Brazilian Serie A
83,Ângelo Borges,BRA,"FW,MF",Santos,18,2004,6.0,1.67,1.33,0.33,0.83,0.50,0.83,1.67,50.0,0.83,1.83,0.00,1.83,0.83,2.50,0.17,0.00,https://fbref.com/en/players/737945d9/Angelo-Borges,737945d9,Brazilian Serie A
84,Daniel Borges,BRA,DF,América (MG),29,1993,8.9,2.02,1.35,1.01,0.79,0.22,0.90,1.57,57.1,0.67,1.01,0.34,0.67,1.57,3.60,3.37,0.00,https://fbref.com/en/players/71879f82/Daniel-Borges,71879f82,Brazilian Serie A
85,Daniel Borges,BRA,DF,Botafogo (RJ),29,1993,0.5,6.00,4.00,6.00,0.00,0.00,4.00,8.00,50.0,4.00,4.00,0.00,4.00,2.00,8.00,6.00,0.00,https://fbref.com/en/players/71879f82/Daniel-Borges,71879f82,Brazilian Serie A
86,Marllon Borges,BRA,DF,Cuiabá,30,1992,36.0,1.39,0.94,0.86,0.50,0.03,0.64,1.22,52.3,0.58,1.06,0.58,0.47,0.75,2.14,4.19,0.00,https://fbref.com/en/players/d0b29bbd/Marllon-Borges,d0b29bbd,Brazilian Serie A
87,Pedro Borges,BRA,"MF,FW",Fortaleza,25,1997,6.3,2.54,1.90,1.11,1.11,0.32,1.11,1.90,58.3,0.79,1.11,0.32,0.79,0.63,3.17,1.90,0.16,https://fbref.com/en/players/5bb699c4/Pedro-Borges,5bb699c4,Brazilian Serie A
88,Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,3.8,3.16,1.32,0.79,2.11,0.26,1.84,3.42,53.8,1.58,1.32,0.26,1.05,0.26,3.42,0.79,0.00,https://fbref.com/en/players/e90af77c/Gabriel-Boschilia,e90af77c,Brazilian Serie A
89,Lucas Braga,BRA,"DF,FW",Santos,26,1996,22.1,1.31,0.95,0.86,0.36,0.09,0.77,1.81,42.5,1.04,1.00,0.18,0.81,0.50,1.81,1.04,0.00,https://fbref.com/en/players/8a0a73ad/Lucas-Braga,8a0a73ad,Brazilian Serie A
90,David Braz,BRA,DF,Fluminense,35,1987,9.6,1.15,0.83,0.52,0.42,0.21,0.63,1.04,60.0,0.42,1.15,0.63,0.52,0.83,1.98,5.21,0.10,https://fbref.com/en/players/9313b408/David-Braz,9313b408,Brazilian Serie A
91,Brenno,BRA,GK,Grêmio,23,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f002e8eb/Brenno,f002e8eb,Brazilian Serie A
92,Breno,BRA,MF,Botafogo (RJ),22,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/083374b7/Breno,083374b7,Brazilian Serie A
93,Breno,BRA,FW,Palmeiras,27,1996,15.2,1.12,0.72,0.26,0.59,0.26,0.46,0.86,53.8,0.39,0.53,0.00,0.53,0.26,1.38,0.20,0.00,https://fbref.com/en/players/e0016d00/Breno,e0016d00,Brazilian Serie A
94,Emanuel Brítez,ARG,DF,Fortaleza,30,1992,30.7,1.21,0.81,0.78,0.33,0.10,0.75,1.50,50.0,0.75,1.21,0.85,0.36,1.01,2.21,4.79,0.00,https://fbref.com/en/players/fb29d05d/Emanuel-Britez,fb29d05d,Brazilian Serie A
95,Bruno,BRA,"FW,MF",Bragantino,19,2003,7.9,0.51,0.51,0.00,0.25,0.25,0.25,1.52,16.7,1.27,1.39,0.00,1.39,0.25,0.76,0.25,0.00,https://fbref.com/en/players/ad8c3404/Bruno,ad8c3404,Brazilian Serie A
96,Fabrício Bruno,BRA,DF,Flamengo,26,1996,34.0,1.41,0.82,0.85,0.53,0.03,0.79,1.03,77.1,0.24,1.18,0.76,0.41,0.74,2.15,4.35,0.03,https://fbref.com/en/players/470d197b/Fabricio-Bruno,470d197b,Brazilian Serie A
97,Vitor Bueno,BRA,"MF,FW",Ath Paranaense,28,1994,23.1,0.69,0.30,0.26,0.30,0.13,0.22,0.78,27.8,0.56,0.69,0.09,0.61,0.26,0.95,0.04,0.00,https://fbref.com/en/players/5752f96d/Vitor-Bueno,5752f96d,Brazilian Serie A
