Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
11,Gabriel Chapecó,BRA,GK,Grêmio,22,2000,31,31,2790,31.0,1.65,1.65,5.13,3.52,70.4,0.45,0.16,0.39,0.16,16.1,0.13,0.13,0.00,0.00,0.0,https://fbref.com/en/players/a24714b4/Gabriel-Chapeco,a24714b4,Brazilian Serie A
12,Mateus Claus,BRA,GK,Bahia,28,1994,1,0,53,0.6,3.33,3.40,5.00,1.67,33.3,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/03103191/Mateus-Claus,03103191,Brazilian Serie A
13,Matheus Cunha,BRA,GK,Flamengo,21,2001,19,18,1580,17.6,1.25,1.25,5.57,4.26,80.6,0.51,0.34,0.17,0.28,27.8,0.23,0.17,0.06,0.00,25.0,https://fbref.com/en/players/9475960a/Matheus-Cunha,9475960a,Brazilian Serie A
14,Vitor Eudes,BRA,GK,Fluminense,24,1998,1,1,90,1.0,1.00,1.00,5.00,4.00,80.0,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/b7a95ab2/Vitor-Eudes,b7a95ab2,Brazilian Serie A
15,Éverson,BRA,GK,Atlético Mineiro,32,1990,36,36,3240,36.0,0.86,0.86,3.67,2.83,78.0,0.47,0.25,0.28,0.39,38.9,0.06,0.06,0.00,0.00,0.0,https://fbref.com/en/players/a59c090b/Everson,a59c090b,Brazilian Serie A
16,Fábio,BRA,GK,Fluminense,42,1980,35,35,3150,35.0,1.17,1.17,4.14,3.00,75.2,0.46,0.20,0.34,0.34,34.3,0.17,0.14,0.00,0.03,0.0,https://fbref.com/en/players/15825726/Fabio,15825726,Brazilian Serie A
17,Marcos Felipe,BRA,GK,Bahia,26,1996,37,37,3330,37.0,1.38,1.38,4.95,3.57,75.4,0.32,0.22,0.46,0.24,24.3,0.16,0.16,0.00,0.00,0.0,https://fbref.com/en/players/453bdfb9/Marcos-Felipe,453bdfb9,Brazilian Serie A
18,Danilo Fernandes,BRA,GK,Bahia,34,1988,1,1,37,0.4,,,15.0,15.0,,,,2.50,,,,,,,,https://fbref.com/en/players/ed05acdc/Danilo-Fernandes,ed05acdc,Brazilian Serie A
19,Gatito Fernández,PAR,GK,Botafogo (RJ),34,1988,1,0,45,0.5,2.00,2.00,8.00,6.00,75.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/9a82f79a/Gatito-Fernandez,9a82f79a,Brazilian Serie A
20,Gabriel,BRA,GK,Coritiba,30,1992,31,31,2765,30.7,1.95,1.95,5.50,3.58,68.6,0.23,0.16,0.62,0.20,19.4,0.26,0.23,0.03,0.00,12.5,https://fbref.com/en/players/f93ed0df/Gabriel,f93ed0df,Brazilian Serie A
21,Jandrei,BRA,GK,São Paulo,29,1993,5,5,450,5.0,0.80,0.80,3.40,2.60,88.2,0.20,0.60,0.20,0.40,40.0,0.40,0.40,0.00,0.00,0.0,https://fbref.com/en/players/85ea4399/Jandrei,85ea4399,Brazilian Serie A
22,Léo Jardim,BRA,GK,Vasco da Gama,27,1995,38,38,3420,38.0,1.34,1.34,4.79,3.42,74.2,0.32,0.24,0.45,0.24,23.7,0.13,0.11,0.03,0.00,20.0,https://fbref.com/en/players/f5dfc256/Leo-Jardim,f5dfc256,Brazilian Serie A
23,John,BRA,GK,Internacional,26,1996,9,9,810,9.0,0.56,0.56,4.33,3.78,87.2,0.56,0.33,0.11,0.56,55.6,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/33a235af/John,33a235af,Brazilian Serie A
24,Jori,BRA,GK,América (MG),26,1996,11,11,990,11.0,2.27,2.27,6.55,4.36,68.1,0.09,0.27,0.64,0.00,0.0,0.18,0.18,0.00,0.00,0.0,https://fbref.com/en/players/9aecb45b/Jori,9aecb45b,Brazilian Serie A
25,Keiller,BRA,GK,Internacional,26,1996,10,10,900,10.0,1.50,1.50,4.30,2.70,67.4,0.20,0.20,0.60,0.10,10.0,0.20,0.10,0.10,0.00,50.0,https://fbref.com/en/players/e38fde76/Keiller,e38fde76,Brazilian Serie A
26,Maurício Kozlinski,BRA,GK,Fortaleza,31,1991,1,1,90,1.0,0.00,0.00,1.00,1.00,100.0,0.00,1.00,0.00,1.00,100.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/19ad88fa/Mauricio-Kozlinski,19ad88fa,Brazilian Serie A
27,Leonardo Linck,BRA,GK,Ath Paranaense,21,2001,5,5,450,5.0,1.20,1.20,6.00,4.60,80.0,0.40,0.60,0.00,0.20,20.0,0.20,0.00,0.20,0.00,100.0,https://fbref.com/en/players/bc30a70d/Leonardo-Linck,bc30a70d,Brazilian Serie A
28,Marcelo Lomba,BRA,GK,Palmeiras,36,1986,3,3,270,3.0,1.00,1.00,5.33,4.33,87.5,0.33,0.00,0.67,0.33,33.3,0.33,0.33,0.00,0.00,0.0,https://fbref.com/en/players/e4835e3c/Marcelo-Lomba,e4835e3c,Brazilian Serie A
29,Lucão,BRA,GK,Bragantino,21,2001,5,5,450,5.0,1.60,1.60,2.80,1.20,50.0,0.40,0.40,0.20,0.20,20.0,0.20,0.20,0.00,0.00,0.0,https://fbref.com/en/players/ebb5a0df/Lucao,ebb5a0df,Brazilian Serie A
30,Pedro Luccas,BRA,GK,Coritiba,19,2004,3,3,270,3.0,1.33,1.33,7.00,5.67,85.7,0.00,0.33,0.67,0.00,0.0,0.33,0.33,0.00,0.00,0.0,https://fbref.com/en/players/e5c4ba1f/Pedro-Luccas,e5c4ba1f,Brazilian Serie A
31,Matheus Mendes,BRA,GK,Atlético Mineiro,23,1999,2,2,180,2.0,0.50,0.50,4.00,3.50,87.5,1.00,0.00,0.00,0.50,50.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/d0d01f62/Matheus-Mendes,d0d01f62,Brazilian Serie A
32,Carlos Miguel,BRA,GK,Corinthians,24,1998,2,1,110,1.2,0.00,0.00,5.00,5.00,100.0,0.83,0.00,0.00,1.67,200.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/84454067/Carlos-Miguel,84454067,Brazilian Serie A
33,Fernando Miguel,BRA,GK,Fortaleza,37,1985,6,5,462,5.1,0.98,0.97,5.49,4.51,82.1,0.39,0.59,0.00,0.20,20.0,0.20,0.00,0.00,0.20,,https://fbref.com/en/players/f1f06658/Fernando-Miguel,f1f06658,Brazilian Serie A
34,Mateus Pasinato,BRA,GK,América (MG),30,1992,10,10,900,10.0,2.00,2.00,5.90,3.90,67.8,0.20,0.40,0.40,0.10,10.0,0.20,0.10,0.00,0.10,0.0,https://fbref.com/en/players/f16f9b47/Mateus-Pasinato,f16f9b47,Brazilian Serie A
35,João Paulo,BRA,GK,Santos,27,1995,36,36,3211,35.7,1.43,1.43,5.07,3.64,74.0,0.31,0.28,0.42,0.22,22.2,0.17,0.11,0.03,0.03,20.0,https://fbref.com/en/players/d0102ca0/Joao-Paulo,d0102ca0,Brazilian Serie A
36,Lucas Perri,BRA,GK,Botafogo (RJ),25,1997,38,38,3375,37.5,0.96,0.96,4.43,3.49,78.3,0.48,0.27,0.27,0.40,39.5,0.03,0.00,0.00,0.03,,https://fbref.com/en/players/5dbd461a/Lucas-Perri,5dbd461a,Brazilian Serie A
37,Rafael Pires,BRA,GK,São Paulo,33,1989,33,33,2970,33.0,1.03,1.03,3.55,2.55,76.1,0.39,0.24,0.36,0.39,39.4,0.21,0.18,0.00,0.03,0.0,https://fbref.com/en/players/539f6761/Rafael-Pires,539f6761,Brazilian Serie A
38,Luan Polli,BRA,GK,Coritiba,29,1993,5,4,385,4.3,2.09,2.10,6.98,4.88,73.3,0.23,0.00,0.70,0.00,0.0,0.23,0.23,0.00,0.00,0.0,https://fbref.com/en/players/96aa89c4/Luan-Polli,96aa89c4,Brazilian Serie A
39,Marcelo Rangel,BRA,GK,Goiás,34,1988,3,3,270,3.0,2.67,2.67,4.67,2.33,57.1,0.33,0.00,0.67,0.00,0.0,0.67,0.67,0.00,0.00,0.0,https://fbref.com/en/players/c293dc73/Marcelo-Rangel,c293dc73,Brazilian Serie A
40,Pedro Rangel,BRA,GK,Fluminense,22,2000,2,2,180,2.0,2.50,2.50,5.00,2.50,50.0,0.00,0.50,0.50,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/06dc2861/Pedro-Rangel,06dc2861,Brazilian Serie A
41,João Ricardo Riedi,BRA,GK,Fortaleza,34,1988,32,32,2868,31.9,1.22,1.22,4.11,2.88,72.5,0.41,0.16,0.44,0.25,25.0,0.19,0.09,0.06,0.03,40.0,https://fbref.com/en/players/4729d71a/Joao-Ricardo-Riedi,4729d71a,Brazilian Serie A
42,Sergio Rochet,URU,GK,Internacional,29,1993,19,19,1710,19.0,1.32,1.32,4.32,3.05,75.6,0.42,0.26,0.32,0.26,26.3,0.26,0.26,0.00,0.00,0.0,https://fbref.com/en/players/81b99b9e/Sergio-Rochet,81b99b9e,Brazilian Serie A
43,Agustín Rossi,ARG,GK,Flamengo,27,1995,15,15,1350,15.0,0.80,0.80,3.60,2.80,81.5,0.53,0.20,0.27,0.53,53.3,0.13,0.13,0.00,0.00,0.0,https://fbref.com/en/players/ef223e5f/Agustin-Rossi,ef223e5f,Brazilian Serie A
44,Santos,BRA,GK,Flamengo,32,1990,6,5,490,5.4,1.48,1.47,4.44,2.96,70.8,0.37,0.00,0.56,0.37,40.0,0.19,0.19,0.00,0.00,0.0,https://fbref.com/en/players/b8d0b69c/Santos,b8d0b69c,Brazilian Serie A
45,Cleiton Schwengber,BRA,GK,Bragantino,25,1997,33,33,2970,33.0,0.82,0.82,3.52,2.70,81.9,0.45,0.27,0.27,0.48,48.5,0.21,0.18,0.03,0.00,14.3,https://fbref.com/en/players/d24ae824/Cleiton-Schwengber,d24ae824,Brazilian Serie A
46,Tadeu,BRA,GK,Goiás,30,1992,35,35,3150,35.0,1.29,1.29,4.63,3.34,74.1,0.23,0.31,0.46,0.29,28.6,0.09,0.09,0.00,0.00,0.0,https://fbref.com/en/players/8445554f/Tadeu,8445554f,Brazilian Serie A
47,Vladimir,BRA,GK,Santos,33,1989,3,2,209,2.3,5.65,5.60,9.13,4.35,38.1,0.00,0.00,0.87,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/bbae502c/Vladimir,bbae502c,Brazilian Serie A
48,Walter,BRA,GK,Cuiabá,35,1987,35,35,3150,35.0,1.00,1.00,3.97,3.03,77.7,0.37,0.26,0.37,0.34,34.3,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/8bae322b/Walter,8bae322b,Brazilian Serie A
49,Wéverton,BRA,GK,Palmeiras,35,1987,35,35,3150,35.0,0.86,0.86,3.80,2.94,79.7,0.54,0.29,0.17,0.43,42.9,0.11,0.09,0.03,0.00,25.0,https://fbref.com/en/players/81be82e9/Weverton,81be82e9,Brazilian Serie A
