Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
24,Timo Baumgartl,GER,DF,Schalke 04,27-310,1996,7.9,63.9,59.9,4.05,3.42,0.13,0.51,0.25,0.63,0.00,0.00,0.00,0.00,54.4,0.00,0.89,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl,bd7d2e6d,2. Bundesliga
25,Timo Becker,GER,DF,Holstein Kiel,26-289,1997,11.3,44.0,37.3,6.73,0.97,0.18,0.27,1.33,5.49,0.27,0.00,0.00,0.00,33.7,0.00,1.06,https://fbref.com/en/players/543ddcaf/Timo-Becker,543ddcaf,2. Bundesliga
26,Timo Beermann,GER,DF,Osnabrück,33-029,1990,3.1,57.4,54.2,3.23,3.23,0.00,0.32,0.65,0.00,0.00,0.00,0.00,0.00,46.5,0.00,0.97,https://fbref.com/en/players/8dde7a71/Timo-Beermann,8dde7a71,2. Bundesliga
27,Brian Behrendt,GER,DF,Braunschweig,32-076,1991,6.0,43.8,39.0,4.83,3.17,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,34.2,0.00,0.00,https://fbref.com/en/players/b1a21aca/Brian-Behrendt,b1a21aca,2. Bundesliga
28,Marcel Beifus,GER,DF,Karlsruher,21-073,2002,4.4,63.9,62.7,0.91,0.91,0.23,0.45,0.00,0.00,0.00,0.00,0.00,0.00,53.9,0.23,0.23,https://fbref.com/en/players/9954717e/Marcel-Beifus,9954717e,2. Bundesliga
29,Leon Bell Bell,CMR,"DF,MF",Magdeburg,27-124,1996,16.2,50.2,43.1,7.10,0.37,0.06,0.12,2.22,6.73,0.00,0.00,0.00,0.00,39.3,0.06,1.67,https://fbref.com/en/players/1c51e689/Leon-Bell-Bell,1c51e689,2. Bundesliga
30,László Bénes,SVK,MF,Hamburger SV,26-121,1997,15.3,39.7,32.4,6.54,1.63,0.46,0.65,5.23,0.98,3.92,1.24,0.98,0.00,29.9,0.78,1.11,https://fbref.com/en/players/fe888e39/Laszlo-Benes,fe888e39,2. Bundesliga
31,Keanan Bennetts,ENG,DF,Wehen,24-305,1999,0.3,33.3,30.0,3.33,0.00,0.00,0.00,3.33,3.33,0.00,0.00,0.00,0.00,30.0,0.00,0.00,https://fbref.com/en/players/f4c7c708/Keanan-Bennetts,f4c7c708,2. Bundesliga
32,Max Besuschkow,GER,MF,Hannover 96,26-222,1997,1.0,46.0,44.0,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.0,0.00,0.00,https://fbref.com/en/players/8d64d363/Max-Besuschkow,8d64d363,2. Bundesliga
33,Ermin Bičakčić,BIH,DF,Braunschweig,33-349,1990,6.2,45.0,44.0,0.97,0.81,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,36.1,0.00,0.16,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic,7aac47fe,2. Bundesliga
34,Filip Bilbija,GER,"MF,FW",Paderborn 07,23-259,2000,8.8,18.3,17.3,0.80,0.00,0.11,0.00,0.45,0.00,0.00,0.00,0.00,0.00,12.5,0.23,1.14,https://fbref.com/en/players/f5047e6d/Filip-Bilbija,f5047e6d,2. Bundesliga
35,Herbert Bockhorn,GER,"DF,MF",Magdeburg,28-342,1995,13.2,51.4,43.2,8.26,0.30,0.08,0.30,4.39,7.95,0.00,0.00,0.00,0.00,39.0,0.00,1.89,https://fbref.com/en/players/5ad8c360/Herbert-Bockhorn,5ad8c360,2. Bundesliga
36,Pelle Boevink,NED,GK,Paderborn 07,26-002,1998,3.0,46.3,36.0,10.0,3.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,30.7,0.33,0.33,https://fbref.com/en/players/a775d6e8/Pelle-Boevink,a775d6e8,2. Bundesliga
37,Robin Bormuth,GER,DF,Karlsruher,28-111,1995,14.3,54.5,53.3,1.26,1.19,0.07,0.49,0.07,0.07,0.00,0.00,0.00,0.00,45.0,0.00,0.42,https://fbref.com/en/players/d728acae/Robin-Bormuth,d728acae,2. Bundesliga
38,Julian Börner,GER,DF,Hannover 96,32-352,1991,1.6,42.5,37.5,5.00,3.75,0.00,0.00,0.63,1.25,0.00,0.00,0.00,0.00,37.5,0.00,0.63,https://fbref.com/en/players/a354cc49/Julian-Borner,a354cc49,2. Bundesliga
39,Andreas Bouchalakis,GRE,MF,Hertha BSC,30-278,1993,8.2,46.2,44.8,1.22,1.10,0.12,0.12,0.37,0.12,0.00,0.00,0.00,0.00,39.4,0.24,0.12,https://fbref.com/en/players/1c07b06e/Andreas-Bouchalakis,1c07b06e,2. Bundesliga
40,Carlo Boukhalfa,MAR,"MF,FW",St. Pauli,24-250,1999,0.2,60.0,55.0,5.00,0.00,0.00,0.00,10.0,5.00,0.00,0.00,0.00,0.00,40.0,0.00,10.0,https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa,1a86f4a9,2. Bundesliga
41,Joseph Boyamba,GER,"FW,MF",Elversberg,27-163,1996,1.7,40.6,40.0,0.59,0.59,0.00,1.76,2.35,0.00,0.00,0.00,0.00,0.00,31.2,0.00,2.35,https://fbref.com/en/players/22d86b0d/Joseph-Boyamba,22d86b0d,2. Bundesliga
42,Terrence Boyd,USA,FW,Kaiserslautern,32-326,1991,8.0,19.4,17.4,1.88,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.0,0.13,0.13,https://fbref.com/en/players/6e282452/Terrence-Boyd,6e282452,2. Bundesliga
43,Daniel Brosinski,GER,"MF,DF",Karlsruher,35-175,1988,2.4,52.1,42.5,9.17,0.00,0.00,0.00,6.67,8.33,0.83,0.00,0.83,0.00,33.3,0.42,1.67,https://fbref.com/en/players/a7813ac4/Daniel-Brosinski,a7813ac4,2. Bundesliga
44,Nathaniel Brown,GER,"DF,MF",Nürnberg,20-206,2003,11.5,44.3,35.9,7.83,0.52,0.09,0.17,2.96,6.00,1.04,0.09,0.96,0.00,34.1,0.52,1.30,https://fbref.com/en/players/abc79c47/Nathaniel-Brown,abc79c47,2. Bundesliga
45,Júnior Brumado,BRA,FW,Hansa Rostock,24-238,1999,7.7,23.0,22.3,0.52,0.00,0.26,0.39,0.39,0.00,0.00,0.00,0.00,0.00,14.5,0.13,0.65,https://fbref.com/en/players/bccc1bb4/Junior-Brumado,bccc1bb4,2. Bundesliga
46,Cédric Brunner,SUI,DF,Schalke 04,29-325,1994,7.0,56.9,46.4,10.3,1.14,0.00,0.14,3.00,9.14,0.00,0.00,0.00,0.00,45.7,0.14,1.43,https://fbref.com/en/players/f0a37d36/Cedric-Brunner,f0a37d36,2. Bundesliga
47,Daniel Bunk,GER,MF,Düsseldorf,19-289,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/83c06d02/Daniel-Bunk,83c06d02,2. Bundesliga
48,Dženis Burnić,GER,MF,Karlsruher,25-231,1998,3.6,71.4,70.0,1.11,0.00,0.83,0.83,2.78,0.83,0.00,0.00,0.00,0.00,60.0,0.28,0.83,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic,0dabaf14,2. Bundesliga
49,Kerim Calhanoglu,GER,DF,Greuther Fürth,21-135,2002,1.5,89.3,70.0,18.7,0.67,0.00,0.00,10.7,18.0,0.00,0.00,0.00,0.00,64.0,0.67,2.67,https://fbref.com/en/players/d1db4b83/Kerim-Calhanoglu,d1db4b83,2. Bundesliga
50,Kaan Caliskaner,GER,"FW,MF",Braunschweig,24-066,1999,4.1,28.5,27.6,0.98,0.24,0.00,0.24,1.22,0.00,0.00,0.00,0.00,0.00,21.7,0.00,0.73,https://fbref.com/en/players/4a0177fb/Kaan-Caliskaner,4a0177fb,2. Bundesliga
51,Florian Carstens,GER,DF,Wehen,25-061,1998,7.1,58.3,56.2,2.11,2.11,0.28,0.42,0.14,0.00,0.00,0.00,0.00,0.00,49.7,0.00,0.56,https://fbref.com/en/players/ac551128/Florian-Carstens,ac551128,2. Bundesliga
52,Luc Castaignos,NED,FW,Magdeburg,31-103,1992,7.1,11.1,9.58,1.55,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,7.18,0.00,0.28,https://fbref.com/en/players/a19be070/Luc-Castaignos,a19be070,2. Bundesliga
53,Jens Castrop,GER,MF,Nürnberg,20-163,2003,9.4,33.9,32.6,0.85,0.53,0.32,0.11,0.32,0.21,0.11,0.11,0.00,0.00,25.1,0.53,0.85,https://fbref.com/en/players/03fee7de/Jens-Castrop,03fee7de,2. Bundesliga
54,Amar Ćatić,BIH,DF,Wehen,24-352,1999,8.0,37.9,31.3,6.63,0.13,0.00,0.00,2.75,6.50,0.00,0.00,0.00,0.00,29.0,0.00,0.88,https://fbref.com/en/players/f7c398ec/Amar-Catic,f7c398ec,2. Bundesliga
55,Jason Ceka,GER,"FW,MF",Magdeburg,24-059,1999,8.6,32.3,30.3,1.74,0.81,0.81,0.12,1.40,0.23,0.70,0.35,0.00,0.00,21.0,0.23,1.28,https://fbref.com/en/players/92b719a1/Jason-Ceka,92b719a1,2. Bundesliga
56,Paterson Chato,GER,DF,Osnabrück,27-038,1996,0.6,25.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.3,0.00,0.00,https://fbref.com/en/players/f856ca7c/Paterson-Chato,f856ca7c,2. Bundesliga
57,Gustav Christensen,DEN,"FW,MF",Hertha BSC,19-123,2004,2.8,32.9,30.0,2.86,0.36,0.00,0.00,2.86,2.50,0.00,0.00,0.00,0.00,22.9,0.00,1.43,https://fbref.com/en/players/6e2e6e4e/Gustav-Christensen,6e2e6e4e,2. Bundesliga
58,Oliver Christensen,DEN,GK,Hertha BSC,24-292,1999,2.0,33.5,28.0,5.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.0,0.00,0.00,https://fbref.com/en/players/af104654/Oliver-Christensen,af104654,2. Bundesliga
59,Max Christiansen,GER,MF,Hannover 96,27-105,1996,3.7,42.2,41.1,1.08,1.08,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,36.2,0.00,0.81,https://fbref.com/en/players/e7b899b8/Max-Christiansen,e7b899b8,2. Bundesliga
60,Ibrahima Cissé,MLI,DF,Schalke 04,22-327,2001,0.8,47.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.0,0.00,1.25,https://fbref.com/en/players/bcc8177c/Ibrahima-Cisse,bcc8177c,2. Bundesliga
61,Amara Conde,GER,MF,Magdeburg,27-002,1997,11.1,55.9,54.3,1.44,1.08,0.54,0.00,0.54,0.18,0.18,0.00,0.00,0.00,49.0,0.09,0.90,https://fbref.com/en/players/40a3402f/Amara-Conde,40a3402f,2. Bundesliga
62,Kevin Conrad,GER,DF,Elversberg,33-151,1990,7.1,53.2,50.8,2.25,1.55,0.00,0.56,0.00,0.28,0.00,0.00,0.00,0.00,47.0,0.14,0.00,https://fbref.com/en/players/45afa04c/Kevin-Conrad,45afa04c,2. Bundesliga
63,Jomaine Consbruch,GER,"MF,DF",Greuther Fürth,21-347,2002,2.3,37.0,35.7,1.30,0.87,0.00,0.00,0.43,0.43,0.00,0.00,0.00,0.00,29.1,0.00,1.30,https://fbref.com/en/players/34ad2e65/Jomaine-Consbruch,34ad2e65,2. Bundesliga
64,Christian Conteh,GER,"FW,MF",Osnabrück,24-134,1999,7.3,16.2,15.5,0.55,0.00,0.14,0.14,1.23,0.00,0.27,0.00,0.00,0.00,10.3,0.14,0.68,https://fbref.com/en/players/231b327e/Christian-Conteh,231b327e,2. Bundesliga
65,Sirlord Conteh,GER,"FW,MF",Paderborn 07,27-183,1996,6.5,19.8,18.8,0.92,0.15,0.00,0.00,1.85,0.31,0.00,0.00,0.00,0.00,12.9,0.15,1.69,https://fbref.com/en/players/34e09d5f/Sirlord-Conteh,34e09d5f,2. Bundesliga
66,Marcel Correia,POR,DF,Elversberg,34-237,1989,1.6,48.1,47.5,0.63,0.63,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,35.0,0.00,0.00,https://fbref.com/en/players/11644dea/Marcel-Correia,11644dea,2. Bundesliga
67,Mickaël Cuisance,FRA,MF,Osnabrück,24-145,1999,9.9,33.0,28.9,4.14,0.91,0.20,0.00,3.33,1.01,1.92,0.91,0.81,0.00,26.3,0.00,0.71,https://fbref.com/en/players/5722eced/Mickael-Cuisance,5722eced,2. Bundesliga
68,Laurin Curda,GER,DF,Paderborn 07,22-070,2001,8.0,79.5,72.4,7.00,0.88,0.13,0.50,1.38,6.13,0.00,0.00,0.00,0.00,68.8,0.13,1.75,https://fbref.com/en/players/e9a7a107/Laurin-Curda,e9a7a107,2. Bundesliga
69,Christoph Daferner,GER,FW,Nürnberg,25-361,1998,2.1,16.7,15.2,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.48,0.00,https://fbref.com/en/players/e5be34dd/Christoph-Daferner,e5be34dd,2. Bundesliga
70,Thomas Dähne,GER,GK,Holstein Kiel,30-004,1994,3.0,40.7,30.3,10.0,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.0,0.33,0.00,https://fbref.com/en/players/f194035d/Thomas-Dahne,f194035d,2. Bundesliga
71,Muhammed Damar,GER,MF,Hannover 96,19-274,2004,0.6,61.7,55.0,6.67,1.67,0.00,0.00,3.33,0.00,5.00,3.33,0.00,0.00,55.0,0.00,1.67,https://fbref.com/en/players/d3d77413/Muhammed-Damar,d3d77413,2. Bundesliga
72,Bence Dárdai,GER,"MF,FW",Hertha BSC,17-349,2006,2.2,40.0,37.7,2.27,0.45,0.45,0.00,5.00,0.00,1.82,0.00,0.45,0.00,28.6,0.00,0.45,https://fbref.com/en/players/dcb6f03c/Bence-Dardai,dcb6f03c,2. Bundesliga
73,Márton Dárdai,GER,"MF,DF",Hertha BSC,21-330,2002,15.0,42.7,39.2,3.20,1.07,0.13,0.60,1.47,0.47,0.93,0.20,0.67,0.00,31.1,0.33,0.80,https://fbref.com/en/players/41bff4fa/Marton-Dardai,41bff4fa,2. Bundesliga
74,Palkó Dárdai,HUN,"MF,FW",Hertha BSC,24-259,1999,4.6,27.8,23.9,2.83,0.22,0.43,0.22,3.04,0.00,2.61,0.43,1.74,0.00,18.0,1.09,0.65,https://fbref.com/en/players/db7161ed/Palko-Dardai,db7161ed,2. Bundesliga
75,Jonas David,GER,DF,Hansa Rostock,23-306,2000,5.5,42.7,39.1,3.45,1.82,0.00,0.00,0.73,1.27,0.00,0.00,0.00,0.00,34.0,0.18,0.36,https://fbref.com/en/players/98cd5d88/Jonas-David,98cd5d88,2. Bundesliga
76,Saulo Decarli,SUI,DF,Braunschweig,31-338,1992,5.4,32.4,31.3,0.93,0.93,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,23.0,0.19,0.19,https://fbref.com/en/players/41df88b8/Saulo-Decarli,41df88b8,2. Bundesliga
77,Jannik Dehm,GER,"DF,MF",Hannover 96,27-251,1996,11.7,47.4,36.5,10.9,0.51,0.00,0.94,2.74,10.4,0.00,0.00,0.00,0.00,32.8,0.00,1.20,https://fbref.com/en/players/c33a2d88/Jannik-Dehm,c33a2d88,2. Bundesliga
78,Jasper van der Werff,SUI,DF,Hansa Rostock,25-030,1998,11.2,44.7,41.1,3.57,1.16,0.00,0.27,0.36,2.32,0.00,0.00,0.00,0.00,38.3,0.09,0.54,https://fbref.com/en/players/1d896c05/Jasper-van-der-Werff,1d896c05,2. Bundesliga
79,Oumar Diakhite,SEN,DF,Osnabrück,30-030,1993,5.5,30.4,29.8,0.55,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.8,0.00,0.55,https://fbref.com/en/players/f85458cf/Oumar-Diakhite,f85458cf,2. Bundesliga
80,Maximilian Dietz,USA,DF,Greuther Fürth,21-333,2002,13.1,53.2,50.2,2.82,2.52,0.00,0.00,0.23,0.08,0.00,0.00,0.00,0.00,46.3,0.15,0.38,https://fbref.com/en/players/4a78b64f/Maximilian-Dietz,4a78b64f,2. Bundesliga
81,Jean-Luc Dompé,FRA,"FW,MF",Hamburger SV,28-149,1995,8.2,32.3,29.8,2.44,0.12,0.00,0.12,5.00,0.37,1.95,0.37,0.12,0.00,24.3,0.12,0.61,https://fbref.com/en/players/9ffdf29a/Jean-Luc-Dompe,9ffdf29a,2. Bundesliga
82,Anton Donkor,GER,"DF,FW",Braunschweig,26-058,1997,15.9,40.8,32.9,7.80,0.31,0.19,0.13,2.77,7.48,0.00,0.00,0.00,0.00,29.3,0.13,0.82,https://fbref.com/en/players/cfa9d46b/Anton-Donkor,cfa9d46b,2. Bundesliga
83,Dennis Dressel,GER,MF,Hansa Rostock,25-074,1998,16.0,37.6,36.1,1.38,0.81,0.13,0.19,0.94,0.00,0.56,0.06,0.44,0.00,29.1,0.13,0.75,https://fbref.com/en/players/45136712/Dennis-Dressel,45136712,2. Bundesliga
84,Patrick Drewes,GER,GK,Karlsruher,30-338,1993,17.0,46.5,35.5,10.9,3.65,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,34.3,0.12,0.00,https://fbref.com/en/players/a8403737/Patrick-Drewes,a8403737,2. Bundesliga
85,Dominick Drexler,GER,"MF,FW",Schalke 04,33-227,1990,5.5,46.7,43.6,2.73,0.55,0.18,0.00,2.00,1.64,0.00,0.00,0.00,0.00,39.8,0.36,0.91,https://fbref.com/en/players/809940aa/Dominick-Drexler,809940aa,2. Bundesliga
86,Jeremy Dudziak,TUN,"DF,MF",Hertha BSC,28-133,1995,6.2,45.2,37.9,6.94,1.45,0.00,0.00,0.81,4.84,0.00,0.00,0.00,0.00,38.7,0.32,0.97,https://fbref.com/en/players/5a8d6540/Jeremy-Dudziak,5a8d6540,2. Bundesliga
87,Taylan Duman,GER,MF,Nürnberg,26-162,1997,4.5,42.0,34.9,6.89,2.67,0.00,0.44,5.78,0.22,3.78,0.89,2.89,0.00,30.2,0.22,1.78,https://fbref.com/en/players/c13867c5/Taylan-Duman,c13867c5,2. Bundesliga
88,Luca Dürholtz,GER,"MF,FW",Elversberg,30-143,1993,1.2,53.3,52.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.0,0.83,0.00,https://fbref.com/en/players/a5483c84/Luca-Durholtz,a5483c84,2. Bundesliga
89,Erik Durm,GER,"DF,MF",Kaiserslautern,31-241,1992,2.8,48.9,34.3,14.3,0.36,0.00,0.00,2.14,13.9,0.00,0.00,0.00,0.00,33.9,0.36,2.50,https://fbref.com/en/players/cf623c78/Erik-Durm,cf623c78,2. Bundesliga
90,Eldin Dzogovic,LUX,MF,Magdeburg,20-214,2003,0.3,16.7,13.3,3.33,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,13.3,0.00,0.00,https://fbref.com/en/players/ed735681/Eldin-Dzogovic,ed735681,2. Bundesliga
91,Adam Dźwigała,POL,DF,St. Pauli,28-105,1995,2.5,81.6,78.0,2.80,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.0,0.80,0.00,https://fbref.com/en/players/75edc8ce/Adam-Dzwigala,75edc8ce,2. Bundesliga
92,Johannes Eggestein,GER,FW,St. Pauli,25-245,1998,10.4,28.8,26.9,1.44,0.00,0.00,0.10,1.06,0.00,0.00,0.00,0.00,0.00,21.5,0.38,1.15,https://fbref.com/en/players/d571df78/Johannes-Eggestein,d571df78,2. Bundesliga
93,Daniel Elfadli,LBY,"DF,MF",Magdeburg,26-277,1997,10.9,50.1,48.7,1.38,1.28,0.09,0.18,0.00,0.09,0.00,0.00,0.00,0.00,44.1,0.00,0.37,https://fbref.com/en/players/e4433e5a/Daniel-Elfadli,e4433e5a,2. Bundesliga
94,Jan Elvedi,SUI,DF,Kaiserslautern,27-100,1996,17.0,40.3,38.3,2.00,1.71,0.00,0.06,0.24,0.18,0.00,0.00,0.00,0.00,33.6,0.00,0.47,https://fbref.com/en/players/e622de45/Jan-Elvedi,e622de45,2. Bundesliga
95,Keita Endo,JPN,"MF,DF",Braunschweig,26-047,1997,2.8,30.7,27.9,2.86,0.00,0.00,0.00,3.21,2.50,0.00,0.00,0.00,0.00,21.1,0.00,0.36,https://fbref.com/en/players/1a83027b/Keita-Endo,1a83027b,2. Bundesliga
96,Erik Engelhardt,GER,FW,Osnabrück,25-265,1998,15.7,23.9,21.7,1.91,0.00,0.06,0.00,1.40,0.19,0.00,0.00,0.00,0.00,15.5,0.25,1.72,https://fbref.com/en/players/9056cc65/Erik-Engelhardt,9056cc65,2. Bundesliga
