Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
370,Kevin Schumacher,GER,"DF,MF",Hansa Rostock,26-015,1997,10.4,0.00,1.15,0.29,25.0,1.15,0.29,0.00,0.00,22.4,0.00,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,https://fbref.com/en/players/bbe9eced/Kevin-Schumacher,bbe9eced,2. Bundesliga
371,Marco Schuster,GER,"DF,MF",Paderborn 07,28-090,1995,6.5,0.00,0.46,0.15,33.3,0.46,0.15,0.00,0.00,12.9,0.00,0.00,0.00,0.06,0.06,0.14,-0.06,-0.06,https://fbref.com/en/players/5df12a1d/Marco-Schuster,5df12a1d,2. Bundesliga
372,Christopher Scott,GER,"MF,DF",Hannover 96,21-215,2002,0.6,0.00,6.67,3.33,50.0,6.67,3.33,0.00,0.00,20.7,0.00,0.00,0.00,0.33,0.33,0.06,-0.33,-0.33,https://fbref.com/en/players/2723ce5d/Christopher-Scott,2723ce5d,2. Bundesliga
373,Paul Seguin,GER,MF,Schalke 04,28-285,1995,10.1,0.10,1.19,0.20,16.7,1.18,0.20,0.08,0.50,20.9,0.10,0.00,0.00,0.06,0.06,0.05,0.04,0.04,https://fbref.com/en/players/8872ed17/Paul-Seguin,8872ed17,2. Bundesliga
374,Arne Sicker,GER,"FW,MF",Elversberg,26-266,1997,0.6,0.00,3.33,1.67,50.0,3.27,1.64,0.00,0.00,12.8,0.00,0.00,0.00,0.50,0.50,0.16,-0.50,-0.50,https://fbref.com/en/players/29b88f2a/Arne-Sicker,29b88f2a,2. Bundesliga
375,Carlo Sickinger,GER,DF,Elversberg,26-163,1997,13.6,0.07,0.88,0.07,8.3,0.88,0.07,0.08,1.00,18.4,0.00,0.00,0.00,0.09,0.09,0.10,-0.01,-0.01,https://fbref.com/en/players/3f6ca46e/Carlo-Sickinger,3f6ca46e,2. Bundesliga
376,Armindo Sieb,GER,FW,Greuther Fürth,20-325,2003,9.3,0.32,3.87,1.40,36.1,3.86,1.39,0.08,0.23,16.9,0.00,0.00,0.00,0.32,0.32,0.08,0.00,0.00,https://fbref.com/en/players/228c1d94/Armindo-Sieb,228c1d94,2. Bundesliga
377,Jamil Siebert,GER,DF,Düsseldorf,21-281,2002,13.3,0.08,0.53,0.45,85.7,0.53,0.45,0.14,0.17,11.3,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.04,https://fbref.com/en/players/5967328c/Jamil-Siebert,5967328c,2. Bundesliga
378,Ba-Muaka Simakala,CGO,"MF,FW",Holstein Kiel,26-345,1997,3.6,0.00,2.78,0.83,30.0,2.80,0.84,0.00,0.00,21.6,0.56,0.00,0.00,0.25,0.25,0.09,-0.25,-0.25,https://fbref.com/en/players/1856cc10/Ba-Muaka-Simakala,1856cc10,2. Bundesliga
379,Danel Sinani,LUX,FW,St. Pauli,26-278,1997,1.2,0.00,2.50,0.00,0.0,2.41,0.00,0.00,,24.5,0.00,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,https://fbref.com/en/players/96ddfa79/Danel-Sinani,96ddfa79,2. Bundesliga
380,Sarpreet Singh,NZL,"MF,FW",Hansa Rostock,24-322,1999,1.0,0.00,3.00,0.00,0.0,3.14,0.00,0.00,,28.9,1.00,0.00,0.00,0.10,0.10,0.03,-0.10,-0.10,https://fbref.com/en/players/4ba886c6/Sarpreet-Singh,4ba886c6,2. Bundesliga
381,Steven Skrzybski,GER,"MF,FW",Holstein Kiel,31-051,1992,10.8,0.46,3.43,1.02,29.7,3.42,1.02,0.05,0.18,20.5,0.28,0.28,0.37,0.68,0.38,0.11,-0.21,-0.19,https://fbref.com/en/players/58ce23e5/Steven-Skrzybski,58ce23e5,2. Bundesliga
382,Eric Smith,SWE,DF,St. Pauli,27-000,1997,15.0,0.07,1.67,0.07,4.0,1.67,0.07,0.04,1.00,23.0,0.40,0.00,0.00,0.07,0.07,0.04,-0.01,-0.01,https://fbref.com/en/players/8817312f/Eric-Smith,8817312f,2. Bundesliga
383,Marcel Sobottka,GER,"MF,DF",Düsseldorf,29-258,1994,4.9,0.00,1.02,0.20,20.0,1.02,0.20,0.00,0.00,29.8,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/664590fa/Marcel-Sobottka,664590fa,2. Bundesliga
384,Nikola Soldo,CRO,DF,Kaiserslautern,22-348,2001,7.5,0.00,1.47,0.27,18.2,1.47,0.27,0.00,0.00,17.9,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,https://fbref.com/en/players/4f627629/Nikola-Soldo,4f627629,2. Bundesliga
385,Dennis Srbeny,GER,"FW,MF",Greuther Fürth,29-248,1994,3.0,0.00,2.67,0.33,12.5,2.71,0.34,0.00,0.00,15.3,0.00,0.00,0.00,0.27,0.27,0.09,-0.27,-0.27,https://fbref.com/en/players/1fdec858/Dennis-Srbeny,1fdec858,2. Bundesliga
386,Jonas Sterner,GER,DF,Holstein Kiel,21-240,2002,4.3,0.47,1.40,0.70,50.0,1.40,0.70,0.33,0.67,17.0,0.00,0.00,0.00,0.23,0.23,0.17,0.23,0.23,https://fbref.com/en/players/f2b33014/Jonas-Sterner,f2b33014,2. Bundesliga
387,Lars Stindl,GER,"MF,FW",Karlsruher,35-135,1988,15.7,0.19,2.42,0.76,31.6,2.43,0.77,0.08,0.25,17.7,0.00,0.00,0.00,0.26,0.26,0.11,-0.07,-0.07,https://fbref.com/en/players/7cd6badb/Lars-Stindl,7cd6badb,2. Bundesliga
388,Paul Stock,GER,"MF,FW",Elversberg,27-000,1997,14.3,0.21,2.52,0.98,38.9,2.53,0.98,0.08,0.21,23.4,0.28,0.00,0.00,0.14,0.14,0.06,0.07,0.07,https://fbref.com/en/players/371d4435/Paul-Stock,371d4435,2. Bundesliga
389,John-Patrick Strauß,PHI,"DF,MF",Hansa Rostock,27-345,1996,6.1,0.16,1.48,0.66,44.4,1.48,0.66,0.11,0.25,18.9,0.00,0.00,0.00,0.07,0.07,0.04,0.10,0.10,https://fbref.com/en/players/eba92bc2/John-Patrick-Strauss,eba92bc2,2. Bundesliga
390,Florian Stritzel,GER,GK,Wehen,29-342,1994,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/ae7717b9/Florian-Stritzel,ae7717b9,2. Bundesliga
391,Klaus Suso,GER,DF,Düsseldorf,18-225,2005,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/5c58e4a0/Klaus-Suso,5c58e4a0,2. Bundesliga
392,Haris Tabakovic,BIH,FW,Hertha BSC,29-202,1994,13.6,0.66,2.21,1.32,60.0,2.20,1.32,0.27,0.44,12.0,0.00,0.07,0.15,0.60,0.49,0.23,0.06,0.10,https://fbref.com/en/players/723b19c7/Haris-Tabakovic,723b19c7,2. Bundesliga
393,Richmond Tachie,GER,"FW,MF",Kaiserslautern,24-262,1999,11.8,0.17,1.36,0.42,31.3,1.36,0.42,0.13,0.40,18.5,0.00,0.00,0.00,0.09,0.09,0.07,0.08,0.08,https://fbref.com/en/players/46fa58cb/Richmond-Tachie,46fa58cb,2. Bundesliga
394,Ao Tanaka,JPN,MF,Düsseldorf,25-120,1998,12.2,0.33,1.23,0.33,26.7,1.23,0.33,0.27,1.00,23.5,0.00,0.00,0.00,0.14,0.14,0.12,0.19,0.19,https://fbref.com/en/players/1d36d6b6/Ao-Tanaka,1d36d6b6,2. Bundesliga
395,Niklas Tauer,GER,DF,Schalke 04,22-325,2001,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/27270af4/Niklas-Tauer,27270af4,2. Bundesliga
396,Lino Tempelmann,GER,MF,Schalke 04,24-340,1999,10.7,0.09,0.84,0.37,44.4,0.84,0.37,0.11,0.25,24.3,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.05,https://fbref.com/en/players/4e3a947f/Lino-Tempelmann,4e3a947f,2. Bundesliga
397,Simon Terodde,GER,FW,Schalke 04,35-312,1988,8.6,0.35,2.33,0.58,25.0,2.31,0.58,0.10,0.40,12.9,0.00,0.12,0.12,0.44,0.35,0.15,-0.09,-0.12,https://fbref.com/en/players/863ff1ee/Simon-Terodde,863ff1ee,2. Bundesliga
398,Robert Tesche,GER,MF,Osnabrück,36-226,1987,13.4,0.07,1.27,0.45,35.3,1.27,0.45,0.06,0.17,16.7,0.00,0.00,0.00,0.12,0.12,0.10,-0.04,-0.04,https://fbref.com/en/players/037130ca/Robert-Tesche,037130ca,2. Bundesliga
399,Cedric Teuchert,GER,"FW,MF",Hannover 96,26-359,1997,9.6,0.83,2.08,0.73,35.0,2.09,0.73,0.10,0.29,21.3,0.00,0.63,0.63,0.71,0.23,0.11,0.13,-0.02,https://fbref.com/en/players/f956479d/Cedric-Teuchert,f956479d,2. Bundesliga
400,Maximilian Thalhammer,GER,"MF,DF",Osnabrück,26-182,1997,7.2,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,29.5,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/ed4087ed/Maximilian-Thalhammer,ed4087ed,2. Bundesliga
401,Marco Thiede,GER,DF,Karlsruher,31-233,1992,2.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/3e8a8b9b/Marco-Thiede,3e8a8b9b,2. Bundesliga
402,Boris Tomiak,GER,"DF,MF",Kaiserslautern,25-119,1998,12.1,0.33,0.66,0.17,25.0,0.66,0.17,0.25,1.00,22.7,0.00,0.17,0.17,0.15,0.02,0.03,0.18,0.15,https://fbref.com/en/players/9d844ae2/Boris-Tomiak,9d844ae2,2. Bundesliga
403,Almamy Touré,MLI,DF,Kaiserslautern,27-255,1996,3.0,0.33,0.67,0.67,100.0,0.67,0.67,0.50,0.50,8.1,0.00,0.00,0.00,0.10,0.10,0.13,0.23,0.23,https://fbref.com/en/players/c8c60119/Almamy-Toure,c8c60119,2. Bundesliga
404,Nicolo Tresoldi,GER,FW,Hannover 96,19-141,2004,7.0,0.29,2.29,1.00,43.8,2.30,1.00,0.13,0.29,12.5,0.00,0.00,0.00,0.26,0.26,0.11,0.03,0.03,https://fbref.com/en/players/3860ab13/Nicolo-Tresoldi,3860ab13,2. Bundesliga
405,Philipp Treu,GER,MF,St. Pauli,23-036,2000,7.7,0.13,0.78,0.13,16.7,0.78,0.13,0.17,1.00,24.1,0.00,0.00,0.00,0.01,0.01,0.02,0.12,0.12,https://fbref.com/en/players/047822ad/Philipp-Treu,047822ad,2. Bundesliga
406,Christos Tzolis,GRE,FW,Düsseldorf,21-343,2002,11.1,0.63,2.79,0.81,29.0,2.79,0.81,0.16,0.56,16.5,0.09,0.18,0.18,0.59,0.44,0.16,0.05,0.01,https://fbref.com/en/players/9f333379/Christos-Tzolis,9f333379,2. Bundesliga
407,Takashi Uchino,JPN,DF,Düsseldorf,22-307,2001,2.1,0.00,0.95,0.48,50.0,0.95,0.48,0.00,0.00,23.7,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,https://fbref.com/en/players/1071bc4a/Takashi-Uchino,1071bc4a,2. Bundesliga
408,Anthony Ujah,NGA,"FW,MF",Braunschweig,33-086,1990,6.6,0.45,4.09,1.21,29.6,4.12,1.22,0.11,0.38,14.4,0.00,0.00,0.00,0.55,0.55,0.14,-0.09,-0.09,https://fbref.com/en/players/99be8fb5/Anthony-Ujah,99be8fb5,2. Bundesliga
409,Jonas Urbig,GER,GK,Greuther Fürth,20-153,2003,16.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/925bbcdc/Jonas-Urbig,925bbcdc,2. Bundesliga
410,Enrico Valentini,ITA,DF,Nürnberg,34-322,1989,4.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,25.4,0.25,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,https://fbref.com/en/players/5c4d9be7/Enrico-Valentini,5c4d9be7,2. Bundesliga
411,Ignace Van Der Brempt,BEL,DF,Hamburger SV,21-282,2002,10.4,0.00,0.67,0.10,14.3,0.67,0.10,0.00,0.00,24.7,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/2bf50b37/Ignace-Van-Der-Brempt,2bf50b37,2. Bundesliga
412,Hugo Vandermersch,FRA,DF,Elversberg,24-248,1999,11.4,0.00,0.53,0.00,0.0,0.53,0.00,0.00,,15.8,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,https://fbref.com/en/players/9145d557/Hugo-Vandermersch,9145d557,2. Bundesliga
413,Sebastian Vasiliadis,GRE,"MF,DF",Hansa Rostock,26-096,1997,8.8,0.00,0.68,0.11,16.7,0.68,0.11,0.00,0.00,28.6,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,https://fbref.com/en/players/d3112d86/Sebastian-Vasiliadis,d3112d86,2. Bundesliga
414,Nikola Vasilj,BIH,GK,St. Pauli,28-037,1995,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/f038585f/Nikola-Vasilj,f038585f,2. Bundesliga
415,John Verhoek,NED,"FW,MF",Osnabrück,34-289,1989,2.9,0.00,1.72,0.00,0.0,1.72,0.00,0.00,,12.6,0.00,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,https://fbref.com/en/players/044c3f57/John-Verhoek,044c3f57,2. Bundesliga
416,Vincent Vermeij,NED,FW,Düsseldorf,29-152,1994,10.1,0.89,2.08,1.19,57.1,2.07,1.19,0.38,0.67,12.1,0.00,0.10,0.10,0.46,0.38,0.18,0.44,0.42,https://fbref.com/en/players/7e629adc/Vincent-Vermeij,7e629adc,2. Bundesliga
417,Andreas Voglsammer,GER,"FW,MF",Hannover 96,31-364,1992,7.4,0.41,2.30,0.95,41.2,2.29,0.94,0.18,0.43,15.1,0.00,0.00,0.00,0.26,0.26,0.11,0.15,0.15,https://fbref.com/en/players/daa78200/Andreas-Voglsammer,daa78200,2. Bundesliga
418,Aleksandar Vukotić,SRB,DF,Wehen,28-170,1995,10.2,0.20,0.78,0.20,25.0,0.79,0.20,0.25,1.00,13.9,0.00,0.00,0.00,0.10,0.10,0.13,0.10,0.10,https://fbref.com/en/players/5613c80d/Aleksandar-Vukotic,5613c80d,2. Bundesliga
419,Robert Wagner,GER,MF,Greuther Fürth,20-178,2003,13.8,0.07,0.65,0.14,22.2,0.65,0.14,0.11,0.50,18.6,0.00,0.00,0.00,0.05,0.05,0.08,0.02,0.02,https://fbref.com/en/players/e3d3fbeb/Robert-Wagner,e3d3fbeb,2. Bundesliga
420,Hauke Wahl,GER,DF,St. Pauli,29-268,1994,16.1,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,11.3,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,https://fbref.com/en/players/f3db5b34/Hauke-Wahl,f3db5b34,2. Bundesliga
421,Marvin Wanitzek,GER,MF,Karlsruher,30-246,1993,14.7,0.27,2.11,0.88,41.9,2.11,0.89,0.10,0.23,18.5,0.07,0.07,0.07,0.24,0.18,0.09,0.03,0.02,https://fbref.com/en/players/d0a1ddcb/Marvin-Wanitzek,d0a1ddcb,2. Bundesliga
422,Paul Wanner,GER,"FW,MF",Elversberg,18-016,2005,5.8,0.34,1.72,0.52,30.0,1.72,0.52,0.20,0.67,15.2,0.00,0.00,0.00,0.29,0.29,0.17,0.05,0.05,https://fbref.com/en/players/cb64672e/Paul-Wanner,cb64672e,2. Bundesliga
423,Timon Weiner,GER,GK,Holstein Kiel,24-355,1999,14.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1fb2d1b0/Timon-Weiner,1fb2d1b0,2. Bundesliga
424,Erik Wekesser,GER,"MF,FW",Nürnberg,26-189,1997,0.8,0.00,1.25,0.00,0.0,1.25,0.00,0.00,,31.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/7f4528f6/Erik-Wekesser,7f4528f6,2. Bundesliga
425,Danilo Wiebe,GER,"DF,MF",Braunschweig,29-292,1994,7.6,0.00,1.18,0.13,11.1,1.18,0.13,0.00,0.00,19.2,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,https://fbref.com/en/players/f97597e1/Danilo-Wiebe,f97597e1,2. Bundesliga
426,Niklas Wiemann,GER,DF,Osnabrück,24-319,1999,11.8,0.00,0.68,0.25,37.5,0.68,0.25,0.00,0.00,11.3,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,https://fbref.com/en/players/0fbb8e78/Niklas-Wiemann,0fbb8e78,2. Bundesliga
427,Jordy de Wijs,NED,DF,Düsseldorf,29-000,1995,14.8,0.14,1.28,0.34,26.3,1.28,0.34,0.11,0.40,11.3,0.00,0.00,0.00,0.09,0.09,0.07,0.05,0.05,https://fbref.com/en/players/3bb5b5d2/Jordy-de-Wijs,3bb5b5d2,2. Bundesliga
428,Marten Winkler,GER,FW,Hertha BSC,21-069,2002,8.5,0.24,2.12,0.59,27.8,2.11,0.59,0.11,0.40,16.1,0.00,0.00,0.00,0.21,0.21,0.10,0.02,0.02,https://fbref.com/en/players/e0d515ef/Marten-Winkler,e0d515ef,2. Bundesliga
429,Jannes Wulff,GER,"FW,MF",Osnabrück,24-116,1999,4.4,0.00,1.59,0.23,14.3,1.58,0.23,0.00,0.00,13.3,0.00,0.00,0.00,0.32,0.32,0.20,-0.32,-0.32,https://fbref.com/en/players/a83c0d16/Jannes-Wulff,a83c0d16,2. Bundesliga
430,Can Yılmaz Uzun,TUR,"MF,FW",Nürnberg,18-058,2005,9.9,0.61,2.93,1.11,37.9,2.93,1.11,0.14,0.36,19.0,0.20,0.20,0.30,0.51,0.27,0.09,0.10,0.13,https://fbref.com/en/players/1d0b134a/Can-Yilmaz-Uzun,1d0b134a,2. Bundesliga
431,Deyovaisio Zeefuik,NED,"DF,FW",Hertha BSC,25-303,1998,7.1,0.00,0.14,0.00,0.0,0.14,0.00,0.00,,19.1,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,https://fbref.com/en/players/58a2e9f6/Deyovaisio-Zeefuik,58a2e9f6,2. Bundesliga
432,Ron-Robert Zieler,GER,GK,Hannover 96,34-330,1989,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler,a0606ae8,2. Bundesliga
433,Jean Zimmer,GER,DF,Kaiserslautern,30-033,1993,13.6,0.07,0.44,0.15,33.3,0.44,0.15,0.17,0.50,17.9,0.00,0.00,0.00,0.05,0.05,0.11,0.02,0.02,https://fbref.com/en/players/912e63b5/Jean-Zimmer,912e63b5,2. Bundesliga
434,Matthias Zimmermann,GER,DF,Düsseldorf,31-206,1992,9.4,0.11,0.96,0.21,22.2,0.95,0.21,0.11,0.50,25.9,0.00,0.00,0.00,0.02,0.02,0.03,0.09,0.09,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann,e199d5b0,2. Bundesliga
435,Budu Zivzivadze,GEO,"FW,MF",Karlsruher,29-304,1994,5.5,0.91,4.91,2.36,48.1,4.91,2.36,0.19,0.38,11.8,0.00,0.00,0.00,0.64,0.64,0.13,0.27,0.27,https://fbref.com/en/players/e3a72b89/Budu-Zivzivadze,e3a72b89,2. Bundesliga
436,Ben Zolinski,GER,FW,Kaiserslautern,31-250,1992,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4d50454e/Ben-Zolinski,4d50454e,2. Bundesliga
437,Simon Zoller,GER,"MF,FW",St. Pauli,32-196,1991,0.4,0.00,5.00,2.50,50.0,4.50,2.25,0.00,0.00,11.3,0.00,0.00,0.00,0.25,0.25,0.05,-0.25,-0.25,https://fbref.com/en/players/29f7cfd9/Simon-Zoller,29f7cfd9,2. Bundesliga
438,Hendrick Zuck,GER,"DF,MF",Kaiserslautern,33-171,1990,1.8,0.00,1.11,0.00,0.0,1.13,0.00,0.00,,14.2,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,https://fbref.com/en/players/264d6a4a/Hendrick-Zuck,264d6a4a,2. Bundesliga
