Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
20,Aurel Badji Wagbe,GER,DF,Holstein Kiel,19-338,2004,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/46797229/Aurel-Badji-Wagbe,46797229,2. Bundesliga
21,Florian Bähr,GER,"DF,MF",Osnabrück,20-324,2003,0.5,6.00,6.00,6.00,0.00,0.00,2.00,2.00,100.0,0.00,4.00,0.00,4.00,0.00,6.00,0.00,0.00,https://fbref.com/en/players/160a2f40/Florian-Bahr,160a2f40,2. Bundesliga
22,Scott Banks,SCO,FW,St. Pauli,22-104,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,3.33,3.33,1.67,0.00,https://fbref.com/en/players/d01f8942/Scott-Banks,d01f8942,2. Bundesliga
23,Nick Bätzner,GER,MF,Wehen,23-299,2000,8.3,1.57,0.84,0.72,0.60,0.24,0.48,1.69,28.6,1.20,1.57,0.12,1.45,0.48,2.05,0.72,0.00,https://fbref.com/en/players/1b351b62/Nick-Batzner,1b351b62,2. Bundesliga
24,Timo Baumgartl,GER,DF,Schalke 04,27-310,1996,7.9,1.52,1.01,1.14,0.25,0.13,0.38,1.27,30.0,0.89,0.76,0.38,0.38,0.51,2.03,3.42,0.13,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl,bd7d2e6d,2. Bundesliga
25,Timo Becker,GER,DF,Holstein Kiel,26-289,1997,11.3,0.97,0.62,0.53,0.44,0.00,0.71,1.42,50.0,0.71,1.24,0.80,0.44,0.88,1.86,3.54,0.00,https://fbref.com/en/players/543ddcaf/Timo-Becker,543ddcaf,2. Bundesliga
26,Timo Beermann,GER,DF,Osnabrück,33-029,1990,3.1,0.65,0.32,0.65,0.00,0.00,0.65,0.97,66.7,0.32,1.29,0.97,0.32,1.61,2.26,5.16,0.00,https://fbref.com/en/players/8dde7a71/Timo-Beermann,8dde7a71,2. Bundesliga
27,Brian Behrendt,GER,DF,Braunschweig,32-076,1991,6.0,1.33,0.67,0.83,0.50,0.00,1.00,1.17,85.7,0.17,1.67,0.83,0.83,1.67,3.00,4.00,0.00,https://fbref.com/en/players/b1a21aca/Brian-Behrendt,b1a21aca,2. Bundesliga
28,Marcel Beifus,GER,DF,Karlsruher,21-073,2002,4.4,2.05,1.59,1.36,0.68,0.00,0.91,1.59,57.1,0.68,0.91,0.68,0.23,0.91,2.95,3.41,0.23,https://fbref.com/en/players/9954717e/Marcel-Beifus,9954717e,2. Bundesliga
29,Leon Bell Bell,CMR,"DF,MF",Magdeburg,27-124,1996,16.2,1.79,1.36,1.30,0.37,0.12,0.74,2.10,35.3,1.36,0.80,0.06,0.74,0.56,2.35,1.73,0.00,https://fbref.com/en/players/1c51e689/Leon-Bell-Bell,1c51e689,2. Bundesliga
30,László Bénes,SVK,MF,Hamburger SV,26-121,1997,15.3,0.59,0.33,0.13,0.33,0.13,0.20,0.59,33.3,0.39,0.85,0.13,0.72,0.52,1.11,0.59,0.00,https://fbref.com/en/players/fe888e39/Laszlo-Benes,fe888e39,2. Bundesliga
31,Keanan Bennetts,ENG,DF,Wehen,24-305,1999,0.3,3.33,0.00,0.00,0.00,3.33,3.33,3.33,100.0,0.00,0.00,0.00,0.00,6.67,10.0,6.67,0.00,https://fbref.com/en/players/f4c7c708/Keanan-Bennetts,f4c7c708,2. Bundesliga
32,Max Besuschkow,GER,MF,Hannover 96,26-222,1997,1.0,2.00,2.00,1.00,1.00,0.00,2.00,2.00,100.0,0.00,0.00,0.00,0.00,2.00,4.00,2.00,0.00,https://fbref.com/en/players/8d64d363/Max-Besuschkow,8d64d363,2. Bundesliga
33,Ermin Bičakčić,BIH,DF,Braunschweig,33-349,1990,6.2,0.32,0.32,0.16,0.16,0.00,0.16,0.65,25.0,0.48,1.77,1.29,0.48,2.10,2.42,5.00,0.00,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic,7aac47fe,2. Bundesliga
34,Filip Bilbija,GER,"MF,FW",Paderborn 07,23-259,2000,8.8,1.02,0.91,0.34,0.68,0.00,0.34,1.02,33.3,0.68,1.25,0.11,1.14,0.23,1.25,0.57,0.11,https://fbref.com/en/players/f5047e6d/Filip-Bilbija,f5047e6d,2. Bundesliga
35,Herbert Bockhorn,GER,"DF,MF",Magdeburg,28-342,1995,13.2,1.67,0.98,0.98,0.53,0.15,0.98,1.67,59.1,0.68,1.59,0.38,1.21,0.91,2.58,1.36,0.08,https://fbref.com/en/players/5ad8c360/Herbert-Bockhorn,5ad8c360,2. Bundesliga
36,Pelle Boevink,NED,GK,Paderborn 07,26-002,1998,3.0,0.33,0.33,0.33,0.00,0.00,0.33,0.33,100.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,https://fbref.com/en/players/a775d6e8/Pelle-Boevink,a775d6e8,2. Bundesliga
37,Robin Bormuth,GER,DF,Karlsruher,28-111,1995,14.3,1.05,0.63,0.70,0.28,0.07,0.70,0.98,71.4,0.28,1.19,0.98,0.21,0.84,1.89,4.55,0.07,https://fbref.com/en/players/d728acae/Robin-Bormuth,d728acae,2. Bundesliga
38,Julian Börner,GER,DF,Hannover 96,32-352,1991,1.6,0.63,0.00,0.63,0.00,0.00,0.63,0.63,100.0,0.00,0.00,0.00,0.00,1.25,1.88,5.00,0.00,https://fbref.com/en/players/a354cc49/Julian-Borner,a354cc49,2. Bundesliga
39,Andreas Bouchalakis,GRE,MF,Hertha BSC,30-278,1993,8.2,1.22,0.73,0.73,0.49,0.00,0.73,2.32,31.6,1.59,1.46,0.49,0.98,0.98,2.20,1.10,0.00,https://fbref.com/en/players/1c07b06e/Andreas-Bouchalakis,1c07b06e,2. Bundesliga
40,Carlo Boukhalfa,MAR,"MF,FW",St. Pauli,24-250,1999,0.2,0.00,0.00,0.00,0.00,0.00,0.00,15.0,0.0,15.0,5.00,5.00,0.00,0.00,0.00,10.0,0.00,https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa,1a86f4a9,2. Bundesliga
41,Joseph Boyamba,GER,"FW,MF",Elversberg,27-163,1996,1.7,3.53,2.35,2.35,1.18,0.00,1.76,2.35,75.0,0.59,0.00,0.00,0.00,0.59,4.12,0.59,0.00,https://fbref.com/en/players/22d86b0d/Joseph-Boyamba,22d86b0d,2. Bundesliga
42,Terrence Boyd,USA,FW,Kaiserslautern,32-326,1991,8.0,1.00,1.00,0.13,0.63,0.25,0.25,0.63,40.0,0.38,0.75,0.25,0.50,0.25,1.25,1.25,0.00,https://fbref.com/en/players/6e282452/Terrence-Boyd,6e282452,2. Bundesliga
43,Daniel Brosinski,GER,"MF,DF",Karlsruher,35-175,1988,2.4,1.25,0.83,1.25,0.00,0.00,0.83,1.67,50.0,0.83,0.83,0.42,0.42,0.42,1.67,2.50,0.00,https://fbref.com/en/players/a7813ac4/Daniel-Brosinski,a7813ac4,2. Bundesliga
44,Nathaniel Brown,GER,"DF,MF",Nürnberg,20-206,2003,11.5,3.13,1.65,2.09,0.96,0.09,1.57,2.87,54.5,1.30,1.30,0.00,1.30,0.78,3.91,1.48,0.00,https://fbref.com/en/players/abc79c47/Nathaniel-Brown,abc79c47,2. Bundesliga
45,Júnior Brumado,BRA,FW,Hansa Rostock,24-238,1999,7.7,0.65,0.39,0.26,0.39,0.00,0.39,0.78,50.0,0.39,1.04,0.13,0.91,0.00,0.65,0.52,0.00,https://fbref.com/en/players/bccc1bb4/Junior-Brumado,bccc1bb4,2. Bundesliga
46,Cédric Brunner,SUI,DF,Schalke 04,29-325,1994,7.0,2.57,1.86,1.00,1.00,0.57,1.14,1.29,88.9,0.14,0.86,0.29,0.57,1.00,3.57,2.14,0.00,https://fbref.com/en/players/f0a37d36/Cedric-Brunner,f0a37d36,2. Bundesliga
47,Daniel Bunk,GER,MF,Düsseldorf,19-289,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/83c06d02/Daniel-Bunk,83c06d02,2. Bundesliga
48,Dženis Burnić,GER,MF,Karlsruher,25-231,1998,3.6,3.33,1.94,2.22,0.56,0.56,1.11,2.78,40.0,1.67,0.56,0.00,0.56,1.39,4.72,1.67,0.00,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic,0dabaf14,2. Bundesliga
49,Kerim Calhanoglu,GER,DF,Greuther Fürth,21-135,2002,1.5,3.33,3.33,2.00,0.67,0.67,2.00,2.67,75.0,0.67,0.67,0.00,0.67,1.33,4.67,2.67,0.00,https://fbref.com/en/players/d1db4b83/Kerim-Calhanoglu,d1db4b83,2. Bundesliga
50,Kaan Caliskaner,GER,"FW,MF",Braunschweig,24-066,1999,4.1,0.73,0.24,0.24,0.49,0.00,0.24,1.71,14.3,1.46,2.20,0.49,1.71,0.00,0.73,0.98,0.00,https://fbref.com/en/players/4a0177fb/Kaan-Caliskaner,4a0177fb,2. Bundesliga
51,Florian Carstens,GER,DF,Wehen,25-061,1998,7.1,2.39,1.41,1.69,0.70,0.00,1.69,2.68,63.2,0.99,2.54,1.55,0.99,1.69,4.08,5.35,0.00,https://fbref.com/en/players/ac551128/Florian-Carstens,ac551128,2. Bundesliga
52,Luc Castaignos,NED,FW,Magdeburg,31-103,1992,7.1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.0,0.14,0.00,0.00,0.00,0.00,0.00,0.42,0.00,https://fbref.com/en/players/a19be070/Luc-Castaignos,a19be070,2. Bundesliga
53,Jens Castrop,GER,MF,Nürnberg,20-163,2003,9.4,3.19,2.34,0.96,1.60,0.64,1.60,2.66,60.0,1.06,1.91,0.53,1.38,0.85,4.04,1.81,0.11,https://fbref.com/en/players/03fee7de/Jens-Castrop,03fee7de,2. Bundesliga
54,Amar Ćatić,BIH,DF,Wehen,24-352,1999,8.0,2.75,1.75,1.38,1.38,0.00,1.13,2.13,52.9,1.00,1.63,0.50,1.13,1.13,3.88,1.88,0.00,https://fbref.com/en/players/f7c398ec/Amar-Catic,f7c398ec,2. Bundesliga
55,Jason Ceka,GER,"FW,MF",Magdeburg,24-059,1999,8.6,0.81,0.35,0.47,0.12,0.23,0.12,0.70,16.7,0.58,0.58,0.00,0.58,0.23,1.05,0.12,0.00,https://fbref.com/en/players/92b719a1/Jason-Ceka,92b719a1,2. Bundesliga
56,Paterson Chato,GER,DF,Osnabrück,27-038,1996,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.67,1.67,0.00,1.67,1.67,0.00,0.00,https://fbref.com/en/players/f856ca7c/Paterson-Chato,f856ca7c,2. Bundesliga
57,Gustav Christensen,DEN,"FW,MF",Hertha BSC,19-123,2004,2.8,1.79,1.07,1.07,0.36,0.36,1.07,2.50,42.9,1.43,1.43,0.36,1.07,0.36,2.14,0.71,0.00,https://fbref.com/en/players/6e2e6e4e/Gustav-Christensen,6e2e6e4e,2. Bundesliga
58,Oliver Christensen,DEN,GK,Hertha BSC,24-292,1999,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,https://fbref.com/en/players/af104654/Oliver-Christensen,af104654,2. Bundesliga
59,Max Christiansen,GER,MF,Hannover 96,27-105,1996,3.7,3.24,1.35,1.35,1.35,0.54,1.35,2.70,50.0,1.35,2.70,0.81,1.89,1.89,5.14,1.08,0.27,https://fbref.com/en/players/e7b899b8/Max-Christiansen,e7b899b8,2. Bundesliga
60,Ibrahima Cissé,MLI,DF,Schalke 04,22-327,2001,0.8,1.25,0.00,0.00,1.25,0.00,0.00,2.50,0.0,2.50,3.75,3.75,0.00,0.00,1.25,6.25,0.00,https://fbref.com/en/players/bcc8177c/Ibrahima-Cisse,bcc8177c,2. Bundesliga
61,Amara Conde,GER,MF,Magdeburg,27-002,1997,11.1,1.80,0.81,0.81,0.54,0.45,0.81,1.35,60.0,0.54,0.45,0.00,0.45,0.54,2.34,1.17,0.00,https://fbref.com/en/players/40a3402f/Amara-Conde,40a3402f,2. Bundesliga
62,Kevin Conrad,GER,DF,Elversberg,33-151,1990,7.1,1.41,1.13,0.99,0.28,0.14,0.99,1.27,77.8,0.28,1.55,1.13,0.42,1.41,2.82,4.65,0.28,https://fbref.com/en/players/45afa04c/Kevin-Conrad,45afa04c,2. Bundesliga
63,Jomaine Consbruch,GER,"MF,DF",Greuther Fürth,21-347,2002,2.3,0.87,0.43,0.00,0.43,0.43,0.43,1.30,33.3,0.87,1.74,0.00,1.74,1.30,2.17,0.00,0.00,https://fbref.com/en/players/34ad2e65/Jomaine-Consbruch,34ad2e65,2. Bundesliga
64,Christian Conteh,GER,"FW,MF",Osnabrück,24-134,1999,7.3,0.27,0.27,0.27,0.00,0.00,0.14,0.82,16.7,0.68,0.41,0.00,0.41,0.41,0.68,0.96,0.00,https://fbref.com/en/players/231b327e/Christian-Conteh,231b327e,2. Bundesliga
65,Sirlord Conteh,GER,"FW,MF",Paderborn 07,27-183,1996,6.5,0.31,0.00,0.15,0.15,0.00,0.00,0.15,0.0,0.15,1.08,0.46,0.62,0.15,0.46,1.23,0.00,https://fbref.com/en/players/34e09d5f/Sirlord-Conteh,34e09d5f,2. Bundesliga
66,Marcel Correia,POR,DF,Elversberg,34-237,1989,1.6,3.13,1.88,0.63,1.25,1.25,1.25,1.25,100.0,0.00,2.50,1.25,1.25,1.25,4.38,6.88,0.00,https://fbref.com/en/players/11644dea/Marcel-Correia,11644dea,2. Bundesliga
67,Mickaël Cuisance,FRA,MF,Osnabrück,24-145,1999,9.9,2.53,1.72,1.01,1.01,0.51,1.62,3.33,48.5,1.72,1.52,0.20,1.31,1.11,3.64,0.30,0.00,https://fbref.com/en/players/5722eced/Mickael-Cuisance,5722eced,2. Bundesliga
68,Laurin Curda,GER,DF,Paderborn 07,22-070,2001,8.0,1.75,1.00,0.63,0.88,0.25,0.25,0.50,50.0,0.25,0.63,0.25,0.38,1.13,2.88,3.25,0.00,https://fbref.com/en/players/e9a7a107/Laurin-Curda,e9a7a107,2. Bundesliga
69,Christoph Daferner,GER,FW,Nürnberg,25-361,1998,2.1,0.48,0.00,0.48,0.00,0.00,0.48,0.48,100.0,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.00,https://fbref.com/en/players/e5be34dd/Christoph-Daferner,e5be34dd,2. Bundesliga
70,Thomas Dähne,GER,GK,Holstein Kiel,30-004,1994,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,https://fbref.com/en/players/f194035d/Thomas-Dahne,f194035d,2. Bundesliga
71,Muhammed Damar,GER,MF,Hannover 96,19-274,2004,0.6,1.67,0.00,0.00,0.00,1.67,0.00,0.00,,0.00,5.00,1.67,3.33,1.67,3.33,0.00,0.00,https://fbref.com/en/players/d3d77413/Muhammed-Damar,d3d77413,2. Bundesliga
72,Bence Dárdai,GER,"MF,FW",Hertha BSC,17-349,2006,2.2,2.27,2.27,0.91,1.36,0.00,1.36,3.18,42.9,1.82,2.73,0.00,2.73,0.00,2.27,2.27,0.00,https://fbref.com/en/players/dcb6f03c/Bence-Dardai,dcb6f03c,2. Bundesliga
73,Márton Dárdai,GER,"MF,DF",Hertha BSC,21-330,2002,15.0,1.67,1.00,0.73,0.80,0.13,0.60,1.47,40.9,0.87,1.47,0.67,0.80,1.53,3.20,2.47,0.00,https://fbref.com/en/players/41bff4fa/Marton-Dardai,41bff4fa,2. Bundesliga
74,Palkó Dárdai,HUN,"MF,FW",Hertha BSC,24-259,1999,4.6,0.43,0.43,0.00,0.43,0.00,0.22,1.52,14.3,1.30,1.30,0.43,0.87,0.22,0.65,0.00,0.00,https://fbref.com/en/players/db7161ed/Palko-Dardai,db7161ed,2. Bundesliga
75,Jonas David,GER,DF,Hansa Rostock,23-306,2000,5.5,2.36,1.27,1.64,0.55,0.18,1.45,2.18,66.7,0.73,0.91,0.36,0.55,0.73,3.09,3.82,0.00,https://fbref.com/en/players/98cd5d88/Jonas-David,98cd5d88,2. Bundesliga
76,Saulo Decarli,SUI,DF,Braunschweig,31-338,1992,5.4,0.74,0.37,0.19,0.56,0.00,0.37,0.56,66.7,0.19,1.11,0.19,0.93,2.22,2.96,6.11,0.00,https://fbref.com/en/players/41df88b8/Saulo-Decarli,41df88b8,2. Bundesliga
77,Jannik Dehm,GER,"DF,MF",Hannover 96,27-251,1996,11.7,2.48,1.71,1.54,0.77,0.17,1.45,2.22,65.4,0.77,1.20,0.60,0.60,0.77,3.25,2.99,0.00,https://fbref.com/en/players/c33a2d88/Jannik-Dehm,c33a2d88,2. Bundesliga
78,Jasper van der Werff,SUI,DF,Hansa Rostock,25-030,1998,11.2,2.05,1.34,1.16,0.71,0.18,1.16,3.39,34.2,2.23,0.80,0.27,0.54,0.98,3.04,2.95,0.00,https://fbref.com/en/players/1d896c05/Jasper-van-der-Werff,1d896c05,2. Bundesliga
79,Oumar Diakhite,SEN,DF,Osnabrück,30-030,1993,5.5,1.64,1.09,1.45,0.18,0.00,0.91,1.09,83.3,0.18,1.45,0.73,0.73,0.91,2.55,6.55,0.18,https://fbref.com/en/players/f85458cf/Oumar-Diakhite,f85458cf,2. Bundesliga
80,Maximilian Dietz,USA,DF,Greuther Fürth,21-333,2002,13.1,1.60,0.84,0.99,0.61,0.00,1.22,1.68,72.7,0.46,1.68,0.99,0.69,1.37,2.98,4.27,0.00,https://fbref.com/en/players/4a78b64f/Maximilian-Dietz,4a78b64f,2. Bundesliga
81,Jean-Luc Dompé,FRA,"FW,MF",Hamburger SV,28-149,1995,8.2,0.85,0.73,0.24,0.37,0.24,0.61,0.98,62.5,0.37,0.24,0.12,0.12,0.12,0.98,0.61,0.00,https://fbref.com/en/players/9ffdf29a/Jean-Luc-Dompe,9ffdf29a,2. Bundesliga
82,Anton Donkor,GER,"DF,FW",Braunschweig,26-058,1997,15.9,1.95,1.32,1.01,0.88,0.06,1.19,2.33,51.4,1.13,1.76,0.38,1.38,1.38,3.33,2.33,0.06,https://fbref.com/en/players/cfa9d46b/Anton-Donkor,cfa9d46b,2. Bundesliga
83,Dennis Dressel,GER,MF,Hansa Rostock,25-074,1998,16.0,2.25,1.25,1.25,0.69,0.31,1.19,2.31,51.4,1.13,1.31,0.13,1.19,0.81,3.06,1.44,0.00,https://fbref.com/en/players/45136712/Dennis-Dressel,45136712,2. Bundesliga
84,Patrick Drewes,GER,GK,Karlsruher,30-338,1993,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.06,0.00,0.06,0.00,0.00,0.18,0.12,https://fbref.com/en/players/a8403737/Patrick-Drewes,a8403737,2. Bundesliga
85,Dominick Drexler,GER,"MF,FW",Schalke 04,33-227,1990,5.5,0.73,0.73,0.36,0.00,0.36,0.55,0.91,60.0,0.36,0.36,0.00,0.36,0.55,1.27,0.73,0.00,https://fbref.com/en/players/809940aa/Dominick-Drexler,809940aa,2. Bundesliga
86,Jeremy Dudziak,TUN,"DF,MF",Hertha BSC,28-133,1995,6.2,1.94,0.97,1.13,0.32,0.48,0.81,1.45,55.6,0.65,1.45,0.32,1.13,0.65,2.58,1.29,0.00,https://fbref.com/en/players/5a8d6540/Jeremy-Dudziak,5a8d6540,2. Bundesliga
87,Taylan Duman,GER,MF,Nürnberg,26-162,1997,4.5,1.33,0.67,0.89,0.22,0.22,0.67,1.56,42.9,0.89,2.00,0.00,2.00,0.67,2.00,1.33,0.00,https://fbref.com/en/players/c13867c5/Taylan-Duman,c13867c5,2. Bundesliga
88,Luca Dürholtz,GER,"MF,FW",Elversberg,30-143,1993,1.2,2.50,0.83,0.83,1.67,0.00,2.50,5.83,42.9,3.33,0.83,0.00,0.83,0.00,2.50,2.50,0.00,https://fbref.com/en/players/a5483c84/Luca-Durholtz,a5483c84,2. Bundesliga
89,Erik Durm,GER,"DF,MF",Kaiserslautern,31-241,1992,2.8,2.86,1.79,1.79,0.71,0.36,2.50,3.21,77.8,0.71,2.86,0.36,2.50,0.71,3.57,2.50,0.00,https://fbref.com/en/players/cf623c78/Erik-Durm,cf623c78,2. Bundesliga
90,Eldin Dzogovic,LUX,MF,Magdeburg,20-214,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ed735681/Eldin-Dzogovic,ed735681,2. Bundesliga
91,Adam Dźwigała,POL,DF,St. Pauli,28-105,1995,2.5,2.80,1.60,1.60,1.20,0.00,2.00,3.20,62.5,1.20,0.80,0.40,0.40,2.40,5.20,2.40,0.00,https://fbref.com/en/players/75edc8ce/Adam-Dzwigala,75edc8ce,2. Bundesliga
92,Johannes Eggestein,GER,FW,St. Pauli,25-245,1998,10.4,0.38,0.10,0.19,0.10,0.10,0.10,0.48,20.0,0.38,0.48,0.00,0.48,0.29,0.67,0.19,0.00,https://fbref.com/en/players/d571df78/Johannes-Eggestein,d571df78,2. Bundesliga
93,Daniel Elfadli,LBY,"DF,MF",Magdeburg,26-277,1997,10.9,2.84,1.56,1.56,1.28,0.00,1.10,1.56,70.6,0.46,1.65,0.64,1.01,2.75,5.60,2.39,0.09,https://fbref.com/en/players/e4433e5a/Daniel-Elfadli,e4433e5a,2. Bundesliga
94,Jan Elvedi,SUI,DF,Kaiserslautern,27-100,1996,17.0,1.59,1.00,1.06,0.47,0.06,0.71,1.12,63.2,0.41,1.76,1.18,0.59,1.41,3.00,4.12,0.00,https://fbref.com/en/players/e622de45/Jan-Elvedi,e622de45,2. Bundesliga
