Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player Link_,Player ID_,Competition
11,Josimar Alcocer,CRC,"MF,FW",Westerlo,19-298,2004,0.3,20.0,26.7,75.0,210.0,123.3,13.3,13.3,100.0,3.33,3.33,100.0,0.00,3.33,0.0,0.00,0.33,0.33,-0.33,3.33,0.00,0.00,0.00,0.00,https://fbref.com/en/players/757f7081/Josimar-Alcocer,757f7081,Jupiler Pro League
12,Toby Alderweireld,BEL,DF,Antwerp,35-059,1989,28.9,69.6,80.8,86.1,1588.3,529.9,14.2,16.4,86.9,41.8,44.3,94.4,13.0,18.8,69.2,0.14,0.10,0.05,0.04,0.52,6.12,0.55,0.00,5.36,https://fbref.com/en/players/f7d50789/Toby-Alderweireld,f7d50789,Jupiler Pro League
13,Ryan Alebiosu,ENG,"DF,MF",Kortrijk,22-135,2001,3.9,27.4,41.0,66.9,416.2,167.2,13.8,17.4,79.4,11.0,17.4,63.2,1.28,2.56,50.0,0.26,0.28,0.15,-0.03,1.03,1.79,1.28,0.77,2.31,https://fbref.com/en/players/ce048fb8/Ryan-Alebiosu,ce048fb8,Jupiler Pro League
14,Teddy Alloh,FRA,DF,Eupen,22-098,2002,2.2,35.5,42.3,83.9,508.6,129.1,18.6,20.9,89.1,14.5,17.7,82.1,0.91,0.91,100.0,0.45,0.09,0.05,0.36,0.91,1.82,0.91,0.00,4.09,https://fbref.com/en/players/01df0dc4/Teddy-Alloh,01df0dc4,Jupiler Pro League
15,Éder Álvarez Balanta,COL,MF,Club Brugge,31-062,1993,5.5,41.1,53.1,77.4,703.1,215.8,18.0,22.2,81.1,17.3,21.6,79.8,3.64,6.18,58.8,0.00,0.00,0.02,0.00,0.00,4.18,0.00,0.00,5.27,https://fbref.com/en/players/8ce30c57/Eder-Alvarez-Balanta,8ce30c57,Jupiler Pro League
16,Steven Alzate,COL,MF,Standard Liège,25-235,1998,18.5,46.7,55.4,84.4,845.1,227.0,19.1,21.7,88.3,20.2,22.8,88.6,5.62,7.89,71.2,0.22,0.15,0.14,0.07,0.92,4.22,0.70,0.00,5.19,https://fbref.com/en/players/ad1f61f3/Steven-Alzate,ad1f61f3,Jupiler Pro League
17,Thierry Ambrose,GLP,FW,Kortrijk,27-033,1997,0.6,18.3,25.0,73.3,260.0,125.0,8.33,13.3,62.5,5.00,6.67,75.0,1.67,1.67,100.0,0.00,0.00,0.33,0.00,0.00,1.67,3.33,0.00,5.00,https://fbref.com/en/players/2945f4b7/Thierry-Ambrose,2945f4b7,Jupiler Pro League
18,Mohamed El Amine Amoura,ALG,FW,Union SG,23-357,2000,15.9,13.8,23.1,59.9,198.4,50.3,7.55,11.5,65.6,3.77,6.79,55.6,0.94,1.64,57.7,0.13,0.15,0.21,-0.03,1.07,1.26,0.75,0.00,1.89,https://fbref.com/en/players/6597f8b6/Mohamed-El-Amine-Amoura,6597f8b6,Jupiler Pro League
19,Francis Amuzu,BEL,FW,Anderlecht,24-251,1999,6.3,22.4,28.7,77.9,328.1,67.1,11.0,12.5,87.3,8.57,10.3,83.1,1.11,2.22,50.0,0.00,0.24,0.14,-0.24,1.43,0.79,1.59,0.63,2.06,https://fbref.com/en/players/4f0fbd15/Francis-Amuzu,4f0fbd15,Jupiler Pro League
20,Frederic Ananou,TOG,"DF,MF",Sint-Truiden,26-223,1997,6.0,41.7,48.3,86.2,619.7,119.0,23.2,25.2,92.1,15.0,16.7,90.0,1.67,3.50,47.6,0.17,0.08,0.05,0.08,1.17,1.00,0.67,0.17,2.83,https://fbref.com/en/players/de42994f/Frederic-Ananou,de42994f,Jupiler Pro League
21,Stelios Andreou,CYP,DF,Charleroi,21-281,2002,26.8,31.4,39.7,79.1,627.4,228.4,9.89,11.8,83.6,15.8,18.8,84.0,4.89,7.46,65.5,0.04,0.02,0.02,0.01,0.07,2.05,0.04,0.00,3.13,https://fbref.com/en/players/4a5ad8dc/Stelios-Andreou,4a5ad8dc,Jupiler Pro League
22,Nilson Angulo,ECU,"FW,MF",Anderlecht,20-316,2003,0.5,48.0,72.0,66.7,674.0,242.0,26.0,36.0,72.2,18.0,24.0,75.0,0.00,4.00,0.0,0.00,0.20,0.40,-0.20,2.00,4.00,4.00,0.00,6.00,https://fbref.com/en/players/a9b9d89c/Nilson-Angulo,a9b9d89c,Jupiler Pro League
23,Bill Antonio,ZIM,"MF,FW",Mechelen,21-240,2002,6.4,18.8,28.9,64.9,315.6,145.3,9.22,12.2,75.6,7.81,11.4,68.5,1.41,2.97,47.4,0.00,0.19,0.22,-0.19,0.78,0.78,1.56,0.63,2.50,https://fbref.com/en/players/f00ea3e6/Bill-Antonio,f00ea3e6,Jupiler Pro League
24,Kristian Arnstad,NOR,"DF,MF",Anderlecht,20-236,2003,7.2,42.8,55.3,77.4,658.9,179.0,23.2,26.9,86.1,13.9,18.8,74.1,3.19,5.69,56.1,0.14,0.04,0.07,0.10,0.83,2.92,0.14,0.00,3.61,https://fbref.com/en/players/45bdedc8/Kristian-Arnstad,45bdedc8,Jupiler Pro League
25,Tolu Arokodare,NGA,FW,Genk,23-159,2000,14.5,13.8,20.3,68.0,175.6,30.5,8.21,11.4,71.7,3.93,5.66,69.5,0.41,0.76,54.5,0.14,0.14,0.10,0.00,1.31,0.83,0.34,0.00,1.38,https://fbref.com/en/players/a42760bc/Tolu-Arokodare,a42760bc,Jupiler Pro League
26,Gerardo Arteaga,MEX,DF,Genk,25-236,1998,13.4,43.9,54.7,80.2,699.7,255.8,21.6,24.2,89.5,17.2,21.0,81.9,2.84,5.30,53.5,0.00,0.04,0.06,-0.04,0.67,5.22,0.75,0.60,6.19,https://fbref.com/en/players/8b47ce35/Gerardo-Arteaga,8b47ce35,Jupiler Pro League
27,Isaac Asante,GHA,MF,Mechelen,21-253,2002,0.1,,,,,,,,,,,,,,,0.00,,,,,,,,,https://fbref.com/en/players/f110c0a2/Isaac-Asante,f110c0a2,Jupiler Pro League
28,Dirk Asare,BEL,MF,Mechelen,19-301,2004,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/players/10556287/Dirk-Asare,10556287,Jupiler Pro League
29,Majeed Ashimeru,GHA,"MF,FW",Anderlecht,26-203,1997,1.3,36.9,46.2,80.0,580.0,152.3,19.2,22.3,86.2,12.3,16.2,76.2,3.08,5.38,57.1,0.00,0.00,0.00,0.00,0.00,1.54,0.00,0.00,3.08,https://fbref.com/en/players/552e00b9/Majeed-Ashimeru,552e00b9,Jupiler Pro League
30,Christalino Atemona,GER,DF,Kortrijk,22-004,2002,1.1,28.2,37.3,75.6,509.1,215.5,9.09,10.9,83.3,16.4,20.0,81.8,1.82,4.55,40.0,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,1.82,https://fbref.com/en/players/05c1f4c7/Christalino-Atemona,05c1f4c7,Jupiler Pro League
31,Lynnt Audoor,BEL,MF,Kortrijk,20-200,2003,4.5,34.4,42.2,81.6,521.1,182.4,15.3,18.2,84.1,14.9,17.6,84.8,1.56,2.44,63.6,0.00,0.04,0.02,-0.04,0.44,3.56,0.22,0.00,4.89,https://fbref.com/en/players/32feb0cf/Lynnt-Audoor,32feb0cf,Jupiler Pro League
32,Ludwig Augustinsson,SWE,DF,Anderlecht,30-009,1994,18.1,47.0,60.2,78.1,791.5,303.1,21.5,25.0,86.1,20.0,23.8,84.2,3.76,8.56,43.9,0.17,0.22,0.14,-0.06,1.22,3.70,1.71,0.94,4.64,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson,9fec8860,Jupiler Pro League
33,Felipe Augusto,BRA,"FW,MF",Cercle Brugge,20-072,2004,4.9,10.2,19.4,52.6,124.7,42.4,6.33,10.0,63.3,3.06,6.33,48.4,0.00,0.61,0.0,0.20,0.18,0.12,0.02,1.63,1.02,0.82,0.20,1.63,https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto,1f9cbd0b,Jupiler Pro League
34,Felipe Avenatti,URU,"FW,MF",Kortrijk,31-004,1993,17.4,22.0,34.9,62.9,358.0,98.4,11.1,17.5,63.5,6.72,10.2,66.1,2.47,4.37,56.6,0.00,0.05,0.07,-0.05,0.75,2.99,0.75,0.00,3.51,https://fbref.com/en/players/23f9e9d3/Felipe-Avenatti,23f9e9d3,Jupiler Pro League
35,Gastón Ávila,ARG,DF,Antwerp,22-213,2001,2.0,51.5,65.0,79.2,1078.5,352.5,17.0,19.0,89.5,25.5,30.0,85.0,9.00,13.5,66.7,0.50,0.10,0.10,0.40,2.00,8.00,2.50,1.00,8.00,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Jupiler Pro League
36,Youssouph Badji,SEN,"FW,MF",Charleroi,22-132,2001,10.4,18.7,27.4,68.1,249.1,67.7,10.9,15.5,70.2,5.29,7.79,67.9,0.87,1.25,69.2,0.00,0.04,0.08,-0.04,0.67,2.02,0.38,0.00,2.02,https://fbref.com/en/players/6a2b9aee/Youssouph-Badji,6a2b9aee,Jupiler Pro League
37,Bilal Bafdili,BEL,"FW,MF",Mechelen,19-271,2004,1.9,20.0,26.8,74.5,302.6,82.6,11.6,14.2,81.5,6.32,8.95,70.6,1.58,3.16,50.0,0.00,0.00,0.05,0.00,0.00,0.53,0.00,0.00,3.68,https://fbref.com/en/players/40c9f265/Bilal-Bafdili,40c9f265,Jupiler Pro League
38,Jonas Bager,DEN,DF,Charleroi,27-287,1996,16.7,27.9,36.5,76.5,505.9,202.9,11.1,13.3,83.3,13.4,16.5,81.1,2.63,5.21,50.6,0.06,0.04,0.04,0.02,0.42,2.22,0.42,0.06,3.47,https://fbref.com/en/players/ddd54920/Jonas-Bager,ddd54920,Jupiler Pro League
39,Brandon Baiye,BEL,MF,Eupen,23-125,2000,23.0,32.0,38.7,82.6,556.5,136.1,12.8,15.4,83.3,15.3,17.6,87.4,2.74,3.43,79.7,0.00,0.03,0.03,-0.03,0.52,2.43,0.35,0.00,3.00,https://fbref.com/en/players/7e3e825e/Brandon-Baiye,7e3e825e,Jupiler Pro League
40,Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22-356,2001,19.8,31.7,43.0,73.7,548.1,145.3,14.5,17.3,83.7,13.3,16.9,79.0,3.03,5.91,51.3,0.25,0.20,0.18,0.05,1.82,2.02,1.82,0.45,5.15,https://fbref.com/en/players/172bab0a/Michel-Ange-Balikwisha,172bab0a,Jupiler Pro League
41,William Balikwisha,COD,MF,Standard Liège,24-354,1999,12.1,35.0,45.9,76.4,611.8,178.7,14.0,17.4,80.1,16.2,20.2,80.0,3.55,5.45,65.2,0.08,0.11,0.10,-0.02,1.57,4.13,1.40,0.66,5.79,https://fbref.com/en/players/4fae547c/William-Balikwisha,4fae547c,Jupiler Pro League
42,Sacha Banse,BFA,MF,Standard Liège,23-045,2001,0.5,24.0,34.0,70.6,520.0,166.0,10.0,12.0,83.3,8.00,8.00,100.0,4.00,10.0,40.0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Jupiler Pro League
43,Ezechiel Banzuzi,NED,MF,OH Leuven,19-074,2005,19.4,25.6,35.4,72.3,449.7,109.3,11.5,15.3,75.1,10.5,13.7,76.7,2.84,4.18,67.9,0.00,0.08,0.06,-0.08,0.46,2.32,0.41,0.00,3.20,https://fbref.com/en/players/e9764fe5/Ezechiel-Banzuzi,e9764fe5,Jupiler Pro League
44,Víctor Barberá,ESP,"FW,MF",Club Brugge,19-254,2004,0.4,10.0,22.5,44.4,105.0,0.00,5.00,12.5,40.0,2.50,7.50,33.3,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/39265dd7/Victor-Barbera,39265dd7,Jupiler Pro League
45,Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,22-140,2001,4.8,15.4,21.7,71.2,205.0,38.3,9.58,11.9,80.7,3.96,5.83,67.9,0.63,1.88,33.3,0.00,0.06,0.02,-0.06,1.04,0.63,0.21,0.00,0.83,https://fbref.com/en/players/b68c3ff0/Joselpho-Barnes,b68c3ff0,Jupiler Pro League
46,Jacob Barrett Laursen,DEN,DF,Standard Liège,29-165,1994,1.7,32.4,39.4,82.1,521.8,147.1,15.3,18.2,83.9,11.2,12.9,86.4,3.53,5.29,66.7,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen,c0d3bd23,Jupiler Pro League
47,Norman Bassette,BEL,"FW,MF",Mechelen,19-173,2004,6.4,8.91,16.1,55.3,132.5,20.2,5.31,8.75,60.7,2.66,4.53,58.6,0.47,1.09,42.9,0.00,0.11,0.03,-0.11,0.63,0.63,0.16,0.00,0.78,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Jupiler Pro League
48,Jelle Bataille,BEL,DF,Antwerp,24-346,1999,24.2,64.8,79.3,81.7,1097.8,339.1,30.8,34.8,88.5,27.4,31.9,85.8,5.12,9.42,54.4,0.00,0.10,0.15,-0.10,1.16,5.29,1.94,0.50,7.19,https://fbref.com/en/players/cabb3a1d/Jelle-Bataille,cabb3a1d,Jupiler Pro League
49,David Bates,SCO,DF,Mechelen,27-208,1996,23.2,51.9,58.4,88.9,1114.7,340.2,11.2,13.3,84.1,34.1,35.7,95.3,6.25,8.32,75.1,0.00,0.06,0.04,-0.06,0.30,2.28,0.04,0.00,2.28,https://fbref.com/en/players/90423c73/David-Bates,90423c73,Jupiler Pro League
50,Emin Bayram,TUR,DF,Westerlo,21-028,2003,21.9,46.1,56.8,81.2,950.9,305.3,14.1,17.3,81.7,23.5,26.5,88.6,7.49,11.1,67.5,0.09,0.04,0.04,0.05,0.23,3.06,0.32,0.05,3.56,https://fbref.com/en/players/e58328b6/Emin-Bayram,e58328b6,Jupiler Pro League
51,Rafik Belghali,ALG,DF,Mechelen,21-328,2002,2.9,48.3,57.9,83.3,708.3,202.8,22.4,25.9,86.7,21.4,24.8,86.1,1.38,2.41,57.1,0.34,0.07,0.07,0.28,1.38,2.41,1.72,1.03,4.14,https://fbref.com/en/players/0abcb968/Rafik-Belghali,0abcb968,Jupiler Pro League
52,Nadhir Benbouali,ALG,FW,Charleroi,24-013,2000,3.7,,,,,,,,,,,,,,,0.00,,,,,,,,,https://fbref.com/en/players/cd25f2b3/Nadhir-Benbouali,cd25f2b3,Jupiler Pro League
53,Ján Bernát,SVK,MF,Westerlo,23-111,2001,0.0,1,2,50.0,13,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/players/c2895855/Jan-Bernat,c2895855,Jupiler Pro League
54,Antoine Bernier,BEL,"FW,MF",Charleroi,26-233,1997,7.4,15.5,20.7,75.2,195.0,55.8,8.24,9.73,84.7,4.73,6.89,68.6,0.14,0.27,50.0,0.14,0.05,0.11,0.08,0.81,0.81,1.08,0.27,2.30,https://fbref.com/en/players/cda90ea8/Antoine-Bernier,cda90ea8,Jupiler Pro League
55,Adriano Bertaccini,BEL,"MF,FW",Sint-Truiden,23-261,2000,0.4,15.0,22.5,66.7,205.0,37.5,12.5,15.0,83.3,2.50,5.00,50.0,0.00,2.50,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,https://fbref.com/en/players/88d70d53/Adriano-Bertaccini,88d70d53,Jupiler Pro League
56,Mickaël Biron,MTQ,"FW,MF",RWD Molenbeek,26-248,1997,16.1,15.3,22.5,68.0,245.3,68.5,8.01,10.7,74.6,5.09,7.33,69.5,1.43,2.42,59.0,0.06,0.11,0.10,-0.05,0.81,1.61,0.75,0.06,2.48,https://fbref.com/en/players/62c79b68/Mickael-Biron,62c79b68,Jupiler Pro League
57,Nathan Bitu Mazala,FRA,"MF,FW",Eupen,21-142,2002,1.3,19.2,25.4,75.8,313.1,90.0,8.46,10.0,84.6,6.92,9.23,75.0,2.31,3.08,75.0,0.00,0.08,0.08,-0.08,2.31,3.85,0.77,0.77,4.62,https://fbref.com/en/players/0f697e02/Nathan-Bitu-Mazala,0f697e02,Jupiler Pro League
58,Eric Bocat,FRA,"DF,MF",Sint-Truiden,24-289,1999,27.2,43.1,54.0,79.7,703.9,166.5,20.4,23.6,86.6,19.0,22.7,83.5,2.54,5.22,48.6,0.11,0.12,0.15,-0.01,1.29,2.06,1.18,0.59,3.05,https://fbref.com/en/players/55b7061a/Eric-Bocat,55b7061a,Jupiler Pro League
59,Arnaud Bodart,BEL,GK,Standard Liège,26-050,1998,29.0,22.0,32.8,67.1,595.1,424.4,3.90,3.93,99.1,11.4,11.4,99.4,6.52,17.1,38.1,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.03,https://fbref.com/en/players/79c536d7/Arnaud-Bodart,79c536d7,Jupiler Pro League
60,Merveille Bokadi,COD,DF,Standard Liège,31-345,1992,14.5,47.3,54.5,86.8,923.9,348.5,14.8,16.7,88.4,25.2,27.9,90.6,5.86,7.86,74.6,0.07,0.01,0.01,0.06,0.21,2.62,0.00,0.00,3.79,https://fbref.com/en/players/4398b5cb/Merveille-Bokadi,4398b5cb,Jupiler Pro League
61,Sinan Bolat,TUR,GK,Westerlo,35-240,1988,26.0,28.1,37.9,74.2,753.0,473.5,4.38,4.38,100.0,14.4,14.6,98.4,9.04,18.5,49.0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,https://fbref.com/en/players/fe7d8182/Sinan-Bolat,fe7d8182,Jupiler Pro League
62,Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28-304,1995,0.9,48.9,57.8,84.6,771.1,282.2,20.0,20.0,100.0,25.6,32.2,79.3,1.11,2.22,50.0,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,5.56,https://fbref.com/en/players/c603ad6a/Boli-Bolingoli-Mbombo,c603ad6a,Jupiler Pro League
63,Christopher Bonsu Baah,GHA,FW,Genk,19-138,2004,13.2,25.8,36.8,70.2,403.8,102.7,13.3,17.9,74.6,9.24,12.3,74.8,1.52,2.88,52.6,0.08,0.23,0.20,-0.15,2.50,1.36,1.74,0.15,3.56,https://fbref.com/en/players/b636755a/Christopher-Bonsu-Baah,b636755a,Jupiler Pro League
64,Jordan Bos,AUS,DF,Westerlo,21-184,2002,19.0,35.3,47.1,74.9,535.7,170.4,18.2,22.3,81.8,14.5,18.8,77.1,1.42,3.42,41.5,0.05,0.10,0.07,-0.05,0.84,2.00,0.53,0.26,3.37,https://fbref.com/en/players/8070a9fd/Jordan-Bos,8070a9fd,Jupiler Pro League
65,Mohamed Bouchouari,BEL,DF,Anderlecht,23-167,2000,0.0,3,4,75.0,50,17,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/players/2f52874b/Mohamed-Bouchouari,2f52874b,Jupiler Pro League
66,Mehdi Boukamir,MAR,DF,Charleroi,20-095,2004,5.2,34.2,46.2,74.2,582.9,175.4,14.4,17.7,81.5,17.1,19.6,87.3,1.54,6.35,24.2,0.00,0.00,0.00,0.00,0.38,1.54,0.00,0.00,2.50,https://fbref.com/en/players/f949956e/Mehdi-Boukamir,f949956e,Jupiler Pro League
67,Dedryck Boyata,BEL,"DF,MF",Club Brugge,33-154,1990,2.0,41.0,50.5,81.2,792.5,245.0,14.0,16.5,84.8,22.5,26.0,86.5,4.00,7.00,57.1,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,1.00,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,7c473e12,Jupiler Pro League
68,Jonatan Braut Brunes,NOR,FW,OH Leuven,23-267,2000,11.8,11.8,18.4,64.1,171.9,31.9,5.68,8.56,66.3,4.75,7.12,66.7,0.59,0.85,70.0,0.08,0.05,0.05,0.03,0.59,0.51,0.25,0.00,1.27,https://fbref.com/en/players/36adbbe0/Jonatan-Braut-Brunes,36adbbe0,Jupiler Pro League
69,Archie Brown,ENG,DF,Gent,21-338,2002,18.3,39.7,56.6,70.1,662.6,241.1,19.1,24.3,78.7,15.6,20.9,74.9,3.55,7.87,45.1,0.16,0.16,0.14,0.01,0.87,2.30,1.15,0.77,3.22,https://fbref.com/en/players/028b8d59/Archie-Brown,028b8d59,Jupiler Pro League
70,Massimo Bruno,BEL,"MF,FW",Kortrijk,30-226,1993,12.6,32.2,43.7,73.8,550.9,166.5,14.4,18.5,78.1,12.9,16.3,78.6,3.25,6.03,53.9,0.24,0.12,0.14,0.12,1.43,3.10,0.95,0.24,4.76,https://fbref.com/en/players/4e18cf1c/Massimo-Bruno,4e18cf1c,Jupiler Pro League
71,Tajon Buchanan,CAN,DF,Club Brugge,25-082,1999,9.2,42.8,56.2,76.2,647.7,222.1,23.7,27.1,87.6,15.3,21.1,72.7,2.07,5.11,40.4,0.22,0.21,0.10,0.01,0.98,3.37,0.87,0.33,4.24,https://fbref.com/en/players/3aca6420/Tajon-Buchanan,3aca6420,Jupiler Pro League
72,Christian Burgess,ENG,DF,Union SG,32-206,1991,27.5,42.9,52.0,82.6,960.8,360.0,9.45,11.7,80.5,24.6,28.0,87.9,8.55,11.3,75.8,0.04,0.02,0.01,0.02,0.25,2.11,0.11,0.00,4.00,https://fbref.com/en/players/f8766ef9/Christian-Burgess,f8766ef9,Jupiler Pro League
73,Jean Butez,FRA,GK,Antwerp,28-327,1995,30.0,36.2,47.0,77.0,971.2,710.7,6.60,6.70,98.5,18.4,18.6,98.9,11.1,21.5,51.7,0.00,0.03,0.02,-0.03,0.10,0.80,0.13,0.00,0.10,https://fbref.com/en/players/7f40333d/Jean-Butez,7f40333d,Jupiler Pro League
74,Etienne Camara,FRA,MF,Charleroi,21-031,2003,3.8,35.3,48.7,72.4,623.7,121.1,15.5,20.8,74.7,15.0,17.4,86.4,3.42,7.89,43.3,0.00,0.05,0.03,-0.05,0.53,1.84,0.00,0.00,2.11,https://fbref.com/en/players/ba02a571/Etienne-Camara,ba02a571,Jupiler Pro League
75,Ilay Camara,BEL,"DF,MF",RWD Molenbeek,21-103,2003,17.8,28.4,39.4,72.2,423.6,169.0,15.5,19.3,80.2,10.0,13.6,73.6,1.40,3.65,38.5,0.28,0.16,0.11,0.12,1.07,1.52,0.62,0.34,2.02,https://fbref.com/en/players/18dec985/Ilay-Camara,18dec985,Jupiler Pro League
76,Cihan Çanak,TUR,"DF,MF",Standard Liège,19-097,2005,6.9,29.1,43.2,67.4,473.3,175.7,15.2,17.2,88.2,9.86,15.1,65.4,2.46,7.10,34.7,0.29,0.25,0.28,0.04,2.03,2.46,1.16,0.58,3.19,https://fbref.com/en/players/0863fb00/Cihan-Canak,0863fb00,Jupiler Pro League
77,Alessio Castro-Montes,BEL,DF,Gent,26-349,1997,0.7,70.0,100.0,70.0,1247.1,384.3,31.4,41.4,75.9,31.4,38.6,81.5,5.71,14.3,40.0,0.00,0.00,0.00,0.00,2.86,8.57,1.43,0.00,11.4,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
78,Alessio Castro-Montes,BEL,DF,Union SG,26-349,1997,20.8,32.9,44.9,73.2,578.2,242.1,14.7,18.0,81.3,13.4,17.3,77.4,3.80,6.92,54.9,0.10,0.14,0.13,-0.04,1.68,3.37,1.59,0.63,5.38,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
