Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
32,Youssouph Badji,SEN,"FW,MF",Charleroi,22-019,2001,13,609,47,33.8,6.8,0.74,81,0.29,1.18,26,0.00,0.92,0.88,1.62,-0.74,-0.74,-0.44,1.63,1.53,0.12,+0.11,+0.75,https://fbref.com/en/players/6a2b9aee/Youssouph-Badji,6a2b9aee,Jupiler Pro League
33,Bilal Bafdili,BEL,"FW,MF",Mechelen,19-158,2004,5,147,29,8.2,1.6,0.63,72,0.00,2.50,19,1.88,1.40,0.00,0.63,-0.63,-0.61,-0.39,1.44,0.87,0.56,+0.57,+0.86,https://fbref.com/en/players/40c9f265/Bilal-Bafdili,40c9f265,Jupiler Pro League
34,Jonas Bager,DEN,DF,Charleroi,27-174,1996,13,1101,85,61.2,12.2,0.98,88,0.57,0.08,45,0.16,1.08,1.07,1.07,0.00,0.00,+1.16,1.15,1.40,-0.25,-0.25,+0.35,https://fbref.com/en/players/ddd54920/Jonas-Bager,ddd54920,Jupiler Pro League
35,Rayan El Bahri,BEL,FW,Cercle Brugge,19-329,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/fb2f9619/Rayan-El-Bahri,fb2f9619,Jupiler Pro League
36,Brandon Baiye,BEL,MF,Eupen,23-012,2000,19,1442,76,80.1,16.0,1.06,81,0.50,0.13,36,0.06,0.79,1.06,2.13,-1.06,-1.06,+0.20,0.98,2.26,-1.28,-1.28,-0.38,https://fbref.com/en/players/7e3e825e/Brandon-Baiye,7e3e825e,Jupiler Pro League
37,Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22-243,2001,20,1574,79,87.4,17.5,0.97,87,0.69,0.17,29,0.00,1.60,2.00,0.97,1.03,+1.03,+1.43,1.75,1.08,0.67,+0.67,+0.59,https://fbref.com/en/players/172bab0a/Michel-Ange-Balikwisha,172bab0a,Jupiler Pro League
38,William Balikwisha,COD,"MF,FW",Standard Liège,24-241,1999,11,556,51,30.9,6.2,1.13,75,0.48,0.65,8,0.97,1.09,0.32,1.13,-0.81,-0.81,-0.45,0.65,1.26,-0.61,-0.62,+0.02,https://fbref.com/en/players/4fae547c/William-Balikwisha,4fae547c,Jupiler Pro League
39,Sacha Banse,BFA,MF,Standard Liège,22-298,2001,3,45,15,2.5,0.5,0.00,,0.00,6.00,15,0.00,0.33,0.00,4.00,-4.00,-4.00,-3.59,0.20,2.60,-2.40,-2.37,-1.78,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Jupiler Pro League
40,Ezechiel Banzuzi,NED,MF,OH Leuven,18-326,2005,18,987,55,54.8,11.0,1.00,77,0.45,0.64,20,0.18,0.72,0.73,1.73,-1.00,-1.00,-0.78,0.94,1.85,-0.92,-0.92,-0.86,https://fbref.com/en/players/e9764fe5/Ezechiel-Banzuzi,e9764fe5,Jupiler Pro League
41,Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,22-027,2001,16,285,18,15.8,3.2,0.63,67,0.00,4.38,11,0.94,1.38,0.94,1.88,-0.94,-0.95,-0.77,1.38,2.09,-0.72,-0.72,-0.68,https://fbref.com/en/players/b68c3ff0/Joselpho-Barnes,b68c3ff0,Jupiler Pro League
42,Jacob Barrett Laursen,DEN,DF,Standard Liège,29-052,1994,2,151,76,8.4,1.7,1.18,76,0.59,0.00,,0.00,0.00,0.00,0.59,-0.59,-0.60,-0.10,0.41,1.82,-1.35,-1.38,-0.81,https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen,c0d3bd23,Jupiler Pro League
43,Norman Bassette,BEL,FW,Mechelen,19-060,2004,13,533,41,29.6,5.9,1.02,72,0.17,1.19,15,0.17,0.92,1.19,1.19,0.00,0.00,+0.36,1.39,1.29,0.12,+0.11,+0.47,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Jupiler Pro League
44,Jelle Bataille,BEL,DF,Antwerp,24-233,1999,18,1453,81,80.7,16.1,1.06,82,0.87,0.06,52,0.00,1.61,1.93,0.75,1.18,+1.18,+1.70,1.84,1.01,0.84,+0.84,+1.26,https://fbref.com/en/players/cabb3a1d/Jelle-Bataille,cabb3a1d,Jupiler Pro League
45,David Bates,SCO,DF,Mechelen,27-095,1996,17,1186,70,65.9,13.2,0.98,86,0.83,0.30,17,0.23,1.24,1.06,0.98,0.08,+0.08,+0.96,1.32,1.23,0.08,+0.08,+0.88,https://fbref.com/en/players/90423c73/David-Bates,90423c73,Jupiler Pro League
46,Emin Bayram,TUR,DF,Westerlo,20-281,2003,13,1125,87,62.5,12.5,0.96,90,0.96,0.08,45,0.00,1.46,1.60,1.60,0.00,0.00,+0.67,1.19,1.41,-0.22,-0.22,+0.44,https://fbref.com/en/players/e58328b6/Emin-Bayram,e58328b6,Jupiler Pro League
47,Rafik Belghali,ALG,DF,Mechelen,21-215,2002,7,260,37,14.4,2.9,1.03,47,0.00,1.38,30,0.00,1.43,2.41,0.69,1.72,+1.73,+2.32,1.31,1.41,-0.10,-0.09,+0.15,https://fbref.com/en/players/0abcb968/Rafik-Belghali,0abcb968,Jupiler Pro League
48,Nadhir Benbouali,ALG,FW,Charleroi,23-266,2000,5,266,53,14.8,3.0,1.00,73,0.00,0.67,23,0.00,1.60,1.00,0.67,0.33,+0.34,+0.93,,,,,,https://fbref.com/en/players/cd25f2b3/Nadhir-Benbouali,cd25f2b3,Jupiler Pro League
49,Ján Bernát,SVK,MF,Westerlo,22-363,2001,1,1,1,0.1,0.0,0,,0,1,1,0,1.00,0,0,0,0.00,+0.25,0.0,0.0,0.0,-2.40,-2.02,https://fbref.com/en/players/c2895855/Jan-Bernat,c2895855,Jupiler Pro League
50,Antoine Bernier,BEL,"FW,MF",Charleroi,26-120,1997,12,343,29,19.1,3.8,1.05,52,0.00,2.11,17,0.53,0.75,1.05,1.32,-0.26,-0.26,+0.23,1.50,1.53,-0.03,-0.04,+0.43,https://fbref.com/en/players/cda90ea8/Antoine-Bernier,cda90ea8,Jupiler Pro League
51,Mickaël Biron,MTQ,FW,RWD Molenbeek,26-135,1997,9,802,89,44.6,8.9,1.01,89,0.79,0.00,,0.00,1.33,1.12,2.02,-0.90,-0.90,0.00,1.33,1.92,-0.61,-0.61,+0.40,https://fbref.com/en/players/62c79b68/Mickael-Biron,62c79b68,Jupiler Pro League
52,Nathan Bitu Mazala,FRA,"MF,FW",Eupen,21-029,2002,6,115,19,6.4,1.3,0.00,,0.00,4.62,19,1.54,0.00,0.77,3.85,-3.08,-3.13,-2.17,1.23,3.69,-2.46,-2.51,-1.39,https://fbref.com/en/players/0f697e02/Nathan-Bitu-Mazala,0f697e02,Jupiler Pro League
53,Eric Bocat,FRA,"DF,MF",Sint-Truiden,24-176,1999,20,1742,87,96.8,19.4,1.03,87,0.67,0.00,,0.00,1.35,1.19,1.39,-0.21,-0.21,+2.90,1.14,1.29,-0.15,-0.15,-0.04,https://fbref.com/en/players/55b7061a/Eric-Bocat,55b7061a,Jupiler Pro League
54,Arnaud Bodart,BEL,GK,Standard Liège,25-303,1998,19,1710,90,95.0,19.0,1.00,90,1.00,0.00,,0.00,1.21,1.00,1.21,-0.21,-0.21,+5.79,1.02,1.48,-0.47,-0.47,+3.43,https://fbref.com/en/players/79c536d7/Arnaud-Bodart,79c536d7,Jupiler Pro League
55,Merveille Bokadi,COD,DF,Standard Liège,31-232,1992,17,1288,76,71.6,14.3,1.05,81,0.84,0.14,38,0.00,1.12,1.19,1.33,-0.14,-0.14,+1.27,1.06,1.55,-0.49,-0.49,+0.54,https://fbref.com/en/players/4398b5cb/Merveille-Bokadi,4398b5cb,Jupiler Pro League
56,Sinan Bolat,TUR,GK,Westerlo,35-127,1988,16,1440,90,80.0,16.0,1.00,90,1.00,0.00,,0.13,1.31,1.63,1.56,0.06,+0.06,+1.56,1.31,1.56,-0.26,-0.25,+0.67,https://fbref.com/en/players/fe7d8182/Sinan-Bolat,fe7d8182,Jupiler Pro League
57,Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28-191,1995,2,72,36,4.0,0.8,1.25,54,0.00,1.25,18,0.00,0.50,2.50,1.25,1.25,+1.25,+1.56,0.50,2.75,-2.37,-2.36,-2.23,https://fbref.com/en/players/c603ad6a/Boli-Bolingoli-Mbombo,c603ad6a,Jupiler Pro League
58,Christopher Bonsu Baah,GHA,FW,Genk,19-025,2004,18,638,35,35.4,7.1,0.99,61,0.14,1.55,19,0.00,1.56,1.97,0.85,1.13,+1.13,+0.12,2.08,0.85,1.24,+1.23,+0.07,https://fbref.com/en/players/b636755a/Christopher-Bonsu-Baah,b636755a,Jupiler Pro League
59,Viktor Boone,BEL,DF,Union SG,25-348,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/63554582/Viktor-Boone,63554582,Jupiler Pro League
60,Jordan Bos,AUS,DF,Westerlo,21-071,2002,15,1179,79,65.5,13.1,0.99,89,0.84,0.15,13,0.00,1.33,1.68,1.60,0.08,+0.08,+0.95,1.28,1.61,-0.33,-0.33,+0.17,https://fbref.com/en/players/8070a9fd/Jordan-Bos,8070a9fd,Jupiler Pro League
61,Mehdi Boukamir,MAR,DF,Charleroi,19-347,2004,7,366,52,20.3,4.1,0.98,75,0.49,0.73,22,2.44,0.57,0.49,2.44,-1.95,-1.97,-1.90,0.98,2.15,-1.20,-1.19,-1.01,https://fbref.com/en/players/f949956e/Mehdi-Boukamir,f949956e,Jupiler Pro League
62,Dedryck Boyata,BEL,"DF,MF",Club Brugge,33-041,1990,4,157,39,8.7,1.7,1.18,65,0.00,1.18,14,2.35,1.25,1.76,1.18,0.59,+0.57,-0.52,1.59,1.06,0.59,+0.55,-0.57,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,7c473e12,Jupiler Pro League
63,Jonatan Braut Brunes,NOR,FW,OH Leuven,23-154,2000,16,759,47,42.2,8.4,0.95,75,0.36,0.95,20,0.00,0.94,1.79,2.02,-0.24,-0.24,+0.71,1.46,1.49,-0.02,-0.02,+0.88,https://fbref.com/en/players/36adbbe0/Jonatan-Braut-Brunes,36adbbe0,Jupiler Pro League
64,Archie Brown,ENG,DF,Gent,21-225,2002,12,940,78,52.2,10.4,1.06,84,0.77,0.10,12,0.10,1.75,1.44,0.96,0.48,+0.48,-0.67,1.56,1.17,0.38,+0.38,-0.23,https://fbref.com/en/players/028b8d59/Archie-Brown,028b8d59,Jupiler Pro League
65,Massimo Bruno,BEL,"MF,FW",Kortrijk,30-113,1993,14,718,51,39.9,8.0,1.13,66,0.13,0.63,24,0.50,0.29,0.50,3.25,-2.75,-2.76,-1.93,1.01,2.30,-1.29,-1.29,-0.31,https://fbref.com/en/players/4e18cf1c/Massimo-Bruno,4e18cf1c,Jupiler Pro League
66,Tajon Buchanan,CAN,DF,Club Brugge,24-334,1999,12,828,69,46.0,9.2,1.20,73,0.54,0.11,30,0.11,1.75,2.17,0.54,1.63,+1.63,+1.07,1.86,0.61,1.24,+1.24,+0.33,https://fbref.com/en/players/3aca6420/Tajon-Buchanan,3aca6420,Jupiler Pro League
67,Christian Burgess,ENG,DF,Union SG,32-093,1991,19,1710,90,95.0,19.0,1.00,90,1.00,0.00,,0.00,2.37,2.16,1.05,1.11,+1.11,-1.89,2.01,0.93,1.08,+1.08,-1.42,https://fbref.com/en/players/f8766ef9/Christian-Burgess,f8766ef9,Jupiler Pro League
68,Jean Butez,FRA,GK,Antwerp,28-214,1995,20,1800,90,100.0,20.0,1.00,90,1.00,0.00,,0.00,1.60,1.85,1.00,0.85,+0.85,,1.73,1.14,0.59,+0.59,,https://fbref.com/en/players/7f40333d/Jean-Butez,7f40333d,Jupiler Pro League
69,Dré Callens,BEL,FW,Cercle Brugge,18-342,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/18580b97/Dre-Callens,18580b97,Jupiler Pro League
70,Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20-355,2003,12,934,78,51.9,10.4,0.96,87,0.48,0.19,33,0.19,0.83,0.96,1.63,-0.67,-0.67,+0.47,0.89,2.12,-1.22,-1.23,-0.83,https://fbref.com/en/players/18dec985/Ilay-Camara,18dec985,Jupiler Pro League
71,Cihan Çanak,TUR,"DF,MF",Standard Liège,18-349,2005,16,571,36,31.7,6.3,0.63,83,0.32,1.90,20,0.48,1.25,1.27,1.90,-0.63,-0.63,-0.19,0.97,1.59,-0.62,-0.62,+0.03,https://fbref.com/en/players/0863fb00/Cihan-Canak,0863fb00,Jupiler Pro League
72,Alessio Castro-Montes,BEL,DF,Gent,26-236,1997,1,65,65,3.6,0.7,1.43,65,0.00,0.00,,1.43,3.00,2.86,1.43,1.43,+1.38,+0.61,0.71,1.71,-1.00,-0.96,-1.50,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
73,Alessio Castro-Montes,BEL,"DF,MF",Union SG,26-236,1997,14,1102,79,61.2,12.2,1.07,83,0.49,0.08,27,0.08,2.36,2.13,0.90,1.23,+1.23,+0.06,1.95,1.08,0.87,+0.87,-0.73,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
74,Nacer Chadli,BEL,"MF,FW",Westerlo,34-159,1989,10,507,51,28.2,5.6,1.43,59,0.00,0.36,20,0.00,0.90,1.07,1.07,0.00,0.00,+0.35,1.02,1.09,-0.07,-0.07,+0.44,https://fbref.com/en/players/5b54bf3b/Nacer-Chadli,5b54bf3b,Jupiler Pro League
75,Youssef Challouk,BEL,"MF,FW",Kortrijk,28-133,1995,3,43,14,2.4,0.5,0.00,,0.00,6.00,14,0.00,0.00,0.00,0.00,0.00,0.00,+1.64,0.60,1.20,-0.60,-0.62,+0.50,https://fbref.com/en/players/ab5315ff/Youssef-Challouk,ab5315ff,Jupiler Pro League
76,Regan Charles-Cook,GRN,"FW,MF",Eupen,26-328,1997,16,707,44,39.3,7.9,0.63,80,0.25,1.39,28,0.00,0.69,1.14,2.66,-1.52,-1.53,-0.70,0.96,2.52,-1.56,-1.56,-0.59,https://fbref.com/en/players/a67ddd86/Regan-Charles-Cook,a67ddd86,Jupiler Pro League
77,Isaac Christie-Davies,WAL,MF,Eupen,26-082,1997,15,564,38,31.3,6.3,0.95,70,0.00,1.43,16,0.79,0.73,1.59,2.06,-0.48,-0.48,+0.90,0.98,2.03,-1.05,-1.06,+0.21,https://fbref.com/en/players/aa62bd5a/Isaac-Christie-Davies,aa62bd5a,Jupiler Pro League
78,Elias Cobbaut,BEL,DF,Mechelen,26-045,1997,14,1260,90,70.0,14.0,1.00,90,1.00,0.00,,0.00,0.86,0.79,1.43,-0.64,-0.64,-1.31,1.33,1.57,-0.25,-0.25,-0.10,https://fbref.com/en/players/e6c9d236/Elias-Cobbaut,e6c9d236,Jupiler Pro League
79,Valentin Cojocaru,ROU,GK,OH Leuven,28-099,1995,3,270,90,15.0,3.0,1.00,90,1.00,0.00,,0.33,0.33,1.00,2.67,-1.67,-1.67,-1.20,1.30,2.07,-0.77,-0.78,-0.30,https://fbref.com/en/players/04d9bce8/Valentin-Cojocaru,04d9bce8,Jupiler Pro League
80,Colin Coosemans,BEL,GK,Anderlecht,31-158,1992,0,,,,,0,,0,0,,8,,,,,,,,,,,,https://fbref.com/en/players/cd7dade5/Colin-Coosemans,cd7dade5,Jupiler Pro League
81,Jo Coppens,BEL,GK,Sint-Truiden,33-018,1990,0,,,,,0,,0,0,,20,,,,,,,,,,,,https://fbref.com/en/players/62f1c758/Jo-Coppens,62f1c758,Jupiler Pro League
82,Kobe Corbanie,BEL,DF,Antwerp,18-243,2005,4,98,25,5.4,1.1,0.00,,0.00,3.64,25,1.82,2.25,2.73,0.91,1.82,+1.84,+1.04,2.36,1.18,1.27,+1.24,+0.69,https://fbref.com/en/players/9b909569/Kobe-Corbanie,9b909569,Jupiler Pro League
83,Gaëtan Coucke,BEL,GK,Mechelen,25-036,1998,20,1800,90,100.0,20.0,1.00,90,1.00,0.00,,0.00,1.10,1.00,1.25,-0.25,-0.25,,1.28,1.50,-0.21,-0.22,,https://fbref.com/en/players/c56ee8f7/Gaetan-Coucke,c56ee8f7,Jupiler Pro League
84,Soumaïla Coulibaly,FRA,DF,Antwerp,20-086,2003,16,1361,85,75.6,15.1,1.06,85,0.93,0.00,,0.07,1.56,1.85,1.19,0.66,+0.66,-0.77,1.68,1.30,0.38,+0.38,-0.89,https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly,9dff291c,Jupiler Pro League
85,Carlos Cuesta,COL,DF,Genk,24-305,1999,14,1246,89,69.2,13.8,1.01,89,0.94,0.00,,0.07,1.64,1.96,1.09,0.87,+0.87,-0.60,2.20,1.06,1.14,+1.14,-0.15,https://fbref.com/en/players/574fff8c/Carlos-Cuesta,574fff8c,Jupiler Pro League
86,Hugo Cuypers,BEL,FW,Gent,26-335,1997,18,1450,81,80.6,16.1,1.06,84,0.56,0.06,20,0.00,2.00,1.99,0.93,1.06,+1.06,+1.31,1.81,1.14,0.67,+0.67,+0.92,https://fbref.com/en/players/9f417f8c/Hugo-Cuypers,9f417f8c,Jupiler Pro League
