Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Player Link_,Player ID_,Competition
12,Mohamed El Amine Amoura,ALG,FW,Union SG,23-244,2000,9.5,0.32,0.00,0.00,1.05,0.95,0.84,1.89,0.32,0.42,0.00,0.00,0.00,3.79,0.53,2.74,16.1,https://fbref.com/en/players/6597f8b6/Mohamed-El-Amine-Amoura,6597f8b6,Jupiler Pro League
13,Francis Amuzu,BEL,FW,Anderlecht,24-138,1999,6.3,0.00,0.00,0.00,0.63,3.81,0.63,3.49,0.16,0.32,0.00,0.00,0.00,4.29,0.79,0.32,71.4,https://fbref.com/en/players/4f0fbd15/Francis-Amuzu,4f0fbd15,Jupiler Pro League
14,Frederic Ananou,TOG,"DF,MF",Sint-Truiden,26-110,1997,2.6,0.00,0.38,0.00,1.15,1.15,0.38,1.15,1.92,1.54,0.00,0.00,0.00,5.38,1.92,1.15,62.5,https://fbref.com/en/players/de42994f/Frederic-Ananou,de42994f,Jupiler Pro League
15,Stelios Andreou,CYP,DF,Charleroi,21-168,2002,17.8,0.28,0.00,0.00,1.01,0.39,0.00,0.22,1.29,1.40,0.00,0.00,0.00,5.62,1.12,1.74,39.2,https://fbref.com/en/players/4a5ad8dc/Stelios-Andreou,4a5ad8dc,Jupiler Pro League
16,Nilson Angulo,ECU,FW,Anderlecht,20-203,2003,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,https://fbref.com/en/players/a9b9d89c/Nilson-Angulo,a9b9d89c,Jupiler Pro League
17,Bill Antonio,ZIM,"DF,MF",Mechelen,21-127,2002,1.2,0.00,0.00,0.00,2.50,0.00,0.00,7.50,1.67,0.83,0.00,0.00,0.00,1.67,0.00,0.83,0.0,https://fbref.com/en/players/f00ea3e6/Bill-Antonio,f00ea3e6,Jupiler Pro League
18,Kristian Arnstad,NOR,"MF,DF",Anderlecht,20-123,2003,2.2,0.45,0.00,0.00,4.09,1.82,0.00,2.27,0.91,0.00,0.00,0.00,0.00,7.27,0.00,1.82,0.0,https://fbref.com/en/players/45bdedc8/Kristian-Arnstad,45bdedc8,Jupiler Pro League
19,Toluwalase Arokodare,NGA,FW,Genk,23-046,2000,6.7,0.00,0.00,0.00,1.04,1.04,0.75,0.00,0.45,0.15,0.00,0.00,0.00,2.54,6.27,2.54,71.2,https://fbref.com/en/players/a42760bc/Toluwalase-Arokodare,a42760bc,Jupiler Pro League
20,Gerardo Arteaga,MEX,DF,Genk,25-123,1998,11.5,0.17,0.00,0.00,0.26,0.61,0.00,2.61,1.74,1.04,0.00,0.00,0.00,5.91,0.52,0.61,46.2,https://fbref.com/en/players/8b47ce35/Gerardo-Arteaga,8b47ce35,Jupiler Pro League
21,Majeed Ashimeru,GHA,"MF,FW",Anderlecht,26-090,1997,1.3,0.00,0.00,0.00,1.54,2.31,0.00,0.00,4.62,3.08,0.00,0.00,0.00,11.5,0.77,0.77,50.0,https://fbref.com/en/players/552e00b9/Majeed-Ashimeru,552e00b9,Jupiler Pro League
22,Christalino Atemona,GER,DF,Kortrijk,21-257,2002,1.1,0.00,0.00,0.00,1.82,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,9.09,2.73,0.91,75.0,https://fbref.com/en/players/05c1f4c7/Christalino-Atemona,05c1f4c7,Jupiler Pro League
23,Lynnt Audoor,BEL,MF,Kortrijk,20-087,2003,4.5,0.44,0.00,0.00,2.22,2.44,0.00,0.44,2.22,0.67,0.00,0.00,0.00,6.22,1.56,1.11,58.3,https://fbref.com/en/players/32feb0cf/Lynnt-Audoor,32feb0cf,Jupiler Pro League
24,Ludwig Augustinsson,SWE,DF,Anderlecht,29-262,1994,12.8,0.16,0.00,0.00,1.56,1.17,0.00,3.44,1.17,1.17,0.00,0.00,0.00,3.98,1.88,1.25,60.0,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson,9fec8860,Jupiler Pro League
25,Felipe Avenatti,URU,"FW,MF",Kortrijk,30-257,1993,10.9,0.37,0.09,0.00,1.83,0.73,0.09,0.18,0.46,0.55,0.00,0.00,0.00,3.30,4.40,2.57,63.2,https://fbref.com/en/players/23f9e9d3/Felipe-Avenatti,23f9e9d3,Jupiler Pro League
26,Gastón Ávila,ARG,DF,Antwerp,22-100,2001,2.0,0.00,0.00,0.00,1.50,3.50,0.00,2.00,0.00,1.50,0.00,0.00,0.00,7.00,1.00,1.00,50.0,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Jupiler Pro League
27,Youssouph Badji,SEN,"FW,MF",Charleroi,22-019,2001,6.8,0.15,0.00,0.00,1.76,1.91,0.15,0.44,0.44,0.59,0.00,0.00,0.00,1.91,6.91,4.85,58.8,https://fbref.com/en/players/6a2b9aee/Youssouph-Badji,6a2b9aee,Jupiler Pro League
28,Bilal Bafdili,BEL,"FW,MF",Mechelen,19-158,2004,1.6,1.25,0.00,0.00,2.50,0.63,0.00,2.50,0.00,0.63,0.00,0.00,0.00,3.75,1.25,3.13,28.6,https://fbref.com/en/players/40c9f265/Bilal-Bafdili,40c9f265,Jupiler Pro League
29,Jonas Bager,DEN,DF,Charleroi,27-174,1996,12.2,0.41,0.00,0.00,1.97,0.90,0.00,0.41,1.80,0.90,0.00,0.00,0.00,5.08,1.15,1.72,40.0,https://fbref.com/en/players/ddd54920/Jonas-Bager,ddd54920,Jupiler Pro League
30,Brandon Baiye,BEL,MF,Eupen,23-012,2000,16.0,0.06,0.00,0.00,1.38,1.25,0.13,0.25,1.88,2.13,0.00,0.00,0.00,5.69,0.75,1.00,42.9,https://fbref.com/en/players/7e3e825e/Brandon-Baiye,7e3e825e,Jupiler Pro League
31,Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22-243,2001,17.5,0.11,0.00,0.00,1.03,1.89,0.29,6.63,1.14,2.40,0.00,0.06,0.00,4.97,0.40,0.80,33.3,https://fbref.com/en/players/172bab0a/Michel-Ange-Balikwisha,172bab0a,Jupiler Pro League
32,William Balikwisha,COD,"MF,FW",Standard Liège,24-241,1999,6.2,0.32,0.16,0.16,0.48,0.81,0.16,3.71,0.81,0.48,0.00,0.00,0.00,6.77,0.48,0.97,33.3,https://fbref.com/en/players/4fae547c/William-Balikwisha,4fae547c,Jupiler Pro League
33,Sacha Banse,BFA,MF,Standard Liège,22-298,2001,0.5,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,6.00,0.00,4.00,0.0,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Jupiler Pro League
34,Ezechiel Banzuzi,NED,MF,OH Leuven,18-326,2005,11.0,0.36,0.00,0.00,2.00,1.55,0.18,0.45,0.36,0.82,0.00,0.09,0.00,6.55,4.09,2.91,58.4,https://fbref.com/en/players/e9764fe5/Ezechiel-Banzuzi,e9764fe5,Jupiler Pro League
35,Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,22-027,2001,3.2,0.63,0.00,0.00,3.44,0.63,2.19,0.63,0.00,0.00,0.00,0.00,0.00,3.13,1.56,4.06,27.8,https://fbref.com/en/players/b68c3ff0/Joselpho-Barnes,b68c3ff0,Jupiler Pro League
36,Jacob Barrett Laursen,DEN,DF,Standard Liège,29-052,1994,1.7,0.59,0.00,0.00,0.59,0.59,0.00,0.59,0.00,1.18,0.00,0.00,0.00,0.00,0.00,1.76,0.0,https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen,c0d3bd23,Jupiler Pro League
37,Norman Bassette,BEL,FW,Mechelen,19-060,2004,5.9,0.00,0.00,0.00,2.20,1.69,1.36,1.36,0.17,0.68,0.17,0.00,0.00,2.37,3.05,3.05,50.0,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Jupiler Pro League
38,Jelle Bataille,BEL,DF,Antwerp,24-233,1999,16.1,0.06,0.00,0.00,0.50,0.50,0.06,3.60,1.18,1.68,0.00,0.00,0.00,6.09,0.68,0.87,44.0,https://fbref.com/en/players/cabb3a1d/Jelle-Bataille,cabb3a1d,Jupiler Pro League
39,David Bates,SCO,DF,Mechelen,27-095,1996,13.2,0.30,0.00,0.00,1.06,0.53,0.00,0.00,0.76,0.68,0.00,0.00,0.00,5.15,2.35,1.59,59.6,https://fbref.com/en/players/90423c73/David-Bates,90423c73,Jupiler Pro League
40,Emin Bayram,TUR,DF,Westerlo,20-281,2003,12.5,0.40,0.00,0.00,1.44,0.88,0.00,0.32,3.60,1.92,0.00,0.08,0.00,6.80,3.44,1.60,68.3,https://fbref.com/en/players/e58328b6/Emin-Bayram,e58328b6,Jupiler Pro League
41,Rafik Belghali,ALG,DF,Mechelen,21-215,2002,2.9,0.34,0.00,0.00,1.72,0.69,0.00,2.41,2.07,2.41,0.00,0.00,0.00,8.97,0.34,1.03,25.0,https://fbref.com/en/players/0abcb968/Rafik-Belghali,0abcb968,Jupiler Pro League
42,Nadhir Benbouali,ALG,FW,Charleroi,23-266,2000,3.0,0.00,0.00,0.00,1.33,0.67,1.67,0.33,0.00,1.00,,,0.00,,,,,https://fbref.com/en/players/cd25f2b3/Nadhir-Benbouali,cd25f2b3,Jupiler Pro League
43,Ján Bernát,SVK,MF,Westerlo,22-363,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,https://fbref.com/en/players/c2895855/Jan-Bernat,c2895855,Jupiler Pro League
44,Antoine Bernier,BEL,"FW,MF",Charleroi,26-120,1997,3.8,0.26,0.00,0.00,1.32,3.42,0.53,1.58,0.26,0.26,0.00,0.00,0.00,3.42,1.05,2.63,28.6,https://fbref.com/en/players/cda90ea8/Antoine-Bernier,cda90ea8,Jupiler Pro League
45,Mickaël Biron,MTQ,FW,RWD Molenbeek,26-135,1997,8.9,0.00,0.00,0.00,1.12,1.57,0.79,1.12,0.45,1.12,0.00,0.00,0.00,4.27,0.00,1.35,0.0,https://fbref.com/en/players/62c79b68/Mickael-Biron,62c79b68,Jupiler Pro League
46,Nathan Bitu Mazala,FRA,"MF,FW",Eupen,21-029,2002,1.3,1.54,0.77,0.77,1.54,0.77,0.00,2.31,0.00,0.00,0.00,0.00,0.00,3.08,1.54,6.92,18.2,https://fbref.com/en/players/0f697e02/Nathan-Bitu-Mazala,0f697e02,Jupiler Pro League
47,Eric Bocat,FRA,"DF,MF",Sint-Truiden,24-176,1999,19.4,0.05,0.00,0.00,0.46,2.37,0.21,2.63,2.22,1.13,0.00,0.00,0.00,8.20,0.52,0.82,38.5,https://fbref.com/en/players/55b7061a/Eric-Bocat,55b7061a,Jupiler Pro League
48,Arnaud Bodart,BEL,GK,Standard Liège,25-303,1998,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.42,0.05,88.9,https://fbref.com/en/players/79c536d7/Arnaud-Bodart,79c536d7,Jupiler Pro League
49,Merveille Bokadi,COD,DF,Standard Liège,31-232,1992,14.3,0.00,0.07,0.00,0.63,0.77,0.00,0.07,1.47,0.91,0.00,0.00,0.00,8.04,2.10,1.05,66.7,https://fbref.com/en/players/4398b5cb/Merveille-Bokadi,4398b5cb,Jupiler Pro League
50,Sinan Bolat,TUR,GK,Westerlo,35-127,1988,16.0,0.13,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,,https://fbref.com/en/players/fe7d8182/Sinan-Bolat,fe7d8182,Jupiler Pro League
51,Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28-191,1995,0.8,0.00,0.00,0.00,0.00,1.25,0.00,1.25,2.50,1.25,0.00,0.00,0.00,3.75,0.00,2.50,0.0,https://fbref.com/en/players/c603ad6a/Boli-Bolingoli-Mbombo,c603ad6a,Jupiler Pro League
52,Christopher Bonsu Baah,GHA,FW,Genk,19-025,2004,7.1,0.70,0.28,0.14,3.10,2.82,0.28,1.27,0.56,1.69,0.14,0.00,0.00,4.79,0.56,0.42,57.1,https://fbref.com/en/players/b636755a/Christopher-Bonsu-Baah,b636755a,Jupiler Pro League
53,Jordan Bos,AUS,DF,Westerlo,21-071,2002,13.1,0.15,0.00,0.00,1.30,0.84,0.08,1.53,1.30,1.37,0.00,0.00,0.00,5.42,1.53,1.22,55.6,https://fbref.com/en/players/8070a9fd/Jordan-Bos,8070a9fd,Jupiler Pro League
54,Mehdi Boukamir,MAR,DF,Charleroi,19-347,2004,4.1,0.24,0.00,0.00,0.98,0.24,0.00,0.24,2.44,1.22,0.00,0.24,0.00,4.88,1.46,1.71,46.2,https://fbref.com/en/players/f949956e/Mehdi-Boukamir,f949956e,Jupiler Pro League
55,Dedryck Boyata,BEL,"DF,MF",Club Brugge,33-041,1990,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,7.65,2.35,0.59,80.0,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,7c473e12,Jupiler Pro League
56,Jonatan Braut Brunes,NOR,FW,OH Leuven,23-154,2000,8.4,0.12,0.00,0.00,0.95,0.83,0.48,0.00,0.12,0.12,0.12,0.00,0.00,2.50,1.90,2.26,45.7,https://fbref.com/en/players/36adbbe0/Jonatan-Braut-Brunes,36adbbe0,Jupiler Pro League
57,Archie Brown,ENG,DF,Gent,21-225,2002,10.4,0.10,0.00,0.00,1.35,1.83,0.29,4.90,0.96,0.67,0.10,0.00,0.00,5.96,2.40,1.92,55.6,https://fbref.com/en/players/028b8d59/Archie-Brown,028b8d59,Jupiler Pro League
58,Massimo Bruno,BEL,"MF,FW",Kortrijk,30-113,1993,8.0,0.13,0.00,0.00,0.50,0.50,0.00,2.50,0.50,1.25,0.00,0.00,0.00,6.00,0.75,0.63,54.5,https://fbref.com/en/players/4e18cf1c/Massimo-Bruno,4e18cf1c,Jupiler Pro League
59,Tajon Buchanan,CAN,DF,Club Brugge,24-334,1999,9.2,0.11,0.00,0.00,0.76,2.07,0.33,3.37,0.65,0.65,0.00,0.00,0.00,6.09,0.54,0.22,71.4,https://fbref.com/en/players/3aca6420/Tajon-Buchanan,3aca6420,Jupiler Pro League
60,Christian Burgess,ENG,DF,Union SG,32-093,1991,19.0,0.32,0.00,0.00,0.89,0.63,0.00,0.21,1.26,1.00,0.00,0.05,0.00,6.89,3.74,2.00,65.1,https://fbref.com/en/players/f8766ef9/Christian-Burgess,f8766ef9,Jupiler Pro League
61,Jean Butez,FRA,GK,Antwerp,28-214,1995,20.0,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.40,0.00,100.0,https://fbref.com/en/players/7f40333d/Jean-Butez,7f40333d,Jupiler Pro League
62,Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20-355,2003,10.4,0.48,0.10,0.10,1.63,0.58,0.19,1.73,1.35,1.73,0.00,0.10,0.00,5.96,0.48,0.58,45.5,https://fbref.com/en/players/18dec985/Ilay-Camara,18dec985,Jupiler Pro League
63,Cihan Çanak,TUR,"DF,MF",Standard Liège,18-349,2005,6.3,0.16,0.00,0.00,1.43,2.86,0.16,7.78,0.48,0.79,0.00,0.00,0.00,5.87,1.11,1.75,38.9,https://fbref.com/en/players/0863fb00/Cihan-Canak,0863fb00,Jupiler Pro League
64,Alessio Castro-Montes,BEL,DF,Gent,26-236,1997,0.7,1.43,0.00,0.00,1.43,2.86,0.00,1.43,1.43,0.00,0.00,0.00,0.00,10.0,1.43,0.00,100.0,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
65,Alessio Castro-Montes,BEL,"DF,MF",Union SG,26-236,1997,12.2,0.08,0.00,0.00,0.98,0.98,0.08,3.69,1.72,2.13,0.00,0.00,0.00,6.56,0.98,0.49,66.7,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
66,Nacer Chadli,BEL,"MF,FW",Westerlo,34-159,1989,5.6,0.00,0.00,0.00,1.43,0.71,0.18,1.43,0.71,1.07,0.00,0.00,0.00,5.00,1.07,1.61,40.0,https://fbref.com/en/players/5b54bf3b/Nacer-Chadli,5b54bf3b,Jupiler Pro League
67,Youssef Challouk,BEL,"MF,FW",Kortrijk,28-133,1995,0.5,0.00,0.00,0.00,2.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.0,https://fbref.com/en/players/ab5315ff/Youssef-Challouk,ab5315ff,Jupiler Pro League
68,Regan Charles-Cook,GRN,"FW,MF",Eupen,26-328,1997,7.9,0.00,0.00,0.00,1.65,2.28,1.65,1.39,0.00,0.51,0.00,0.13,0.00,3.54,0.76,3.42,18.2,https://fbref.com/en/players/a67ddd86/Regan-Charles-Cook,a67ddd86,Jupiler Pro League
69,Isaac Christie-Davies,WAL,MF,Eupen,26-082,1997,6.3,0.48,0.00,0.00,3.02,0.95,0.00,0.48,0.63,0.79,0.00,0.00,0.00,5.08,0.79,0.95,45.5,https://fbref.com/en/players/aa62bd5a/Isaac-Christie-Davies,aa62bd5a,Jupiler Pro League
70,Elias Cobbaut,BEL,DF,Mechelen,26-045,1997,14.0,0.14,0.00,0.00,0.43,0.57,0.07,0.57,0.64,0.29,0.00,0.00,0.00,5.43,1.50,1.36,52.5,https://fbref.com/en/players/e6c9d236/Elias-Cobbaut,e6c9d236,Jupiler Pro League
71,Valentin Cojocaru,ROU,GK,OH Leuven,28-099,1995,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,,https://fbref.com/en/players/04d9bce8/Valentin-Cojocaru,04d9bce8,Jupiler Pro League
72,Kobe Corbanie,BEL,DF,Antwerp,18-243,2005,1.1,0.00,0.00,0.00,1.82,0.00,0.00,1.82,0.00,3.64,0.00,0.00,0.00,4.55,5.45,4.55,54.5,https://fbref.com/en/players/9b909569/Kobe-Corbanie,9b909569,Jupiler Pro League
73,Gaëtan Coucke,BEL,GK,Mechelen,25-036,1998,20.0,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.05,0.00,100.0,https://fbref.com/en/players/c56ee8f7/Gaetan-Coucke,c56ee8f7,Jupiler Pro League
74,Soumaïla Coulibaly,FRA,DF,Antwerp,20-086,2003,15.1,0.13,0.00,0.00,0.73,0.99,0.00,0.07,1.72,0.60,0.00,0.07,0.00,4.77,1.32,0.99,57.1,https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly,9dff291c,Jupiler Pro League
75,Carlos Cuesta,COL,DF,Genk,24-305,1999,13.8,0.22,0.00,0.00,1.16,0.51,0.00,0.07,1.74,1.30,0.00,0.00,0.00,5.36,1.45,1.45,50.0,https://fbref.com/en/players/574fff8c/Carlos-Cuesta,574fff8c,Jupiler Pro League
76,Hugo Cuypers,BEL,FW,Gent,26-335,1997,16.1,0.12,0.00,0.00,0.81,1.18,0.62,0.50,0.31,1.12,0.12,0.00,0.00,4.22,3.04,3.29,48.0,https://fbref.com/en/players/9f417f8c/Hugo-Cuypers,9f417f8c,Jupiler Pro League
77,Oday Dabbagh,PLE,FW,Charleroi,25-036,1998,13.8,0.07,0.00,0.00,1.45,1.45,0.51,0.65,0.07,0.80,0.07,0.00,0.00,3.48,1.30,2.97,30.5,https://fbref.com/en/players/cd384d5a/Oday-Dabbagh,cd384d5a,Jupiler Pro League
78,Erdon Daci,MKD,FW,Westerlo,25-188,1998,6.9,0.29,0.00,0.00,1.16,0.87,1.59,1.30,0.00,0.14,0.00,0.00,0.00,3.19,2.46,2.32,51.5,https://fbref.com/en/players/dc07ee94/Erdon-Daci,dc07ee94,Jupiler Pro League
79,Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,25-043,1998,13.7,0.29,0.00,0.00,1.09,1.97,0.36,3.43,0.22,1.31,0.07,0.00,0.00,5.18,0.73,1.09,40.0,https://fbref.com/en/players/474beb8b/Jon-Dagur-Thorsteinsson,474beb8b,Jupiler Pro League
80,Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,22-063,2001,3.6,0.00,0.00,0.00,1.39,0.83,0.28,1.11,0.28,1.39,0.00,0.00,0.00,6.39,2.50,1.67,60.0,https://fbref.com/en/players/708260fd/Niklo-Dailly,708260fd,Jupiler Pro League
81,Jesper Daland,NOR,DF,Cercle Brugge,24-002,2000,18.1,0.06,0.00,0.00,0.66,0.61,0.17,0.22,1.55,1.44,0.00,0.00,0.06,8.78,5.03,2.38,67.9,https://fbref.com/en/players/6e17d441/Jesper-Daland,6e17d441,Jupiler Pro League
82,Jason Davidson,AUS,DF,Eupen,32-193,1991,16.1,0.19,0.00,0.00,0.75,0.56,0.12,1.86,1.55,1.24,0.00,0.00,0.00,7.14,1.99,0.99,66.7,https://fbref.com/en/players/46bcd68d/Jason-Davidson,46bcd68d,Jupiler Pro League
83,Isaak Davies,WAL,FW,Kortrijk,22-105,2001,10.8,0.00,0.00,0.00,1.67,1.11,0.93,0.56,0.00,0.09,0.00,0.00,0.00,1.39,0.93,3.89,19.2,https://fbref.com/en/players/8199addf/Isaak-Davies,8199addf,Jupiler Pro League
84,Maxim De Cuyper,BEL,DF,Club Brugge,23-017,2000,16.1,0.25,0.06,0.06,0.68,0.56,0.00,6.52,1.61,1.12,0.00,0.00,0.00,6.09,1.06,0.81,56.7,https://fbref.com/en/players/d494882e/Maxim-De-Cuyper,d494882e,Jupiler Pro League
85,Ritchie De Laet,BEL,DF,Antwerp,35-041,1988,10.9,0.18,0.00,0.00,0.46,0.73,0.09,1.19,1.56,1.28,0.00,0.00,0.00,4.68,1.01,1.28,44.0,https://fbref.com/en/players/dc234f98/Ritchie-De-Laet,dc234f98,Jupiler Pro League
86,Dion De Neve,BEL,"DF,MF",Kortrijk,21-210,2002,15.4,0.13,0.00,0.00,0.52,0.19,0.00,5.26,1.23,1.82,0.00,0.00,0.00,6.04,0.97,1.30,42.9,https://fbref.com/en/players/7d89f763/Dion-De-Neve,7d89f763,Jupiler Pro League
87,Alexis De Sart,BEL,MF,RWD Molenbeek,27-057,1996,5.0,0.20,0.00,0.00,1.80,1.20,0.20,0.40,0.80,1.60,0.00,0.00,0.00,7.00,1.20,1.00,54.5,https://fbref.com/en/players/a8eec09a/Alexis-De-Sart,a8eec09a,Jupiler Pro League
88,Julien De Sart,BEL,MF,Gent,29-016,1994,18.4,0.16,0.00,0.00,1.63,0.82,0.00,0.60,2.07,2.66,0.00,0.00,0.00,8.53,2.28,1.36,62.7,https://fbref.com/en/players/33332e0b/Julien-De-Sart,33332e0b,Jupiler Pro League
89,Nils De Wilde,BEL,MF,Cercle Brugge,20-346,2003,7.5,0.27,0.00,0.00,1.07,0.40,0.00,0.93,0.67,1.07,0.00,0.00,0.00,7.60,0.40,0.53,42.9,https://fbref.com/en/players/9b13056d/Nils-De-Wilde,9b13056d,Jupiler Pro League
90,Zeno Debast,BEL,DF,Anderlecht,20-076,2003,17.6,0.28,0.06,0.00,1.02,0.34,0.00,0.40,0.85,1.08,0.00,0.06,0.00,6.87,0.85,0.91,48.4,https://fbref.com/en/players/064461b7/Zeno-Debast,064461b7,Jupiler Pro League
91,Massimo Decoene,BEL,FW,Kortrijk,19-331,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,20.0,10.0,10.0,50.0,https://fbref.com/en/players/933bf933/Massimo-Decoene,933bf933,Jupiler Pro League
92,Robbe Decostere,BEL,DF,Cercle Brugge,25-245,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,https://fbref.com/en/players/5220221c/Robbe-Decostere,5220221c,Jupiler Pro League
93,Théo Defourny,BEL,GK,RWD Molenbeek,31-258,1992,19.8,0.05,0.05,0.00,0.10,0.10,0.00,0.00,0.05,0.05,0.00,0.05,0.00,1.41,0.10,0.00,100.0,https://fbref.com/en/players/b21f2a09/Theo-Defourny,b21f2a09,Jupiler Pro League
