Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
11,Josimar Alcocer,CRC,"MF,FW",Westerlo,19-298,2004,1,0,24,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,3.33,0.00,13.3,0.00,0.00,0.00,0.00,0.00,0.08,0.42,0.50,0.08,0.50,https://fbref.com/en/players/757f7081/Josimar-Alcocer,757f7081,Jupiler Pro League
12,Toby Alderweireld,BEL,DF,Antwerp,35-059,1989,29,29,2599,28.9,0.10,0.14,0.24,0.03,0.07,0.10,0.07,0.00,0.18,0.09,0.10,0.19,0.42,5.36,0.66,0.10,0.14,0.24,0.03,0.17,0.18,0.10,0.27,0.09,0.19,https://fbref.com/en/players/f7d50789/Toby-Alderweireld,f7d50789,Jupiler Pro League
13,Ryan Alebiosu,ENG,"DF,MF",Kortrijk,22-135,2001,11,3,348,3.9,0.00,0.26,0.26,0.00,0.00,0.00,0.26,0.00,0.05,0.05,0.28,0.33,3.59,2.31,6.92,0.00,0.26,0.26,0.00,0.26,0.04,0.29,0.33,0.04,0.33,https://fbref.com/en/players/ce048fb8/Ryan-Alebiosu,ce048fb8,Jupiler Pro League
14,Teddy Alloh,FRA,DF,Eupen,22-098,2002,6,1,197,2.2,0.00,0.45,0.45,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.09,0.09,4.09,4.09,7.73,0.00,0.46,0.46,0.00,0.46,0.02,0.08,0.10,0.02,0.10,https://fbref.com/en/players/01df0dc4/Teddy-Alloh,01df0dc4,Jupiler Pro League
15,Éder Álvarez Balanta,COL,MF,Club Brugge,31-062,1993,15,3,497,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.05,0.05,0.00,0.05,0.73,5.27,0.55,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/8ce30c57/Eder-Alvarez-Balanta,8ce30c57,Jupiler Pro League
16,Steven Alzate,COL,MF,Standard Liège,25-235,1998,20,20,1662,18.5,0.05,0.22,0.27,0.05,0.00,0.00,0.22,0.05,0.06,0.06,0.15,0.21,1.68,5.19,1.46,0.05,0.22,0.27,0.05,0.27,0.06,0.15,0.21,0.06,0.21,https://fbref.com/en/players/ad1f61f3/Steven-Alzate,ad1f61f3,Jupiler Pro League
17,Thierry Ambrose,GLP,FW,Kortrijk,27-033,1997,2,1,53,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,13.3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/2945f4b7/Thierry-Ambrose,2945f4b7,Jupiler Pro League
18,Mohamed El Amine Amoura,ALG,FW,Union SG,23-357,2000,23,16,1434,15.9,1.07,0.13,1.19,1.01,0.06,0.06,0.31,0.00,0.67,0.62,0.15,0.77,4.97,1.89,11.0,1.07,0.13,1.19,1.00,1.13,0.67,0.15,0.82,0.62,0.77,https://fbref.com/en/players/6597f8b6/Mohamed-El-Amine-Amoura,6597f8b6,Jupiler Pro League
19,Francis Amuzu,BEL,FW,Anderlecht,24-251,1999,12,5,569,6.3,0.48,0.00,0.48,0.48,0.00,0.00,0.00,0.00,0.16,0.16,0.24,0.40,5.56,2.06,9.37,0.47,0.00,0.47,0.47,0.47,0.16,0.24,0.40,0.16,0.40,https://fbref.com/en/players/4f0fbd15/Francis-Amuzu,4f0fbd15,Jupiler Pro League
20,Frederic Ananou,TOG,"DF,MF",Sint-Truiden,26-223,1997,13,6,543,6.0,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.17,0.03,0.03,0.08,0.12,2.00,2.83,5.33,0.00,0.17,0.17,0.00,0.17,0.03,0.08,0.12,0.03,0.12,https://fbref.com/en/players/de42994f/Frederic-Ananou,de42994f,Jupiler Pro League
21,Stelios Andreou,CYP,DF,Charleroi,21-281,2002,27,27,2409,26.8,0.04,0.04,0.07,0.04,0.00,0.00,0.19,0.00,0.04,0.04,0.02,0.06,0.22,3.13,0.15,0.04,0.04,0.07,0.04,0.07,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/4a5ad8dc/Stelios-Andreou,4a5ad8dc,Jupiler Pro League
22,Nilson Angulo,ECU,"FW,MF",Anderlecht,20-316,2003,8,0,48,0.5,2.00,0.00,2.00,2.00,0.00,0.00,2.00,0.00,1.80,1.80,0.20,2.00,12.0,6.00,30.0,1.87,0.00,1.87,1.87,1.87,1.77,0.12,1.89,1.77,1.89,https://fbref.com/en/players/a9b9d89c/Nilson-Angulo,a9b9d89c,Jupiler Pro League
23,Bill Antonio,ZIM,"MF,FW",Mechelen,21-240,2002,12,6,577,6.4,0.47,0.00,0.47,0.47,0.00,0.00,0.00,0.00,0.16,0.16,0.19,0.33,5.63,2.50,11.4,0.47,0.00,0.47,0.47,0.47,0.15,0.18,0.34,0.15,0.34,https://fbref.com/en/players/f00ea3e6/Bill-Antonio,f00ea3e6,Jupiler Pro League
24,Kristian Arnstad,NOR,"DF,MF",Anderlecht,20-236,2003,14,6,645,7.2,0.00,0.14,0.14,0.00,0.00,0.00,0.28,0.00,0.03,0.03,0.04,0.07,1.81,3.61,4.03,0.00,0.14,0.14,0.00,0.14,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/45bdedc8/Kristian-Arnstad,45bdedc8,Jupiler Pro League
25,Tolu Arokodare,NGA,FW,Genk,23-159,2000,29,11,1307,14.5,0.55,0.14,0.69,0.55,0.00,0.07,0.07,0.00,0.74,0.68,0.14,0.82,1.17,1.38,7.72,0.55,0.14,0.69,0.55,0.69,0.74,0.13,0.87,0.68,0.82,https://fbref.com/en/players/a42760bc/Tolu-Arokodare,a42760bc,Jupiler Pro League
26,Gerardo Arteaga,MEX,DF,Genk,25-236,1998,15,14,1210,13.4,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.05,0.05,0.04,0.10,1.79,6.19,5.82,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,https://fbref.com/en/players/8b47ce35/Gerardo-Arteaga,8b47ce35,Jupiler Pro League
27,Isaac Asante,GHA,MF,Mechelen,21-253,2002,2,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,https://fbref.com/en/players/f110c0a2/Isaac-Asante,f110c0a2,Jupiler Pro League
28,Dirk Asare,BEL,MF,Mechelen,19-301,2004,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/10556287/Dirk-Asare,10556287,Jupiler Pro League
29,Majeed Ashimeru,GHA,"MF,FW",Anderlecht,26-203,1997,6,1,119,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.08,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/552e00b9/Majeed-Ashimeru,552e00b9,Jupiler Pro League
30,Christalino Atemona,GER,DF,Kortrijk,22-004,2002,2,1,96,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/05c1f4c7/Christalino-Atemona,05c1f4c7,Jupiler Pro League
31,Lynnt Audoor,BEL,MF,Kortrijk,20-200,2003,11,4,401,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.04,0.04,0.22,4.89,3.11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,https://fbref.com/en/players/32feb0cf/Lynnt-Audoor,32feb0cf,Jupiler Pro League
32,Ludwig Augustinsson,SWE,DF,Anderlecht,30-009,1994,21,19,1629,18.1,0.00,0.17,0.17,0.00,0.00,0.00,0.11,0.00,0.05,0.05,0.22,0.27,1.77,4.64,5.30,0.00,0.17,0.17,0.00,0.17,0.05,0.22,0.27,0.05,0.27,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson,9fec8860,Jupiler Pro League
33,Felipe Augusto,BRA,"FW,MF",Cercle Brugge,20-072,2004,9,4,444,4.9,0.20,0.20,0.41,0.20,0.00,0.00,0.20,0.00,0.20,0.20,0.18,0.39,0.61,1.63,7.55,0.20,0.20,0.41,0.20,0.41,0.20,0.18,0.38,0.20,0.38,https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto,1f9cbd0b,Jupiler Pro League
34,Felipe Avenatti,URU,"FW,MF",Kortrijk,31-004,1993,27,17,1568,17.4,0.17,0.00,0.17,0.11,0.06,0.06,0.29,0.06,0.26,0.25,0.05,0.30,0.63,3.51,4.77,0.17,0.00,0.17,0.11,0.11,0.26,0.05,0.31,0.25,0.30,https://fbref.com/en/players/23f9e9d3/Felipe-Avenatti,23f9e9d3,Jupiler Pro League
35,Gastón Ávila,ARG,DF,Antwerp,22-213,2001,2,2,180,2.0,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,1.00,8.00,5.50,0.00,0.50,0.50,0.00,0.50,0.03,0.09,0.13,0.03,0.13,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Jupiler Pro League
36,Youssouph Badji,SEN,"FW,MF",Charleroi,22-132,2001,20,8,938,10.4,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.26,0.26,0.04,0.30,1.06,2.02,8.85,0.00,0.00,0.00,0.00,0.00,0.26,0.04,0.30,0.26,0.30,https://fbref.com/en/players/6a2b9aee/Youssouph-Badji,6a2b9aee,Jupiler Pro League
37,Bilal Bafdili,BEL,"FW,MF",Mechelen,19-271,2004,11,1,171,1.9,1.05,0.00,1.05,1.05,0.00,0.00,1.05,0.00,0.68,0.68,0.00,0.68,2.11,3.68,8.42,1.05,0.00,1.05,1.05,1.05,0.70,0.00,0.70,0.70,0.70,https://fbref.com/en/players/40c9f265/Bilal-Bafdili,40c9f265,Jupiler Pro League
38,Jonas Bager,DEN,DF,Charleroi,27-287,1996,19,16,1507,16.7,0.00,0.06,0.06,0.00,0.00,0.00,0.36,0.00,0.01,0.01,0.04,0.04,0.36,3.47,0.30,0.00,0.06,0.06,0.00,0.06,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/ddd54920/Jonas-Bager,ddd54920,Jupiler Pro League
39,Brandon Baiye,BEL,MF,Eupen,23-125,2000,28,24,2071,23.0,0.04,0.00,0.04,0.04,0.00,0.00,0.09,0.00,0.04,0.04,0.03,0.08,0.83,3.00,0.87,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/7e3e825e/Brandon-Baiye,7e3e825e,Jupiler Pro League
40,Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22-356,2001,23,20,1784,19.8,0.25,0.25,0.51,0.25,0.00,0.00,0.10,0.00,0.22,0.22,0.20,0.42,4.29,5.15,10.2,0.25,0.25,0.50,0.25,0.50,0.22,0.20,0.42,0.22,0.42,https://fbref.com/en/players/172bab0a/Michel-Ange-Balikwisha,172bab0a,Jupiler Pro League
41,William Balikwisha,COD,MF,Standard Liège,24-354,1999,20,12,1089,12.1,0.08,0.08,0.17,0.08,0.00,0.00,0.25,0.08,0.16,0.16,0.11,0.26,4.88,5.79,6.86,0.08,0.08,0.17,0.08,0.17,0.16,0.10,0.26,0.16,0.26,https://fbref.com/en/players/4fae547c/William-Balikwisha,4fae547c,Jupiler Pro League
42,Sacha Banse,BFA,MF,Standard Liège,23-045,2001,3,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Jupiler Pro League
43,Ezechiel Banzuzi,NED,MF,OH Leuven,19-074,2005,27,20,1746,19.4,0.10,0.00,0.10,0.10,0.00,0.00,0.31,0.00,0.11,0.11,0.08,0.19,0.93,3.20,2.58,0.10,0.00,0.10,0.10,0.10,0.11,0.08,0.19,0.11,0.19,https://fbref.com/en/players/e9764fe5/Ezechiel-Banzuzi,e9764fe5,Jupiler Pro League
44,Víctor Barberá,ESP,"FW,MF",Club Brugge,19-254,2004,4,0,32,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,https://fbref.com/en/players/39265dd7/Victor-Barbera,39265dd7,Jupiler Pro League
45,Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,22-140,2001,24,3,430,4.8,0.21,0.00,0.21,0.21,0.00,0.00,0.42,0.00,0.69,0.69,0.06,0.75,1.88,0.83,10.8,0.21,0.00,0.21,0.21,0.21,0.69,0.06,0.75,0.69,0.75,https://fbref.com/en/players/b68c3ff0/Joselpho-Barnes,b68c3ff0,Jupiler Pro League
46,Jacob Barrett Laursen,DEN,DF,Standard Liège,29-165,1994,2,2,151,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.59,0.00,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen,c0d3bd23,Jupiler Pro League
47,Norman Bassette,BEL,"FW,MF",Mechelen,19-173,2004,15,6,576,6.4,0.47,0.00,0.47,0.47,0.00,0.00,0.00,0.00,0.34,0.34,0.11,0.45,2.19,0.78,7.97,0.47,0.00,0.47,0.47,0.47,0.34,0.12,0.46,0.34,0.46,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Jupiler Pro League
48,Jelle Bataille,BEL,DF,Antwerp,24-346,1999,27,25,2182,24.2,0.04,0.00,0.04,0.04,0.00,0.00,0.12,0.00,0.05,0.05,0.10,0.14,3.02,7.19,7.85,0.04,0.00,0.04,0.04,0.04,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/cabb3a1d/Jelle-Bataille,cabb3a1d,Jupiler Pro League
49,David Bates,SCO,DF,Mechelen,27-208,1996,27,23,2086,23.2,0.04,0.00,0.04,0.04,0.00,0.00,0.22,0.00,0.04,0.04,0.06,0.10,0.04,2.28,0.13,0.04,0.00,0.04,0.04,0.04,0.04,0.06,0.10,0.04,0.10,https://fbref.com/en/players/90423c73/David-Bates,90423c73,Jupiler Pro League
50,Emin Bayram,TUR,DF,Westerlo,21-028,2003,23,22,1974,21.9,0.05,0.09,0.14,0.05,0.00,0.00,0.37,0.00,0.05,0.05,0.04,0.08,0.91,3.56,0.50,0.05,0.09,0.14,0.05,0.14,0.05,0.04,0.08,0.05,0.08,https://fbref.com/en/players/e58328b6/Emin-Bayram,e58328b6,Jupiler Pro League
51,Rafik Belghali,ALG,DF,Mechelen,21-328,2002,7,3,260,2.9,0.34,0.34,0.69,0.34,0.00,0.00,0.34,0.00,0.14,0.14,0.07,0.21,2.41,4.14,8.62,0.35,0.35,0.69,0.35,0.69,0.14,0.06,0.20,0.14,0.20,https://fbref.com/en/players/0abcb968/Rafik-Belghali,0abcb968,Jupiler Pro League
52,Nadhir Benbouali,ALG,FW,Charleroi,24-013,2000,8,3,333,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,https://fbref.com/en/players/cd25f2b3/Nadhir-Benbouali,cd25f2b3,Jupiler Pro League
53,Ján Bernát,SVK,MF,Westerlo,23-111,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c2895855/Jan-Bernat,c2895855,Jupiler Pro League
54,Antoine Bernier,BEL,"FW,MF",Charleroi,26-233,1997,21,8,662,7.4,0.27,0.14,0.41,0.27,0.00,0.00,0.14,0.00,0.28,0.28,0.05,0.34,3.11,2.30,8.11,0.27,0.14,0.41,0.27,0.41,0.28,0.05,0.34,0.28,0.34,https://fbref.com/en/players/cda90ea8/Antoine-Bernier,cda90ea8,Jupiler Pro League
55,Adriano Bertaccini,BEL,"MF,FW",Sint-Truiden,23-261,2000,3,0,39,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75,0.00,0.75,7.50,2.50,12.5,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.60,0.60,0.60,https://fbref.com/en/players/88d70d53/Adriano-Bertaccini,88d70d53,Jupiler Pro League
56,Mickaël Biron,MTQ,"FW,MF",RWD Molenbeek,26-248,1997,18,17,1445,16.1,0.43,0.06,0.50,0.37,0.06,0.06,0.06,0.00,0.37,0.32,0.11,0.43,2.36,2.48,7.02,0.44,0.06,0.50,0.37,0.44,0.37,0.11,0.48,0.32,0.43,https://fbref.com/en/players/62c79b68/Mickael-Biron,62c79b68,Jupiler Pro League
57,Nathan Bitu Mazala,FRA,"MF,FW",Eupen,21-142,2002,6,0,115,1.3,0.00,0.00,0.00,0.00,0.00,0.00,1.54,0.77,0.08,0.08,0.08,0.23,2.31,4.62,4.62,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21,https://fbref.com/en/players/0f697e02/Nathan-Bitu-Mazala,0f697e02,Jupiler Pro League
58,Eric Bocat,FRA,"DF,MF",Sint-Truiden,24-289,1999,29,28,2447,27.2,0.04,0.11,0.15,0.04,0.00,0.00,0.07,0.00,0.04,0.04,0.12,0.16,3.75,3.05,6.65,0.04,0.11,0.15,0.04,0.15,0.04,0.12,0.16,0.04,0.16,https://fbref.com/en/players/55b7061a/Eric-Bocat,55b7061a,Jupiler Pro League
59,Arnaud Bodart,BEL,GK,Standard Liège,26-050,1998,29,29,2610,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/79c536d7/Arnaud-Bodart,79c536d7,Jupiler Pro League
60,Merveille Bokadi,COD,DF,Standard Liège,31-345,1992,18,15,1305,14.5,0.07,0.07,0.14,0.07,0.00,0.00,0.00,0.07,0.04,0.04,0.01,0.05,0.41,3.79,0.41,0.07,0.07,0.14,0.07,0.14,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/4398b5cb/Merveille-Bokadi,4398b5cb,Jupiler Pro League
61,Sinan Bolat,TUR,GK,Westerlo,35-240,1988,26,26,2340,26.0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fe7d8182/Sinan-Bolat,fe7d8182,Jupiler Pro League
62,Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28-304,1995,4,1,77,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,5.56,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c603ad6a/Boli-Bolingoli-Mbombo,c603ad6a,Jupiler Pro League
63,Christopher Bonsu Baah,GHA,FW,Genk,19-138,2004,27,14,1190,13.2,0.08,0.08,0.15,0.08,0.00,0.00,0.38,0.23,0.16,0.16,0.23,0.39,3.94,3.56,13.6,0.08,0.08,0.15,0.08,0.15,0.16,0.22,0.38,0.16,0.38,https://fbref.com/en/players/b636755a/Christopher-Bonsu-Baah,b636755a,Jupiler Pro League
64,Jordan Bos,AUS,DF,Westerlo,21-184,2002,21,19,1713,19.0,0.11,0.05,0.16,0.11,0.00,0.00,0.21,0.00,0.11,0.11,0.10,0.21,2.84,3.37,5.37,0.11,0.05,0.16,0.11,0.16,0.11,0.10,0.21,0.11,0.21,https://fbref.com/en/players/8070a9fd/Jordan-Bos,8070a9fd,Jupiler Pro League
65,Mohamed Bouchouari,BEL,DF,Anderlecht,23-167,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2f52874b/Mohamed-Bouchouari,2f52874b,Jupiler Pro League
66,Mehdi Boukamir,MAR,DF,Charleroi,20-095,2004,10,5,466,5.2,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.00,0.04,0.77,2.50,0.58,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/f949956e/Mehdi-Boukamir,f949956e,Jupiler Pro League
67,Dedryck Boyata,BEL,"DF,MF",Club Brugge,33-154,1990,5,2,176,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.10,0.10,0.00,0.10,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,7c473e12,Jupiler Pro League
68,Jonatan Braut Brunes,NOR,FW,OH Leuven,23-267,2000,24,11,1058,11.8,0.25,0.08,0.34,0.25,0.00,0.00,0.08,0.00,0.31,0.31,0.05,0.36,0.68,1.27,2.63,0.26,0.09,0.34,0.26,0.34,0.32,0.05,0.36,0.32,0.36,https://fbref.com/en/players/36adbbe0/Jonatan-Braut-Brunes,36adbbe0,Jupiler Pro League
69,Archie Brown,ENG,DF,Gent,21-338,2002,21,20,1650,18.3,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.05,0.02,0.02,0.16,0.17,4.70,3.22,8.36,0.00,0.16,0.16,0.00,0.16,0.02,0.16,0.18,0.02,0.18,https://fbref.com/en/players/028b8d59/Archie-Brown,028b8d59,Jupiler Pro League
70,Massimo Bruno,BEL,"MF,FW",Kortrijk,30-226,1993,23,14,1131,12.6,0.08,0.24,0.32,0.08,0.00,0.00,0.16,0.00,0.12,0.12,0.12,0.24,1.90,4.76,4.29,0.08,0.24,0.32,0.08,0.32,0.12,0.12,0.24,0.12,0.24,https://fbref.com/en/players/4e18cf1c/Massimo-Bruno,4e18cf1c,Jupiler Pro League
