Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Player Link_,Player ID_,Competition
25,Adrià Altimira,ESP,"DF,MF",Villarreal B,22-286,2001,8.2,0.12,0.00,0.00,0.98,1.22,0.12,1.34,0.98,0.98,0.00,0.00,0.00,6.22,0.73,0.73,50.0,https://fbref.com/en/players/757a3431/Adria-Altimira,757a3431,La Liga 2
26,Altube,ESP,GK,Albacete,23-320,2000,4.0,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.25,0.0,https://fbref.com/en/players/e4cbb095/Altube,e4cbb095,La Liga 2
27,Carlos Álvarez,ESP,MF,Levante,20-155,2003,5.5,0.55,0.00,0.00,1.64,2.55,0.18,1.82,0.36,0.91,0.00,0.00,0.00,4.91,0.55,0.91,37.5,https://fbref.com/en/players/56bcaaa0/Carlos-Alvarez,56bcaaa0,La Liga 2
28,Cristian Álvarez,ARG,GK,Zaragoza,38-056,1985,9.7,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.41,0.10,80.0,https://fbref.com/en/players/87e89eb4/Cristian-Alvarez,87e89eb4,La Liga 2
29,Iker Álvarez,AND,GK,Villarreal B,22-167,2001,15.0,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.33,0.07,83.3,https://fbref.com/en/players/13619663/Iker-Alvarez,13619663,La Liga 2
30,Sergio Álvarez,ESP,MF,Eibar,31-350,1992,19.2,0.21,0.05,0.05,1.67,0.68,0.00,0.00,1.15,1.51,0.00,0.05,0.00,7.08,2.29,2.45,48.4,https://fbref.com/en/players/88d91621/Sergio-Alvarez,88d91621,La Liga 2
31,Jair Amador,EQG,DF,Zaragoza,34-140,1989,19.5,0.21,0.00,0.00,0.97,0.10,0.00,0.10,1.69,0.72,0.00,0.00,0.05,4.82,3.23,2.00,61.8,https://fbref.com/en/players/82b27ccb/Jair-Amador,82b27ccb,La Liga 2
32,Selim Amallah,MAR,MF,Valladolid,27-054,1996,0.3,0.00,0.00,0.00,10.0,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,16.7,0.00,0.00,,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,La Liga 2
33,Jose Amo,ESP,DF,Tenerife,25-274,1998,16.9,0.47,0.00,0.00,1.72,0.71,0.06,0.00,1.01,0.65,0.00,0.12,0.00,3.96,3.14,1.95,61.6,https://fbref.com/en/players/444610e8/Jose-Amo,444610e8,La Liga 2
34,Lucas Anacker,BRA,GK,Alcorcón,27-108,1996,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,100.0,https://fbref.com/en/players/0b5d06ee/Lucas-Anacker,0b5d06ee,La Liga 2
35,Florin Andone,ROU,FW,Eldense,30-272,1993,13.1,0.38,0.00,0.00,3.74,1.98,0.99,0.69,0.23,0.38,0.00,0.00,0.00,2.44,4.27,5.34,44.4,https://fbref.com/en/players/dc008610/Florin-Andone,dc008610,La Liga 2
36,Marcos André,BRA,FW,Valladolid,27-080,1996,3.3,0.61,0.00,0.00,2.73,1.82,0.00,0.00,0.00,0.61,0.00,0.00,0.00,3.03,2.73,3.64,42.9,https://fbref.com/en/players/ae86d473/Marcos-Andre,ae86d473,La Liga 2
37,Andy,ESP,"MF,DF",Burgos,33-343,1990,2.0,0.50,0.00,0.00,1.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,5.50,4.50,1.50,75.0,https://fbref.com/en/players/bdc7dbb0/Andy,bdc7dbb0,La Liga 2
38,José Ángel,ESP,DF,Sporting Gijón,34-125,1989,16.3,0.18,0.00,0.00,0.67,0.49,0.06,9.08,0.92,0.67,0.00,0.00,0.00,6.07,0.92,0.43,68.2,https://fbref.com/en/players/3024e383/Jose-Angel,3024e383,La Liga 2
39,Josep Antoni Gayá,ESP,DF,Amorebieta,23-185,2000,9.9,0.40,0.00,0.00,1.62,0.40,0.00,0.10,1.72,1.11,0.00,0.00,0.00,6.26,2.42,1.62,60.0,https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya,4a5f2032,La Liga 2
40,José Antonio Ríos,ESP,DF,Eibar,33-243,1990,8.5,0.12,0.00,0.00,0.47,0.47,0.12,5.29,0.59,0.82,0.00,0.00,0.00,5.18,1.41,1.29,52.2,https://fbref.com/en/players/7f72a644/Jose-Antonio-Rios,7f72a644,La Liga 2
41,Juan Antonio Ros,ESP,DF,Albacete,27-299,1996,5.9,0.68,0.17,0.00,2.54,0.17,0.00,0.34,1.36,0.85,0.00,0.17,0.00,6.10,3.90,2.20,63.9,https://fbref.com/en/players/44415755/Juan-Antonio-Ros,44415755,La Liga 2
42,Antoniu,ESP,FW,Espanyol,21-125,2002,0.3,3.33,0.00,0.00,3.33,3.33,0.00,0.00,6.67,10.0,0.00,0.00,0.00,3.33,0.00,0.00,,https://fbref.com/en/players/af784a9e/Antoniu,af784a9e,La Liga 2
43,Anuar,MAR,MF,Valladolid,28-358,1995,3.2,0.63,0.00,0.00,1.88,2.50,0.63,0.94,1.25,1.25,0.00,0.00,0.00,5.31,0.94,2.19,30.0,https://fbref.com/en/players/c93231dc/Anuar,c93231dc,La Liga 2
44,Kévin Appin,MTQ,"MF,FW",Burgos,25-353,1998,6.4,0.47,0.00,0.00,2.19,1.25,0.31,0.94,0.78,1.25,0.00,0.00,0.00,5.94,3.75,2.19,63.2,https://fbref.com/en/players/8fae705a/Kevin-Appin,8fae705a,La Liga 2
45,Aritz Arambarri,ESP,DF,Leganés,25-342,1998,11.2,0.27,0.00,0.00,1.07,0.36,0.09,0.18,1.34,0.54,0.00,0.00,0.00,4.29,1.70,0.98,63.3,https://fbref.com/en/players/f28876e5/Aritz-Arambarri,f28876e5,La Liga 2
46,Arana,ESP,FW,Eibar,23-334,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
47,Arana,ESP,FW,Racing Sant,23-334,2000,11.3,0.44,0.00,0.00,1.86,1.86,0.80,0.09,0.18,0.09,0.09,0.00,0.00,2.65,1.15,2.39,32.5,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
48,Anaitz Arbilla,ESP,DF,Eibar,36-238,1987,19.0,0.16,0.00,0.00,1.00,0.32,0.05,0.32,1.63,0.68,0.00,0.05,0.00,8.58,2.21,1.58,58.3,https://fbref.com/en/players/850c0a0d/Anaitz-Arbilla,850c0a0d,La Liga 2
49,Jeremy Arévalo,ESP,"MF,FW",Racing Sant,18-295,2005,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,10.0,33.3,https://fbref.com/en/players/70676088/Jeremy-Arevalo,70676088,La Liga 2
50,Anderson Arroyo,COL,DF,FC Andorra,24-103,1999,4.7,0.00,0.00,0.00,0.21,1.70,0.00,0.21,1.28,0.64,0.00,0.00,0.00,9.79,3.40,2.13,61.5,https://fbref.com/en/players/4bd451cb/Anderson-Arroyo,4bd451cb,La Liga 2
51,Juan Artola,ESP,"FW,MF",Alcorcón,23-276,2000,4.2,0.71,0.00,0.00,2.86,2.14,1.67,0.95,0.24,1.19,0.00,0.00,0.00,5.95,4.29,4.52,48.6,https://fbref.com/en/players/2e3f3462/Juan-Artola,2e3f3462,La Liga 2
52,Miguel Atienza,ESP,MF,Burgos,24-226,1999,13.3,0.23,0.00,0.00,1.73,1.28,0.00,0.00,1.28,0.90,0.08,0.08,0.00,4.44,2.93,1.28,69.6,https://fbref.com/en/players/12eda7be/Miguel-Atienza,12eda7be,La Liga 2
53,Javier Avilés,ESP,"FW,MF",Amorebieta,26-144,1997,7.0,0.14,0.00,0.00,1.86,2.00,1.14,3.00,0.14,0.43,0.00,0.00,0.00,2.71,1.29,3.14,29.0,https://fbref.com/en/players/53ddba36/Javier-Aviles,53ddba36,La Liga 2
54,Iván Ayllón,ESP,"FW,MF",Cartagena,22-249,2001,3.9,0.00,0.00,0.00,1.28,1.03,0.26,0.77,1.03,0.26,0.00,0.00,0.00,4.10,0.51,1.03,33.3,https://fbref.com/en/players/3eee7cbf/Ivan-Ayllon,3eee7cbf,La Liga 2
55,Diego Aznar,ESP,"FW,MF",Huesca,20-110,2003,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,3.33,10.0,25.0,https://fbref.com/en/players/fefee712/Diego-Aznar,fefee712,La Liga 2
56,Jean-Sylvain Babin,MTQ,DF,Alcorcón,37-086,1986,14.5,0.07,0.00,0.00,0.48,0.55,0.14,0.00,0.83,0.69,0.00,0.00,0.00,3.79,2.48,1.72,59.0,https://fbref.com/en/players/ba998e22/Jean-Sylvain-Babin,ba998e22,La Liga 2
57,Édgar Badía,ESP,GK,Elche,31-330,1992,7.0,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,0.14,0.00,100.0,https://fbref.com/en/players/e4346678/Edgar-Badia,e4346678,La Liga 2
58,Miguel Baeza,ESP,"MF,FW",CD Mirandés,23-287,2000,3.6,0.00,0.00,0.00,0.83,0.56,0.00,1.94,1.67,0.83,0.00,0.00,0.00,4.17,0.83,0.83,50.0,https://fbref.com/en/players/a98f3cbf/Miguel-Baeza,a98f3cbf,La Liga 2
59,Sinan Bakış,TUR,FW,Zaragoza,29-261,1994,7.7,0.39,0.00,0.00,1.04,0.65,1.17,0.13,0.13,0.39,0.00,0.00,0.00,1.43,2.08,2.86,42.1,https://fbref.com/en/players/5d613204/Sinan-Bakis,5d613204,La Liga 2
60,Alex Balboa,EQG,MF,Huesca,22-308,2001,3.0,0.33,0.33,0.00,2.33,3.00,0.00,0.33,2.67,1.00,0.00,0.00,0.00,4.33,0.33,1.00,25.0,https://fbref.com/en/players/6e5c5fc7/Alex-Balboa,6e5c5fc7,La Liga 2
61,Keita Baldé,SEN,"MF,FW",Espanyol,28-306,1995,1.9,1.58,0.00,0.00,3.16,2.63,1.58,1.58,0.00,1.58,0.00,0.00,0.00,2.63,2.63,4.21,38.5,https://fbref.com/en/players/509a4ccb/Keita-Balde,509a4ccb,La Liga 2
62,Barbu,ESP,DF,CD Mirandés,22-228,2001,6.0,0.50,0.00,0.00,1.67,1.33,0.17,0.00,1.33,0.17,0.00,0.00,0.00,5.00,1.83,2.50,42.3,https://fbref.com/en/players/530128a5/Barbu,530128a5,La Liga 2
63,Barcia,ESP,DF,CD Mirandés,23-008,2000,20.3,0.10,0.00,0.00,0.79,0.39,0.00,0.05,1.08,0.94,0.00,0.00,0.00,3.89,1.77,1.58,52.9,https://fbref.com/en/players/0c717ae6/Barcia,0c717ae6,La Liga 2
64,Keidi Bare,ALB,MF,Espanyol,26-133,1997,9.6,0.73,0.00,0.00,2.08,3.96,0.00,1.35,1.35,0.52,0.10,0.00,0.00,5.21,0.63,0.94,40.0,https://fbref.com/en/players/03049c8c/Keidi-Bare,03049c8c,La Liga 2
65,Bernabé Barragán,ESP,GK,Albacete,30-324,1993,17.0,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.06,0.06,50.0,https://fbref.com/en/players/a3cd0078/Bernabe-Barragan,a3cd0078,La Liga 2
66,Djakaría Barro,CIV,MF,Cartagena,21-361,2002,0.2,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,,https://fbref.com/en/players/eadbd9df/Djakaria-Barro,eadbd9df,La Liga 2
67,Borja Bastón,ESP,FW,Oviedo,31-136,1992,18.3,0.00,0.00,0.00,0.87,1.86,0.66,0.55,0.05,0.16,0.00,0.00,0.00,1.86,2.40,2.73,46.8,https://fbref.com/en/players/8c44e37b/Borja-Baston,8c44e37b,La Liga 2
68,Jon Bautista,ESP,FW,Eibar,28-189,1995,12.3,0.33,0.00,0.00,1.63,0.81,1.38,0.49,0.24,0.89,0.08,0.00,0.00,1.46,5.77,4.07,58.7,https://fbref.com/en/players/debc6b55/Jon-Bautista,debc6b55,La Liga 2
69,Jesús Belza,ESP,"MF,FW",Tenerife,19-316,2004,3.3,0.30,0.00,0.00,0.30,0.91,0.00,2.12,0.30,0.30,0.00,0.00,0.00,5.15,0.30,0.91,25.0,https://fbref.com/en/players/ca14285f/Jesus-Belza,ca14285f,La Liga 2
70,Iker Benito,ESP,"FW,MF",FC Andorra,21-151,2002,13.6,0.07,0.00,0.00,1.32,1.47,0.00,1.91,0.96,0.51,0.00,0.00,0.00,4.34,1.10,1.84,37.5,https://fbref.com/en/players/50cbc806/Iker-Benito,50cbc806,La Liga 2
71,Pedro Benito,ESP,FW,Albacete,23-287,2000,0.3,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,3.33,50.0,https://fbref.com/en/players/a7416105/Pedro-Benito,a7416105,La Liga 2
72,Álex Bermejo,ESP,"MF,FW",Burgos,25-028,1998,6.9,0.00,0.00,0.00,1.16,1.59,0.14,2.17,0.14,0.58,0.00,0.00,0.00,6.23,0.58,1.59,26.7,https://fbref.com/en/players/d9b180dd/Alex-Bermejo,d9b180dd,La Liga 2
73,Sergio Bermejo,ESP,"MF,FW",Zaragoza,26-144,1997,6.5,0.15,0.00,0.00,2.46,1.85,0.15,4.46,0.62,0.77,0.00,0.00,0.00,4.92,0.46,0.62,42.9,https://fbref.com/en/players/d166c007/Sergio-Bermejo,d166c007,La Liga 2
74,Álex Bernal,ESP,"MF,FW",Eldense,32-311,1991,5.2,0.58,0.00,0.00,2.69,2.12,0.00,1.35,2.31,0.96,0.00,0.00,0.00,7.50,0.19,1.54,11.1,https://fbref.com/en/players/288f8c08/Alex-Bernal,288f8c08,La Liga 2
75,Jesús Bernal,ESP,MF,Racing Ferrol,27-014,1996,20.3,0.20,0.00,0.00,0.99,0.44,0.00,0.20,1.92,0.84,0.00,0.00,0.00,7.09,1.33,0.84,61.4,https://fbref.com/en/players/af24b94f/Jesus-Bernal,af24b94f,La Liga 2
76,Juan Berrocal González,ESP,DF,Eibar,24-249,1999,16.2,0.43,0.12,0.06,1.30,0.49,0.00,0.06,1.60,0.56,0.00,0.06,0.00,6.17,3.46,1.05,76.7,https://fbref.com/en/players/377ef3a6/Juan-Berrocal-Gonzalez,377ef3a6,La Liga 2
77,Pedro Bigas,ESP,DF,Elche,33-115,1990,17.7,0.23,0.00,0.00,0.90,0.34,0.00,0.06,1.02,0.51,0.00,0.00,0.00,5.31,1.81,0.96,65.3,https://fbref.com/en/players/697295b1/Pedro-Bigas,697295b1,La Liga 2
78,Fabio Blanco,ESP,"MF,DF",Villarreal B,19-324,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,15.0,0.00,10.0,0.0,https://fbref.com/en/players/f57dbaf2/Fabio-Blanco,f57dbaf2,La Liga 2
79,Lautaro Blanco,ARG,"DF,MF",Elche,24-323,1999,3.7,0.54,0.00,0.00,1.89,1.35,0.00,12.2,0.54,0.81,0.00,0.00,0.00,7.57,0.00,0.54,0.0,https://fbref.com/en/players/1657f448/Lautaro-Blanco,1657f448,La Liga 2
80,Jérémy Blasco,FRA,DF,Huesca,24-330,1999,14.5,0.14,0.00,0.00,1.03,0.55,0.07,0.07,1.03,0.48,0.00,0.07,0.00,3.24,1.93,1.03,65.1,https://fbref.com/en/players/346feec5/Jeremy-Blasco,346feec5,La Liga 2
81,Alejandro Blesa,ESP,MF,Levante,21-358,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/d2ed99b4/Alejandro-Blesa,d2ed99b4,La Liga 2
82,Adam Boayar,ESP,"DF,MF",Elche,18-087,2005,0.5,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,20.0,2.00,2.00,50.0,https://fbref.com/en/players/fcc7ecb4/Adam-Boayar,fcc7ecb4,La Liga 2
83,Yann Bodiger,FRA,MF,Tenerife,28-333,1995,6.2,0.48,0.00,0.00,1.94,1.13,0.00,0.32,1.61,0.65,0.00,0.00,0.00,6.94,2.26,2.74,45.2,https://fbref.com/en/players/8c2c48a9/Yann-Bodiger,8c2c48a9,La Liga 2
84,Jovanny Bolívar,VEN,FW,Albacete,22-023,2001,0.5,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.0,https://fbref.com/en/players/4cf672bc/Jovanny-Bolivar,4cf672bc,La Liga 2
85,Jovanny Bolívar,VEN,"FW,MF",Huesca,22-023,2001,2.2,0.45,0.00,0.00,1.82,1.36,0.00,0.45,0.00,1.36,0.00,0.00,0.00,5.45,5.91,7.73,43.3,https://fbref.com/en/players/4cf672bc/Jovanny-Bolivar,4cf672bc,La Liga 2
86,Mohamed Bouldini,MAR,FW,Levante,28-042,1995,14.4,0.49,0.00,0.00,2.43,1.25,0.42,0.28,0.28,0.76,0.00,0.00,0.00,2.50,4.24,2.92,59.2,https://fbref.com/en/players/bcd0b89f/Mohamed-Bouldini,bcd0b89f,La Liga 2
87,Ruben Bover,ESP,MF,FC Andorra,31-198,1992,8.5,0.35,0.12,0.00,1.06,1.41,0.24,2.47,0.47,0.82,0.00,0.00,0.00,4.59,0.47,1.29,26.7,https://fbref.com/en/players/16d6583e/Ruben-Bover,16d6583e,La Liga 2
88,Lucas Boyé,ARG,FW,Elche,27-314,1996,2.4,0.42,0.00,0.00,2.08,2.08,0.42,0.42,0.00,0.00,0.00,0.00,0.00,1.25,2.92,3.75,43.8,https://fbref.com/en/players/d49f3e6b/Lucas-Boye,d49f3e6b,La Liga 2
89,Enzo Boyomo,CMR,DF,Valladolid,22-093,2001,18.3,0.16,0.00,0.00,0.60,0.27,0.05,0.16,1.09,0.87,0.00,0.00,0.00,5.90,0.93,0.98,48.6,https://fbref.com/en/players/3a99bc13/Enzo-Boyomo,3a99bc13,La Liga 2
90,Martin Braithwaite,DEN,FW,Espanyol,32-217,1991,18.3,0.16,0.00,0.00,1.58,1.86,0.44,0.38,0.16,0.33,0.11,0.00,0.00,2.08,2.02,2.35,46.3,https://fbref.com/en/players/fd771f95/Martin-Braithwaite,fd771f95,La Liga 2
91,Juanma Bravo,ESP,"MF,FW",Alcorcón,25-332,1998,1.0,1.00,0.00,0.00,6.00,2.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,7.00,7.00,2.00,77.8,https://fbref.com/en/players/f0753883/Juanma-Bravo,f0753883,La Liga 2
92,Yan Brice Eteki,CMR,MF,Alcorcón,26-135,1997,13.4,0.45,0.07,0.00,2.09,1.64,0.00,0.07,1.12,1.42,0.00,0.00,0.00,5.52,2.01,1.27,61.4,https://fbref.com/en/players/3d688b46/Yan-Brice-Eteki,3d688b46,La Liga 2
93,Brugui,ESP,"MF,FW",Levante,27-065,1996,5.8,0.00,0.17,0.00,1.03,1.21,0.86,2.07,1.38,1.72,0.00,0.00,0.00,5.86,1.38,1.90,42.1,https://fbref.com/en/players/66d0860c/Brugui,66d0860c,La Liga 2
94,Aitor Buñuel,ESP,DF,Tenerife,25-332,1998,10.7,0.19,0.00,0.00,1.03,0.84,0.00,2.80,1.21,1.21,0.00,0.00,0.00,5.61,0.93,1.50,38.5,https://fbref.com/en/players/6555c592/Aitor-Bunuel,6555c592,La Liga 2
95,Álvaro Bustos,ESP,"MF,FW",Alcorcón,28-196,1995,2.7,0.00,0.00,0.00,1.11,1.48,0.37,5.19,1.11,1.11,0.00,0.00,0.00,6.67,1.85,1.11,62.5,https://fbref.com/en/players/6163c2ae/Alvaro-Bustos,6163c2ae,La Liga 2
96,Yeray Cabanzón,ESP,"FW,MF",Racing Sant,20-239,2003,2.3,0.87,0.00,0.00,2.17,0.87,0.00,3.91,0.87,1.74,0.00,0.00,0.00,6.96,0.87,0.43,66.7,https://fbref.com/en/players/fe6c5de7/Yeray-Cabanzon,fe6c5de7,La Liga 2
