Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
14,Jony Álamo,ESP,MF,Cartagena,22-105,2001,12,4,456,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.02,0.02,0.00,0.04,1.18,5.10,0.39,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/788be7f9/Jony-Alamo,788be7f9,La Liga 2
15,Tomás Alarcón,CHI,"MF,DF",Cartagena,24-354,1999,16,13,1155,12.8,0.00,0.08,0.08,0.00,0.00,0.00,0.39,0.00,0.04,0.04,0.04,0.08,0.78,3.98,1.95,0.00,0.08,0.08,0.00,0.08,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/99ea2ddd/Tomas-Alarcon,99ea2ddd,La Liga 2
16,Alassán,ESP,"FW,MF",Tenerife,21-118,2002,9,1,185,2.1,0.00,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.29,0.62,3.33,1.43,12.4,0.00,0.49,0.49,0.00,0.49,0.30,0.30,0.60,0.30,0.60,https://fbref.com/en/players/95fb7c1b/Alassan,95fb7c1b,La Liga 2
17,Pedro Alcalá,ESP,DF,Cartagena,34-295,1989,18,18,1620,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.05,0.05,0.02,0.07,0.17,2.33,0.17,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,https://fbref.com/en/players/ba71d071/Pedro-Alcala,ba71d071,La Liga 2
18,Edgar Alcañiz,ESP,MF,Levante,18-296,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6e3326a5/Edgar-Alcaniz,6e3326a5,La Liga 2
19,Aldasoro,ESP,MF,Racing Sant,24-217,1999,20,15,1402,15.6,0.06,0.00,0.06,0.06,0.00,0.00,0.45,0.00,0.06,0.06,0.03,0.10,1.92,5.71,1.73,0.06,0.00,0.06,0.06,0.06,0.06,0.03,0.10,0.06,0.10,https://fbref.com/en/players/4405a57e/Aldasoro,4405a57e,La Liga 2
20,Alexandre Alemão,BRA,"FW,MF",Oviedo,25-282,1998,13,1,313,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.14,0.14,0.06,0.20,2.86,2.00,6.29,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.21,0.16,0.21,https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao,3ed2a79b,La Liga 2
21,Diego Alende,ESP,DF,FC Andorra,26-136,1997,5,4,356,4.0,0.25,0.00,0.25,0.25,0.00,0.00,0.25,0.00,0.03,0.03,0.00,0.03,1.00,2.50,0.00,0.25,0.00,0.25,0.25,0.25,0.04,0.00,0.04,0.04,0.04,https://fbref.com/en/players/9af88279/Diego-Alende,9af88279,La Liga 2
22,Ángel Algobia,ESP,"MF,DF",Levante,24-199,1999,13,6,601,6.7,0.15,0.15,0.30,0.15,0.00,0.00,0.00,0.00,0.03,0.03,0.04,0.09,1.04,4.03,1.64,0.15,0.15,0.30,0.15,0.30,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/acc1aefa/Angel-Algobia,acc1aefa,La Liga 2
23,Julio Alonso,ESP,DF,Albacete,25-025,1998,19,13,1211,13.5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.04,0.04,0.12,0.16,1.85,4.59,6.37,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15,https://fbref.com/en/players/8fcea8a1/Julio-Alonso,8fcea8a1,La Liga 2
24,Rodri Alonso,ESP,MF,Villarreal B,21-004,2003,16,5,564,6.3,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,https://fbref.com/en/players/5d048362/Rodri-Alonso,5d048362,La Liga 2
25,Adrià Altimira,ESP,"DF,MF",Villarreal B,22-286,2001,10,9,740,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.01,0.01,0.04,0.05,1.95,3.66,1.95,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,https://fbref.com/en/players/757a3431/Adria-Altimira,757a3431,La Liga 2
26,Altube,ESP,GK,Albacete,23-320,2000,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e4cbb095/Altube,e4cbb095,La Liga 2
27,Carlos Álvarez,ESP,MF,Levante,20-155,2003,10,7,499,5.5,0.18,0.18,0.36,0.18,0.00,0.00,0.55,0.00,0.13,0.13,0.15,0.27,1.82,5.82,4.36,0.18,0.18,0.36,0.18,0.36,0.12,0.15,0.27,0.12,0.27,https://fbref.com/en/players/56bcaaa0/Carlos-Alvarez,56bcaaa0,La Liga 2
28,Cristian Álvarez,ARG,GK,Zaragoza,38-056,1985,10,10,871,9.7,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/87e89eb4/Cristian-Alvarez,87e89eb4,La Liga 2
29,Iker Álvarez,AND,GK,Villarreal B,22-167,2001,15,15,1350,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/13619663/Iker-Alvarez,13619663,La Liga 2
30,Sergio Álvarez,ESP,MF,Eibar,31-350,1992,20,19,1725,19.2,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.05,0.01,0.01,0.03,0.04,0.73,5.00,0.52,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/88d91621/Sergio-Alvarez,88d91621,La Liga 2
31,Jair Amador,EQG,DF,Zaragoza,34-140,1989,20,20,1755,19.5,0.05,0.05,0.10,0.05,0.00,0.00,0.21,0.00,0.05,0.05,0.01,0.07,0.10,1.85,0.26,0.05,0.05,0.10,0.05,0.10,0.05,0.01,0.07,0.05,0.07,https://fbref.com/en/players/82b27ccb/Jair-Amador,82b27ccb,La Liga 2
32,Selim Amallah,MAR,MF,Valladolid,27-054,1996,1,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,6.67,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.35,0.00,0.35,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,La Liga 2
33,Jose Amo,ESP,DF,Tenerife,25-274,1998,19,17,1523,16.9,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.06,0.06,0.01,0.07,0.53,3.79,0.12,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,https://fbref.com/en/players/444610e8/Jose-Amo,444610e8,La Liga 2
34,Lucas Anacker,BRA,GK,Alcorcón,27-108,1996,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0b5d06ee/Lucas-Anacker,0b5d06ee,La Liga 2
35,Florin Andone,ROU,FW,Eldense,30-272,1993,20,17,1176,13.1,0.23,0.08,0.31,0.23,0.00,0.00,0.38,0.00,0.22,0.22,0.06,0.29,1.07,1.37,4.27,0.23,0.08,0.31,0.23,0.31,0.22,0.06,0.29,0.22,0.29,https://fbref.com/en/players/dc008610/Florin-Andone,dc008610,La Liga 2
36,Marcos André,BRA,FW,Valladolid,27-080,1996,6,3,299,3.3,0.61,0.61,1.21,0.61,0.00,0.00,0.61,0.00,0.21,0.21,0.12,0.33,1.21,0.91,2.42,0.60,0.60,1.20,0.60,1.20,0.21,0.12,0.34,0.21,0.34,https://fbref.com/en/players/ae86d473/Marcos-Andre,ae86d473,La Liga 2
37,Andy,ESP,"MF,DF",Burgos,33-343,1990,14,1,178,2.0,0.00,1.00,1.00,0.00,0.00,0.00,0.50,0.00,0.05,0.05,0.30,0.35,0.00,6.50,0.50,0.00,1.01,1.01,0.00,1.01,0.03,0.33,0.36,0.03,0.36,https://fbref.com/en/players/bdc7dbb0/Andy,bdc7dbb0,La Liga 2
38,José Ángel,ESP,DF,Sporting Gijón,34-125,1989,19,16,1469,16.3,0.06,0.37,0.43,0.06,0.00,0.00,0.18,0.00,0.06,0.06,0.25,0.31,2.02,3.13,6.56,0.06,0.37,0.43,0.06,0.43,0.06,0.24,0.31,0.06,0.31,https://fbref.com/en/players/3024e383/Jose-Angel,3024e383,La Liga 2
39,Josep Antoni Gayá,ESP,DF,Amorebieta,23-185,2000,11,10,892,9.9,0.10,0.00,0.10,0.10,0.00,0.00,0.40,0.00,0.03,0.03,0.00,0.03,0.40,2.02,0.00,0.10,0.00,0.10,0.10,0.10,0.03,0.00,0.03,0.03,0.03,https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya,4a5f2032,La Liga 2
40,José Antonio Ríos,ESP,DF,Eibar,33-243,1990,15,8,767,8.5,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.01,0.01,0.04,0.05,0.71,3.18,5.41,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/7f72a644/Jose-Antonio-Rios,7f72a644,La Liga 2
41,Juan Antonio Ros,ESP,DF,Albacete,27-299,1996,13,4,530,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.17,0.05,0.05,0.02,0.07,0.68,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/44415755/Juan-Antonio-Ros,44415755,La Liga 2
42,Antoniu,ESP,FW,Espanyol,21-125,2002,2,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/af784a9e/Antoniu,af784a9e,La Liga 2
43,Anuar,MAR,MF,Valladolid,28-358,1995,9,3,289,3.2,0.31,0.00,0.31,0.31,0.00,0.00,0.63,0.00,0.28,0.28,0.03,0.31,2.19,2.19,6.88,0.31,0.00,0.31,0.31,0.31,0.28,0.04,0.32,0.28,0.32,https://fbref.com/en/players/c93231dc/Anuar,c93231dc,La Liga 2
44,Kévin Appin,MTQ,"MF,FW",Burgos,25-353,1998,17,5,577,6.4,0.16,0.16,0.31,0.16,0.00,0.00,0.47,0.00,0.03,0.03,0.05,0.09,2.03,5.94,2.19,0.16,0.16,0.31,0.16,0.31,0.03,0.05,0.09,0.03,0.09,https://fbref.com/en/players/8fae705a/Kevin-Appin,8fae705a,La Liga 2
45,Aritz Arambarri,ESP,DF,Leganés,25-342,1998,14,12,1008,11.2,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.09,0.80,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f28876e5/Aritz-Arambarri,f28876e5,La Liga 2
46,Arana,ESP,FW,Eibar,23-334,2000,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
47,Arana,ESP,FW,Racing Sant,23-334,2000,18,14,1015,11.3,0.71,0.09,0.80,0.71,0.00,0.00,0.44,0.00,0.48,0.48,0.05,0.53,1.33,0.97,5.58,0.71,0.09,0.80,0.71,0.80,0.48,0.05,0.53,0.48,0.53,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
48,Anaitz Arbilla,ESP,DF,Eibar,36-238,1987,21,19,1713,19.0,0.05,0.00,0.05,0.05,0.00,0.00,0.16,0.00,0.02,0.02,0.01,0.03,0.89,6.05,0.11,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/850c0a0d/Anaitz-Arbilla,850c0a0d,La Liga 2
49,Jeremy Arévalo,ESP,"MF,FW",Racing Sant,18-295,2005,3,0,18,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/70676088/Jeremy-Arevalo,70676088,La Liga 2
50,Anderson Arroyo,COL,DF,FC Andorra,24-103,1999,10,5,422,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,1.06,6.60,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/en/players/4bd451cb/Anderson-Arroyo,4bd451cb,La Liga 2
51,Juan Artola,ESP,"FW,MF",Alcorcón,23-276,2000,19,3,375,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.17,0.17,0.07,0.24,0.48,0.95,7.38,0.00,0.00,0.00,0.00,0.00,0.17,0.08,0.25,0.17,0.25,https://fbref.com/en/players/2e3f3462/Juan-Artola,2e3f3462,La Liga 2
52,Miguel Atienza,ESP,MF,Burgos,24-226,1999,19,15,1198,13.3,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.04,0.04,0.02,0.05,0.15,3.31,0.53,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,https://fbref.com/en/players/12eda7be/Miguel-Atienza,12eda7be,La Liga 2
53,Javier Avilés,ESP,"FW,MF",Amorebieta,26-144,1997,15,7,629,7.0,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.13,0.13,0.03,0.16,1.00,1.14,7.00,0.14,0.00,0.14,0.14,0.14,0.13,0.02,0.15,0.13,0.15,https://fbref.com/en/players/53ddba36/Javier-Aviles,53ddba36,La Liga 2
54,Iván Ayllón,ESP,"FW,MF",Cartagena,22-249,2001,10,3,349,3.9,0.51,0.00,0.51,0.51,0.00,0.00,0.00,0.00,0.41,0.41,0.05,0.46,1.28,1.54,5.38,0.52,0.00,0.52,0.52,0.52,0.40,0.05,0.45,0.40,0.45,https://fbref.com/en/players/3eee7cbf/Ivan-Ayllon,3eee7cbf,La Liga 2
55,Diego Aznar,ESP,"FW,MF",Huesca,20-110,2003,2,0,28,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fefee712/Diego-Aznar,fefee712,La Liga 2
56,Jean-Sylvain Babin,MTQ,DF,Alcorcón,37-086,1986,16,15,1306,14.5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.01,0.01,0.00,0.01,0.34,0.97,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/ba998e22/Jean-Sylvain-Babin,ba998e22,La Liga 2
57,Édgar Badía,ESP,GK,Elche,31-330,1992,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e4346678/Edgar-Badia,e4346678,La Liga 2
58,Miguel Baeza,ESP,"MF,FW",CD Mirandés,23-287,2000,7,4,320,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.06,0.19,0.83,5.28,2.78,0.00,0.00,0.00,0.00,0.00,0.15,0.06,0.21,0.15,0.21,https://fbref.com/en/players/a98f3cbf/Miguel-Baeza,a98f3cbf,La Liga 2
59,Sinan Bakış,TUR,FW,Zaragoza,29-261,1994,10,9,697,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.17,0.17,0.00,0.17,0.65,0.78,4.03,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,https://fbref.com/en/players/5d613204/Sinan-Bakis,5d613204,La Liga 2
60,Alex Balboa,EQG,MF,Huesca,22-308,2001,8,2,266,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.03,0.03,0.07,0.10,1.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/6e5c5fc7/Alex-Balboa,6e5c5fc7,La Liga 2
61,Keita Baldé,SEN,"MF,FW",Espanyol,28-306,1995,11,0,167,1.9,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.26,0.26,0.05,0.32,2.11,1.05,8.95,0.00,0.00,0.00,0.00,0.00,0.25,0.07,0.32,0.25,0.32,https://fbref.com/en/players/509a4ccb/Keita-Balde,509a4ccb,La Liga 2
62,Barbu,ESP,DF,CD Mirandés,22-228,2001,11,6,541,6.0,0.17,0.00,0.17,0.17,0.00,0.00,0.50,0.00,0.05,0.05,0.02,0.05,0.67,2.50,0.17,0.17,0.00,0.17,0.17,0.17,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/530128a5/Barbu,530128a5,La Liga 2
63,Barcia,ESP,DF,CD Mirandés,23-008,2000,21,21,1830,20.3,0.10,0.00,0.10,0.05,0.05,0.05,0.10,0.00,0.07,0.03,0.02,0.05,0.64,1.63,0.05,0.10,0.00,0.10,0.05,0.05,0.07,0.02,0.09,0.03,0.06,https://fbref.com/en/players/0c717ae6/Barcia,0c717ae6,La Liga 2
64,Keidi Bare,ALB,MF,Espanyol,26-133,1997,15,9,864,9.6,0.00,0.21,0.21,0.00,0.00,0.00,0.73,0.00,0.07,0.07,0.09,0.17,2.40,8.33,2.40,0.00,0.21,0.21,0.00,0.21,0.07,0.09,0.16,0.07,0.16,https://fbref.com/en/players/03049c8c/Keidi-Bare,03049c8c,La Liga 2
65,Bernabé Barragán,ESP,GK,Albacete,30-324,1993,17,17,1530,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a3cd0078/Bernabe-Barragan,a3cd0078,La Liga 2
66,Djakaría Barro,CIV,MF,Cartagena,21-361,2002,1,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/eadbd9df/Djakaria-Barro,eadbd9df,La Liga 2
67,Borja Bastón,ESP,FW,Oviedo,31-136,1992,21,20,1644,18.3,0.33,0.11,0.44,0.33,0.00,0.00,0.00,0.00,0.35,0.35,0.02,0.37,0.44,0.87,4.10,0.33,0.11,0.44,0.33,0.44,0.35,0.02,0.37,0.35,0.37,https://fbref.com/en/players/8c44e37b/Borja-Baston,8c44e37b,La Liga 2
68,Jon Bautista,ESP,FW,Eibar,28-189,1995,17,12,1103,12.3,0.57,0.16,0.73,0.57,0.00,0.00,0.33,0.00,0.43,0.43,0.14,0.57,1.54,0.81,5.45,0.57,0.16,0.73,0.57,0.73,0.44,0.14,0.57,0.44,0.57,https://fbref.com/en/players/debc6b55/Jon-Bautista,debc6b55,La Liga 2
69,Jesús Belza,ESP,"MF,FW",Tenerife,19-316,2004,9,4,295,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.03,0.03,0.91,0.91,7.88,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/en/players/ca14285f/Jesus-Belza,ca14285f,La Liga 2
70,Iker Benito,ESP,"FW,MF",FC Andorra,21-151,2002,20,14,1228,13.6,0.15,0.00,0.15,0.15,0.00,0.00,0.07,0.00,0.11,0.11,0.07,0.19,4.34,1.62,12.4,0.15,0.00,0.15,0.15,0.15,0.11,0.08,0.19,0.11,0.19,https://fbref.com/en/players/50cbc806/Iker-Benito,50cbc806,La Liga 2
71,Pedro Benito,ESP,FW,Albacete,23-287,2000,2,0,30,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,2.67,0.00,2.67,10.0,6.67,10.0,0.00,0.00,0.00,0.00,0.00,2.51,0.00,2.51,2.51,2.51,https://fbref.com/en/players/a7416105/Pedro-Benito,a7416105,La Liga 2
72,Álex Bermejo,ESP,"MF,FW",Burgos,25-028,1998,18,5,619,6.9,0.58,0.14,0.72,0.58,0.00,0.00,0.00,0.00,0.10,0.10,0.14,0.25,2.32,2.46,6.81,0.58,0.15,0.73,0.58,0.73,0.10,0.14,0.24,0.10,0.24,https://fbref.com/en/players/d9b180dd/Alex-Bermejo,d9b180dd,La Liga 2
