Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player Link_,Player ID_,Competition
15,Tomás Alarcón,CHI,"MF,DF",Cartagena,24-354,1999,12.8,33.0,43.0,76.8,672.0,159.2,12.0,13.8,86.4,15.0,17.2,87.3,5.55,9.22,60.2,0.08,0.04,0.05,0.04,0.70,3.59,0.63,0.39,3.98,https://fbref.com/en/players/99ea2ddd/Tomas-Alarcon,99ea2ddd,La Liga 2
16,Alassán,ESP,"FW,MF",Tenerife,21-118,2002,2.1,14.8,23.8,62.0,216.2,65.2,10.5,14.8,71.0,2.38,5.71,41.7,1.43,2.38,60.0,0.48,0.29,0.10,0.19,0.48,0.00,1.43,0.95,1.43,https://fbref.com/en/players/95fb7c1b/Alassan,95fb7c1b,La Liga 2
17,Pedro Alcalá,ESP,DF,Cartagena,34-295,1989,18.0,38.4,50.2,76.6,898.4,346.1,9.39,10.6,88.9,21.7,24.1,89.9,7.22,14.5,49.8,0.00,0.02,0.02,-0.02,0.11,2.89,0.33,0.06,2.33,https://fbref.com/en/players/ba71d071/Pedro-Alcala,ba71d071,La Liga 2
18,Edgar Alcañiz,ESP,MF,Levante,18-296,2005,0.0,1,1,100.0,13,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/players/6e3326a5/Edgar-Alcaniz,6e3326a5,La Liga 2
19,Aldasoro,ESP,MF,Racing Sant,24-217,1999,15.6,34.6,42.1,82.3,500.8,203.3,20.4,22.9,89.1,11.6,14.4,80.8,1.54,2.44,63.2,0.00,0.03,0.04,-0.03,0.19,5.00,0.51,0.00,5.71,https://fbref.com/en/players/4405a57e/Aldasoro,4405a57e,La Liga 2
20,Alexandre Alemão,BRA,"FW,MF",Oviedo,25-282,1998,3.5,11.4,18.6,61.5,152.0,39.1,6.86,10.0,68.6,3.14,5.71,55.0,0.57,1.43,40.0,0.00,0.06,0.06,-0.06,1.14,1.43,0.29,0.29,2.00,https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao,3ed2a79b,La Liga 2
21,Diego Alende,ESP,DF,FC Andorra,26-136,1997,4.0,65.8,71.3,92.3,1125.0,389.5,28.5,28.8,99.1,34.8,36.5,95.2,1.75,4.25,41.2,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,2.50,https://fbref.com/en/players/9af88279/Diego-Alende,9af88279,La Liga 2
22,Ángel Algobia,ESP,"MF,DF",Levante,24-199,1999,6.7,44.9,51.3,87.5,818.8,241.3,19.1,21.2,90.1,20.3,21.9,92.5,4.93,6.57,75.0,0.15,0.04,0.09,0.10,1.04,3.88,0.30,0.00,4.03,https://fbref.com/en/players/acc1aefa/Angel-Algobia,acc1aefa,La Liga 2
23,Julio Alonso,ESP,DF,Albacete,25-025,1998,13.5,44.1,62.5,70.5,698.1,297.5,25.6,29.7,86.3,13.3,19.2,69.1,3.85,9.63,40.0,0.00,0.12,0.13,-0.12,1.33,3.48,1.63,0.74,4.59,https://fbref.com/en/players/8fcea8a1/Julio-Alonso,8fcea8a1,La Liga 2
24,Rodri Alonso,ESP,MF,Villarreal B,21-004,2003,6.3,,,,,,,,,,,,,,,0.00,,,,,,,,,https://fbref.com/en/players/5d048362/Rodri-Alonso,5d048362,La Liga 2
25,Adrià Altimira,ESP,"DF,MF",Villarreal B,22-286,2001,8.2,36.6,44.3,82.6,780.5,192.8,11.2,12.9,86.8,18.2,21.3,85.1,6.83,8.90,76.7,0.00,0.04,0.02,-0.04,1.10,2.93,0.73,0.12,3.66,https://fbref.com/en/players/757a3431/Adria-Altimira,757a3431,La Liga 2
26,Altube,ESP,GK,Albacete,23-320,2000,4.0,12.0,25.5,47.1,517.5,441.8,0.75,0.75,100.0,3.50,3.75,93.3,7.75,21.0,36.9,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,https://fbref.com/en/players/e4cbb095/Altube,e4cbb095,La Liga 2
27,Carlos Álvarez,ESP,MF,Levante,20-155,2003,5.5,35.3,45.1,78.2,522.5,136.0,21.5,24.0,89.4,9.64,12.4,77.9,2.55,4.36,58.3,0.18,0.15,0.18,0.04,1.82,3.09,1.45,0.00,5.82,https://fbref.com/en/players/56bcaaa0/Carlos-Alvarez,56bcaaa0,La Liga 2
28,Cristian Álvarez,ARG,GK,Zaragoza,38-056,1985,9.7,24.8,35.6,69.9,838.8,653.3,2.27,2.27,100.0,10.5,10.6,99.0,12.1,22.6,53.4,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,https://fbref.com/en/players/87e89eb4/Cristian-Alvarez,87e89eb4,La Liga 2
29,Iker Álvarez,AND,GK,Villarreal B,22-167,2001,15.0,23.0,30.9,74.5,658.9,515.3,3.33,3.40,98.0,11.3,11.4,98.8,8.40,16.0,52.5,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,https://fbref.com/en/players/13619663/Iker-Alvarez,13619663,La Liga 2
30,Sergio Álvarez,ESP,MF,Eibar,31-350,1992,19.2,43.2,51.0,84.8,779.2,258.3,17.9,20.4,87.5,21.4,23.3,91.7,3.59,5.89,61.1,0.00,0.03,0.05,-0.03,0.52,3.96,0.10,0.00,5.00,https://fbref.com/en/players/88d91621/Sergio-Alvarez,88d91621,La Liga 2
31,Jair Amador,EQG,DF,Zaragoza,34-140,1989,19.5,46.3,54.6,84.7,981.6,321.1,10.8,12.4,87.1,29.2,32.0,91.3,5.85,8.77,66.7,0.05,0.01,0.02,0.04,0.26,1.08,0.05,0.00,1.85,https://fbref.com/en/players/82b27ccb/Jair-Amador,82b27ccb,La Liga 2
32,Selim Amallah,MAR,MF,Valladolid,27-054,1996,0.3,13.3,20.0,66.7,133.3,30.0,13.3,16.7,80.0,0.00,3.33,0.0,0.00,0.00,,0.00,0.33,1.00,-0.33,3.33,0.00,3.33,0.00,3.33,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,La Liga 2
33,Jose Amo,ESP,DF,Tenerife,25-274,1998,16.9,39.7,49.1,80.9,810.2,341.3,10.7,12.1,88.2,24.3,26.7,90.9,4.50,9.17,49.0,0.00,0.01,0.02,-0.01,0.18,3.14,0.18,0.00,3.79,https://fbref.com/en/players/444610e8/Jose-Amo,444610e8,La Liga 2
34,Lucas Anacker,BRA,GK,Alcorcón,27-108,1996,3.0,19.0,32.3,58.8,853.0,758.0,0.33,0.33,100.0,6.67,7.00,95.2,12.0,24.7,48.6,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,https://fbref.com/en/players/0b5d06ee/Lucas-Anacker,0b5d06ee,La Liga 2
35,Florin Andone,ROU,FW,Eldense,30-272,1993,13.1,9.62,16.2,59.4,116.7,18.7,6.34,9.39,67.5,2.67,4.35,61.4,0.15,0.61,25.0,0.08,0.06,0.05,0.02,0.46,0.61,0.38,0.00,1.37,https://fbref.com/en/players/dc008610/Florin-Andone,dc008610,La Liga 2
36,Marcos André,BRA,FW,Valladolid,27-080,1996,3.3,6.97,11.2,62.2,104.8,15.8,3.33,4.55,73.3,2.12,3.33,63.6,0.61,1.82,33.3,0.61,0.12,0.15,0.48,0.61,0.61,0.00,0.00,0.91,https://fbref.com/en/players/ae86d473/Marcos-Andre,ae86d473,La Liga 2
37,Andy,ESP,"MF,DF",Burgos,33-343,1990,2.0,50.0,62.5,80.0,1076.0,358.5,18.0,19.5,92.3,20.5,24.5,83.7,11.5,17.0,67.6,1.00,0.30,0.30,0.70,4.00,5.50,0.50,0.00,6.50,https://fbref.com/en/players/bdc7dbb0/Andy,bdc7dbb0,La Liga 2
38,José Ángel,ESP,DF,Sporting Gijón,34-125,1989,16.3,48.6,63.5,76.5,891.6,284.1,22.3,24.0,92.9,19.3,23.6,82.0,6.38,13.7,46.4,0.37,0.25,0.21,0.12,1.96,1.84,1.60,0.74,3.13,https://fbref.com/en/players/3024e383/Jose-Angel,3024e383,La Liga 2
39,Josep Antoni Gayá,ESP,DF,Amorebieta,23-185,2000,9.9,37.0,44.4,83.2,769.2,269.3,8.48,10.0,84.8,23.4,26.3,89.2,4.65,7.17,64.8,0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.00,2.02,https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya,4a5f2032,La Liga 2
40,José Antonio Ríos,ESP,DF,Eibar,33-243,1990,8.5,41.2,59.6,69.0,737.2,252.5,18.9,22.5,84.3,16.5,22.2,74.1,5.06,11.3,44.8,0.00,0.04,0.06,-0.04,0.35,2.35,0.59,0.35,3.18,https://fbref.com/en/players/7f72a644/Jose-Antonio-Rios,7f72a644,La Liga 2
41,Juan Antonio Ros,ESP,DF,Albacete,27-299,1996,5.9,50.0,61.4,81.5,1006.9,374.2,15.3,17.5,87.4,29.0,32.9,88.1,5.59,9.83,56.9,0.00,0.02,0.03,-0.02,0.51,3.90,0.17,0.17,2.88,https://fbref.com/en/players/44415755/Juan-Antonio-Ros,44415755,La Liga 2
42,Antoniu,ESP,FW,Espanyol,21-125,2002,0.3,10.0,20.0,50.0,116.7,0.00,10.0,16.7,60.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/af784a9e/Antoniu,af784a9e,La Liga 2
43,Anuar,MAR,MF,Valladolid,28-358,1995,3.2,29.1,33.8,86.1,433.1,70.9,16.6,17.8,93.0,10.0,11.3,88.9,1.88,2.50,75.0,0.00,0.03,0.06,-0.03,0.94,2.50,0.63,0.31,2.19,https://fbref.com/en/players/c93231dc/Anuar,c93231dc,La Liga 2
44,Kévin Appin,MTQ,"MF,FW",Burgos,25-353,1998,6.4,25.9,35.8,72.5,437.5,121.3,13.3,15.8,84.2,8.75,10.5,83.6,2.97,5.31,55.9,0.16,0.05,0.08,0.11,0.63,3.28,0.63,0.16,5.94,https://fbref.com/en/players/8fae705a/Kevin-Appin,8fae705a,La Liga 2
45,Aritz Arambarri,ESP,DF,Leganés,25-342,1998,11.2,33.5,41.4,80.8,642.7,217.8,10.0,11.2,89.6,20.2,22.1,91.5,3.13,7.23,43.2,0.00,0.00,0.01,0.00,0.00,1.25,0.09,0.00,0.80,https://fbref.com/en/players/f28876e5/Aritz-Arambarri,f28876e5,La Liga 2
46,Arana,ESP,FW,Eibar,23-334,2000,0.1,10.0,20.0,50.0,150.0,0.00,10.0,10.0,100.0,0.00,10.0,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
47,Arana,ESP,FW,Racing Sant,23-334,2000,11.3,6.90,9.38,73.6,88.3,14.0,3.98,4.51,88.2,2.12,3.01,70.6,0.18,0.18,100.0,0.09,0.05,0.04,0.04,0.80,0.27,0.53,0.00,0.97,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
48,Anaitz Arbilla,ESP,DF,Eibar,36-238,1987,19.0,67.5,78.9,85.5,1426.8,566.8,20.2,22.1,91.6,35.9,38.4,93.6,10.7,16.9,63.6,0.00,0.01,0.02,-0.01,0.16,6.68,0.26,0.05,6.05,https://fbref.com/en/players/850c0a0d/Anaitz-Arbilla,850c0a0d,La Liga 2
49,Jeremy Arévalo,ESP,"MF,FW",Racing Sant,18-295,2005,0.2,60.0,75.0,80.0,910.0,215.0,40.0,45.0,88.9,15.0,20.0,75.0,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,https://fbref.com/en/players/70676088/Jeremy-Arevalo,70676088,La Liga 2
50,Anderson Arroyo,COL,DF,FC Andorra,24-103,1999,4.7,107.4,116.4,92.3,1829.8,548.5,46.0,48.5,94.7,54.5,56.8,95.9,5.53,8.30,66.7,0.00,0.02,0.04,-0.02,0.43,5.53,0.43,0.00,6.60,https://fbref.com/en/players/4bd451cb/Anderson-Arroyo,4bd451cb,La Liga 2
51,Juan Artola,ESP,"FW,MF",Alcorcón,23-276,2000,4.2,15.7,25.0,62.9,223.3,59.5,10.0,13.8,72.4,4.29,6.19,69.2,0.95,2.14,44.4,0.00,0.07,0.07,-0.07,2.14,1.43,0.48,0.48,0.95,https://fbref.com/en/players/2e3f3462/Juan-Artola,2e3f3462,La Liga 2
52,Miguel Atienza,ESP,MF,Burgos,24-226,1999,13.3,30.0,36.0,83.3,508.0,170.3,13.0,15.4,84.4,12.8,14.2,89.9,2.86,3.83,74.5,0.00,0.02,0.02,-0.02,0.38,3.53,0.00,0.00,3.31,https://fbref.com/en/players/12eda7be/Miguel-Atienza,12eda7be,La Liga 2
53,Javier Avilés,ESP,"FW,MF",Amorebieta,26-144,1997,7.0,13.0,21.0,61.9,175.0,35.6,8.29,10.3,80.6,3.29,5.29,62.2,0.71,2.00,35.7,0.00,0.03,0.06,-0.03,0.57,1.29,0.29,0.29,1.14,https://fbref.com/en/players/53ddba36/Javier-Aviles,53ddba36,La Liga 2
54,Iván Ayllón,ESP,"FW,MF",Cartagena,22-249,2001,3.9,15.4,21.3,72.3,264.4,37.9,5.90,7.69,76.7,6.67,7.69,86.7,1.79,2.82,63.6,0.00,0.05,0.05,-0.05,0.77,0.77,0.26,0.00,1.54,https://fbref.com/en/players/3eee7cbf/Ivan-Ayllon,3eee7cbf,La Liga 2
55,Diego Aznar,ESP,"FW,MF",Huesca,20-110,2003,0.3,20.0,23.3,85.7,306.7,0.00,10.0,13.3,75.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fefee712/Diego-Aznar,fefee712,La Liga 2
56,Jean-Sylvain Babin,MTQ,DF,Alcorcón,37-086,1986,14.5,38.5,45.1,85.3,774.3,282.7,12.0,13.2,91.1,21.0,23.4,89.7,5.24,7.93,66.1,0.00,0.00,0.01,0.00,0.00,1.59,0.00,0.00,0.97,https://fbref.com/en/players/ba998e22/Jean-Sylvain-Babin,ba998e22,La Liga 2
57,Édgar Badía,ESP,GK,Elche,31-330,1992,7.0,29.6,38.0,77.8,700.6,421.7,7.43,7.57,98.1,14.9,15.0,99.0,7.14,15.1,47.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e4346678/Edgar-Badia,e4346678,La Liga 2
58,Miguel Baeza,ESP,"MF,FW",CD Mirandés,23-287,2000,3.6,29.4,39.7,74.1,528.6,113.1,11.4,14.4,78.8,14.7,17.2,85.5,2.50,6.11,40.9,0.00,0.06,0.08,-0.06,0.56,4.44,0.28,0.00,5.28,https://fbref.com/en/players/a98f3cbf/Miguel-Baeza,a98f3cbf,La Liga 2
59,Sinan Bakış,TUR,FW,Zaragoza,29-261,1994,7.7,9.74,13.5,72.1,138.2,15.8,6.10,7.27,83.9,2.47,3.51,70.4,0.78,1.04,75.0,0.00,0.00,0.01,0.00,0.00,0.39,0.26,0.00,0.78,https://fbref.com/en/players/5d613204/Sinan-Bakis,5d613204,La Liga 2
60,Alex Balboa,EQG,MF,Huesca,22-308,2001,3.0,22.7,30.0,75.6,382.3,135.7,8.00,10.0,80.0,13.3,16.3,81.6,0.67,2.67,25.0,0.00,0.07,0.10,-0.07,0.67,2.67,1.00,0.33,3.33,https://fbref.com/en/players/6e5c5fc7/Alex-Balboa,6e5c5fc7,La Liga 2
61,Keita Baldé,SEN,"MF,FW",Espanyol,28-306,1995,1.9,17.4,27.4,63.5,287.4,72.6,10.0,17.4,57.6,5.79,7.89,73.3,1.58,1.58,100.0,0.00,0.05,0.05,-0.05,1.05,1.05,1.05,1.05,1.05,https://fbref.com/en/players/509a4ccb/Keita-Balde,509a4ccb,La Liga 2
62,Barbu,ESP,DF,CD Mirandés,22-228,2001,6.0,37.2,45.2,82.3,788.0,284.2,8.50,9.00,94.4,23.8,26.0,91.7,4.83,9.83,49.2,0.00,0.02,0.00,-0.02,0.33,1.83,0.00,0.00,2.50,https://fbref.com/en/players/530128a5/Barbu,530128a5,La Liga 2
63,Barcia,ESP,DF,CD Mirandés,23-008,2000,20.3,41.8,50.4,82.9,835.8,331.0,12.5,13.8,90.0,24.3,26.6,91.5,4.63,8.97,51.6,0.00,0.02,0.01,-0.02,0.30,1.58,0.15,0.00,1.63,https://fbref.com/en/players/0c717ae6/Barcia,0c717ae6,La Liga 2
64,Keidi Bare,ALB,MF,Espanyol,26-133,1997,9.6,50.9,61.1,83.3,852.1,263.5,24.2,26.6,91.0,21.6,25.2,85.5,4.06,6.56,61.9,0.21,0.09,0.16,0.11,1.25,7.60,1.25,0.10,8.33,https://fbref.com/en/players/03049c8c/Keidi-Bare,03049c8c,La Liga 2
65,Bernabé Barragán,ESP,GK,Albacete,30-324,1993,17.0,16.1,25.1,64.1,477.2,377.9,3.41,3.41,100.0,7.06,7.29,96.8,5.47,14.0,39.1,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,https://fbref.com/en/players/a3cd0078/Bernabe-Barragan,a3cd0078,La Liga 2
66,Djakaría Barro,CIV,MF,Cartagena,21-361,2002,0.2,40.0,55.0,72.7,585.0,45.0,20.0,25.0,80.0,20.0,25.0,80.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,https://fbref.com/en/players/eadbd9df/Djakaria-Barro,eadbd9df,La Liga 2
67,Borja Bastón,ESP,FW,Oviedo,31-136,1992,18.3,13.0,18.5,70.2,162.0,20.2,8.25,10.7,77.4,3.39,4.70,72.1,0.38,0.55,70.0,0.11,0.02,0.04,0.09,0.60,0.27,0.16,0.05,0.87,https://fbref.com/en/players/8c44e37b/Borja-Baston,8c44e37b,La Liga 2
68,Jon Bautista,ESP,FW,Eibar,28-189,1995,12.3,11.0,19.1,57.4,135.1,16.3,7.24,11.5,63.1,2.60,4.47,58.2,0.41,0.73,55.6,0.16,0.14,0.10,0.02,0.73,0.16,0.16,0.00,0.81,https://fbref.com/en/players/debc6b55/Jon-Bautista,debc6b55,La Liga 2
69,Jesús Belza,ESP,"MF,FW",Tenerife,19-316,2004,3.3,32.1,42.1,76.3,454.2,92.4,19.7,22.7,86.7,9.39,13.3,70.5,1.82,2.73,66.7,0.00,0.03,0.06,-0.03,0.61,1.82,0.61,0.61,0.91,https://fbref.com/en/players/ca14285f/Jesus-Belza,ca14285f,La Liga 2
70,Iker Benito,ESP,"FW,MF",FC Andorra,21-151,2002,13.6,26.3,32.8,80.0,374.0,64.6,16.3,18.2,89.5,8.01,10.0,80.1,1.10,1.69,65.2,0.00,0.07,0.08,-0.07,0.96,0.37,1.25,0.37,1.62,https://fbref.com/en/players/50cbc806/Iker-Benito,50cbc806,La Liga 2
71,Pedro Benito,ESP,FW,Albacete,23-287,2000,0.3,16.7,23.3,71.4,353.3,253.3,10.0,16.7,60.0,3.33,3.33,100.0,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,10.0,0.00,6.67,https://fbref.com/en/players/a7416105/Pedro-Benito,a7416105,La Liga 2
72,Álex Bermejo,ESP,"MF,FW",Burgos,25-028,1998,6.9,19.7,28.1,70.1,305.1,81.4,10.9,12.9,84.3,5.94,7.83,75.9,1.59,3.62,44.0,0.14,0.14,0.13,0.00,0.72,1.74,0.29,0.14,2.46,https://fbref.com/en/players/d9b180dd/Alex-Bermejo,d9b180dd,La Liga 2
73,Sergio Bermejo,ESP,"MF,FW",Zaragoza,26-144,1997,6.5,31.2,42.3,73.8,505.8,126.2,18.0,20.3,88.6,8.92,11.8,75.3,3.54,6.77,52.3,0.00,0.12,0.15,-0.12,1.85,2.46,0.31,0.15,3.54,https://fbref.com/en/players/d166c007/Sergio-Bermejo,d166c007,La Liga 2
74,Álex Bernal,ESP,"MF,FW",Eldense,32-311,1991,5.2,36.5,47.5,76.9,595.4,149.4,17.9,21.5,83.0,15.0,18.7,80.4,2.31,4.42,52.2,0.00,0.02,0.08,-0.02,0.58,4.04,1.15,0.19,4.81,https://fbref.com/en/players/288f8c08/Alex-Bernal,288f8c08,La Liga 2
75,Jesús Bernal,ESP,MF,Racing Ferrol,27-014,1996,20.3,43.4,53.0,81.9,801.1,269.8,16.1,18.4,87.4,21.8,25.0,87.2,4.58,7.00,65.5,0.10,0.01,0.01,0.08,0.49,3.79,0.15,0.00,5.12,https://fbref.com/en/players/af24b94f/Jesus-Bernal,af24b94f,La Liga 2
76,Juan Berrocal González,ESP,DF,Eibar,24-249,1999,16.2,50.6,58.8,86.1,1051.2,428.7,14.5,17.1,84.8,28.0,29.6,94.8,7.53,10.8,69.7,0.00,0.01,0.01,-0.01,0.25,4.51,0.00,0.00,3.64,https://fbref.com/en/players/377ef3a6/Juan-Berrocal-Gonzalez,377ef3a6,La Liga 2
77,Pedro Bigas,ESP,DF,Elche,33-115,1990,17.7,59.8,68.8,86.9,1280.8,471.1,14.9,16.2,92.0,35.9,37.9,94.8,8.64,13.7,63.2,0.06,0.02,0.04,0.04,0.28,2.20,0.06,0.00,2.54,https://fbref.com/en/players/697295b1/Pedro-Bigas,697295b1,La Liga 2
78,Fabio Blanco,ESP,"MF,DF",Villarreal B,19-324,2004,0.2,50.0,80.0,62.5,880.0,180.0,15.0,20.0,75.0,35.0,40.0,87.5,0.00,5.00,0.0,0.00,0.00,1.50,0.00,0.00,15.0,5.00,5.00,10.0,https://fbref.com/en/players/f57dbaf2/Fabio-Blanco,f57dbaf2,La Liga 2
79,Lautaro Blanco,ARG,"DF,MF",Elche,24-323,1999,3.7,27.8,50.5,55.1,551.6,243.5,11.6,16.5,70.5,10.3,18.1,56.7,5.95,11.9,50.0,0.00,0.05,0.11,-0.05,1.08,2.16,1.35,1.08,3.78,https://fbref.com/en/players/1657f448/Lautaro-Blanco,1657f448,La Liga 2
80,Jérémy Blasco,FRA,DF,Huesca,24-330,1999,14.5,35.3,43.6,81.0,740.1,247.7,8.55,10.0,85.5,22.7,24.6,92.4,3.93,8.28,47.5,0.00,0.05,0.01,-0.05,0.07,1.93,0.07,0.00,2.48,https://fbref.com/en/players/346feec5/Jeremy-Blasco,346feec5,La Liga 2
81,Alejandro Blesa,ESP,MF,Levante,21-358,2002,0.1,30.0,60.0,50.0,470.0,60.0,10.0,20.0,50.0,20.0,30.0,66.7,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d2ed99b4/Alejandro-Blesa,d2ed99b4,La Liga 2
