Rk,Player,Nation,Pos,Squad,Age,Born,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Player Link_,Player ID_,Competition
11,Pablo Cuñat,ESP,GK,Amorebieta,21-255,2002,17.0,1.29,0.18,0.06,0.24,0.06,1.50,0.28,0.26,+0.27,6.88,19.1,36.1,26.9,3.47,50.9,40.6,8.00,66.9,51.2,15.5,0.82,5.3,2.06,2.06,15.6,https://fbref.com/en/players/a9ab3b32/Pablo-Cunat,a9ab3b32,La Liga 2
12,Jokin Ezkieta,ESP,GK,Racing Sant,27-144,1996,21.0,1.38,0.10,0.00,0.29,0.10,1.20,0.26,-0.09,-0.09,2.86,9.33,30.6,15.2,5.10,38.2,35.6,8.81,40.0,34.9,19.3,1.00,5.2,0.67,0.67,10.9,https://fbref.com/en/players/0f7dbaf6/Jokin-Ezkieta,0f7dbaf6,La Liga 2
13,Joan Femenías,ESP,GK,Levante,27-142,1996,8.0,2.00,0.38,0.00,0.00,0.00,1.80,0.31,-0.20,-0.21,3.50,6.75,51.9,20.8,5.50,19.9,27.9,8.13,32.3,34.6,15.1,0.50,3.3,1.13,1.13,16.7,https://fbref.com/en/players/fe5f2ab8/Joan-Femenias,fe5f2ab8,La Liga 2
14,Álvaro Fernández,ESP,GK,Huesca,25-270,1998,21.0,0.86,0.14,0.00,0.00,0.05,0.95,0.22,0.14,+0.14,5.10,19.3,26.4,27.0,4.19,53.3,42.7,7.62,65.0,50.1,17.0,0.95,5.6,0.95,0.95,14.1,https://fbref.com/en/players/f127d782/Alvaro-Fernandez,f127d782,La Liga 2
15,Andrés Fernández,ESP,GK,Levante,37-022,1986,13.0,0.77,0.15,0.00,0.00,0.00,1.11,0.27,0.34,+0.34,4.77,9.46,50.4,23.0,6.15,28.4,32.2,8.08,36.2,33.6,19.1,0.46,2.4,0.54,0.54,12.1,https://fbref.com/en/players/307fcd26/Andres-Fernandez,307fcd26,La Liga 2
16,Dani Jiménez,ESP,GK,Leganés,33-309,1990,2.9,0.34,0.00,0.00,0.00,0.00,0.31,0.12,-0.03,-0.02,7.59,18.6,40.7,18.3,1.72,73.6,48.9,5.86,88.2,63.0,11.4,0.69,6.1,0.69,0.69,13.8,https://fbref.com/en/players/e4365d4a/Dani-Jimenez,e4365d4a,La Liga 2
17,John,BRA,GK,Valladolid,27-329,1996,11.0,1.27,0.09,0.00,0.09,0.00,1.31,0.33,0.04,+0.04,4.09,11.2,36.6,27.0,3.82,33.0,32.7,6.18,36.8,36.5,10.9,0.18,1.7,2.64,2.64,19.5,https://fbref.com/en/players/33a235af/John,33a235af,La Liga 2
18,Raúl Lizoain,ESP,GK,Cartagena,32-346,1991,2.0,2.50,0.00,0.00,0.50,0.00,2.05,0.46,-0.45,-0.44,3.50,8.00,43.8,30.5,5.00,24.6,28.7,2.50,20.0,32.0,11.5,1.00,8.7,2.00,2.00,13.6,https://fbref.com/en/players/f69e9eee/Raul-Lizoain,f69e9eee,La Liga 2
19,Luis López,ESP,GK,CD Mirandés,22-245,2001,7.0,1.57,0.00,0.14,0.14,0.00,1.03,0.25,-0.54,-0.55,2.00,8.86,22.6,16.6,2.71,37.1,33.5,9.29,29.2,26.3,14.9,0.29,1.9,0.71,0.71,12.6,https://fbref.com/en/players/ccb491d0/Luis-Lopez,ccb491d0,La Liga 2
20,Daniel Martín,ESP,GK,FC Andorra,25-184,1998,14.0,0.93,0.00,0.07,0.07,0.14,0.74,0.26,-0.05,-0.05,3.79,9.50,39.8,48.4,5.64,16.8,25.2,3.79,35.8,34.7,9.50,0.64,6.8,2.29,2.29,19.0,https://fbref.com/en/players/4df0dff8/Daniel-Martin,4df0dff8,La Liga 2
21,Marc Martínez,ESP,GK,Cartagena,33-279,1990,19.0,1.53,0.21,0.05,0.21,0.05,1.37,0.28,-0.11,-0.11,4.84,12.7,38.2,25.1,4.42,36.1,33.6,6.89,52.7,43.5,18.6,1.00,5.4,0.84,0.84,13.5,https://fbref.com/en/players/3496ff67/Marc-Martinez,3496ff67,La Liga 2
22,Jordi Masip,ESP,GK,Valladolid,35-005,1989,10.0,0.90,0.00,0.00,0.30,0.00,1.02,0.29,0.12,+0.12,2.90,8.10,35.8,28.0,5.40,17.5,27.2,6.70,47.8,41.7,10.8,0.50,4.6,1.10,1.10,14.3,https://fbref.com/en/players/8fae77ea/Jordi-Masip,8fae77ea,La Liga 2
23,Jon Mikel Magunagoitia,ESP,GK,Amorebieta,23-155,2000,4.0,2.25,0.00,0.00,0.25,0.00,2.13,0.33,-0.13,-0.13,6.00,20.3,29.6,23.8,3.50,53.7,41.3,9.50,78.9,57.0,13.8,1.00,7.3,0.75,0.75,12.6,https://fbref.com/en/players/41417804/Jon-Mikel-Magunagoitia,41417804,La Liga 2
24,Morro,ESP,GK,Villarreal B,23-119,2000,6.0,1.83,0.17,0.17,0.67,0.00,1.92,0.36,0.08,+0.09,3.33,11.3,29.4,23.2,6.33,30.2,31.1,6.83,63.4,50.8,15.5,0.83,5.4,0.50,0.50,11.8,https://fbref.com/en/players/117cd0a8/Morro,117cd0a8,La Liga 2
25,Fernando Pacheco,ESP,GK,Espanyol,31-235,1992,21.0,1.14,0.00,0.00,0.14,0.05,1.06,0.29,-0.03,-0.04,3.14,9.38,33.5,23.9,4.52,30.5,31.0,5.86,35.8,35.3,13.2,0.90,6.8,0.86,0.86,14.6,https://fbref.com/en/players/97852360/Fernando-Pacheco,97852360,La Liga 2
26,Gaëtan Poussin,FRA,GK,Zaragoza,24-360,1999,2.3,2.17,0.00,0.43,0.00,0.00,1.13,0.33,-1.04,-1.03,9.57,20.0,47.8,25.7,3.48,52.5,38.9,9.13,71.4,51.0,14.8,0.87,5.9,0.43,0.43,8.7,https://fbref.com/en/players/c252c705/Gaetan-Poussin,c252c705,La Liga 2
27,Ramón,ESP,GK,CD Mirandés,24-029,1999,14.0,1.21,0.07,0.14,0.00,0.00,1.16,0.28,-0.06,-0.06,3.86,12.0,32.1,21.8,3.79,33.8,33.5,8.29,56.0,44.3,15.6,0.71,4.6,0.71,0.71,11.9,https://fbref.com/en/players/0cb5d404/Ramon,0cb5d404,La Liga 2
28,Nico Ratti,ITA,GK,FC Andorra,30-112,1993,7.0,2.00,0.14,0.00,0.29,0.00,2.07,0.34,0.07,+0.08,2.86,5.86,48.8,54.7,6.00,9.1,20.6,5.00,17.1,24.4,11.0,0.43,3.9,1.14,1.14,14.4,https://fbref.com/en/players/ea294d3d/Nico-Ratti,ea294d3d,La Liga 2
29,Rebollo,ESP,GK,Zaragoza,24-029,1999,9.0,1.11,0.00,0.00,0.33,0.00,0.82,0.25,-0.29,-0.29,6.78,12.7,53.5,20.1,4.11,40.9,36.5,7.67,58.0,42.3,13.1,0.56,4.2,1.11,1.11,13.9,https://fbref.com/en/players/3c251970/Rebollo,3c251970,La Liga 2
30,Leonardo Román,ESP,GK,Oviedo,23-186,2000,21.0,0.76,0.19,0.00,0.05,0.00,0.94,0.26,0.18,+0.18,3.71,10.3,36.1,21.7,3.29,35.5,33.8,7.24,35.5,35.3,11.5,0.71,6.2,0.76,0.76,14.3,https://fbref.com/en/players/924ff27e/Leonardo-Roman,924ff27e,La Liga 2
31,San Román,ESP,GK,Elche,26-178,1997,14.0,0.93,0.00,0.00,0.00,0.00,0.88,0.27,-0.05,-0.05,3.57,11.0,32.5,25.3,3.36,34.2,31.9,5.93,39.8,38.9,13.4,0.71,5.3,0.57,0.57,12.3,https://fbref.com/en/players/f08ccd2d/San-Roman,f08ccd2d,La Liga 2
32,Jesús Ruiz,ESP,GK,Alcorcón,26-353,1997,18.0,1.72,0.17,0.00,0.17,0.00,1.69,0.33,-0.03,-0.03,5.56,13.4,41.3,26.3,3.83,34.0,34.3,7.89,57.0,43.5,16.4,0.61,3.7,0.44,0.44,9.2,https://fbref.com/en/players/e999605d/Jesus-Ruiz,e999605d,La Liga 2
33,Juan Soriano,ESP,GK,Tenerife,26-138,1997,21.0,0.95,0.14,0.00,0.19,0.00,1.15,0.29,0.20,+0.20,7.67,19.3,39.8,24.1,3.71,57.0,42.1,6.95,79.5,57.0,14.0,1.19,8.5,1.43,1.43,16.0,https://fbref.com/en/players/5512b1a9/Juan-Soriano,5512b1a9,La Liga 2
34,Vallejo,ESP,GK,Eldense,28-261,1995,8.0,2.00,0.13,0.00,0.13,0.13,1.40,0.35,-0.47,-0.48,8.25,22.0,37.5,26.1,4.38,52.6,40.8,9.13,90.4,64.6,14.9,1.25,8.4,0.63,0.63,14.0,https://fbref.com/en/players/9353561a/Vallejo,9353561a,La Liga 2
35,Rubén Yáñez,ESP,GK,Sporting Gijón,30-088,1993,21.0,0.76,0.05,0.00,0.14,0.00,0.92,0.22,0.16,+0.16,3.90,12.3,31.7,24.4,5.38,34.6,33.1,9.19,42.5,38.5,17.1,1.48,8.6,0.67,0.67,11.9,https://fbref.com/en/players/039ae103/Ruben-Yanez,039ae103,La Liga 2
36,Luca Zidane,FRA,GK,Eibar,25-240,1998,21.0,1.29,0.29,0.05,0.14,0.05,1.38,0.26,0.14,+0.14,4.90,13.0,37.7,33.9,4.05,26.7,30.7,5.57,70.9,52.5,11.4,0.81,7.1,1.86,1.86,17.5,https://fbref.com/en/players/c818c4d9/Luca-Zidane,c818c4d9,La Liga 2
37,Andoni Zubiaurre,ESP,GK,Eldense,27-035,1996,10.0,1.10,0.10,0.00,0.00,0.10,0.73,0.21,-0.27,-0.27,5.50,18.6,29.6,21.1,3.50,51.2,40.3,8.90,87.6,61.1,16.4,1.20,7.3,1.10,1.10,15.1,https://fbref.com/en/players/cba84991/Andoni-Zubiaurre,cba84991,La Liga 2
