Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
15,Luiz Felipe,BRA,GK,Vizela,25,1997,1,1,90,1.0,1.00,1.00,6.00,5.00,83.3,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/185084a1/Luiz-Felipe,185084a1,Primeira Liga
16,Gonçalo Filipe,POR,GK,Chaves,22,2000,1,0,1,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,https://fbref.com/en/players/a4cf1b05/Goncalo-Filipe,a4cf1b05,Primeira Liga
17,João Gonçalves,POR,GK,Boavista,21,2000,1,1,90,1.0,1.00,1.00,6.00,5.00,83.3,1.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/8b8c0095/Joao-Goncalves,8b8c0095,Primeira Liga
18,Lukáš Horníček,CZE,GK,Braga,20,2002,1,0,18,0.2,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,5.00,,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/cc8312b4/Lukas-Hornicek,cc8312b4,Primeira Liga
19,Franco Israel,URU,GK,Sporting CP,22,2000,3,3,270,3.0,1.00,1.00,1.33,0.33,25.0,0.67,0.33,0.00,0.33,33.3,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/1f994616/Franco-Israel,1f994616,Primeira Liga
20,Jhonatan,BRA,GK,Rio Ave,31,1991,32,32,2880,32.0,1.22,1.22,4.56,3.34,73.3,0.31,0.31,0.38,0.31,31.3,0.09,0.00,0.06,0.03,100.0,https://fbref.com/en/players/52479cc2/Jhonatan,52479cc2,Primeira Liga
21,João,BRA,GK,Casa Pia,24,1998,1,1,90,1.0,2.00,2.00,3.00,1.00,66.7,0.00,0.00,1.00,0.00,0.0,1.00,1.00,0.00,0.00,0.0,https://fbref.com/en/players/7433bc14/Joao,7433bc14,Primeira Liga
22,Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,21,2001,33,33,2970,33.0,1.36,1.36,4.58,3.21,74.8,0.39,0.12,0.48,0.30,30.3,0.27,0.21,0.06,0.00,22.2,https://fbref.com/en/players/d0530e29/Luiz-Lucio-Reis-Junior,d0530e29,Primeira Liga
23,Stanislav Kritsyuk,RUS,GK,Gil Vicente FC,31,1990,11,11,929,10.3,1.46,1.45,5.34,3.88,74.5,0.39,0.10,0.58,0.10,9.1,0.10,0.10,0.00,0.00,0.0,https://fbref.com/en/players/b8798a46/Stanislav-Kritsyuk,b8798a46,Primeira Liga
24,Daniel Leite,POR,GK,Estoril,24,1998,32,32,2855,31.7,1.29,1.29,4.54,3.22,76.4,0.32,0.13,0.57,0.25,25.0,0.32,0.22,0.06,0.03,22.2,https://fbref.com/en/players/f7c68686/Daniel-Leite,f7c68686,Primeira Liga
25,Magrão,BRA,GK,Rio Ave,22,2000,2,2,180,2.0,2.00,2.00,4.00,2.50,62.5,0.00,0.00,1.00,0.00,0.0,0.50,0.50,0.00,0.00,0.0,https://fbref.com/en/players/4bc2a77c/Magrao,4bc2a77c,Primeira Liga
26,Giorgi Makaridze,GEO,GK,Marítimo,32,1990,6,6,540,6.0,1.83,1.83,3.33,1.50,55.0,0.17,0.00,0.83,0.17,16.7,0.33,0.33,0.00,0.00,0.0,https://fbref.com/en/players/b3bb0a76/Giorgi-Makaridze,b3bb0a76,Primeira Liga
27,Matheus,BRA,GK,Braga,30,1992,32,32,2873,31.9,0.88,0.88,3.42,2.54,78.0,0.75,0.09,0.16,0.50,50.0,0.16,0.13,0.00,0.03,0.0,https://fbref.com/en/players/ef3909cd/Matheus,ef3909cd,Primeira Liga
28,Mosquito,BRA,GK,Arouca,26,1996,1,1,90,1.0,1.00,1.00,5.00,4.00,80.0,0.00,1.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/c9c55581/Mosquito,c9c55581,Primeira Liga
29,Kosuke Nakamura,JPN,GK,Portimonense,27,1995,30,30,2700,30.0,1.53,1.53,6.03,4.50,75.7,0.23,0.13,0.63,0.20,20.0,0.13,0.07,0.03,0.03,33.3,https://fbref.com/en/players/423daf87/Kosuke-Nakamura,423daf87,Primeira Liga
30,Rodrigo Nascimento,BRA,GK,Chaves,26,1996,4,4,357,4.0,1.75,1.76,4.50,2.25,66.7,0.25,0.00,0.75,0.00,0.0,1.00,0.25,0.50,0.25,66.7,https://fbref.com/en/players/8abb6799/Rodrigo-Nascimento,8abb6799,Primeira Liga
31,José Oliveira,POR,GK,Paços,20,2002,3,3,270,3.0,3.00,3.00,6.00,3.00,55.6,0.00,0.00,1.00,0.00,0.0,0.33,0.33,0.00,0.00,0.0,https://fbref.com/en/players/7169c8d3/Jose-Oliveira,7169c8d3,Primeira Liga
32,Lucas Paes,BRA,GK,Casa Pia,24,1997,2,2,180,2.0,3.50,3.50,9.00,6.50,61.1,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/ff9bd7eb/Lucas-Paes,ff9bd7eb,Primeira Liga
33,Marco André Rocha Pereira,POR,GK,Santa Clara,35,1987,8,8,720,8.0,1.13,1.13,3.88,2.63,74.2,0.13,0.25,0.63,0.13,12.5,0.50,0.13,0.13,0.25,50.0,https://fbref.com/en/players/5cd73451/Marco-Andre-Rocha-Pereira,5cd73451,Primeira Liga
34,Samuel Portugal,BRA,GK,Portimonense,28,1994,4,4,360,4.0,0.50,0.50,4.50,4.00,88.9,0.75,0.00,0.25,0.50,50.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/554067e3/Samuel-Portugal,554067e3,Primeira Liga
35,Rafa,POR,GK,Vitória,18,2003,2,2,180,2.0,1.50,1.50,4.50,3.00,66.7,0.50,0.00,0.50,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/9424b983/Rafa,9424b983,Primeira Liga
36,Cláudio Ramos,POR,GK,Porto,30,1991,1,1,90,1.0,0.00,0.00,0.00,0.00,,1.00,0.00,0.00,1.00,100.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/23505094/Claudio-Ramos,23505094,Primeira Liga
37,Tiago Sá,POR,GK,Braga,27,1995,3,2,167,1.9,1.05,1.08,2.11,1.05,50.0,0.53,0.00,0.53,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/fd834d1d/Tiago-Sa,fd834d1d,Primeira Liga
38,João Miguel Macedo Silva,POR,GK,Marítimo,27,1995,8,8,720,8.0,2.88,2.87,6.63,3.75,58.5,0.00,0.13,0.88,0.00,0.0,0.25,0.13,0.00,0.13,0.0,https://fbref.com/en/players/1c98558c/Joao-Miguel-Macedo-Silva,1c98558c,Primeira Liga
39,Pedro José Moreira Silva,POR,GK,Estoril,25,1997,3,2,203,2.3,3.48,3.55,7.83,3.91,72.2,0.00,0.43,0.43,0.00,0.0,1.74,1.30,0.43,0.00,25.0,https://fbref.com/en/players/f829f728/Pedro-Jose-Moreira-Silva,f829f728,Primeira Liga
40,Samuel Soares,POR,GK,Benfica,20,2002,1,0,3,0.0,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,https://fbref.com/en/players/244ff834/Samuel-Soares,244ff834,Primeira Liga
41,Matouš Trmal,CZE,GK,Marítimo,23,1998,6,6,540,6.0,0.83,0.83,4.33,3.50,84.6,0.17,0.50,0.33,0.33,33.3,0.17,0.17,0.00,0.00,0.0,https://fbref.com/en/players/393f7c58/Matous-Trmal,393f7c58,Primeira Liga
42,João Valido,POR,GK,Arouca,22,2000,1,0,1,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,https://fbref.com/en/players/beb1317c/Joao-Valido,beb1317c,Primeira Liga
43,Bruno Varela,CPV,GK,Vitória,27,1994,27,27,2430,27.0,0.93,0.93,3.59,2.67,75.3,0.56,0.15,0.30,0.48,48.1,0.07,0.04,0.00,0.04,0.0,https://fbref.com/en/players/2bea06e0/Bruno-Varela,2bea06e0,Primeira Liga
44,Igor Vekič,SVN,GK,Paços,24,1998,10,9,821,9.1,1.87,1.86,3.74,1.87,52.9,0.00,0.22,0.77,0.11,11.1,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/fcc5a185/Igor-Vekic,fcc5a185,Primeira Liga
45,Odisseas Vlachodimos,GRE,GK,Benfica,28,1994,34,34,3057,34.0,0.59,0.59,2.12,1.56,75.0,0.82,0.09,0.09,0.59,58.8,0.06,0.06,0.00,0.00,0.0,https://fbref.com/en/players/03df04ff/Odisseas-Vlachodimos,03df04ff,Primeira Liga
46,Ivan Zlobin,RUS,GK,Famalicão,25,1997,1,1,90,1.0,2.00,2.00,5.00,3.00,60.0,0.00,1.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/d8fe652c/Ivan-Zlobin,d8fe652c,Primeira Liga
47,Emilijus Zubas,LTU,GK,Arouca,32,1990,3,3,270,3.0,1.33,1.33,3.33,2.00,70.0,0.00,0.67,0.33,0.33,33.3,0.33,0.33,0.00,0.00,0.0,https://fbref.com/en/players/5635834c/Emilijus-Zubas,5635834c,Primeira Liga
