Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Player Link_,Player ID_,Competition
26,Léo Andrade,BRA,DF,Marítimo,24,1998,11.8,0.25,0.00,0.00,0.76,0.34,0.08,0.25,2.20,0.68,0.08,0.00,0.00,4.58,1.78,1.36,56.8,https://fbref.com/en/players/070eb3e3/Leo-Andrade,070eb3e3,Primeira Liga
27,André André,POR,MF,Vitória,32,1989,15.0,0.40,0.00,0.00,2.13,3.40,0.00,0.93,0.67,1.07,0.00,0.00,0.00,7.13,0.60,1.20,33.3,https://fbref.com/en/players/9f31b1d3/Andre-Andre,9f31b1d3,Primeira Liga
28,Andrew,BRA,GK,Gil Vicente FC,21,2001,23.7,0.04,0.00,0.00,0.04,0.08,0.00,0.00,0.00,0.04,0.00,0.04,0.00,1.81,0.51,0.00,100.0,https://fbref.com/en/players/40406a00/Andrew,40406a00,Primeira Liga
29,Andrezinho,POR,"FW,MF",Santa Clara,25,1996,6.0,0.17,0.00,0.00,1.00,2.33,0.17,3.33,0.50,0.50,0.17,0.00,0.00,5.33,0.33,0.50,40.0,https://fbref.com/en/players/b5f64a52/Andrezinho,b5f64a52,Primeira Liga
30,Paulo Vítor Fagundes dos Anjos,BRA,GK,Chaves,33,1988,30.0,0.13,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.03,0.00,0.00,0.00,1.87,0.53,0.07,88.9,https://fbref.com/en/players/077977c0/Paulo-Vitor-Fagundes-dos-Anjos,077977c0,Primeira Liga
31,Carnejy Antoine,HAI,"FW,MF",Casa Pia,31,1991,1.4,0.00,0.00,0.00,1.43,0.00,0.00,1.43,0.71,0.71,0.00,0.00,0.00,4.29,2.86,10.7,21.1,https://fbref.com/en/players/9e3da47c/Carnejy-Antoine,9e3da47c,Primeira Liga
32,Antony,BRA,"FW,MF",Arouca,20,2001,26.4,0.11,0.00,0.00,1.21,1.02,0.23,0.76,0.95,1.33,0.04,0.04,0.00,5.42,0.42,0.91,31.4,https://fbref.com/en/players/6a2381f7/Antony,6a2381f7,Primeira Liga
33,Vitorino Antunes,POR,DF,Paços,35,1987,29.6,0.41,0.03,0.03,1.08,1.96,0.00,4.59,2.26,1.15,0.00,0.00,0.00,5.64,0.57,1.08,34.7,https://fbref.com/en/players/3e4f735d/Vitorino-Antunes,3e4f735d,Primeira Liga
34,Bilel Aouacheria,FRA,"FW,MF",Gil Vicente FC,28,1994,8.3,0.60,0.00,0.00,3.01,2.41,0.00,2.89,0.72,1.20,0.00,0.00,0.00,4.82,0.72,0.96,42.9,https://fbref.com/en/players/77bbc5b1/Bilel-Aouacheria,77bbc5b1,Primeira Liga
35,Wilinton Aponzá,COL,MF,Portimonense,22,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,https://fbref.com/en/players/6d058717/Wilinton-Aponza,6d058717,Primeira Liga
36,Mizuki Arai,JPN,"FW,MF",Gil Vicente FC,25,1997,3.3,0.00,0.00,0.00,1.82,0.91,0.00,5.45,0.30,1.52,0.00,0.00,0.00,5.15,0.00,1.21,0.0,https://fbref.com/en/players/731f081b/Mizuki-Arai,731f081b,Primeira Liga
37,Henrique Araújo,POR,"MF,FW",Benfica,20,2002,0.8,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,1.25,1.25,2.50,33.3,https://fbref.com/en/players/353eb529/Henrique-Araujo,353eb529,Primeira Liga
38,Tiago Araújo,POR,"DF,FW",Estoril,21,2001,9.8,0.31,0.00,0.00,1.22,0.51,0.31,6.63,1.33,0.82,0.00,0.10,0.00,5.82,1.43,0.71,66.7,https://fbref.com/en/players/1b54edb3/Tiago-Araujo,1b54edb3,Primeira Liga
39,Tomás Araújo,POR,DF,Gil Vicente FC,20,2002,20.8,0.24,0.00,0.00,1.11,0.38,0.00,0.05,1.39,1.25,0.00,0.00,0.00,5.91,2.07,1.35,60.6,https://fbref.com/en/players/0fa11d7d/Tomas-Araujo,0fa11d7d,Primeira Liga
40,Arthur,BRA,"FW,MF",Estoril,24,1998,3.1,0.32,0.00,0.00,0.65,0.65,0.32,1.61,0.32,0.97,0.00,0.00,0.00,2.90,0.00,0.97,0.0,https://fbref.com/en/players/184ad240/Arthur,184ad240,Primeira Liga
41,Arthur,BRA,"MF,DF",Sporting CP,24,1998,8.9,0.00,0.00,0.00,0.79,1.69,0.11,6.97,0.22,1.12,0.00,0.00,0.00,5.28,0.56,0.67,45.5,https://fbref.com/en/players/184ad240/Arthur,184ad240,Primeira Liga
42,Gustavo Assuncao,POR,MF,Famalicão,22,2000,10.6,0.94,0.00,0.00,2.74,0.94,0.00,0.94,1.23,1.42,0.00,0.00,0.00,6.23,1.13,1.98,36.4,https://fbref.com/en/players/065c8786/Gustavo-Assuncao,065c8786,Primeira Liga
43,Otavio Ataide,BRA,DF,Famalicão,20,2002,7.9,0.38,0.00,0.00,1.27,1.01,0.00,0.13,0.76,1.65,0.13,0.25,0.00,5.32,1.39,1.39,50.0,https://fbref.com/en/players/6f22e535/Otavio-Ataide,6f22e535,Primeira Liga
44,Leo Augusto Pereira,BRA,"MF,FW",Marítimo,22,2000,5.9,0.17,0.00,0.00,3.05,2.54,0.51,3.05,0.85,1.53,0.00,0.17,0.00,5.25,0.85,1.53,35.7,https://fbref.com/en/players/a3818875/Leo-Augusto-Pereira,a3818875,Primeira Liga
45,Fredrik Aursnes,NOR,"FW,MF",Benfica,26,1995,23.9,0.21,0.00,0.00,1.05,0.42,0.33,1.55,1.34,1.21,0.04,0.00,0.00,6.57,0.88,0.96,47.7,https://fbref.com/en/players/f0677ed7/Fredrik-Aursnes,f0677ed7,Primeira Liga
46,Matheus Babi,BRA,FW,Santa Clara,25,1997,15.1,0.40,0.00,0.00,2.45,3.31,0.86,0.13,0.13,0.73,0.00,0.00,0.00,2.05,4.50,4.90,47.9,https://fbref.com/en/players/f48cff2c/Matheus-Babi,f48cff2c,Primeira Liga
47,Miguel Baeza,ESP,"MF,FW",Rio Ave,22,2000,12.0,0.00,0.00,0.00,0.67,1.08,0.00,2.50,0.58,0.58,0.00,0.00,0.00,4.08,0.42,0.75,35.7,https://fbref.com/en/players/a98f3cbf/Miguel-Baeza,a98f3cbf,Primeira Liga
48,Alexander Bah,DEN,DF,Benfica,24,1997,20.9,0.05,0.00,0.00,1.58,1.87,0.05,4.07,1.72,1.63,0.10,0.00,0.05,5.65,1.72,1.53,52.9,https://fbref.com/en/players/78f21137/Alexander-Bah,78f21137,Primeira Liga
49,Jason Bahamboula,FRA,MF,Vitória,21,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,20.0,33.3,https://fbref.com/en/players/1f01506c/Jason-Bahamboula,1f01506c,Primeira Liga
50,Ibrahima Bamba,CIV,"DF,MF",Vitória,20,2002,25.8,0.54,0.04,0.04,1.47,1.67,0.00,0.19,1.40,1.47,0.00,0.04,0.00,6.74,1.09,1.32,45.2,https://fbref.com/en/players/09327ec3/Ibrahima-Bamba,09327ec3,Primeira Liga
51,Daniel Bandeira,POR,MF,Vitória,22,2000,18.3,0.16,0.00,0.00,1.37,1.09,0.00,0.82,1.31,1.48,0.00,0.00,0.05,8.20,1.75,1.04,62.7,https://fbref.com/en/players/56fca564/Daniel-Bandeira,56fca564,Primeira Liga
52,Simon Banza,COD,FW,Braga,25,1996,16.1,0.19,0.00,0.00,2.61,2.61,0.62,0.43,0.12,0.62,0.06,0.00,0.00,2.92,3.91,3.91,50.0,https://fbref.com/en/players/be47b750/Simon-Banza,be47b750,Primeira Liga
53,Romário Baró,POR,"MF,FW",Casa Pia,22,2000,10.4,0.29,0.00,0.00,1.15,1.73,0.19,0.38,0.96,0.96,0.00,0.10,0.00,6.35,0.67,1.35,33.3,https://fbref.com/en/players/a4e16ab4/Romario-Baro,a4e16ab4,Primeira Liga
54,Gabriel Batista,BRA,GK,Santa Clara,24,1998,26.0,0.08,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.15,0.04,80.0,https://fbref.com/en/players/20575487/Gabriel-Batista,20575487,Primeira Liga
55,Ricardo Batista,POR,GK,Casa Pia,35,1986,31.0,0.16,0.00,0.00,0.00,0.42,0.00,0.00,0.03,0.00,0.00,0.00,0.00,1.45,0.29,0.06,81.8,https://fbref.com/en/players/abef8824/Ricardo-Batista,abef8824,Primeira Liga
56,Dylan Batubinsika,COD,DF,Famalicão,26,1996,2.0,0.50,0.00,0.00,0.50,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,6.00,2.00,1.00,66.7,https://fbref.com/en/players/37d39918/Dylan-Batubinsika,37d39918,Primeira Liga
57,Batxi,ANG,"FW,MF",Chaves,24,1998,3.6,0.28,0.00,0.00,0.28,2.22,0.00,3.33,0.28,0.83,0.00,0.00,0.00,3.89,0.00,0.56,0.0,https://fbref.com/en/players/eca0eede/Batxi,eca0eede,Primeira Liga
58,Clésio Baúque,MOZ,"MF,DF",Marítimo,27,1994,0.7,0.00,0.00,0.00,1.43,1.43,0.00,1.43,0.00,0.00,0.00,0.00,0.00,2.86,1.43,1.43,50.0,https://fbref.com/en/players/c9b32c60/Clesio-Bauque,c9b32c60,Primeira Liga
59,Héctor Bellerín,ESP,"DF,MF",Sporting CP,27,1995,4.9,0.20,0.00,0.00,1.02,0.00,0.20,2.65,0.61,1.22,0.00,0.00,0.00,4.69,2.04,1.84,52.6,https://fbref.com/en/players/f874dd44/Hector-Bellerin,f874dd44,Primeira Liga
60,Stefano Beltrame,ITA,MF,Marítimo,29,1993,11.7,0.26,0.00,0.00,0.68,1.54,0.00,2.74,0.60,0.51,0.00,0.00,0.00,5.56,0.51,0.43,54.5,https://fbref.com/en/players/b50a9c75/Stefano-Beltrame,b50a9c75,Primeira Liga
61,Gilson Benchimol,CPV,FW,Estoril,20,2001,3.4,0.29,0.00,0.00,2.65,1.47,0.00,0.29,0.00,0.88,0.00,0.00,0.00,5.59,2.65,4.12,39.1,https://fbref.com/en/players/eae26fce/Gilson-Benchimol,eae26fce,Primeira Liga
62,Beni,ANG,MF,Casa Pia,20,2002,10.4,0.38,0.10,0.10,1.35,0.67,0.00,0.38,1.44,1.83,0.00,0.00,0.00,6.92,0.67,0.87,43.8,https://fbref.com/en/players/2ca7a245/Beni,2ca7a245,Primeira Liga
63,Benny,POR,"FW,MF",Chaves,22,2000,13.6,0.22,0.07,0.07,1.47,1.54,0.15,3.60,0.29,0.59,0.00,0.00,0.00,3.46,0.15,0.88,14.3,https://fbref.com/en/players/6cb8db0f/Benny,6cb8db0f,Primeira Liga
64,Berna,POR,MF,Boavista,18,2003,0.1,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,https://fbref.com/en/players/b9ab1df7/Berna,b9ab1df7,Primeira Liga
65,Paulo Bernardo,POR,MF,Paços,20,2002,8.4,0.48,0.12,0.12,1.55,1.55,0.00,0.83,0.71,1.43,0.00,0.00,0.00,5.71,1.07,1.55,40.9,https://fbref.com/en/players/4142f132/Paulo-Bernardo,4142f132,Primeira Liga
66,Celton Biai,POR,GK,Vitória,21,2000,5.0,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.20,0.00,100.0,https://fbref.com/en/players/545599ea/Celton-Biai,545599ea,Primeira Liga
67,Pedro Bicalho,BRA,"MF,FW",Santa Clara,21,2001,2.1,0.00,0.00,0.00,1.90,0.95,0.00,0.95,2.38,1.43,0.00,0.00,0.00,5.24,0.95,0.48,66.7,https://fbref.com/en/players/f35cb8a4/Pedro-Bicalho,f35cb8a4,Primeira Liga
68,Emmanuel Boateng,GHA,"FW,MF",Rio Ave,26,1996,20.7,0.24,0.00,0.00,1.84,2.27,0.87,0.24,0.19,0.29,0.10,0.00,0.00,2.66,2.61,3.33,43.9,https://fbref.com/en/players/2e23c66b/Emmanuel-Boateng,2e23c66b,Primeira Liga
69,Kennedy Boateng,TOG,DF,Santa Clara,25,1996,25.7,0.23,0.04,0.00,1.01,0.47,0.08,0.00,1.32,1.17,0.00,0.00,0.04,5.53,3.54,1.56,69.5,https://fbref.com/en/players/8ac5a646/Kennedy-Boateng,8ac5a646,Primeira Liga
70,Victor Bobsin,BRA,MF,Santa Clara,22,2000,17.9,0.45,0.00,0.00,1.96,0.84,0.00,0.34,1.34,1.06,0.00,0.00,0.00,7.49,1.34,1.17,53.3,https://fbref.com/en/players/572a8297/Victor-Bobsin,572a8297,Primeira Liga
71,Bolgado,BRA,DF,Casa Pia,23,1998,5.4,0.56,0.00,0.00,1.48,0.37,0.00,0.19,1.67,1.11,0.00,0.37,0.00,4.81,3.15,1.85,63.0,https://fbref.com/en/players/b58b9c34/Bolgado,b58b9c34,Primeira Liga
72,Kiko Bondoso,POR,"FW,MF",Vizela,26,1995,31.6,0.06,0.00,0.00,0.41,1.71,0.19,1.23,0.38,0.66,0.00,0.00,0.00,5.16,0.32,1.52,17.2,https://fbref.com/en/players/eb60757f/Kiko-Bondoso,eb60757f,Primeira Liga
73,Eduardo Borges,POR,MF,Chaves,22,2000,0.4,0.00,0.00,0.00,0.00,2.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10.0,2.50,0.00,100.0,https://fbref.com/en/players/48e49a24/Eduardo-Borges,48e49a24,Primeira Liga
74,Gonçalo Borges,POR,"FW,MF",Porto,21,2001,1.3,0.00,0.00,0.00,2.31,1.54,0.77,10.8,0.00,2.31,0.00,0.00,0.00,6.92,0.77,0.00,100.0,https://fbref.com/en/players/4d1c4a5d/Goncalo-Borges,4d1c4a5d,Primeira Liga
75,Cristian Borja,COL,DF,Braga,29,1993,7.6,0.13,0.00,0.00,1.32,1.58,0.00,3.16,1.45,1.84,0.00,0.00,0.00,4.74,0.79,1.45,35.3,https://fbref.com/en/players/9d7d5334/Cristian-Borja,9d7d5334,Primeira Liga
76,Róbert Boženík,SVK,FW,Boavista,22,1999,10.8,0.46,0.00,0.00,1.85,1.67,1.02,0.09,0.00,0.28,0.00,0.00,0.00,1.85,1.20,3.15,27.7,https://fbref.com/en/players/ba6cf633/Robert-Bozenik,ba6cf633,Primeira Liga
77,Rafael Bracalli,BRA,GK,Boavista,41,1981,28.0,0.07,0.00,0.00,0.00,0.25,0.00,0.00,0.07,0.04,0.00,0.00,0.00,1.43,0.25,0.07,77.8,https://fbref.com/en/players/5f7d2dfe/Rafael-Bracalli,5f7d2dfe,Primeira Liga
78,Pedro Brazão,POR,"MF,FW",Famalicão,19,2002,3.4,0.00,0.00,0.00,2.06,0.88,0.29,0.29,0.29,0.59,0.00,0.00,0.00,4.41,0.59,0.88,40.0,https://fbref.com/en/players/0589c701/Pedro-Brazao,0589c701,Primeira Liga
79,Yan Brice Eteki,CMR,MF,Casa Pia,24,1997,6.6,0.61,0.00,0.00,2.88,4.55,0.00,0.15,0.91,1.67,0.00,0.15,0.00,8.03,0.30,1.36,18.2,https://fbref.com/en/players/3d688b46/Yan-Brice-Eteki,3d688b46,Primeira Liga
80,Rafael Brito,POR,"MF,DF",Marítimo,20,2002,7.1,0.85,0.00,0.00,2.54,1.97,0.00,0.70,1.41,1.55,0.00,0.00,0.00,5.21,1.41,1.41,50.0,https://fbref.com/en/players/447390cc/Rafael-Brito,447390cc,Primeira Liga
81,John Brooks,USA,"MF,DF",Benfica,29,1993,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,50.0,https://fbref.com/en/players/e27da244/John-Brooks,e27da244,Primeira Liga
82,Bruma,POR,"MF,FW",Braga,27,1994,11.3,0.27,0.00,0.00,0.80,1.06,0.35,0.88,0.71,1.33,0.00,0.00,0.00,5.49,0.09,0.53,14.3,https://fbref.com/en/players/5caa62a7/Bruma,5caa62a7,Primeira Liga
83,Bruninho,BRA,FW,Arouca,23,1999,2.5,0.40,0.00,0.00,4.00,2.40,2.40,0.40,1.60,0.80,0.00,0.00,0.00,4.40,6.40,8.80,42.1,https://fbref.com/en/players/6d31b1da/Bruninho,6d31b1da,Primeira Liga
84,Matheus Bueno,BRA,MF,Gil Vicente FC,24,1998,6.2,0.16,0.00,0.00,1.45,2.26,0.00,1.61,0.97,0.81,0.00,0.00,0.00,6.77,0.48,0.16,75.0,https://fbref.com/en/players/e90ec8d0/Matheus-Bueno,e90ec8d0,Primeira Liga
85,André Bukia,COD,"FW,MF",Arouca,27,1995,11.4,0.18,0.00,0.00,1.14,2.89,0.09,1.14,0.35,0.53,0.00,0.00,0.00,6.84,0.00,1.14,0.0,https://fbref.com/en/players/f9a92ea5/Andre-Bukia,f9a92ea5,Primeira Liga
86,Fabijan Buntić,CRO,GK,Vizela,25,1997,33.0,0.09,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.27,0.09,75.0,https://fbref.com/en/players/f566b29e/Fabijan-Buntic,f566b29e,Primeira Liga
87,Oriol Busquets,ESP,MF,Arouca,23,1999,12.9,0.00,0.00,0.00,1.16,0.47,0.00,0.08,1.24,1.09,0.00,0.00,0.00,5.89,0.54,0.70,43.8,https://fbref.com/en/players/49712367/Oriol-Busquets,49712367,Primeira Liga
88,Adrián Butzke,ESP,FW,Paços,23,1999,14.8,0.20,0.07,0.07,1.28,1.22,0.27,0.27,0.20,0.41,0.07,0.00,0.00,2.23,4.53,4.12,52.3,https://fbref.com/en/players/505dce2b/Adrian-Butzke,505dce2b,Primeira Liga
89,Jovane Cabral,CPV,MF,Sporting CP,24,1998,0.6,1.67,0.00,0.00,5.00,5.00,1.67,6.67,0.00,1.67,0.00,0.00,0.00,10.0,0.00,5.00,0.0,https://fbref.com/en/players/e34e086c/Jovane-Cabral,e34e086c,Primeira Liga
90,Paulo Henrique Rodrigues Cabral,POR,DF,Santa Clara,25,1996,15.9,0.50,0.06,0.06,2.20,1.19,0.06,2.14,1.13,1.13,0.00,0.00,0.00,3.52,2.83,1.32,68.2,https://fbref.com/en/players/750e1b50/Paulo-Henrique-Rodrigues-Cabral,750e1b50,Primeira Liga
91,Jhonder Cádiz,VEN,FW,Famalicão,27,1995,14.7,0.00,0.07,0.00,0.95,2.38,1.16,0.61,0.20,0.34,0.07,0.00,0.00,1.70,4.90,3.27,60.0,https://fbref.com/en/players/e8edfdc9/Jhonder-Cadiz,e8edfdc9,Primeira Liga
92,Diogo Calila,POR,"DF,MF",Santa Clara,23,1998,7.2,0.42,0.00,0.00,2.92,2.08,0.14,3.33,1.25,1.39,0.00,0.14,0.00,6.94,0.28,0.83,25.0,https://fbref.com/en/players/32044ced/Diogo-Calila,32044ced,Primeira Liga
93,Ibrahima Camará,GUI,MF,Boavista,23,1999,11.5,0.26,0.09,0.00,1.04,1.04,0.17,2.26,0.70,1.13,0.00,0.00,0.00,5.83,1.39,2.09,40.0,https://fbref.com/en/players/922f894e/Ibrahima-Camara,922f894e,Primeira Liga
94,Francis Cann,GHA,FW,Vizela,24,1998,0.4,0.00,0.00,0.00,2.50,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,25.0,0.00,7.50,0.0,https://fbref.com/en/players/b182800f/Francis-Cann,b182800f,Primeira Liga
95,Reggie Cannon,USA,DF,Boavista,24,1998,25.7,0.43,0.08,0.08,1.83,0.58,0.00,0.35,2.30,1.13,0.00,0.00,0.04,4.63,0.86,1.09,44.0,https://fbref.com/en/players/ad9ffc7e/Reggie-Cannon,ad9ffc7e,Primeira Liga
96,Fábio Cardoso,POR,DF,Porto,28,1994,13.7,0.29,0.00,0.00,0.73,0.36,0.00,0.15,0.88,0.22,0.00,0.00,0.00,4.67,2.26,1.02,68.9,https://fbref.com/en/players/4a5839fa/Fabio-Cardoso,4a5839fa,Primeira Liga
97,Felippe Cardoso,BRA,FW,Casa Pia,23,1998,5.6,0.71,0.18,0.18,3.21,1.79,0.71,0.18,0.36,0.18,0.18,0.00,0.00,2.68,2.32,3.21,41.9,https://fbref.com/en/players/7a2bbdf3/Felippe-Cardoso,7a2bbdf3,Primeira Liga
