Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
15,Brian Aguirre,ARG,FW,Newell's OB,19,2003,14.8,1.01,0.47,0.54,0.34,0.14,0.41,1.28,31.6,0.88,0.61,0.00,0.61,0.14,1.15,0.07,0.00,https://fbref.com/en/players/edfebd8d/Brian-Aguirre,edfebd8d,Argentina Liga Profesional
16,Jorge Agustín Rodríguez,ARG,"MF,DF",Estudiantes,27,1995,25.8,2.67,1.51,0.93,1.67,0.08,1.16,2.33,50.0,1.16,1.36,0.39,0.97,1.05,3.72,2.75,0.08,https://fbref.com/en/players/ac30468d/Jorge-Agustin-Rodriguez,ac30468d,Argentina Liga Profesional
17,Gabriel Alanís,ARG,"FW,MF",Defensa y Just,28,1994,13.1,1.83,1.22,0.99,0.53,0.31,0.69,2.06,33.3,1.37,1.07,0.15,0.92,0.46,2.29,1.30,0.00,https://fbref.com/en/players/d9ebfcfa/Gabriel-Alanis,d9ebfcfa,Argentina Liga Profesional
18,Maximiliano Alanís,ARG,DF,Tucumán,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8dde0ea0/Maximiliano-Alanis,8dde0ea0,Argentina Liga Profesional
19,Fernando Alarcón,ARG,DF,Instituto Atlético Central Córdoba,28,1994,26.0,1.81,1.12,1.19,0.58,0.04,1.15,1.73,66.7,0.58,1.15,0.54,0.62,1.04,2.85,5.38,0.04,https://fbref.com/en/players/b4c8e4c5/Fernando-Alarcon,b4c8e4c5,Argentina Liga Profesional
20,Lucas Albertengo,ARG,"FW,MF",Instituto Atlético Central Córdoba,32,1991,2.4,2.92,2.08,1.25,1.25,0.42,0.42,0.83,50.0,0.42,0.00,0.00,0.00,0.00,2.92,1.25,0.00,https://fbref.com/en/players/383659ff/Lucas-Albertengo,383659ff,Argentina Liga Profesional
21,Brahian Alemán,URU,MF,Banfield,33,1989,20.7,1.93,1.06,0.77,0.92,0.24,0.87,1.88,46.2,1.01,1.11,0.19,0.92,0.87,2.80,1.21,0.00,https://fbref.com/en/players/32a7d080/Brahian-Aleman,32a7d080,Argentina Liga Profesional
22,Brian Alexis Leizza,ARG,DF,Tigre,22,2000,8.8,1.70,1.02,1.36,0.23,0.11,1.02,1.14,90.0,0.11,0.91,0.34,0.57,1.70,3.41,4.09,0.00,https://fbref.com/en/players/0b35bd75/Brian-Alexis-Leizza,0b35bd75,Argentina Liga Profesional
23,Franco Alfonso,ARG,"FW,MF",River Plate,20,2002,0.9,2.22,1.11,0.00,1.11,1.11,1.11,2.22,50.0,1.11,3.33,0.00,3.33,0.00,2.22,0.00,0.00,https://fbref.com/en/players/4a0383c0/Franco-Alfonso,4a0383c0,Argentina Liga Profesional
24,Rodrigo Aliendro,ARG,MF,River Plate,31,1991,18.0,2.56,2.00,0.61,1.72,0.22,1.22,3.50,34.9,2.28,1.94,0.28,1.67,0.94,3.50,0.89,0.06,https://fbref.com/en/players/8b259046/Rodrigo-Aliendro,8b259046,Argentina Liga Profesional
25,Tadeo Allende,ARG,"FW,MF",Godoy Cruz,23,1999,18.2,1.54,1.10,0.55,0.66,0.33,0.93,2.20,42.5,1.26,0.71,0.05,0.66,0.49,2.03,0.49,0.00,https://fbref.com/en/players/75a66bed/Tadeo-Allende,75a66bed,Argentina Liga Profesional
26,Agustín Alonso,,MF,Platense,,,2.6,,1.15,,,,,,,,,,,0.38,,,,https://fbref.com/en/players/ead5824a/Agustin-Alonso,ead5824a,Argentina Liga Profesional
27,Facundo Altamira,,GK,Godoy Cruz,,,0.2,,0.00,,,,,,,,,,,0.00,,,,https://fbref.com/en/players/5bf873f8/Facundo-Altamira,5bf873f8,Argentina Liga Profesional
28,Facundo Altamirano,ARG,GK,San Lorenzo,26,1996,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.0,0.20,0.00,0.00,0.00,0.00,0.00,0.40,0.00,https://fbref.com/en/players/84d5fd29/Facundo-Altamirano,84d5fd29,Argentina Liga Profesional
29,Fabio Álvarez,ARG,"MF,FW",Talleres,30,1993,0.7,4.29,2.86,1.43,2.86,0.00,0.00,1.43,0.0,1.43,0.00,0.00,0.00,1.43,5.71,0.00,0.00,https://fbref.com/en/players/2aae3ff2/Fabio-Alvarez,2aae3ff2,Argentina Liga Profesional
30,Francisco Álvarez,ARG,DF,Barracas Central,22,2000,25.0,1.64,0.76,1.32,0.32,0.00,0.96,1.56,61.5,0.60,1.20,0.44,0.76,1.84,3.48,4.84,0.04,https://fbref.com/en/players/1990d38d/Francisco-Alvarez,1990d38d,Argentina Liga Profesional
31,Juan Álvarez,ARG,"MF,FW",Colón,26,1996,15.2,1.25,0.72,0.53,0.39,0.33,0.86,2.50,34.2,1.64,1.38,0.07,1.32,1.25,2.50,0.86,0.00,https://fbref.com/en/players/4c50934e/Juan-Alvarez,4c50934e,Argentina Liga Profesional
32,Maximiliano Álvez,ARG,FW,Talleres,19,2003,2.0,1.50,0.50,1.00,0.50,0.00,0.00,1.00,0.0,1.00,0.50,0.50,0.00,0.00,1.50,1.00,0.00,https://fbref.com/en/players/4d09da09/Maximiliano-Alvez,4d09da09,Argentina Liga Profesional
33,Juan Andrada,ARG,MF,Godoy Cruz,28,1995,6.8,1.76,0.59,0.29,1.32,0.15,1.18,2.35,50.0,1.18,1.47,0.44,1.03,1.91,3.68,1.18,0.00,https://fbref.com/en/players/af9d0aea/Juan-Andrada,af9d0aea,Argentina Liga Profesional
34,Mariano Andújar,ARG,GK,Estudiantes,39,1983,25.0,0.04,0.04,0.04,0.00,0.00,0.04,0.08,50.0,0.04,0.00,0.00,0.00,0.08,0.12,0.08,0.00,https://fbref.com/en/players/609cd867/Mariano-Andujar,609cd867,Argentina Liga Profesional
35,Miguel Ángel Torrén,ARG,DF,Argentinos Jun,34,1988,13.8,1.09,0.80,0.80,0.22,0.07,0.72,1.01,71.4,0.29,1.09,0.65,0.43,0.94,2.03,3.84,0.00,https://fbref.com/en/players/c6549bd1/Miguel-Angel-Torren,c6549bd1,Argentina Liga Profesional
36,Aaron Anselmino,ARG,DF,Boca Juniors,17,2005,0.5,4.00,2.00,2.00,2.00,0.00,4.00,4.00,100.0,0.00,0.00,0.00,0.00,2.00,6.00,4.00,0.00,https://fbref.com/en/players/1d87670e/Aaron-Anselmino,1d87670e,Argentina Liga Profesional
37,Dylan Aquino,ARG,"FW,MF",Lanús,17,2005,0.1,20.0,10.0,0.00,20.0,0.00,10.0,10.0,100.0,0.00,10.0,0.00,10.0,10.0,30.0,0.00,0.00,https://fbref.com/en/players/dababecf/Dylan-Aquino,dababecf,Argentina Liga Profesional
38,Pablo Aranda,ARG,DF,Lanús,21,2001,1.0,2.00,1.00,1.00,0.00,1.00,2.00,5.00,40.0,3.00,2.00,0.00,2.00,2.00,4.00,0.00,0.00,https://fbref.com/en/players/eb6e8325/Pablo-Aranda,eb6e8325,Argentina Liga Profesional
39,Carlos Arce,ARG,MF,Barracas Central,32,1990,16.5,3.09,2.00,1.27,1.64,0.18,1.64,2.85,57.4,1.21,2.12,0.42,1.70,0.97,4.06,2.73,0.00,https://fbref.com/en/players/4c49e1f1/Carlos-Arce,4c49e1f1,Argentina Liga Profesional
40,Ignacio Arce,ARG,GK,Platense,30,1992,5.0,,0.00,,,,,,,,,,,0.00,,,,https://fbref.com/en/players/707fcc63/Ignacio-Arce,707fcc63,Argentina Liga Profesional
41,Lucas Arce,ARG,DF,Godoy Cruz,25,1997,23.3,2.19,1.33,1.12,0.94,0.13,1.50,3.00,50.0,1.50,1.29,0.17,1.12,1.12,3.30,3.13,0.00,https://fbref.com/en/players/00345a70/Lucas-Arce,00345a70,Argentina Liga Profesional
42,Gabriel Arias,CHI,GK,Racing Club,35,1987,23.7,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.08,0.00,0.08,0.00,0.00,0.34,0.04,https://fbref.com/en/players/9f9cbfca/Gabriel-Arias,9f9cbfca,Argentina Liga Profesional
43,Joaquín Ariel Novillo,ARG,DF,CA Huracán,24,1998,16.7,1.02,0.42,0.54,0.48,0.00,0.66,1.26,52.4,0.60,0.96,0.48,0.48,1.26,2.28,3.23,0.06,https://fbref.com/en/players/af36c6d0/Joaquin-Ariel-Novillo,af36c6d0,Argentina Liga Profesional
44,Franco Armani,ARG,GK,River Plate,36,1986,26.0,0.08,0.08,0.08,0.00,0.00,0.08,0.08,100.0,0.00,0.00,0.00,0.00,0.00,0.08,0.19,0.00,https://fbref.com/en/players/b3e42951/Franco-Armani,b3e42951,Argentina Liga Profesional
45,Blas Armoa,PAR,"FW,MF",Tigre,22,2000,15.9,0.75,0.50,0.31,0.25,0.19,0.19,0.75,25.0,0.57,0.69,0.06,0.63,0.69,1.45,0.19,0.00,https://fbref.com/en/players/c0d97f5c/Blas-Armoa,c0d97f5c,Argentina Liga Profesional
46,Carlos Arrua,PAR,MF,Colón,25,1997,11.2,1.61,0.89,0.45,0.98,0.18,0.63,2.50,25.0,1.88,1.07,0.00,1.07,0.45,2.05,0.18,0.00,https://fbref.com/en/players/1c86f480/Carlos-Arrua,1c86f480,Argentina Liga Profesional
47,Santiago Ascacíbar,ARG,MF,Estudiantes,25,1997,24.3,2.92,1.73,1.11,1.48,0.33,1.32,3.79,34.8,2.47,1.93,0.21,1.73,1.44,4.36,0.99,0.00,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar,e26fcca3,Argentina Liga Profesional
48,Gonzalo Asis,ARG,DF,Platense,26,1996,4.8,2.92,1.46,2.92,0.00,0.00,2.08,4.58,45.5,2.50,2.29,0.42,1.88,1.67,4.58,2.50,0.00,https://fbref.com/en/players/3ac051f5/Gonzalo-Asis,3ac051f5,Argentina Liga Profesional
49,Rodrigo Atencio,ARG,"MF,FW",Independiente,20,2002,1.0,3.00,2.00,2.00,1.00,0.00,2.00,5.00,40.0,3.00,2.00,0.00,2.00,0.00,3.00,0.00,0.00,https://fbref.com/en/players/5540acb4/Rodrigo-Atencio,5540acb4,Argentina Liga Profesional
50,Axel Atum,ARG,"FW,MF",Estudiantes,17,2006,0.4,2.50,2.50,2.50,0.00,0.00,2.50,2.50,100.0,0.00,0.00,0.00,0.00,2.50,5.00,0.00,0.00,https://fbref.com/en/players/bfd8b7c6/Axel-Atum,bfd8b7c6,Argentina Liga Profesional
51,Julián Aude,ARG,DF,Lanús,19,2003,1.6,1.88,1.25,0.00,1.25,0.63,0.63,1.88,33.3,1.25,3.13,0.00,3.13,0.63,2.50,3.13,0.00,https://fbref.com/en/players/4223d7bb/Julian-Aude,4223d7bb,Argentina Liga Profesional
52,Luciano Aued,ARG,MF,CA Unión,35,1987,11.3,2.30,1.59,0.80,1.15,0.35,1.42,2.21,64.0,0.80,1.06,0.18,0.88,1.06,3.36,1.15,0.00,https://fbref.com/en/players/c877f303/Luciano-Aued,c877f303,Argentina Liga Profesional
53,Gabriel Ávalos,PAR,FW,Argentinos Jun,32,1990,19.7,0.36,0.20,0.00,0.15,0.20,0.10,0.46,22.2,0.36,0.46,0.05,0.41,0.15,0.51,0.61,0.00,https://fbref.com/en/players/b6781b67/Gabriel-Avalos,b6781b67,Argentina Liga Profesional
54,Tomás Avilés,ARG,"DF,MF",Racing Club,18,2004,7.6,3.95,2.76,2.37,1.32,0.26,1.45,3.68,39.3,2.24,1.97,0.66,1.32,2.24,6.18,3.42,0.00,https://fbref.com/en/players/f51b9ae1/Tomas-Aviles,f51b9ae1,Argentina Liga Profesional
55,Tomás Badaloni,ARG,FW,Tigre,22,2000,7.5,0.27,0.00,0.13,0.00,0.13,0.13,0.80,16.7,0.67,0.53,0.13,0.40,0.40,0.67,0.53,0.00,https://fbref.com/en/players/d3a444aa/Tomas-Badaloni,d3a444aa,Argentina Liga Profesional
56,Cristian Báez,PAR,DF,Independiente,32,1990,22.5,1.47,0.80,0.98,0.40,0.09,0.71,0.98,72.7,0.27,0.84,0.49,0.36,1.51,2.98,4.27,0.00,https://fbref.com/en/players/56d59ae0/Cristian-Baez,56d59ae0,Argentina Liga Profesional
57,Franco Baldassarra,ARG,"MF,FW",Platense,24,1998,11.5,1.83,1.04,0.96,0.70,0.17,1.04,2.87,36.4,1.83,1.91,0.09,1.83,0.35,2.17,0.70,0.00,https://fbref.com/en/players/f559d2d7/Franco-Baldassarra,f559d2d7,Argentina Liga Profesional
58,Guillermo Balzi,ARG,"MF,FW",Newell's OB,21,2001,2.1,3.81,3.33,0.48,3.33,0.00,1.90,2.38,80.0,0.48,0.48,0.00,0.48,1.43,5.24,0.00,0.00,https://fbref.com/en/players/60194b77/Guillermo-Balzi,60194b77,Argentina Liga Profesional
59,Tiago Banega,ARG,MF,Arsenal,23,1999,10.9,3.12,2.20,0.64,2.39,0.09,0.55,2.57,21.4,2.02,1.83,0.37,1.47,1.01,4.13,0.83,0.00,https://fbref.com/en/players/b8131112/Tiago-Banega,b8131112,Argentina Liga Profesional
60,David Barbona,ARG,"MF,FW",Defensa y Just,27,1995,16.9,1.36,0.95,0.18,1.01,0.18,0.71,1.24,57.1,0.53,1.18,0.00,1.18,0.41,1.78,0.83,0.00,https://fbref.com/en/players/62eef061/David-Barbona,62eef061,Argentina Liga Profesional
61,Mateo Barcia,URU,"DF,MF",Independiente,21,2001,18.0,3.94,2.78,1.89,1.78,0.28,1.28,3.11,41.1,1.83,1.33,0.17,1.17,1.06,5.00,1.89,0.00,https://fbref.com/en/players/a35ee3a5/Mateo-Barcia,a35ee3a5,Argentina Liga Profesional
62,Ezequiel Barco,ARG,"FW,MF",River Plate,23,1999,16.7,0.48,0.36,0.12,0.18,0.18,0.30,1.38,21.7,1.08,1.08,0.12,0.96,0.24,0.72,0.18,0.00,https://fbref.com/en/players/7fa737c4/Ezequiel-Barco,7fa737c4,Argentina Liga Profesional
63,Valentín Barco,ARG,"DF,FW",Boca Juniors,18,2004,9.2,2.07,1.63,0.98,0.87,0.22,0.76,1.85,41.2,1.09,0.76,0.11,0.65,0.87,2.93,0.98,0.11,https://fbref.com/en/players/b9f282ec/Valentin-Barco,b9f282ec,Argentina Liga Profesional
64,Adam Bareiro,PAR,FW,San Lorenzo,26,1996,19.5,1.23,0.72,0.10,0.82,0.31,0.46,1.49,31.0,1.03,0.67,0.00,0.67,0.10,1.33,1.03,0.00,https://fbref.com/en/players/afb7f0ea/Adam-Bareiro,afb7f0ea,Argentina Liga Profesional
65,Juan Barinaga,ARG,DF,Club Atlético Belgrano,22,2000,13.7,3.07,2.04,2.04,0.88,0.15,2.04,3.21,63.6,1.17,1.17,0.15,1.02,1.39,4.45,2.19,0.00,https://fbref.com/en/players/6bdb7078/Juan-Barinaga,6bdb7078,Argentina Liga Profesional
66,Daniel Barrea,ARG,FW,Club Atlético Belgrano,21,2001,2.1,0.00,0.00,0.00,0.00,0.00,0.00,2.38,0.0,2.38,0.95,0.00,0.95,0.48,0.48,0.48,0.00,https://fbref.com/en/players/5bf6b9f3/Daniel-Barrea,5bf6b9f3,Argentina Liga Profesional
67,Diego Barrera,ARG,FW,Talleres,18,2004,1.4,4.29,2.86,1.43,2.14,0.71,2.14,3.57,60.0,1.43,3.57,0.00,3.57,0.71,5.00,0.71,0.00,https://fbref.com/en/players/3ad28381/Diego-Barrera,3ad28381,Argentina Liga Profesional
68,Sergio Barreto,ARG,DF,Independiente,23,1999,12.9,1.71,1.32,1.01,0.70,0.00,1.09,1.71,63.6,0.62,1.71,0.70,1.01,1.71,3.41,4.11,0.23,https://fbref.com/en/players/0c14329b/Sergio-Barreto,0c14329b,Argentina Liga Profesional
69,Nicolás Barrientos,ARG,"MF,FW",Instituto Atlético Central Córdoba,27,1995,1.2,1.67,1.67,0.00,1.67,0.00,0.83,0.83,100.0,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,https://fbref.com/en/players/189d9c64/Nicolas-Barrientos,189d9c64,Argentina Liga Profesional
70,Nahuel Barrios,ARG,"MF,FW",San Lorenzo,24,1998,18.8,1.22,0.80,0.43,0.80,0.00,0.64,1.86,34.3,1.22,0.85,0.16,0.69,0.43,1.65,0.11,0.00,https://fbref.com/en/players/b2fabf7e/Nahuel-Barrios,b2fabf7e,Argentina Liga Profesional
71,Pier Barrios,ARG,DF,Godoy Cruz,32,1990,23.1,1.43,0.78,1.13,0.26,0.04,0.91,1.60,56.8,0.69,1.21,0.43,0.78,0.74,2.16,3.38,0.00,https://fbref.com/en/players/f910551d/Pier-Barrios,f910551d,Argentina Liga Profesional
72,Bautista Barros Schelotto,ARG,DF,Gimnasia ELP,23,2000,12.7,2.28,1.57,1.57,0.63,0.08,1.42,2.36,60.0,0.94,0.31,0.00,0.31,0.71,2.99,2.91,0.00,https://fbref.com/en/players/ab935d6a/Bautista-Barros-Schelotto,ab935d6a,Argentina Liga Profesional
73,Augusto Batalla,ARG,GK,San Lorenzo,26,1996,22.0,0.05,0.05,0.05,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.00,https://fbref.com/en/players/fc627681/Augusto-Batalla,fc627681,Argentina Liga Profesional
74,Jonathan Bay,ARG,DF,Instituto Atlético Central Córdoba,29,1993,4.7,2.55,1.06,1.49,0.85,0.21,1.70,2.55,66.7,0.85,1.06,0.21,0.85,1.49,4.04,1.91,0.21,https://fbref.com/en/players/663d052d/Jonathan-Bay,663d052d,Argentina Liga Profesional
75,Matías Bazzo,ARG,DF,Gimnasia ELP,21,2001,3.4,,1.18,,,,,,,,,,,1.18,,,,https://fbref.com/en/players/1deae46c/Matias-Bazzo,1deae46c,Argentina Liga Profesional
76,Tomás Belmonte,ARG,MF,Lanús,24,1998,21.0,2.19,1.14,0.86,1.19,0.14,1.00,2.38,42.0,1.38,1.57,0.48,1.10,1.86,4.05,3.14,0.00,https://fbref.com/en/players/9928bf1a/Tomas-Belmonte,9928bf1a,Argentina Liga Profesional
77,Lucas Beltrán,ARG,FW,River Plate,21,2001,15.2,1.12,0.86,0.07,0.66,0.39,0.26,1.05,25.0,0.79,1.38,0.13,1.25,0.26,1.38,0.33,0.00,https://fbref.com/en/players/482d2bc3/Lucas-Beltran,482d2bc3,Argentina Liga Profesional
78,Gastón Benavídez,ARG,DF,Talleres,27,1995,26.0,2.42,1.73,1.50,0.73,0.19,1.38,2.65,52.2,1.27,1.35,0.31,1.04,1.00,3.42,2.58,0.00,https://fbref.com/en/players/adc19df2/Gaston-Benavidez,adc19df2,Argentina Liga Profesional
79,Gastón Benedetti,ARG,"DF,FW",Estudiantes,21,2001,15.6,2.56,1.73,1.35,1.03,0.19,1.28,2.63,48.8,1.35,1.15,0.19,0.96,1.41,3.97,2.12,0.00,https://fbref.com/en/players/58a19703/Gaston-Benedetti,58a19703,Argentina Liga Profesional
80,Darío Benedetto,ARG,FW,Boca Juniors,32,1990,9.9,0.30,0.00,0.00,0.20,0.10,0.10,0.71,14.3,0.61,0.61,0.10,0.51,0.10,0.40,0.40,0.00,https://fbref.com/en/players/bef0a7ac/Dario-Benedetto,bef0a7ac,Argentina Liga Profesional
81,Ángel Benítez,PAR,MF,Defensa y Just,27,1996,0.9,3.33,2.22,2.22,1.11,0.00,3.33,7.78,42.9,4.44,1.11,0.00,1.11,1.11,4.44,3.33,0.00,https://fbref.com/en/players/cbceba4f/Angel-Benitez,cbceba4f,Argentina Liga Profesional
82,Guillermo Benítez,ARG,DF,CA Huracán,29,1993,21.9,2.74,1.64,1.28,1.23,0.23,1.19,2.47,48.1,1.28,1.46,0.23,1.23,1.19,3.93,2.19,0.05,https://fbref.com/en/players/5a149253/Guillermo-Benitez,5a149253,Argentina Liga Profesional
83,Jorge Benítez,PAR,FW,Colón,30,1992,8.0,1.25,0.88,0.25,0.75,0.25,0.25,1.75,14.3,1.50,1.00,0.13,0.88,0.25,1.50,1.25,0.00,https://fbref.com/en/players/f580b8e7/Jorge-Benitez,f580b8e7,Argentina Liga Profesional
84,Marcelo Benitez,ARG,DF,CC Córdoba,32,1991,14.8,1.76,0.88,0.88,0.74,0.14,0.74,2.03,36.7,1.28,0.74,0.07,0.68,1.76,3.51,3.04,0.07,https://fbref.com/en/players/6b6c72ac/Marcelo-Benitez,6b6c72ac,Argentina Liga Profesional
85,Marcos Benítez,ARG,"MF,FW",Barracas Central,21,2001,6.6,1.67,0.91,0.61,0.61,0.45,0.91,2.12,42.9,1.21,0.45,0.00,0.45,0.61,2.27,0.76,0.00,https://fbref.com/en/players/9f290743/Marcos-Benitez,9f290743,Argentina Liga Profesional
86,Nicolás Bertolo,ARG,MF,Banfield,37,1986,2.0,1.00,1.00,0.50,0.50,0.00,0.00,0.00,,0.00,0.50,0.00,0.50,0.00,1.00,0.50,0.00,https://fbref.com/en/players/089f82b2/Nicolas-Bertolo,089f82b2,Argentina Liga Profesional
87,Lucas Besozzi,ARG,"MF,FW",CC Córdoba,20,2003,17.7,1.36,0.85,0.45,0.79,0.11,0.40,1.02,38.9,0.62,1.07,0.00,1.07,0.51,1.86,0.17,0.00,https://fbref.com/en/players/d8dcc840/Lucas-Besozzi,d8dcc840,Argentina Liga Profesional
88,Gonzalo Bettini,ARG,"DF,MF",Sarmiento,30,1992,20.7,2.71,1.59,1.69,0.87,0.14,1.26,2.80,44.8,1.55,1.26,0.34,0.92,1.40,4.11,2.66,0.00,https://fbref.com/en/players/485a6d78/Gonzalo-Bettini,485a6d78,Argentina Liga Profesional
89,Bruno Bianchi,ARG,DF,Tucumán,33,1989,24.0,1.92,1.08,1.54,0.33,0.04,1.04,1.63,64.1,0.58,1.42,1.00,0.42,1.33,3.25,5.46,0.00,https://fbref.com/en/players/733d2db2/Bruno-Bianchi,733d2db2,Argentina Liga Profesional
90,Octavio Bianchi,ARG,"FW,MF",Rosario Cent,27,1995,3.8,1.32,0.53,0.26,0.53,0.53,0.53,1.05,50.0,0.53,1.05,0.00,1.05,0.00,1.32,1.84,0.00,https://fbref.com/en/players/d797920d/Octavio-Bianchi,d797920d,Argentina Liga Profesional
91,Garrido Bigolin,ARG,MF,Instituto Atlético Central Córdoba,25,1997,2.4,,0.83,,,,,,,,,,,0.83,,,,https://fbref.com/en/players/0a7aba6f/Garrido-Bigolin,0a7aba6f,Argentina Liga Profesional
92,Juan Bisanz,ARG,"MF,FW",Banfield,21,2001,22.5,1.02,1.11,0.36,0.40,0.27,0.53,1.33,40.0,0.80,1.33,0.09,1.24,0.58,1.60,0.13,0.00,https://fbref.com/en/players/7a012117/Juan-Bisanz,7a012117,Argentina Liga Profesional
93,Mariano Bíttolo,ARG,"DF,MF",Argentinos Jun,32,1990,3.9,1.03,0.77,0.77,0.26,0.00,0.77,3.33,23.1,2.56,1.03,0.00,1.03,0.51,1.54,2.82,0.00,https://fbref.com/en/players/61120693/Mariano-Bittolo,61120693,Argentina Liga Profesional
94,Nicolás Blandi,ARG,FW,San Lorenzo,33,1990,3.0,0.67,0.33,0.00,0.67,0.00,0.00,0.67,0.0,0.67,1.00,0.33,0.67,0.00,0.67,0.67,0.00,https://fbref.com/en/players/b4519dd4/Nicolas-Blandi,b4519dd4,Argentina Liga Profesional
