Rk,Player,Nation,Pos,Squad,Age,Born,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Player Link_,Player ID_,Competition
11,Vinicius Dias,BRA,GK,Gil Vicente FC,26-203,1997,2.0,3.00,0.00,0.50,0.50,0.00,1.90,0.35,-1.10,-1.10,2.50,8.00,31.3,17.0,4.00,26.5,32.7,8.50,41.2,38.2,17.5,0.50,2.9,0.00,0.00,6.8,https://fbref.com/en/players/1d33ef3f/Vinicius-Dias,1d33ef3f,Primeira Liga
12,João Gonçalves,POR,GK,Boavista,23-064,2000,16.0,1.88,0.19,0.00,0.06,0.06,1.79,0.32,-0.03,-0.03,3.19,10.9,29.1,16.9,3.88,39.5,35.1,9.25,45.9,37.9,15.4,0.56,3.7,0.50,0.50,11.6,https://fbref.com/en/players/8b8c0095/Joao-Goncalves,8b8c0095,Primeira Liga
13,Jhonatan,BRA,GK,Rio Ave,32-245,1991,9.0,1.33,0.11,0.00,0.22,0.11,1.18,0.29,-0.04,-0.04,3.11,12.4,25.0,24.8,4.67,32.7,35.4,7.33,59.1,49.6,15.6,1.00,6.4,0.89,0.89,12.2,https://fbref.com/en/players/52479cc2/Jhonatan,52479cc2,Primeira Liga
14,Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,22-359,2001,16.0,1.25,0.06,0.06,0.13,0.06,1.51,0.33,0.33,+0.33,4.19,10.4,40.4,26.4,6.25,27.2,31.1,6.69,47.7,41.0,14.0,1.56,11.2,1.75,1.75,15.2,https://fbref.com/en/players/d0530e29/Luiz-Lucio-Reis-Junior,d0530e29,Primeira Liga
15,Kewin,BRA,GK,Moreirense,28-075,1995,15.0,0.87,0.07,0.00,0.20,0.07,0.85,0.22,0.05,+0.05,8.07,18.0,44.8,28.4,4.07,43.7,37.6,8.60,65.1,49.0,17.8,1.20,6.7,0.73,0.73,11.9,https://fbref.com/en/players/aea1afc8/Kewin,aea1afc8,Primeira Liga
16,Daniel Leite,POR,GK,Estoril,25-172,1998,5.0,2.60,0.20,0.00,0.40,0.20,1.58,0.29,-0.82,-0.82,2.00,8.80,22.7,18.6,5.80,29.0,30.9,8.80,38.6,37.6,12.6,0.00,0.0,1.80,1.80,20.0,https://fbref.com/en/players/f7c68686/Daniel-Leite,f7c68686,Primeira Liga
17,Magrão,BRA,GK,Rio Ave,23-238,2000,7.0,1.71,0.14,0.00,0.43,0.00,1.69,0.35,-0.03,-0.03,3.00,9.14,32.8,24.0,6.14,23.8,29.8,7.71,44.4,38.8,11.1,0.43,3.8,1.00,1.00,16.1,https://fbref.com/en/players/4bc2a77c/Magrao,4bc2a77c,Primeira Liga
18,Matheus,BRA,GK,Braga,31-173,1992,16.0,1.44,0.13,0.06,0.19,0.00,1.28,0.30,-0.16,-0.16,5.00,13.2,37.9,28.9,4.69,34.1,32.9,7.69,43.1,36.3,12.1,0.56,4.7,1.81,1.81,18.3,https://fbref.com/en/players/ef3909cd/Matheus,ef3909cd,Primeira Liga
19,Kosuke Nakamura,JPN,GK,Portimonense,28-315,1995,2.0,1.00,0.00,0.00,0.00,0.00,1.05,0.42,0.05,+0.05,4.00,13.0,30.8,23.0,6.00,32.6,33.5,14.0,39.3,38.4,26.5,1.00,3.8,1.00,1.00,12.3,https://fbref.com/en/players/423daf87/Kosuke-Nakamura,423daf87,Primeira Liga
20,Rodrigo Nascimento,BRA,GK,Chaves,27-348,1996,4.0,2.25,0.00,0.00,0.00,0.00,1.95,0.32,-0.30,-0.31,6.50,17.0,38.2,24.3,6.25,48.5,38.6,6.25,84.0,55.7,13.3,2.00,15.1,0.00,0.00,10.1,https://fbref.com/en/players/8abb6799/Rodrigo-Nascimento,8abb6799,Primeira Liga
21,Wagner Santos,BRA,GK,Estrela,25-255,1998,4.7,0.85,0.00,0.00,0.43,0.00,0.85,0.34,0.00,0.00,3.62,10.9,33.3,31.3,7.87,20.4,29.9,8.51,52.5,43.7,17.2,1.28,7.4,2.13,2.09,14.9,https://fbref.com/en/players/35672141/Wagner-Santos,35672141,Primeira Liga
22,Vinicius Silvestre,BRA,GK,Portimonense,29-286,1994,14.0,2.43,0.21,0.00,0.29,0.21,2.09,0.34,-0.12,-0.12,6.57,16.4,40.2,22.7,3.93,45.3,38.3,10.1,59.9,43.3,19.4,1.14,5.9,0.43,0.43,9.9,https://fbref.com/en/players/1944518a/Vinicius-Silvestre,1944518a,Primeira Liga
23,Samuel Soares,POR,GK,Benfica,21-207,2002,3.0,0.67,0.00,0.33,0.00,0.00,0.73,0.24,0.07,+0.06,1.33,4.67,28.6,20.3,5.33,14.8,26.9,6.67,25.0,31.5,9.00,1.33,14.8,1.00,1.00,14.9,https://fbref.com/en/players/244ff834/Samuel-Soares,244ff834,Primeira Liga
24,Hugo Souza,BRA,GK,Chaves,24-342,1999,12.0,2.67,0.17,0.00,0.25,0.00,2.27,0.40,-0.40,-0.40,6.08,16.3,37.2,22.7,5.83,42.3,36.8,9.42,71.7,52.9,14.3,0.83,5.8,0.83,0.83,13.0,https://fbref.com/en/players/c02e5af1/Hugo-Souza,c02e5af1,Primeira Liga
25,Anatolii Trubin,UKR,GK,Benfica,22-160,2001,12.0,0.42,0.08,0.00,0.08,0.00,0.93,0.22,0.52,+0.52,2.33,6.83,34.1,19.7,3.50,22.0,27.5,7.75,32.3,31.7,12.0,0.58,4.9,0.75,0.75,12.7,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,41f0b196,Primeira Liga
26,Bruno Varela,CPV,GK,Vitória,29-065,1994,16.0,1.13,0.19,0.00,0.13,0.06,1.41,0.30,0.35,+0.35,7.13,14.9,47.9,22.8,3.44,43.4,37.9,7.75,64.5,47.2,14.1,0.69,4.9,1.06,1.06,14.3,https://fbref.com/en/players/2bea06e0/Bruno-Varela,2bea06e0,Primeira Liga
27,Ricardo Velho,POR,GK,Farense,25-141,1998,16.0,1.38,0.25,0.00,0.25,0.06,1.85,0.28,0.54,+0.54,5.63,20.6,27.3,20.7,3.50,57.7,44.0,11.7,74.3,54.9,22.5,1.13,5.0,0.50,0.50,10.5,https://fbref.com/en/players/23d16052/Ricardo-Velho,23d16052,Primeira Liga
28,Odisseas Vlachodimos,GRE,GK,Benfica,29-257,1994,1.0,3.00,1.00,0.00,0.00,0.00,2.70,0.56,-0.30,-0.25,3.00,6.00,50.0,15.0,2.00,26.7,29.3,5.00,40.0,35.4,11.0,1.00,9.1,1.00,1.00,16.3,https://fbref.com/en/players/03df04ff/Odisseas-Vlachodimos,03df04ff,Primeira Liga
