Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
416,Kevin Pina,CPV,MF,Chaves,24,1997,4.1,0.00,1.95,0.24,12.5,1.94,0.24,0.00,0.00,26.0,0.00,0.00,0.00,0.05,0.05,0.02,-0.05,-0.05,https://fbref.com/en/players/296026ae/Kevin-Pina,296026ae,Primeira Liga
417,Rodrigo Pinho,BRA,FW,Benfica,31,1991,0.5,0.00,4.00,0.00,0.0,3.91,0.00,0.00,,14.6,0.00,0.00,0.00,0.40,0.40,0.09,-0.40,-0.40,https://fbref.com/en/players/5db20508/Rodrigo-Pinho,5db20508,Primeira Liga
418,Dinis Pinto,POR,DF,Braga,21,2000,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a968014d/Dinis-Pinto,a968014d,Primeira Liga
419,Diogo Pinto,POR,"FW,MF",Casa Pia,23,1999,5.1,0.00,0.78,0.78,100.0,0.78,0.78,0.00,0.00,13.8,0.00,0.00,0.00,0.14,0.14,0.17,-0.14,-0.14,https://fbref.com/en/players/0912dd84/Diogo-Pinto,0912dd84,Primeira Liga
420,Rui Pires,POR,MF,Paços,24,1998,26.8,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,17.5,0.00,0.00,0.00,0.02,0.02,0.09,-0.02,-0.02,https://fbref.com/en/players/25ad51a5/Rui-Pires,25ad51a5,Primeira Liga
421,Pizzi,POR,"MF,FW",Braga,32,1989,5.4,0.37,2.04,0.93,45.5,2.02,0.92,0.18,0.40,16.8,0.00,0.00,0.00,0.20,0.20,0.10,0.17,0.17,https://fbref.com/en/players/96094cbc/Pizzi,96094cbc,Primeira Liga
422,Carlos Ponck,CPV,DF,Chaves,27,1995,20.0,0.00,0.70,0.10,14.3,0.70,0.10,0.00,0.00,14.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,https://fbref.com/en/players/b1579026/Carlos-Ponck,b1579026,Primeira Liga
423,Pedro Porro,ESP,"DF,MF",Sporting CP,22,1999,11.9,0.17,2.94,0.76,25.7,2.93,0.75,0.03,0.11,23.7,0.42,0.08,0.08,0.19,0.13,0.04,-0.03,-0.04,https://fbref.com/en/players/27d0a506/Pedro-Porro,27d0a506,Primeira Liga
424,Samuel Portugal,BRA,GK,Portimonense,28,1994,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/554067e3/Samuel-Portugal,554067e3,Primeira Liga
425,Quaresma,BRA,DF,Arouca,25,1996,30.4,0.03,0.43,0.10,23.1,0.43,0.10,0.08,0.33,28.5,0.00,0.00,0.00,0.01,0.01,0.03,0.02,0.02,https://fbref.com/en/players/b7734738/Quaresma,b7734738,Primeira Liga
426,Diogo Queirós,POR,FW,Famalicão,23,1999,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/27ea1df6/Diogo-Queiros,27ea1df6,Primeira Liga
427,João Queirós,POR,DF,Chaves,24,1998,2.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/993b37a7/Joao-Queiros,993b37a7,Primeira Liga
428,Xavi Quintillà,ESP,DF,Santa Clara,25,1996,8.0,0.13,0.38,0.00,0.0,0.37,0.00,0.00,,29.1,0.25,0.13,0.13,0.11,0.01,0.03,0.01,-0.01,https://fbref.com/en/players/84fb6aff/Xavi-Quintilla,84fb6aff,Primeira Liga
429,Uroš Račić,SRB,MF,Braga,24,1998,12.4,0.08,2.10,0.32,15.4,2.09,0.32,0.00,0.00,22.0,0.24,0.08,0.08,0.18,0.11,0.05,-0.10,-0.11,https://fbref.com/en/players/faed84db/Uros-Racic,faed84db,Primeira Liga
430,Rafa,POR,GK,Vitória,18,2003,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/9424b983/Rafa,9424b983,Primeira Liga
431,Jesús Ramírez,VEN,"FW,MF",Marítimo,24,1998,6.5,0.15,3.23,1.38,42.9,3.24,1.39,0.05,0.11,14.6,0.00,0.00,0.00,0.28,0.28,0.09,-0.12,-0.12,https://fbref.com/en/players/89d1f3ba/Jesus-Ramirez,89d1f3ba,Primeira Liga
432,Cláudio Ramos,POR,GK,Porto,30,1991,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/23505094/Claudio-Ramos,23505094,Primeira Liga
433,Flávio Ramos,BRA,DF,Paços,28,1994,8.3,0.00,0.36,0.00,0.0,0.36,0.00,0.00,,18.6,0.12,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/4afc5a5a/Flavio-Ramos,4afc5a5a,Primeira Liga
434,Gonçalo Ramos,POR,FW,Benfica,21,2001,25.4,0.75,3.86,1.46,37.8,3.87,1.46,0.19,0.51,11.0,0.00,0.00,0.00,0.80,0.80,0.21,-0.05,-0.05,https://fbref.com/en/players/f63cda26/Goncalo-Ramos,f63cda26,Primeira Liga
435,Osama Rashid,IRQ,"MF,FW",Vizela,30,1992,4.2,0.24,2.38,0.95,40.0,2.39,0.95,0.10,0.25,26.0,0.48,0.00,0.00,0.07,0.07,0.03,0.17,0.17,https://fbref.com/en/players/fcbd5139/Osama-Rashid,fcbd5139,Primeira Liga
436,Bruno Reis,POR,"MF,DF",Portimonense,23,1999,0.8,0.00,1.25,0.00,0.0,1.27,0.00,0.00,,2.6,0.00,0.00,0.00,1.25,1.25,0.95,-1.25,-1.25,https://fbref.com/en/players/e589e6b8/Bruno-Reis,e589e6b8,Primeira Liga
437,Matheus Reis,BRA,DF,Sporting CP,27,1995,25.4,0.04,0.47,0.16,33.3,0.47,0.16,0.08,0.25,16.4,0.00,0.00,0.00,0.03,0.03,0.07,0.01,0.01,https://fbref.com/en/players/ae1159bf/Matheus-Reis,ae1159bf,Primeira Liga
438,Miguel Reisinho,POR,"DF,MF",Boavista,23,1999,0.2,0.00,5.00,5.00,100.0,4.50,4.50,0.00,0.00,18.3,0.00,0.00,0.00,0.50,0.50,0.14,-0.50,-0.50,https://fbref.com/en/players/61d340fb/Miguel-Reisinho,61d340fb,Primeira Liga
439,Filipe Relvas,POR,DF,Portimonense,22,1999,31.9,0.00,0.53,0.13,23.5,0.53,0.13,0.00,0.00,9.5,0.00,0.00,0.00,0.06,0.06,0.12,-0.06,-0.06,https://fbref.com/en/players/15c259f4/Filipe-Relvas,15c259f4,Primeira Liga
440,Brayan Riascos,COL,"FW,MF",Marítimo,27,1994,9.7,0.31,3.61,0.62,17.1,3.61,0.62,0.09,0.50,13.4,0.00,0.00,0.00,0.63,0.63,0.18,-0.32,-0.32,https://fbref.com/en/players/e60d17c2/Brayan-Riascos,e60d17c2,Primeira Liga
441,Tiago Ribeiro,POR,MF,Paços,20,2002,2.0,0.00,1.50,0.00,0.0,1.53,0.00,0.00,,28.1,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,https://fbref.com/en/players/507d7569/Tiago-Ribeiro,507d7569,Primeira Liga
442,Ricardinho,POR,"FW,MF",Santa Clara,23,1998,20.0,0.00,1.00,0.45,45.0,1.00,0.45,0.00,0.00,18.3,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,https://fbref.com/en/players/e472d4da/Ricardinho,e472d4da,Primeira Liga
443,Riccieli,BRA,DF,Famalicão,23,1998,28.7,0.00,0.42,0.03,8.3,0.42,0.03,0.00,0.00,11.1,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,https://fbref.com/en/players/9c026a2f/Riccieli,9c026a2f,Primeira Liga
444,Rildo,BRA,"FW,MF",Santa Clara,22,2000,9.1,0.33,2.42,1.10,45.5,2.41,1.09,0.14,0.30,18.0,0.11,0.00,0.00,0.23,0.23,0.10,0.10,0.10,https://fbref.com/en/players/e341e4cc/Rildo,e341e4cc,Primeira Liga
445,Mihailo Ristić,SRB,DF,Benfica,26,1995,1.3,0.77,3.08,0.77,25.0,3.08,0.77,0.25,1.00,22.9,0.77,0.00,0.00,0.15,0.15,0.06,0.62,0.62,https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic,ea0aa7e0,Primeira Liga
446,Robson,BRA,DF,Boavista,22,2000,1.4,0.00,0.71,0.00,0.0,0.74,0.00,0.00,,10.9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/31d4ed9d/Robson,31d4ed9d,Primeira Liga
447,Bryan Róchez,HON,"FW,MF",Portimonense,27,1995,9.9,0.10,2.83,0.81,28.6,2.83,0.81,0.04,0.13,13.7,0.00,0.00,0.10,0.49,0.41,0.15,-0.39,-0.31,https://fbref.com/en/players/fc497514/Bryan-Rochez,fc497514,Primeira Liga
448,Rochinha,POR,"FW,MF",Sporting CP,27,1995,4.8,0.21,3.33,1.25,37.5,3.33,1.25,0.06,0.17,16.1,0.00,0.00,0.00,0.35,0.35,0.11,-0.15,-0.15,https://fbref.com/en/players/c738a5ec/Rochinha,c738a5ec,Primeira Liga
449,Bruno Rodrigues,POR,DF,Braga,21,2001,1.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,14.5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/2ab7149e/Bruno-Rodrigues,2ab7149e,Primeira Liga
450,Gonçalo Rodrigues,POR,MF,Rio Ave,25,1997,32.2,0.06,1.58,0.59,37.3,1.58,0.59,0.04,0.11,24.5,0.22,0.00,0.00,0.08,0.08,0.05,-0.02,-0.02,https://fbref.com/en/players/071b6ba9/Goncalo-Rodrigues,071b6ba9,Primeira Liga
451,Ivo Rodrigues,POR,"MF,FW",Famalicão,27,1995,26.3,0.08,1.71,0.42,24.4,1.71,0.42,0.02,0.09,23.4,0.27,0.04,0.04,0.12,0.09,0.05,-0.04,-0.05,https://fbref.com/en/players/fb6c0681/Ivo-Rodrigues,fb6c0681,Primeira Liga
452,Diego Rosa,BRA,"MF,FW",Vizela,19,2002,2.9,0.00,2.07,0.34,16.7,2.10,0.35,0.00,0.00,32.1,0.34,0.00,0.00,0.07,0.07,0.03,-0.07,-0.07,https://fbref.com/en/players/c66a2173/Diego-Rosa,c66a2173,Primeira Liga
453,Loreintz Rosier,FRA,MF,Estoril,23,1998,11.5,0.00,0.96,0.17,18.2,0.96,0.17,0.00,0.00,15.2,0.00,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,https://fbref.com/en/players/19b28f22/Loreintz-Rosier,19b28f22,Primeira Liga
454,Mabrouk Rouai,FRA,"FW,MF",Estoril,21,2000,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/63c1a4e2/Mabrouk-Rouai,63c1a4e2,Primeira Liga
455,Abel Ruiz,ESP,FW,Braga,22,2000,23.0,0.35,2.17,0.87,40.0,2.17,0.87,0.16,0.40,13.6,0.00,0.00,0.00,0.33,0.33,0.15,0.02,0.02,https://fbref.com/en/players/6cbf8d0d/Abel-Ruiz,6cbf8d0d,Primeira Liga
456,Alan Ruiz,ARG,MF,Arouca,28,1993,27.7,0.11,2.42,0.69,28.4,2.42,0.69,0.04,0.16,26.9,0.22,0.00,0.00,0.10,0.10,0.04,0.01,0.01,https://fbref.com/en/players/8fe2101a/Alan-Ruiz,8fe2101a,Primeira Liga
457,Leonardo Ruíz,COL,FW,Rio Ave,26,1996,10.3,0.39,2.14,0.68,31.8,2.13,0.68,0.18,0.57,14.4,0.00,0.00,0.00,0.19,0.19,0.09,0.19,0.19,https://fbref.com/en/players/5ed6bf7a/Leonardo-Ruiz,5ed6bf7a,Primeira Liga
458,Gustavo sá,POR,"MF,FW",Famalicão,17,2004,4.3,0.00,1.40,0.23,16.7,1.41,0.23,0.00,0.00,18.3,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,https://fbref.com/en/players/29d68ea8/Gustavo-sa,29d68ea8,Primeira Liga
459,Helder Sá,POR,"DF,MF",Vitória,19,2002,8.9,0.00,0.45,0.11,25.0,0.45,0.11,0.00,0.00,22.3,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,https://fbref.com/en/players/85797372/Helder-Sa,85797372,Primeira Liga
460,Josué Sá,POR,DF,Rio Ave,30,1992,15.0,0.00,0.07,0.07,100.0,0.07,0.07,0.00,0.00,15.5,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,https://fbref.com/en/players/a72c139d/Josue-Sa,a72c139d,Primeira Liga
461,Pedro Sá,POR,MF,Portimonense,28,1993,8.2,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,28.1,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/7dfb980a/Pedro-Sa,7dfb980a,Primeira Liga
462,Tiago Sá,POR,GK,Braga,27,1995,1.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/fd834d1d/Tiago-Sa,fd834d1d,Primeira Liga
463,Serdar Saatçı,TUR,DF,Braga,19,2003,2.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/760fd987/Serdar-Saatci,760fd987,Primeira Liga
464,Safira,BRA,FW,Vitória,27,1995,9.1,0.55,2.64,1.10,41.7,2.65,1.10,0.21,0.50,15.4,0.11,0.00,0.00,0.29,0.29,0.11,0.26,0.26,https://fbref.com/en/players/bac8e258/Safira,bac8e258,Primeira Liga
465,Pierre Sagna,SEN,DF,Santa Clara,31,1990,19.5,0.00,0.36,0.00,0.0,0.36,0.00,0.00,,28.9,0.05,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/da3f476b/Pierre-Sagna,da3f476b,Primeira Liga
466,Arthur Sales,BRA,"FW,MF",Paços,20,2002,4.0,0.00,1.25,0.25,20.0,1.24,0.25,0.00,0.00,16.2,0.00,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,https://fbref.com/en/players/d29e335c/Arthur-Sales,d29e335c,Primeira Liga
467,Andreas Samaris,GRE,MF,Rio Ave,33,1989,15.6,0.00,0.96,0.06,6.7,0.96,0.06,0.00,0.00,27.5,0.32,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,https://fbref.com/en/players/5af687a1/Andreas-Samaris,5af687a1,Primeira Liga
468,Samu,POR,MF,Vizela,26,1996,29.8,0.10,1.58,0.44,27.7,1.58,0.44,0.04,0.15,20.9,0.10,0.03,0.07,0.18,0.13,0.08,-0.08,-0.06,https://fbref.com/en/players/29b161e8/Samu,29b161e8,Primeira Liga
469,Leandro Sanca,GNB,"FW,MF",Famalicão,22,2000,4.9,0.41,3.27,0.82,25.0,3.25,0.81,0.13,0.50,19.8,0.20,0.00,0.00,0.14,0.14,0.05,0.27,0.27,https://fbref.com/en/players/4295f19c/Leandro-Sanca,4295f19c,Primeira Liga
470,Elder Santana,BRA,"MF,FW",Gil Vicente FC,29,1993,0.5,0.00,2.00,0.00,0.0,1.96,0.00,0.00,,4.4,0.00,0.00,0.00,0.20,0.20,0.13,-0.20,-0.20,https://fbref.com/en/players/dbaa6693/Elder-Santana,dbaa6693,Primeira Liga
471,Aderlan Santos,BRA,DF,Rio Ave,33,1989,31.3,0.03,0.67,0.19,28.6,0.67,0.19,0.05,0.17,19.5,0.03,0.00,0.00,0.05,0.05,0.08,-0.02,-0.02,https://fbref.com/en/players/847e4cd8/Aderlan-Santos,847e4cd8,Primeira Liga
472,Luís Santos,POR,"FW,MF",Boavista,22,2000,3.2,0.00,2.50,1.25,50.0,2.54,1.27,0.00,0.00,20.9,0.00,0.00,0.00,0.31,0.31,0.12,-0.31,-0.31,https://fbref.com/en/players/bc680074/Luis-Santos,bc680074,Primeira Liga
473,Nuno Santos,POR,"DF,MF",Sporting CP,27,1995,25.2,0.32,1.98,0.71,36.0,1.99,0.71,0.16,0.44,18.2,0.04,0.00,0.00,0.19,0.19,0.09,0.13,0.13,https://fbref.com/en/players/a6ee4f55/Nuno-Santos,a6ee4f55,Primeira Liga
474,Pedro Santos,POR,"FW,MF",Braga,21,2000,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/b30b0a0b/Pedro-Santos,b30b0a0b,Primeira Liga
475,Rene Santos,BRA,"DF,MF",Marítimo,30,1992,12.1,0.08,0.58,0.08,14.3,0.58,0.08,0.14,1.00,15.4,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.04,https://fbref.com/en/players/bee587c0/Rene-Santos,bee587c0,Primeira Liga
476,Tiago santos,POR,DF,Estoril,20,2002,26.9,0.00,0.48,0.11,23.1,0.48,0.11,0.00,0.00,22.1,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,https://fbref.com/en/players/3eeebc87/Tiago-santos,3eeebc87,Primeira Liga
477,Zaidu Sanusi,NGA,DF,Porto,25,1997,11.7,0.00,0.51,0.09,16.7,0.51,0.09,0.00,0.00,21.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,https://fbref.com/en/players/24051310/Zaidu-Sanusi,24051310,Primeira Liga
478,Adewele Sapara,NGA,"FW,MF",Portimonense,27,1995,1.3,0.00,0.77,0.00,0.0,0.77,0.00,0.00,,9.4,0.00,0.00,0.00,0.08,0.08,0.11,-0.08,-0.08,https://fbref.com/en/players/0387fc57/Adewele-Sapara,0387fc57,Primeira Liga
479,Andrés Sarmiento,COL,"FW,MF",Vizela,24,1998,0.4,0.00,2.50,0.00,0.0,2.81,0.00,0.00,,15.7,0.00,0.00,0.00,0.25,0.25,0.09,-0.25,-0.25,https://fbref.com/en/players/751faa38/Andres-Sarmiento,751faa38,Primeira Liga
480,Sidy Sarr,SEN,MF,Chaves,26,1996,1.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a0b65401/Sidy-Sarr,a0b65401,Primeira Liga
481,Vincent Sasso,FRA,DF,Boavista,31,1991,21.9,0.18,0.55,0.23,41.7,0.55,0.23,0.33,0.80,11.1,0.00,0.00,0.00,0.08,0.08,0.15,0.10,0.10,https://fbref.com/en/players/9501e75c/Vincent-Sasso,9501e75c,Primeira Liga
482,Savio,BRA,DF,Rio Ave,27,1995,3.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/3e8c6e2c/Savio,3e8c6e2c,Primeira Liga
483,Andreas Schjelderup,NOR,FW,Benfica,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/a427724f/Andreas-Schjelderup,a427724f,Primeira Liga
484,Alexander Schmidt,AUT,FW,Vizela,24,1998,3.6,0.00,3.89,1.67,42.9,3.93,1.68,0.00,0.00,14.1,0.00,0.00,0.00,0.36,0.36,0.09,-0.36,-0.36,https://fbref.com/en/players/f74f680d/Alexander-Schmidt,f74f680d,Primeira Liga
485,Moustapha Seck,SEN,"DF,FW",Portimonense,26,1996,24.9,0.00,0.52,0.16,30.8,0.52,0.16,0.00,0.00,22.0,0.08,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,https://fbref.com/en/players/9ec1ad87/Moustapha-Seck,9ec1ad87,Primeira Liga
486,Alfa Semedo,GNB,MF,Vitória,24,1997,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/07750704/Alfa-Semedo,07750704,Primeira Liga
487,Nuno Sequeira,POR,DF,Braga,31,1990,22.9,0.04,0.48,0.17,36.4,0.48,0.17,0.09,0.25,24.9,0.04,0.00,0.00,0.01,0.01,0.03,0.03,0.03,https://fbref.com/en/players/7a2cf111/Nuno-Sequeira,7a2cf111,Primeira Liga
488,Serginho,,"FW,MF",Estoril,21,2001,1.5,0.67,2.00,0.67,33.3,1.94,0.65,0.33,1.00,14.1,0.00,0.00,0.00,0.07,0.07,0.04,0.60,0.60,https://fbref.com/en/players/7602eb0d/Serginho,7602eb0d,Primeira Liga
489,Paulo Sérgio Mota,POR,"DF,MF",Marítimo,31,1991,8.0,0.00,1.00,0.25,25.0,1.00,0.25,0.00,0.00,15.4,0.00,0.00,0.00,0.10,0.10,0.09,-0.10,-0.10,https://fbref.com/en/players/1c235226/Paulo-Sergio-Mota,1c235226,Primeira Liga
490,André Silva,BRA,"FW,MF",Vitória,25,1997,19.4,0.31,2.63,0.93,35.3,2.62,0.93,0.12,0.33,18.1,0.00,0.00,0.00,0.25,0.25,0.10,0.06,0.06,https://fbref.com/en/players/dde93e2c/Andre-Silva,dde93e2c,Primeira Liga
491,António Silva,POR,DF,Benfica,18,2003,29.9,0.10,0.60,0.23,38.9,0.60,0.23,0.17,0.43,7.8,0.00,0.00,0.00,0.14,0.13,0.22,-0.04,-0.03,https://fbref.com/en/players/8f0435c7/Antonio-Silva,8f0435c7,Primeira Liga
492,Guilherme Silva,BRA,"DF,MF",Chaves,21,2000,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/f0424ef3/Guilherme-Silva,f0424ef3,Primeira Liga
493,João Miguel Macedo Silva,POR,GK,Marítimo,27,1995,8.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1c98558c/Joao-Miguel-Macedo-Silva,1c98558c,Primeira Liga
494,Joel silva,POR,MF,Boavista,19,2003,1.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/6deb1eab/Joel-silva,6deb1eab,Primeira Liga
495,Jorge Fernando Santos Silva,POR,"DF,MF",Paços,26,1996,5.2,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,27.5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/4851e9ca/Jorge-Fernando-Santos-Silva,4851e9ca,Primeira Liga
496,Jota Silva,POR,"FW,MF",Vitória,22,1999,17.8,0.11,2.36,0.62,26.2,2.36,0.62,0.05,0.18,16.8,0.00,0.00,0.00,0.24,0.24,0.10,-0.13,-0.13,https://fbref.com/en/players/4d77e622/Jota-Silva,4d77e622,Primeira Liga
497,Lucas Silva,BRA,FW,Paços,24,1998,0.2,0.00,5.00,5.00,100.0,4.29,4.29,0.00,0.00,24.2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/aa47c6ce/Lucas-Silva,aa47c6ce,Primeira Liga
498,Pedro Manuel da Silva Moreira,POR,MF,Arouca,33,1989,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/8f025475/Pedro-Manuel-da-Silva-Moreira,8f025475,Primeira Liga
499,Pedro José Moreira Silva,POR,GK,Estoril,25,1997,2.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/f829f728/Pedro-Jose-Moreira-Silva,f829f728,Primeira Liga
500,Rafa Silva,POR,"MF,FW",Benfica,29,1993,24.2,0.33,2.81,0.91,32.4,2.82,0.91,0.12,0.36,15.3,0.00,0.00,0.00,0.49,0.45,0.16,-0.16,-0.12,https://fbref.com/en/players/70cf63ca/Rafa-Silva,70cf63ca,Primeira Liga
501,Tiago Silva,POR,MF,Vitória,29,1993,23.3,0.21,1.07,0.21,20.0,1.07,0.21,0.04,0.20,30.6,0.39,0.17,0.17,0.18,0.05,0.04,0.03,-0.00,https://fbref.com/en/players/44d0de01/Tiago-Silva,44d0de01,Primeira Liga
502,David Simão,POR,MF,Arouca,32,1990,28.7,0.00,0.56,0.10,18.8,0.56,0.10,0.00,0.00,29.0,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/fcef3903/David-Simao,fcef3903,Primeira Liga
503,André Simões,POR,MF,Famalicão,32,1989,1.9,0.00,2.11,0.53,25.0,2.06,0.51,0.00,0.00,17.4,0.00,0.00,0.00,0.21,0.21,0.11,-0.21,-0.21,https://fbref.com/en/players/fd4ee68b/Andre-Simoes,fd4ee68b,Primeira Liga
504,André Simões,POR,"MF,FW",Gil Vicente FC,18,2003,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/edc7be9d/Andre-Simoes,edc7be9d,Primeira Liga
505,Luther Singh,RSA,"FW,MF",Chaves,24,1997,7.0,0.00,1.14,0.43,37.5,1.15,0.43,0.00,0.00,19.6,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,https://fbref.com/en/players/e4377b65/Luther-Singh,e4377b65,Primeira Liga
506,Lucas Soares,BRA,"MF,DF",Casa Pia,24,1998,24.2,0.04,1.07,0.33,30.8,1.08,0.33,0.04,0.13,17.7,0.00,0.00,0.00,0.08,0.08,0.07,-0.04,-0.04,https://fbref.com/en/players/bc38978e/Lucas-Soares,bc38978e,Primeira Liga
507,Samuel Soares,POR,GK,Benfica,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/244ff834/Samuel-Soares,244ff834,Primeira Liga
508,Yuki Soma,JPN,"FW,MF",Casa Pia,25,1997,13.5,0.15,2.37,0.96,40.6,2.37,0.96,0.06,0.15,18.9,0.30,0.00,0.00,0.22,0.22,0.09,-0.07,-0.07,https://fbref.com/en/players/e997f52f/Yuki-Soma,e997f52f,Primeira Liga
509,Joel Soñora,USA,MF,Marítimo,25,1996,2.0,0.00,1.00,0.00,0.0,1.01,0.00,0.00,,30.4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/208eb5fd/Joel-Sonora,208eb5fd,Primeira Liga
510,Ismaila Soro,CIV,MF,Arouca,24,1998,16.9,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,27.1,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,https://fbref.com/en/players/a7220785/Ismaila-Soro,a7220785,Primeira Liga
511,Miguel Sousa,POR,MF,Marítimo,23,1998,2.0,0.00,2.00,1.50,75.0,1.96,1.47,0.00,0.00,16.0,0.00,0.00,0.00,0.30,0.30,0.16,-0.30,-0.30,https://fbref.com/en/players/ee784cc2/Miguel-Sousa,ee784cc2,Primeira Liga
512,Vasco Sousa,POR,MF,Porto,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/fe55eba7/Vasco-Sousa,fe55eba7,Primeira Liga
513,Claudemir de Souza,BRA,MF,Vizela,34,1988,15.1,0.00,0.66,0.26,40.0,0.66,0.26,0.00,0.00,13.6,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,https://fbref.com/en/players/1b033987/Claudemir-de-Souza,1b033987,Primeira Liga
