Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
16,André André,POR,MF,Vitória,34-135,1989,1.0,5.00,3.00,2.00,2.00,1.00,3.00,3.00,100.0,0.00,3.00,1.00,2.00,3.00,8.00,1.00,0.00,https://fbref.com/en/players/9f31b1d3/Andre-Andre,9f31b1d3,Primeira Liga
17,Andrew,BRA,GK,Gil Vicente FC,22-191,2001,14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.07,https://fbref.com/en/players/40406a00/Andrew,40406a00,Primeira Liga
18,Jeremy Antonisse,CUW,"FW,MF",Moreirense,21-285,2002,2.1,3.33,2.38,1.90,1.43,0.00,2.38,4.76,50.0,2.38,2.38,0.48,1.90,0.95,4.29,1.43,0.00,https://fbref.com/en/players/6011e63a/Jeremy-Antonisse,6011e63a,Primeira Liga
19,Pedro Aparício,POR,"MF,FW",Moreirense,28-139,1995,1.3,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.0,3.08,0.00,0.00,0.00,0.77,0.77,1.54,0.00,https://fbref.com/en/players/0bd8952e/Pedro-Aparicio,0bd8952e,Primeira Liga
20,Óscar Aranda,ESP,"FW,MF",Famalicão,21-254,2002,6.0,0.83,0.50,0.17,0.50,0.17,0.33,1.00,33.3,0.67,0.83,0.17,0.67,0.00,0.83,0.17,0.00,https://fbref.com/en/players/4d3bdda7/Oscar-Aranda,4d3bdda7,Primeira Liga
21,Henrique Araújo,POR,FW,Famalicão,21-354,2002,6.1,0.49,0.16,0.00,0.49,0.00,0.16,0.49,33.3,0.33,0.33,0.16,0.16,0.00,0.49,0.49,0.00,https://fbref.com/en/players/353eb529/Henrique-Araujo,353eb529,Primeira Liga
22,Tiago Araújo,POR,"DF,MF",Estoril,22-287,2001,15.3,1.63,0.98,0.78,0.72,0.13,0.98,2.42,40.5,1.44,0.85,0.00,0.85,1.05,2.68,2.88,0.07,https://fbref.com/en/players/1b54edb3/Tiago-Araujo,1b54edb3,Primeira Liga
23,Tomás Araújo,POR,DF,Benfica,21-237,2002,1.1,1.82,0.91,0.00,0.91,0.91,0.91,0.91,100.0,0.00,1.82,0.91,0.91,1.82,3.64,4.55,0.00,https://fbref.com/en/players/0fa11d7d/Tomas-Araujo,0fa11d7d,Primeira Liga
24,Arthur,BRA,FW,Benfica,25-258,1998,5.9,1.02,0.68,0.17,0.51,0.34,0.34,0.85,40.0,0.51,0.34,0.00,0.34,0.17,1.19,0.51,0.00,https://fbref.com/en/players/a820e429/Arthur,a820e429,Primeira Liga
25,Gustavo Assuncao,POR,MF,Famalicão,23-284,2000,5.0,2.60,1.80,1.60,1.00,0.00,1.80,3.40,52.9,1.60,1.20,0.20,1.00,1.00,3.60,2.00,0.00,https://fbref.com/en/players/065c8786/Gustavo-Assuncao,065c8786,Primeira Liga
26,Otavio Ataide,BRA,DF,Famalicão,21-262,2002,12.4,1.77,1.21,1.45,0.16,0.16,1.13,1.94,58.3,0.81,2.50,1.53,0.97,1.69,3.47,3.79,0.00,https://fbref.com/en/players/6f22e535/Otavio-Ataide,6f22e535,Primeira Liga
27,Fredrik Aursnes,NOR,DF,Benfica,28-029,1995,15.8,2.09,1.01,1.14,0.76,0.19,1.39,2.28,61.1,0.89,1.33,0.13,1.20,0.76,2.85,1.58,0.00,https://fbref.com/en/players/f0677ed7/Fredrik-Aursnes,f0677ed7,Primeira Liga
28,Chidozie Awaziem,NGA,DF,Boavista,27-007,1997,14.0,1.14,0.86,0.93,0.14,0.07,0.57,0.71,80.0,0.14,0.86,0.71,0.14,0.79,1.93,4.71,0.14,https://fbref.com/en/players/70d8e84c/Chidozie-Awaziem,70d8e84c,Primeira Liga
29,Abdul Awudu,GHA,FW,Vizela,22-363,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fe0670bd/Abdul-Awudu,fe0670bd,Primeira Liga
30,Alexander Bah,DEN,DF,Benfica,26-030,1997,6.2,3.23,2.42,1.77,0.48,0.97,1.61,2.10,76.9,0.48,1.13,0.16,0.97,1.45,4.68,1.45,0.00,https://fbref.com/en/players/78f21137/Alexander-Bah,78f21137,Primeira Liga
31,Elves Baldé,POR,"FW,MF",Farense,24-098,1999,3.0,1.33,0.67,0.67,0.33,0.33,0.67,1.67,40.0,1.00,1.67,0.33,1.33,0.00,1.33,1.00,0.00,https://fbref.com/en/players/4a021afe/Elves-Balde,4a021afe,Primeira Liga
32,Daniel Bandeira,POR,MF,Vitória,23-272,2000,7.5,1.07,0.80,0.40,0.40,0.27,0.40,0.93,42.9,0.53,0.80,0.00,0.80,1.47,2.53,1.33,0.00,https://fbref.com/en/players/56fca564/Daniel-Bandeira,56fca564,Primeira Liga
33,Simon Banza,COD,FW,Braga,27-148,1996,11.8,0.85,0.51,0.34,0.17,0.34,0.08,0.85,10.0,0.76,0.59,0.08,0.51,0.42,1.27,0.68,0.00,https://fbref.com/en/players/be47b750/Simon-Banza,be47b750,Primeira Liga
34,Rafael Barbosa,POR,"FW,MF",Farense,27-285,1996,2.5,0.40,0.40,0.00,0.40,0.00,0.40,1.20,33.3,0.80,0.80,0.40,0.40,0.40,0.80,0.40,0.00,https://fbref.com/en/players/2a34574e/Rafael-Barbosa,2a34574e,Primeira Liga
35,Romário Baró,POR,"MF,FW",Porto,23-348,2000,1.4,0.71,0.71,0.71,0.00,0.00,0.00,2.14,0.0,2.14,0.00,0.00,0.00,0.00,0.71,0.71,0.00,https://fbref.com/en/players/a4e16ab4/Romario-Baro,a4e16ab4,Primeira Liga
36,Afonso Bastardo,POR,MF,Sporting CP,18-295,2005,0.3,3.33,3.33,3.33,0.00,0.00,3.33,6.67,50.0,3.33,3.33,0.00,3.33,0.00,3.33,3.33,0.00,https://fbref.com/en/players/7f3f5aa6/Afonso-Bastardo,7f3f5aa6,Primeira Liga
37,Gilberto Batista,POR,MF,Moreirense,20-010,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,https://fbref.com/en/players/f16755ca/Gilberto-Batista,f16755ca,Primeira Liga
38,Ricardo Batista,POR,GK,Casa Pia,37-050,1986,15.0,0.07,0.00,0.07,0.00,0.00,0.07,0.13,50.0,0.07,0.00,0.00,0.00,0.00,0.07,0.27,0.00,https://fbref.com/en/players/abef8824/Ricardo-Batista,abef8824,Primeira Liga
39,Roko Baturina,CRO,FW,Gil Vicente FC,23-202,2000,7.6,0.13,0.13,0.00,0.00,0.13,0.00,0.39,0.0,0.39,0.26,0.00,0.26,0.00,0.13,0.66,0.00,https://fbref.com/en/players/c432ba7d/Roko-Baturina,c432ba7d,Primeira Liga
40,Bachir Belloumi,ALG,"FW,MF",Farense,21-221,2002,12.1,1.65,1.16,0.50,0.91,0.25,0.91,1.90,47.8,0.99,1.90,0.33,1.57,0.91,2.56,1.16,0.00,https://fbref.com/en/players/b6cafcad/Bachir-Belloumi,b6cafcad,Primeira Liga
41,Beni,ANG,MF,Casa Pia,21-232,2002,8.2,2.44,1.95,0.98,1.46,0.00,1.10,2.44,45.0,1.34,0.85,0.12,0.73,0.73,3.17,0.85,0.00,https://fbref.com/en/players/2ca7a245/Beni,2ca7a245,Primeira Liga
42,Benny,POR,"MF,FW",Chaves,23-287,2000,6.2,0.65,0.48,0.32,0.32,0.00,0.16,0.65,25.0,0.48,1.61,0.00,1.61,0.00,0.65,0.16,0.00,https://fbref.com/en/players/6cb8db0f/Benny,6cb8db0f,Primeira Liga
43,Berna,POR,"FW,DF",Boavista,20-115,2003,2.6,3.46,2.31,1.54,1.92,0.00,1.54,3.08,50.0,1.54,1.92,0.77,1.15,1.54,5.00,1.15,0.00,https://fbref.com/en/players/b9ab1df7/Berna,b9ab1df7,Primeira Liga
44,Juan Bernat,ESP,DF,Benfica,30-313,1993,0.9,0.00,0.00,0.00,0.00,0.00,0.00,2.22,0.0,2.22,2.22,0.00,2.22,0.00,0.00,3.33,0.00,https://fbref.com/en/players/433dc9a2/Juan-Bernat,433dc9a2,Primeira Liga
45,Emmanuel Boateng,GHA,FW,Rio Ave,27-230,1996,10.6,0.75,0.66,0.28,0.28,0.19,0.00,0.19,0.0,0.19,0.57,0.00,0.57,0.19,0.94,0.66,0.00,https://fbref.com/en/players/2e23c66b/Emmanuel-Boateng,2e23c66b,Primeira Liga
46,Kiko Bondoso,POR,"FW,MF",Vizela,28-052,1995,2.1,2.38,1.43,0.48,0.95,0.95,1.90,2.86,66.7,0.95,0.95,0.00,0.95,0.48,2.86,0.95,0.00,https://fbref.com/en/players/eb60757f/Kiko-Bondoso,eb60757f,Primeira Liga
47,Toni Borevkovic,CRO,DF,Vitória,26-204,1997,6.0,1.17,0.67,1.00,0.17,0.00,1.17,1.50,77.8,0.33,1.33,0.50,0.83,2.00,3.17,4.17,0.00,https://fbref.com/en/players/d05eeced/Toni-Borevkovic,d05eeced,Primeira Liga
48,Gonçalo Borges,POR,"MF,DF",Porto,22-285,2001,2.3,1.74,1.30,1.30,0.43,0.00,1.30,2.17,60.0,0.87,0.87,0.00,0.87,0.00,1.74,0.87,0.00,https://fbref.com/en/players/4d1c4a5d/Goncalo-Borges,4d1c4a5d,Primeira Liga
49,Cristian Borja,COL,DF,Braga,30-324,1993,12.3,2.11,0.89,1.22,0.81,0.08,0.57,1.06,53.8,0.49,1.14,0.08,1.06,0.98,3.09,1.87,0.00,https://fbref.com/en/players/9d7d5334/Cristian-Borja,9d7d5334,Primeira Liga
50,Róbert Boženík,SVK,FW,Boavista,24-051,1999,15.2,0.59,0.39,0.00,0.46,0.13,0.26,0.79,33.3,0.53,0.39,0.07,0.33,0.13,0.72,1.45,0.00,https://fbref.com/en/players/ba6cf633/Robert-Bozenik,ba6cf633,Primeira Liga
51,Daniel Bragança,POR,MF,Sporting CP,24-226,1999,3.0,2.67,1.33,0.67,1.33,0.67,1.00,2.67,37.5,1.67,1.33,0.33,1.00,1.67,4.33,0.67,0.33,https://fbref.com/en/players/0c152537/Daniel-Braganca,0c152537,Primeira Liga
52,Bruno Brigido,BRA,GK,Estrela,32-305,1991,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.00,0.00,0.00,0.00,0.00,0.75,0.00,https://fbref.com/en/players/5ccca624/Bruno-Brigido,5ccca624,Primeira Liga
53,Bruma,POR,FW,Braga,29-076,1994,9.6,1.04,0.83,0.21,0.73,0.10,0.42,1.04,40.0,0.63,0.63,0.10,0.52,0.00,1.04,0.21,0.00,https://fbref.com/en/players/5caa62a7/Bruma,5caa62a7,Primeira Liga
54,André Bukia,COD,"MF,FW",Arouca,28-311,1995,1.5,3.33,2.67,2.00,0.67,0.67,2.00,3.33,60.0,1.33,2.00,0.00,2.00,0.67,4.00,0.67,0.00,https://fbref.com/en/players/f9a92ea5/Andre-Bukia,f9a92ea5,Primeira Liga
55,Fabijan Buntić,CRO,GK,Vizela,26-318,1997,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.06,0.00,0.06,0.00,0.00,0.25,0.00,https://fbref.com/en/players/f566b29e/Fabijan-Buntic,f566b29e,Primeira Liga
56,Aleksandar Busnić,SRB,"MF,FW",Vizela,26-035,1997,4.9,2.04,1.22,1.43,0.61,0.00,1.02,2.04,50.0,1.02,1.43,0.20,1.22,1.22,3.27,2.65,0.00,https://fbref.com/en/players/ae82492b/Aleksandar-Busnic,ae82492b,Primeira Liga
57,Oriol Busquets,ESP,MF,Arouca,24-353,1999,2.5,0.80,0.40,0.80,0.00,0.00,0.40,0.80,50.0,0.40,1.20,0.80,0.40,0.80,1.60,2.00,0.00,https://fbref.com/en/players/49712367/Oriol-Busquets,49712367,Primeira Liga
58,Rafael Bustamante,COL,MF,Vizela,24-098,1999,6.9,2.17,1.30,1.45,0.58,0.14,0.87,3.48,25.0,2.61,2.32,0.43,1.88,1.74,3.91,0.72,0.00,https://fbref.com/en/players/b40d1559/Rafael-Bustamante,b40d1559,Primeira Liga
59,Leonardo Buta,POR,DF,Gil Vicente FC,21-217,2002,12.1,1.65,0.74,1.07,0.50,0.08,1.07,1.40,76.5,0.33,0.66,0.17,0.50,1.24,2.89,2.73,0.08,https://fbref.com/en/players/dee3d535/Leonardo-Buta,dee3d535,Primeira Liga
60,Adrián Butzke,ESP,FW,Vitória,24-284,1999,2.0,1.50,1.50,0.00,1.50,0.00,0.50,0.50,100.0,0.00,1.00,0.00,1.00,0.00,1.50,0.50,0.00,https://fbref.com/en/players/505dce2b/Adrian-Butzke,505dce2b,Primeira Liga
61,Erick Cabaco,URU,DF,Estoril,28-264,1995,3.7,1.35,1.08,0.81,0.54,0.00,0.27,0.81,33.3,0.54,1.08,0.81,0.27,1.89,3.24,4.32,0.00,https://fbref.com/en/players/e7ab4179/Erick-Cabaco,e7ab4179,Primeira Liga
62,Jhonder Cádiz,VEN,FW,Famalicão,28-163,1995,10.4,0.58,0.38,0.10,0.29,0.19,0.10,0.58,16.7,0.48,0.29,0.10,0.19,0.10,0.67,0.87,0.00,https://fbref.com/en/players/e8edfdc9/Jhonder-Cadiz,e8edfdc9,Primeira Liga
63,João Pedro Gomes Camacho,POR,FW,Moreirense,29-199,1994,8.9,1.57,1.35,0.67,0.45,0.45,0.56,1.24,45.5,0.67,1.12,0.11,1.01,0.67,2.25,0.45,0.00,https://fbref.com/en/players/31c3caea/Joao-Pedro-Gomes-Camacho,31c3caea,Primeira Liga
64,Ibrahima Camará,GUI,MF,Boavista,24-348,1999,1.7,1.18,1.18,0.00,0.59,0.59,1.18,1.18,100.0,0.00,1.76,0.59,1.18,1.18,2.35,1.18,0.00,https://fbref.com/en/players/922f894e/Ibrahima-Camara,922f894e,Primeira Liga
65,Cambila,ANG,GK,Estrela,21-237,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,https://fbref.com/en/players/e8dc329b/Cambila,e8dc329b,Primeira Liga
66,Luan Campos,BRA,"FW,MF",Portimonense,21-295,2002,2.0,0.50,0.50,0.00,0.50,0.00,0.00,0.00,,0.00,0.50,0.00,0.50,1.50,2.00,0.50,0.00,https://fbref.com/en/players/63ea8662/Luan-Campos,63ea8662,Primeira Liga
67,Fábio Cardoso,POR,DF,Porto,29-264,1994,7.9,0.38,0.25,0.00,0.38,0.00,0.00,0.25,0.0,0.25,1.01,0.51,0.51,0.63,1.01,3.16,0.00,https://fbref.com/en/players/4a5839fa/Fabio-Cardoso,4a5839fa,Primeira Liga
68,Felippe Cardoso,BRA,FW,Casa Pia,25-096,1998,6.6,0.61,0.45,0.15,0.00,0.45,0.15,0.45,33.3,0.30,0.45,0.15,0.30,0.00,0.61,0.45,0.00,https://fbref.com/en/players/7a2bbdf3/Felippe-Cardoso,7a2bbdf3,Primeira Liga
69,Carlinhos,BRA,MF,Portimonense,29-200,1994,14.9,1.81,1.14,0.54,1.07,0.20,0.94,1.68,56.0,0.74,0.40,0.13,0.27,0.34,2.15,0.87,0.13,https://fbref.com/en/players/e19ca5b9/Carlinhos,e19ca5b9,Primeira Liga
70,João Carlos,BRA,"FW,DF",Estoril,28-313,1995,0.6,1.67,0.00,0.00,1.67,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,0.00,1.67,0.00,0.00,https://fbref.com/en/players/0cc9e053/Joao-Carlos,0cc9e053,Primeira Liga
71,José Carlos,POR,DF,Gil Vicente FC,25-161,1998,14.7,2.65,1.77,1.70,0.54,0.41,1.02,1.97,51.7,0.95,0.95,0.34,0.61,1.56,4.22,2.52,0.14,https://fbref.com/en/players/4e2da7f7/Jose-Carlos,4e2da7f7,Primeira Liga
72,Zé Carlos,POR,"MF,DF",Vitória,22-070,2001,3.1,2.26,1.29,1.29,0.97,0.00,0.97,3.87,25.0,2.90,1.29,0.32,0.97,0.97,3.23,1.94,0.00,https://fbref.com/en/players/8bc1f137/Ze-Carlos,8bc1f137,Primeira Liga
73,David Carmo,POR,DF,Porto,24-173,1999,6.8,0.74,0.59,0.29,0.29,0.15,0.59,0.74,80.0,0.15,1.62,1.03,0.59,0.29,1.03,4.56,0.15,https://fbref.com/en/players/3ce20eda/David-Carmo,3ce20eda,Primeira Liga
74,Marcelo Carné,BRA,GK,Estoril,33-336,1990,11.0,0.09,0.09,0.09,0.00,0.00,0.09,0.09,100.0,0.00,0.00,0.00,0.00,0.00,0.09,0.55,0.18,https://fbref.com/en/players/a24d3330/Marcelo-Carne,a24d3330,Primeira Liga
75,Carraça,POR,"MF,DF",Chaves,30-313,1993,2.9,1.03,0.69,0.34,0.69,0.00,0.34,1.03,33.3,0.69,1.03,0.00,1.03,0.69,1.72,0.69,0.00,https://fbref.com/en/players/d96144c9/Carraca,d96144c9,Primeira Liga
76,Ronie Carrillo,ECU,FW,Portimonense,27-122,1996,8.7,0.57,0.23,0.11,0.34,0.11,0.11,0.69,16.7,0.57,0.80,0.11,0.69,0.23,0.80,1.61,0.00,https://fbref.com/en/players/f22278e5/Ronie-Carrillo,f22278e5,Primeira Liga
77,António Filipe de Carvalho,POR,GK,Estrela,38-269,1985,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,https://fbref.com/en/players/f4a6be9a/Antonio-Filipe-de-Carvalho,f4a6be9a,Primeira Liga
78,Martim Carvalho,POR,MF,Gil Vicente FC,20-359,2003,9.5,2.11,1.47,1.05,0.84,0.21,0.95,2.95,32.1,2.00,0.84,0.00,0.84,0.95,3.05,1.37,0.00,https://fbref.com/en/players/f98c4f0a/Martim-Carvalho,f98c4f0a,Primeira Liga
79,Vitor Carvalho,BRA,MF,Braga,26-226,1997,6.7,1.94,1.34,0.75,1.19,0.00,0.75,2.09,35.7,1.34,1.49,0.30,1.19,1.34,3.28,1.94,0.15,https://fbref.com/en/players/adc77724/Vitor-Carvalho,adc77724,Primeira Liga
80,Facundo Cáseres,ARG,MF,Farense,22-225,2001,1.5,5.33,0.00,2.67,2.00,0.67,2.00,2.67,75.0,0.67,1.33,0.67,0.67,1.33,6.67,2.00,0.00,https://fbref.com/en/players/21be17c9/Facundo-Caseres,21be17c9,Primeira Liga
81,Midana Cassama,GNB,"FW,MF",Portimonense,21-143,2002,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d00578b9/Midana-Cassama,d00578b9,Primeira Liga
82,Cassiano,BRA,FW,Estoril,34-206,1989,8.7,1.49,1.15,0.23,0.57,0.69,0.57,2.07,27.8,1.49,0.80,0.11,0.69,0.00,1.49,0.69,0.00,https://fbref.com/en/players/46fa8966/Cassiano,46fa8966,Primeira Liga
83,Jesús Castillo,PER,MF,Gil Vicente FC,22-211,2001,0.5,2.00,2.00,0.00,2.00,0.00,2.00,6.00,33.3,4.00,2.00,0.00,2.00,4.00,6.00,2.00,0.00,https://fbref.com/en/players/957ac8ad/Jesus-Castillo,957ac8ad,Primeira Liga
84,André Castro,POR,MF,Braga,35-281,1988,0.5,2.00,0.00,0.00,2.00,0.00,2.00,8.00,25.0,6.00,8.00,2.00,6.00,2.00,4.00,2.00,0.00,https://fbref.com/en/players/37d0048f/Andre-Castro,37d0048f,Primeira Liga
85,Geny Catamo,MOZ,"MF,DF",Sporting CP,22-347,2001,7.8,1.41,0.77,0.64,0.64,0.13,0.90,2.05,43.8,1.15,0.90,0.00,0.90,0.77,2.18,0.90,0.00,https://fbref.com/en/players/28cb9f21/Geny-Catamo,28cb9f21,Primeira Liga
86,Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,21-177,2002,4.3,0.93,0.47,0.00,0.93,0.00,0.47,1.40,33.3,0.93,1.63,0.47,1.16,0.23,1.16,1.16,0.23,https://fbref.com/en/players/f8d7f03b/Tidjany-Chabrol,f8d7f03b,Primeira Liga
87,Chiquinho,POR,"FW,MF",Famalicão,23-337,2000,7.5,1.60,1.07,0.53,0.80,0.27,0.67,1.73,38.5,1.07,1.87,0.00,1.87,0.80,2.40,0.53,0.00,https://fbref.com/en/players/dc6c2f02/Chiquinho,dc6c2f02,Primeira Liga
88,Chiquinho,POR,MF,Benfica,28-173,1995,2.1,2.38,1.90,0.48,1.90,0.00,0.48,1.43,33.3,0.95,0.48,0.00,0.48,0.95,3.33,1.43,0.00,https://fbref.com/en/players/262e5a82/Chiquinho,262e5a82,Primeira Liga
89,Clayton,BRA,FW,Casa Pia,24-362,1999,10.7,0.09,0.00,0.00,0.00,0.09,0.00,0.75,0.0,0.75,0.75,0.09,0.65,0.19,0.28,0.56,0.00,https://fbref.com/en/players/b05870de/Clayton,b05870de,Primeira Liga
90,Sebastián Coates,URU,DF,Sporting CP,33-093,1990,10.5,1.90,0.95,0.95,0.86,0.10,1.24,1.71,72.2,0.48,1.43,1.05,0.38,1.05,2.95,3.14,0.00,https://fbref.com/en/players/1fbbfbde/Sebastian-Coates,1fbbfbde,Primeira Liga
91,Fábio Conceição,POR,"MF,DF",Rio Ave,22-255,2001,15.8,1.33,0.89,0.95,0.19,0.19,0.82,1.58,52.0,0.76,1.39,0.19,1.20,0.76,2.09,1.39,0.00,https://fbref.com/en/players/6fe4c987/Fabio-Conceicao,6fe4c987,Primeira Liga
92,Francisco Conceição,POR,"MF,FW",Porto,21-025,2002,4.1,1.95,1.22,0.49,0.98,0.49,0.98,1.71,57.1,0.73,0.49,0.00,0.49,0.00,1.95,0.00,0.00,https://fbref.com/en/players/5ef3d210/Francisco-Conceicao,5ef3d210,Primeira Liga
93,Leo Cordeiro,BRA,MF,Estrela,28-103,1995,13.3,2.03,1.20,0.75,1.28,0.00,1.20,2.71,44.4,1.50,1.43,0.38,1.05,0.75,2.78,0.90,0.00,https://fbref.com/en/players/53c0ab99/Leo-Cordeiro,53c0ab99,Primeira Liga
94,Jeriel Córdova,VEN,FW,Boavista,21-204,2002,1.5,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.0,1.33,0.67,0.00,0.67,0.00,0.00,0.67,0.00,https://fbref.com/en/players/8898f8a2/Jeriel-Cordova,8898f8a2,Primeira Liga
95,Félix Correia,POR,FW,Gil Vicente FC,22-351,2001,9.4,1.28,0.64,0.32,0.74,0.21,0.96,1.28,75.0,0.32,1.70,0.21,1.49,0.96,2.23,1.06,0.11,https://fbref.com/en/players/c803c92a/Felix-Correia,c803c92a,Primeira Liga
96,João Pedro Araújo Correia,CPV,"DF,MF",Chaves,27-125,1996,11.1,0.99,0.63,0.45,0.36,0.18,0.72,1.89,38.1,1.17,1.17,0.54,0.63,1.71,2.70,1.53,0.00,https://fbref.com/en/players/d8bc9af3/Joao-Pedro-Araujo-Correia,d8bc9af3,Primeira Liga
