Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
835,Kiko Femenía,ESP,DF,Villarreal,es La Liga,33-088,1991,13.6,61.8,52.0,9.71,1.25,0.00,0.15,1.40,8.46,0.00,0.00,0.00,0.00,51.3,0.15,1.18,https://fbref.com/en/players/e5d01ecf/Kiko-Femenia,e5d01ecf,Big 5 combined
836,Evan Ferguson,IRL,FW,Brighton,eng Premier League,19-194,2004,15.2,19.9,17.7,2.11,0.00,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,16.1,0.13,0.86,https://fbref.com/en/players/4596da74/Evan-Ferguson,4596da74,Big 5 combined
837,Lewis Ferguson,SCO,MF,Bologna,it Serie A,24-250,1999,30.1,59.1,57.8,1.13,0.53,0.23,0.30,0.37,0.56,0.03,0.00,0.00,0.00,52.2,0.13,1.23,https://fbref.com/en/players/ee64a822/Lewis-Ferguson,ee64a822,Big 5 combined
838,Bruno Fernandes,POR,"MF,FW",Manchester Utd,eng Premier League,29-235,1994,33.0,63.2,54.5,8.09,1.85,0.88,0.64,6.42,0.67,4.24,1.24,1.61,0.21,46.1,0.70,1.79,https://fbref.com/en/players/507c7bdf/Bruno-Fernandes,507c7bdf,Big 5 combined
839,Edimilson Fernandes,SUI,DF,Mainz 05,de Bundesliga,28-015,1996,13.3,55.8,48.9,6.39,3.08,0.15,0.68,3.83,1.28,2.03,1.05,0.68,0.08,43.2,0.45,0.53,https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes,3bb625ac,Big 5 combined
840,Aitor Fernández,ESP,GK,Osasuna,es La Liga,32-363,1991,4.1,32.7,23.2,9.02,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.2,0.49,0.00,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez,a01c3d54,Big 5 combined
841,Álex Fernández,ESP,MF,Cádiz,es La Liga,31-198,1992,12.9,45.1,40.3,4.50,2.17,0.00,0.39,2.33,0.39,1.24,0.39,0.62,0.00,37.1,0.31,0.85,https://fbref.com/en/players/aa677a35/Alex-Fernandez,aa677a35,Big 5 combined
842,Carlos Fernández,ESP,FW,Real Sociedad,es La Liga,27-344,1996,4.5,18.4,17.3,1.11,0.22,0.22,0.00,0.22,0.00,0.00,0.00,0.00,0.00,9.78,0.00,0.89,https://fbref.com/en/players/e08647d6/Carlos-Fernandez,e08647d6,Big 5 combined
843,Enzo Fernández,ARG,MF,Chelsea,eng Premier League,23-104,2001,24.5,76.0,71.7,3.63,2.12,0.86,1.14,1.84,0.20,0.90,0.16,0.29,0.00,64.2,0.69,1.22,https://fbref.com/en/players/5ff4ab71/Enzo-Fernandez,5ff4ab71,Big 5 combined
844,Raúl Fernández,ESP,GK,Granada,es La Liga,36-048,1988,3.1,34.5,23.5,10.3,4.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.3,0.65,0.00,https://fbref.com/en/players/6fb59070/Raul-Fernandez,6fb59070,Big 5 combined
845,Valery Fernández,ESP,"MF,FW",Girona,es La Liga,24-159,1999,5.1,38.2,36.5,1.76,0.00,0.20,0.00,2.55,1.76,0.00,0.00,0.00,0.00,32.4,0.00,0.78,https://fbref.com/en/players/4acd733a/Valery-Fernandez,4acd733a,Big 5 combined
846,Fernando,ESP,GK,Almería,es La Liga,33-325,1990,2.0,42.0,30.0,11.5,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.0,0.50,0.00,https://fbref.com/en/players/dabb2827/Fernando,dabb2827,Big 5 combined
847,Fernando,BRA,MF,Sevilla,es La Liga,36-280,1987,5.1,47.5,45.7,1.57,1.57,0.20,0.59,0.78,0.00,0.00,0.00,0.00,0.00,41.0,0.20,0.39,https://fbref.com/en/players/41f32541/Fernando,41f32541,Big 5 combined
848,Ichem Ferrah,FRA,FW,Lille,fr Ligue 1,18-220,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/307581ff/Ichem-Ferrah,307581ff,Big 5 combined
849,André Ferreira,POR,GK,Granada,es La Liga,27-337,1996,14.9,33.4,22.2,11.2,3.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.1,0.00,0.07,https://fbref.com/en/players/12c6cbef/Andre-Ferreira,12c6cbef,Big 5 combined
850,João Ferreira,POR,DF,Udinese,it Serie A,23-039,2001,18.8,42.3,35.1,7.13,1.17,0.05,0.53,1.06,5.96,0.00,0.00,0.00,0.00,32.2,0.11,0.90,https://fbref.com/en/players/fb37a645/Joao-Ferreira,fb37a645,Big 5 combined
851,Jordan Ferri,FRA,MF,Montpellier,fr Ligue 1,32-049,1992,21.9,59.5,58.1,1.42,0.87,0.23,0.37,1.74,0.46,0.09,0.00,0.00,0.00,49.2,0.00,0.91,https://fbref.com/en/players/375622c5/Jordan-Ferri,375622c5,Big 5 combined
852,Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,de Bundesliga,19-208,2004,0.7,31.4,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.3,1.43,1.43,https://fbref.com/en/players/58468842/Nacho-Ferri,58468842,Big 5 combined
853,Rachad Fettal,MAR,FW,Almería,es La Liga,19-105,2005,0.2,30.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,5.00,0.00,https://fbref.com/en/players/ae9a9b2d/Rachad-Fettal,ae9a9b2d,Big 5 combined
854,Seydou Fini,ITA,"DF,FW",Genoa,it Serie A,17-333,2006,0.4,35.0,30.0,5.00,0.00,0.00,0.00,2.50,5.00,0.00,0.00,0.00,0.00,22.5,0.00,0.00,https://fbref.com/en/players/6411925d/Seydou-Fini,6411925d,Big 5 combined
855,Max Finkgräfe,GER,DF,Köln,de Bundesliga,20-034,2004,17.5,43.5,34.0,9.43,0.86,0.06,0.40,3.09,8.29,0.29,0.11,0.11,0.00,30.7,0.06,1.83,https://fbref.com/en/players/7ebd0896/Max-Finkgrafe,7ebd0896,Big 5 combined
856,Kilian Fischer,GER,DF,Wolfsburg,de Bundesliga,23-201,2000,2.2,43.2,30.5,12.7,0.45,0.00,0.00,2.73,12.3,0.00,0.00,0.00,0.00,27.7,0.00,2.27,https://fbref.com/en/players/79f7302a/Kilian-Fischer,79f7302a,Big 5 combined
857,John Fleck,SCO,"MF,DF",Sheffield Utd,eng Premier League,32-250,1991,1.0,40.0,36.0,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.0,0.00,0.00,https://fbref.com/en/players/b63e789d/John-Fleck,b63e789d,Big 5 combined
858,Mark Flekken,NED,GK,Brentford,eng Premier League,30-322,1993,33.5,43.0,30.3,12.6,4.75,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,30.4,0.09,0.00,https://fbref.com/en/players/a92ab7be/Mark-Flekken,a92ab7be,Big 5 combined
859,Alessandro Florenzi,ITA,DF,Milan,it Serie A,33-050,1991,16.3,65.8,54.5,11.0,2.52,0.00,0.92,5.40,6.07,2.45,1.17,1.10,0.00,54.3,0.25,0.86,https://fbref.com/en/players/e288d4b3/Alessandro-Florenzi,e288d4b3,Big 5 combined
860,Phil Foden,ENG,"FW,MF",Manchester City,eng Premier League,23-338,2000,28.0,55.3,52.9,2.21,0.57,0.46,0.21,2.61,0.14,1.29,0.54,0.46,0.00,47.3,0.11,1.61,https://fbref.com/en/players/ed1e53f3/Phil-Foden,ed1e53f3,Big 5 combined
861,Wes Foderingham,ENG,GK,Sheffield Utd,eng Premier League,33-107,1991,26.4,35.9,22.2,13.4,4.51,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.34,0.04,https://fbref.com/en/players/96cf7b61/Wes-Foderingham,96cf7b61,Big 5 combined
862,Malick Fofana,BEL,FW,Lyon,fr Ligue 1,19-030,2005,4.7,29.1,28.5,0.64,0.00,0.00,0.00,3.19,0.64,0.00,0.00,0.00,0.00,23.4,0.00,1.28,https://fbref.com/en/players/8236f673/Malick-Fofana,8236f673,Big 5 combined
863,Youssouf Fofana,FRA,MF,Monaco,fr Ligue 1,25-111,1999,27.8,59.3,56.2,2.63,2.45,0.47,0.14,0.50,0.18,0.00,0.00,0.00,0.00,47.8,0.43,1.01,https://fbref.com/en/players/822d51d7/Youssouf-Fofana,822d51d7,Big 5 combined
864,Jonas Föhrenbach,GER,DF,Heidenheim,de Bundesliga,28-095,1996,28.3,46.0,36.2,9.68,0.53,0.00,0.49,2.44,9.12,0.04,0.04,0.00,0.00,32.4,0.14,1.20,https://fbref.com/en/players/1b4be8eb/Jonas-Fohrenbach,1b4be8eb,Big 5 combined
865,Thomas Foket,BEL,DF,Reims,fr Ligue 1,29-218,1994,19.9,52.5,42.7,9.30,0.35,0.00,0.00,1.86,8.94,0.00,0.00,0.00,0.00,42.5,0.55,1.36,https://fbref.com/en/players/90eb507d/Thomas-Foket,90eb507d,Big 5 combined
866,Michael Folorunsho,ITA,"MF,FW",Hellas Verona,it Serie A,26-083,1998,29.1,26.0,25.1,0.86,0.48,0.03,0.38,2.10,0.38,0.00,0.00,0.00,0.00,16.0,0.10,1.00,https://fbref.com/en/players/c391a179/Michael-Folorunsho,c391a179,Big 5 combined
867,Tiago Fonseca Morais,POR,FW,Lille,fr Ligue 1,20-240,2003,0.5,30.0,26.0,4.00,0.00,0.00,0.00,2.00,0.00,4.00,2.00,0.00,0.00,22.0,0.00,0.00,https://fbref.com/en/players/a951ca82/Tiago-Fonseca-Morais,a951ca82,Big 5 combined
868,Pablo Fornals,ESP,"MF,FW",West Ham,eng Premier League,28-068,1996,4.7,44.7,43.4,1.28,0.43,0.00,0.43,1.70,0.43,0.00,0.00,0.00,0.00,34.5,0.00,1.28,https://fbref.com/en/players/82927de4/Pablo-Fornals,82927de4,Big 5 combined
869,Pablo Fornals,ESP,"FW,MF",Betis,es La Liga,28-068,1996,9.7,54.5,50.8,3.51,0.52,0.31,0.52,4.64,0.82,2.16,0.93,1.03,0.00,40.5,0.21,2.58,https://fbref.com/en/players/82927de4/Pablo-Fornals,82927de4,Big 5 combined
870,Emil Forsberg,SWE,"MF,FW",RB Leipzig,de Bundesliga,32-190,1991,5.2,38.3,36.5,1.35,0.19,0.00,0.58,1.54,0.00,0.96,0.58,0.38,0.00,31.3,0.38,1.15,https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg,9a2e0ccc,Big 5 combined
871,Omari Forson,ENG,FW,Manchester Utd,eng Premier League,19-285,2004,0.7,37.1,35.7,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.9,0.00,1.43,https://fbref.com/en/players/1b9728b0/Omari-Forson,1b9728b0,Big 5 combined
872,Philipp Förster,GER,"MF,FW",Bochum,de Bundesliga,29-086,1995,4.3,48.4,42.6,5.58,2.79,0.00,0.00,6.51,0.00,2.56,1.16,1.16,0.00,36.3,0.23,0.93,https://fbref.com/en/players/76fa965f/Philipp-Forster,76fa965f,Big 5 combined
873,Héctor Fort,ESP,DF,Barcelona,es La Liga,17-272,2006,2.7,62.6,55.2,7.41,1.85,0.00,0.74,1.11,5.56,0.00,0.00,0.00,0.00,54.1,0.00,0.37,https://fbref.com/en/players/2e31f3a6/Hector-Fort,2e31f3a6,Big 5 combined
874,Lyle Foster,RSA,"FW,MF",Burnley,eng Premier League,23-240,2000,18.2,21.6,20.3,1.21,0.05,0.16,0.27,0.16,0.16,0.00,0.00,0.00,0.00,14.3,0.11,0.77,https://fbref.com/en/players/f84a807c/Lyle-Foster,f84a807c,Big 5 combined
875,Dimitri Foulquier,FRA,"DF,MF",Valencia,es La Liga,31-038,1993,17.6,51.0,38.8,11.9,1.02,0.06,0.17,2.10,10.9,0.00,0.00,0.00,0.00,36.9,0.28,2.22,https://fbref.com/en/players/45e17712/Dimitri-Foulquier,45e17712,Big 5 combined
876,Juan Foyth,ARG,DF,Villarreal,es La Liga,26-109,1998,11.8,58.5,49.1,9.24,1.27,0.08,0.42,1.53,7.97,0.00,0.00,0.00,0.00,47.9,0.17,1.36,https://fbref.com/en/players/6c7762c3/Juan-Foyth,6c7762c3,Big 5 combined
877,Matheus França,BRA,"MF,FW",Crystal Palace,eng Premier League,20-029,2004,2.6,30.4,26.5,3.85,0.38,0.00,0.38,5.38,0.00,3.46,1.92,0.77,0.00,19.6,0.00,1.92,https://fbref.com/en/players/077faf72/Matheus-Franca,077faf72,Big 5 combined
878,Bartol Franjić,CRO,MF,Darmstadt 98,de Bundesliga,24-107,2000,13.7,40.6,39.0,1.53,0.95,0.00,0.07,0.29,0.58,0.00,0.00,0.00,0.00,33.7,0.07,0.66,https://fbref.com/en/players/697dc00a/Bartol-Franjic,697dc00a,Big 5 combined
879,Przemysław Frankowski,POL,DF,Lens,fr Ligue 1,29-018,1995,22.3,53.7,44.9,8.57,0.36,0.09,0.18,4.66,7.76,0.45,0.13,0.18,0.00,41.2,0.22,1.61,https://fbref.com/en/players/00a8d210/Przemyslaw-Frankowski,00a8d210,Big 5 combined
880,Nathan Fraser,IRL,FW,Wolves,eng Premier League,19-068,2005,2.1,20.0,18.6,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.7,0.00,1.43,https://fbref.com/en/players/00b77ecf/Nathan-Fraser,00b77ecf,Big 5 combined
881,Davide Frattesi,ITA,MF,Inter,it Serie A,24-191,1999,7.9,25.9,25.1,0.76,0.63,0.25,0.25,1.39,0.13,0.00,0.00,0.00,0.00,19.9,0.13,0.76,https://fbref.com/en/players/2a7d27c1/Davide-Frattesi,2a7d27c1,Big 5 combined
882,Jean Frederic N'Guessan,CIV,"MF,FW",Metz,fr Ligue 1,21-013,2003,1.2,38.3,36.7,1.67,1.67,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,30.8,0.00,0.83,https://fbref.com/en/players/eef3f9c6/Jean-Frederic-NGuessan,eef3f9c6,Big 5 combined
883,Morten Frendrup,DEN,MF,Genoa,it Serie A,23-023,2001,30.0,34.9,33.5,1.30,0.33,0.03,0.13,0.33,0.67,0.00,0.00,0.00,0.00,27.5,0.03,0.87,https://fbref.com/en/players/f4d60499/Morten-Frendrup,f4d60499,Big 5 combined
884,Remo Freuler,SUI,MF,Bologna,it Serie A,32-015,1992,26.4,65.5,62.0,3.26,2.88,0.04,0.15,0.34,0.38,0.00,0.00,0.00,0.00,59.1,0.15,0.83,https://fbref.com/en/players/98d2c2c4/Remo-Freuler,98d2c2c4,Big 5 combined
885,Marco Friedl,AUT,DF,Werder Bremen,de Bundesliga,26-045,1998,21.4,43.3,41.3,1.73,1.45,0.00,0.14,0.19,0.23,0.00,0.00,0.00,0.00,36.9,0.23,0.23,https://fbref.com/en/players/f86ad3f5/Marco-Friedl,f86ad3f5,Big 5 combined
886,Marvin Friedrich,GER,DF,M'Gladbach,de Bundesliga,28-139,1995,14.6,53.4,51.2,2.05,1.44,0.00,0.27,0.07,0.55,0.00,0.00,0.00,0.00,44.2,0.21,0.27,https://fbref.com/en/players/b77f44a4/Marvin-Friedrich,b77f44a4,Big 5 combined
887,Jeremie Frimpong,NED,DF,Leverkusen,de Bundesliga,23-142,2000,23.9,41.2,36.9,4.18,0.13,0.17,0.17,3.68,4.06,0.00,0.00,0.00,0.00,32.0,0.13,1.55,https://fbref.com/en/players/74f2e748/Jeremie-Frimpong,74f2e748,Big 5 combined
888,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,es La Liga,27-070,1997,14.3,27.8,26.6,1.05,0.14,0.00,0.07,3.15,0.42,0.49,0.21,0.28,0.00,19.8,0.14,1.54,https://fbref.com/en/players/38ce1150/Jorge-de-Frutos,38ce1150,Big 5 combined
889,Chris Führich,GER,"FW,MF",Stuttgart,de Bundesliga,26-112,1998,26.3,48.1,43.1,4.83,0.95,0.27,0.34,3.69,1.56,2.32,1.18,0.27,0.00,38.7,0.15,1.29,https://fbref.com/en/players/0cf778df/Chris-Fuhrich,0cf778df,Big 5 combined
890,Shiō Fukuda,JPN,"MF,FW",M'Gladbach,de Bundesliga,20-022,2004,0.3,13.3,13.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,https://fbref.com/en/players/056a8552/Shio-Fukuda,056a8552,Big 5 combined
891,Angelo Fulgini,FRA,MF,Lens,fr Ligue 1,27-254,1996,12.9,51.2,42.6,7.67,1.78,0.70,0.31,7.52,0.54,5.19,2.40,2.40,0.00,36.9,1.01,0.93,https://fbref.com/en/players/4b96c347/Angelo-Fulgini,4b96c347,Big 5 combined
892,Niclas Füllkrug,GER,FW,Werder Bremen,de Bundesliga,31-081,1993,2.0,33.0,32.5,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.0,0.00,1.00,https://fbref.com/en/players/4f16405e/Niclas-Fullkrug,4f16405e,Big 5 combined
893,Niclas Füllkrug,GER,FW,Dortmund,de Bundesliga,31-081,1993,23.9,23.5,22.9,0.54,0.04,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,15.6,0.04,0.96,https://fbref.com/en/players/4f16405e/Niclas-Fullkrug,4f16405e,Big 5 combined
894,Matteo Gabbia,ITA,DF,Milan,it Serie A,24-192,1999,12.0,61.5,58.6,2.92,1.42,0.00,0.17,0.00,0.25,0.00,0.00,0.00,0.00,55.9,0.00,0.50,https://fbref.com/en/players/c235e803/Matteo-Gabbia,c235e803,Big 5 combined
895,Matteo Gabbia,ITA,DF,Villarreal,es La Liga,24-192,1999,5.3,56.4,53.4,2.83,1.70,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,50.4,0.19,0.00,https://fbref.com/en/players/c235e803/Matteo-Gabbia,c235e803,Big 5 combined
896,Gianluca Gaetano,ITA,"FW,MF",Cagliari,it Serie A,23-361,2000,6.1,27.2,25.2,1.80,0.82,0.16,0.00,1.48,0.00,0.16,0.16,0.00,0.00,19.5,0.16,0.66,https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano,3b387cc7,Big 5 combined
897,Gianluca Gaetano,ITA,MF,Napoli,it Serie A,23-361,2000,1.8,43.9,43.3,0.56,0.56,0.00,0.56,1.67,0.00,0.00,0.00,0.00,0.00,38.9,0.00,0.56,https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano,3b387cc7,Big 5 combined
898,Roberto Gagliardini,ITA,"MF,DF",Monza,it Serie A,30-023,1994,24.7,56.1,53.8,2.15,1.70,0.08,0.53,0.20,0.28,0.12,0.00,0.00,0.00,50.6,0.12,0.45,https://fbref.com/en/players/ce30bfc8/Roberto-Gagliardini,ce30bfc8,Big 5 combined
899,Cody Gakpo,NED,"FW,MF",Liverpool,eng Premier League,24-359,1999,15.6,30.4,29.6,0.83,0.26,0.06,0.13,1.22,0.32,0.00,0.00,0.00,0.00,23.4,0.06,0.90,https://fbref.com/en/players/1971591f/Cody-Gakpo,1971591f,Big 5 combined
900,Javi Galán,ESP,DF,Atlético Madrid,es La Liga,29-163,1994,1.0,60.0,49.0,11.0,0.00,0.00,0.00,6.00,9.00,2.00,0.00,1.00,0.00,45.0,0.00,3.00,https://fbref.com/en/players/a4b00319/Javi-Galan,a4b00319,Big 5 combined
901,Javi Galán,ESP,DF,Real Sociedad,es La Liga,29-163,1994,10.1,58.2,47.8,10.4,0.79,0.10,0.69,4.46,9.60,0.00,0.00,0.00,0.00,46.6,0.00,1.19,https://fbref.com/en/players/a4b00319/Javi-Galan,a4b00319,Big 5 combined
902,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,es La Liga,30-268,1993,21.2,52.4,49.2,3.07,1.37,0.28,0.80,2.55,0.09,1.56,0.05,1.27,0.00,41.8,0.19,0.80,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta,91f7631f,Big 5 combined
903,Pablo Galdames Millán,CHI,"MF,DF",Genoa,it Serie A,27-122,1996,0.1,230.0,230.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.0,0.00,0.00,https://fbref.com/en/players/dd403465/Pablo-Galdames-Millan,dd403465,Big 5 combined
904,Conor Gallagher,ENG,MF,Chelsea,eng Premier League,24-084,2000,29.9,59.4,55.8,3.44,1.40,0.17,0.20,1.91,0.57,1.30,0.43,0.37,0.07,52.7,0.20,0.94,https://fbref.com/en/players/c2731c10/Conor-Gallagher,c2731c10,Big 5 combined
905,Antonino Gallo,ITA,DF,Lecce,it Serie A,24-116,2000,24.0,49.0,37.5,11.1,1.92,0.00,0.38,4.83,8.58,0.58,0.04,0.25,0.00,34.8,0.33,1.29,https://fbref.com/en/players/c74d63ac/Antonino-Gallo,c74d63ac,Big 5 combined
906,Cristian Gamboa,CRC,DF,Bochum,de Bundesliga,34-189,1989,13.0,35.8,28.8,7.00,0.23,0.00,0.23,1.77,6.77,0.00,0.00,0.00,0.00,26.6,0.08,0.46,https://fbref.com/en/players/f27680d9/Cristian-Gamboa,f27680d9,Big 5 combined
907,Kévin Gameiro,FRA,"FW,MF",Strasbourg,fr Ligue 1,36-357,1987,14.3,29.6,28.7,0.84,0.07,0.28,0.07,0.63,0.00,0.00,0.00,0.00,0.00,23.8,0.07,0.91,https://fbref.com/en/players/42276181/Kevin-Gameiro,42276181,Big 5 combined
908,Idrissa Gana Gueye,SEN,MF,Everton,eng Premier League,34-217,1989,18.1,42.1,41.3,0.61,0.11,0.11,0.22,0.55,0.17,0.00,0.00,0.00,0.00,35.4,0.17,0.66,https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,72c812f3,Big 5 combined
909,Ignatius Ganago,CMR,"FW,MF",Nantes,fr Ligue 1,25-074,1999,2.0,26.5,26.0,0.00,0.00,0.50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,15.5,0.50,1.50,https://fbref.com/en/players/23c63b7f/Ignatius-Ganago,23c63b7f,Big 5 combined
910,Aleix García,ESP,MF,Girona,es La Liga,26-307,1997,31.3,81.0,73.6,7.19,3.48,0.16,2.33,5.30,0.22,3.42,1.41,1.53,0.03,70.7,0.26,0.54,https://fbref.com/en/players/a10361d2/Aleix-Garcia,a10361d2,Big 5 combined
911,Álvaro García,ESP,"FW,MF",Rayo Vallecano,es La Liga,31-186,1992,23.0,29.7,28.4,1.30,0.26,0.04,0.13,4.35,0.65,0.30,0.17,0.09,0.00,18.4,0.04,1.30,https://fbref.com/en/players/90bbd822/Alvaro-Garcia,90bbd822,Big 5 combined
912,Dani García,ESP,MF,Athletic Club,es La Liga,33-342,1990,6.3,40.3,39.2,1.11,0.95,0.00,0.32,0.00,0.16,0.00,0.00,0.00,0.00,34.6,0.00,0.32,https://fbref.com/en/players/240d3a0b/Dani-Garcia,240d3a0b,Big 5 combined
913,David García,ESP,DF,Osasuna,es La Liga,30-076,1994,25.9,51.7,48.6,2.97,1.93,0.12,0.42,0.08,0.31,0.00,0.00,0.00,0.00,42.8,0.15,0.23,https://fbref.com/en/players/3e42f707/David-Garcia,3e42f707,Big 5 combined
914,Eric García,ESP,DF,Barcelona,es La Liga,23-112,2001,0.6,80.0,70.0,10.0,3.33,0.00,3.33,0.00,6.67,0.00,0.00,0.00,0.00,76.7,0.00,0.00,https://fbref.com/en/players/2bed3eab/Eric-Garcia,2bed3eab,Big 5 combined
915,Eric García,ESP,DF,Girona,es La Liga,23-112,2001,24.6,75.4,69.3,5.93,2.52,0.28,0.61,0.28,3.21,0.00,0.00,0.00,0.00,67.1,0.24,0.65,https://fbref.com/en/players/2bed3eab/Eric-Garcia,2bed3eab,Big 5 combined
916,Fran Garcia,ESP,DF,Real Madrid,es La Liga,24-260,1999,12.5,62.3,53.8,8.40,0.48,0.08,0.24,3.60,7.92,0.00,0.00,0.00,0.00,53.0,0.16,0.88,https://fbref.com/en/players/7226539b/Fran-Garcia,7226539b,Big 5 combined
917,Francisco Jesús Crespo García,ESP,FW,Las Palmas,es La Liga,27-276,1996,5.6,41.1,37.7,3.21,0.18,0.18,0.71,5.54,0.71,2.32,1.43,0.54,0.00,29.6,0.18,1.07,https://fbref.com/en/players/8c4e56cb/Francisco-Jesus-Crespo-Garcia,8c4e56cb,Big 5 combined
918,Gonzalo García,ESP,"FW,MF",Real Madrid,es La Liga,20-037,2004,0.2,35.0,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,https://fbref.com/en/players/74c2d562/Gonzalo-Garcia,74c2d562,Big 5 combined
919,Jastin García,ESP,"FW,MF",Girona,es La Liga,20-106,2004,0.2,15.0,15.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,https://fbref.com/en/players/0302f7b4/Jastin-Garcia,0302f7b4,Big 5 combined
920,Raúl García,ESP,"FW,MF",Athletic Club,es La Liga,37-294,1986,2.5,31.2,31.2,0.00,0.00,0.40,0.00,1.60,0.00,0.00,0.00,0.00,0.00,17.2,0.00,0.80,https://fbref.com/en/players/b418dbd4/Raul-Garcia,b418dbd4,Big 5 combined
921,Rubén García,ESP,"FW,MF",Osasuna,es La Liga,30-291,1993,14.0,45.1,41.3,3.79,1.07,0.07,0.14,5.29,0.36,2.07,1.07,0.79,0.07,30.0,0.00,1.93,https://fbref.com/en/players/5c96b017/Ruben-Garcia,5c96b017,Big 5 combined
922,Santiago García,,FW,Getafe,es La Liga,22-245,2001,0.3,23.3,20.0,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,https://fbref.com/en/players/b4b4d0a6/Santiago-Garcia,b4b4d0a6,Big 5 combined
923,Ulisses Garcia,SUI,DF,Marseille,fr Ligue 1,28-110,1996,8.3,54.6,44.3,10.2,1.20,0.00,0.12,4.58,8.19,0.84,0.00,0.84,0.00,42.8,0.00,1.45,https://fbref.com/en/players/c952f633/Ulisses-Garcia,c952f633,Big 5 combined
924,Unai García,ESP,DF,Osasuna,es La Liga,32-087,1992,6.1,32.6,29.7,2.79,2.46,0.00,0.98,0.66,0.33,0.00,0.00,0.00,0.00,25.6,0.16,0.00,https://fbref.com/en/players/4a633cfe/Unai-Garcia,4a633cfe,Big 5 combined
925,Alejandro Garnacho,ARG,FW,Manchester Utd,eng Premier League,19-304,2004,24.6,31.5,31.1,0.37,0.08,0.08,0.12,1.99,0.20,0.08,0.00,0.00,0.00,23.9,0.12,1.79,https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho,7aa8adfe,Big 5 combined
926,James Garner,ENG,MF,Everton,eng Premier League,23-048,2001,30.8,37.1,32.0,4.94,1.14,0.13,0.19,3.44,0.39,1.92,1.79,0.10,0.00,28.6,0.23,0.78,https://fbref.com/en/players/4e015693/James-Garner,4e015693,Big 5 combined
927,Luca Garritano,ITA,"MF,DF",Frosinone,it Serie A,30-079,1994,5.4,40.7,37.6,3.15,0.74,0.00,0.37,2.96,0.93,1.48,0.56,0.56,0.00,27.2,0.00,1.85,https://fbref.com/en/players/1ceeae3e/Luca-Garritano,1ceeae3e,Big 5 combined
928,Johan Gastien,FRA,MF,Clermont Foot,fr Ligue 1,36-096,1988,22.7,67.0,63.0,3.88,2.07,0.35,0.44,1.72,0.35,1.45,0.53,0.57,0.00,55.4,0.13,0.84,https://fbref.com/en/players/868eaba0/Johan-Gastien,868eaba0,Big 5 combined
