Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
380,Armando Broja,ALB,FW,Fulham,eng Premier League,22-233,2001,0.7,1.43,1.38,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/97220da2/Armando-Broja,97220da2,Big 5 combined
381,Dylan Bronn,TUN,"DF,MF",Salernitana,it Serie A,28-316,1995,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/edd81e2a/Dylan-Bronn,edd81e2a,Big 5 combined
382,Andre Brooks,ENG,"MF,DF",Sheffield Utd,eng Premier League,20-254,2003,8.8,0.68,0.68,0.34,0.00,0.23,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5f346071/Andre-Brooks,5f346071,Big 5 combined
383,David Brooks,WAL,"FW,MF",Bournemouth,eng Premier League,26-297,1997,3.1,6.45,6.41,5.16,0.32,0.32,0.32,0.32,0.00,0.97,0.96,0.65,0.00,0.32,0.00,0.00,0.00,https://fbref.com/en/players/dc4cae05/David-Brooks,dc4cae05,Big 5 combined
384,John Brooks,USA,DF,Hoffenheim,de Bundesliga,31-093,1993,17.1,0.53,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e27da244/John-Brooks,e27da244,Big 5 combined
385,Moritz Broschinski,GER,FW,Bochum,de Bundesliga,23-220,2000,12.4,2.50,2.51,1.77,0.00,0.16,0.48,0.00,0.08,0.48,0.49,0.32,0.00,0.08,0.08,0.00,0.00,https://fbref.com/en/players/bbd79358/Moritz-Broschinski,bbd79358,Big 5 combined
386,Jacob Brown,SCO,"MF,FW",Luton Town,eng Premier League,26-020,1998,11.3,1.33,1.33,0.88,0.00,0.09,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ca18c8f1/Jacob-Brown,ca18c8f1,Big 5 combined
387,Josh Brownhill,ENG,MF,Burnley,eng Premier League,28-133,1995,23.9,2.68,2.68,1.55,0.79,0.04,0.13,0.13,0.04,0.25,0.25,0.21,0.04,0.00,0.00,0.00,0.00,https://fbref.com/en/players/47369df8/Josh-Brownhill,47369df8,Big 5 combined
388,Alexander Brunst,GER,GK,Darmstadt 98,de Bundesliga,28-298,1995,1.0,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/99219195/Alexander-Brunst,99219195,Big 5 combined
389,Jacob Bruun Larsen,DEN,"MF,FW",Burnley,eng Premier League,25-224,1998,11.8,3.31,3.30,2.29,0.76,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen,4e204552,Big 5 combined
390,Tajon Buchanan,CAN,DF,Inter,it Serie A,25-082,1999,0.8,3.75,3.80,2.50,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3aca6420/Tajon-Buchanan,3aca6420,Big 5 combined
391,Ante Budimir,CRO,FW,Osasuna,es La Liga,32-283,1991,26.3,1.60,1.59,0.80,0.04,0.11,0.27,0.30,0.08,0.19,0.19,0.08,0.00,0.00,0.04,0.08,0.00,https://fbref.com/en/players/8f3565b3/Ante-Budimir,8f3565b3,Big 5 combined
392,Hugo Bueno,ESP,"DF,MF",Wolves,eng Premier League,21-225,2002,7.3,2.19,2.20,1.78,0.00,0.14,0.14,0.14,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno,bfc3b3a0,Big 5 combined
393,Santiago Bueno,URU,DF,Wolves,eng Premier League,25-173,1998,8.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/edc98fac/Santiago-Bueno,edc98fac,Big 5 combined
394,Marius Bülter,GER,"DF,FW",Hoffenheim,de Bundesliga,31-032,1993,12.6,3.02,3.03,2.38,0.08,0.08,0.32,0.16,0.00,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ab5b7dc1/Marius-Bulter,ab5b7dc1,Big 5 combined
395,Facundo Buonanotte,ARG,"FW,MF",Brighton,eng Premier League,19-129,2004,13.0,2.85,2.85,1.92,0.08,0.15,0.23,0.38,0.08,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/468a7a91/Facundo-Buonanotte,468a7a91,Big 5 combined
396,Alessandro Buongiorno,ITA,DF,Torino,it Serie A,24-329,1999,25.2,0.79,0.79,0.60,0.00,0.00,0.04,0.04,0.12,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.00,https://fbref.com/en/players/4ae67f27/Alessandro-Buongiorno,4ae67f27,Big 5 combined
397,Jonathan Burkardt,GER,"FW,MF",Mainz 05,de Bundesliga,23-294,2000,14.1,2.20,2.20,1.21,0.00,0.21,0.28,0.50,0.00,0.14,0.14,0.07,0.00,0.07,0.00,0.00,0.00,https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt,05f99a4a,Big 5 combined
398,Oliver Burke,SCO,FW,Werder Bremen,de Bundesliga,27-023,1997,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f631c17f/Oliver-Burke,f631c17f,Big 5 combined
399,Reece Burke,ENG,DF,Luton Town,eng Premier League,27-241,1996,16.5,1.21,1.21,0.85,0.06,0.00,0.30,0.00,0.00,0.24,0.24,0.18,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/a681b7b7/Reece-Burke,a681b7b7,Big 5 combined
400,Dan Burn,ENG,DF,Newcastle Utd,eng Premier League,31-357,1992,26.3,0.91,0.91,0.72,0.08,0.04,0.08,0.00,0.00,0.11,0.11,0.08,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/b2d31e83/Dan-Burn,b2d31e83,Big 5 combined
401,Rareș-Cătălin Burnete,ROU,FW,Lecce,it Serie A,20-090,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7c4b4e36/Rares-Catalin-Burnete,7c4b4e36,Big 5 combined
402,Mason Burstow,ENG,FW,Chelsea,eng Premier League,20-270,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dab84ad2/Mason-Burstow,dab84ad2,Big 5 combined
403,Marnon Busch,GER,DF,Heidenheim,de Bundesliga,29-144,1994,6.6,1.97,1.96,1.97,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c38767ab/Marnon-Busch,c38767ab,Big 5 combined
404,Maxime Busi,BEL,"FW,DF",Reims,fr Ligue 1,24-199,1999,1.4,3.57,3.49,2.14,0.00,0.71,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7b082ec2/Maxime-Busi,7b082ec2,Big 5 combined
405,Pablo Busto,ESP,DF,Betis,es La Liga,18-228,2005,0.5,2.00,2.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/da82ccb1/Pablo-Busto,da82ccb1,Big 5 combined
406,Aurélio Buta,POR,"DF,MF",Eint Frankfurt,de Bundesliga,27-080,1997,18.1,1.66,1.66,1.38,0.06,0.06,0.11,0.06,0.00,0.22,0.22,0.17,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/b4705807/Aurelio-Buta,b4705807,Big 5 combined
407,Marcin Bułka,POL,GK,Nice,fr Ligue 1,24-209,1999,31.0,0.10,0.10,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/db87a2c4/Marcin-Bulka,db87a2c4,Big 5 combined
408,Jamie Bynoe-Gittens,ENG,"FW,MF",Dortmund,de Bundesliga,19-266,2004,9.7,3.92,3.91,2.58,0.00,0.82,0.10,0.41,0.00,0.82,0.82,0.52,0.00,0.10,0.00,0.21,0.00,https://fbref.com/en/players/10745192/Jamie-Bynoe-Gittens,10745192,Big 5 combined
409,Rémy Cabella,FRA,"FW,MF",Lille,fr Ligue 1,34-053,1990,15.8,4.75,4.75,2.91,1.01,0.13,0.32,0.13,0.25,0.57,0.57,0.19,0.13,0.00,0.13,0.06,0.06,https://fbref.com/en/players/148e136f/Remy-Cabella,148e136f,Big 5 combined
410,Jovane Cabral,CPV,"MF,FW",Salernitana,it Serie A,25-321,1998,7.5,3.33,3.31,2.67,0.13,0.27,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e34e086c/Jovane-Cabral,e34e086c,Big 5 combined
411,Liberato Cacace,NZL,DF,Empoli,it Serie A,23-216,2000,19.9,1.81,1.81,1.21,0.50,0.00,0.10,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dd86e8e4/Liberato-Cacace,dd86e8e4,Big 5 combined
412,Anthony Caci,FRA,DF,Mainz 05,de Bundesliga,26-304,1997,25.6,2.19,2.19,1.64,0.23,0.12,0.16,0.04,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0118c54c/Anthony-Caci,0118c54c,Big 5 combined
413,Moisés Caicedo,ECU,MF,Chelsea,eng Premier League,22-180,2001,27.1,1.88,1.88,1.55,0.00,0.07,0.04,0.15,0.07,0.30,0.29,0.26,0.00,0.00,0.00,0.00,0.04,https://fbref.com/en/players/16264a81/Moises-Caicedo,16264a81,Big 5 combined
414,Tom Cairney,SCO,MF,Fulham,eng Premier League,33-101,1991,15.7,4.27,4.28,3.76,0.13,0.06,0.13,0.06,0.13,0.83,0.83,0.70,0.00,0.06,0.00,0.06,0.00,https://fbref.com/en/players/a8748947/Tom-Cairney,a8748947,Big 5 combined
415,Jens Cajuste,SWE,MF,Napoli,it Serie A,24-264,1999,8.0,3.50,3.51,3.25,0.00,0.00,0.13,0.00,0.13,0.63,0.63,0.50,0.00,0.00,0.00,0.00,0.13,https://fbref.com/en/players/928a4a61/Jens-Cajuste,928a4a61,Big 5 combined
416,Davide Calabria,ITA,DF,Milan,it Serie A,27-146,1996,23.3,1.29,1.29,1.20,0.00,0.00,0.00,0.04,0.04,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2146785a/Davide-Calabria,2146785a,Big 5 combined
417,Riccardo Calafiori,ITA,DF,Bologna,it Serie A,21-347,2002,23.3,1.80,1.81,1.42,0.00,0.09,0.17,0.00,0.13,0.30,0.30,0.21,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/aded8e6f/Riccardo-Calafiori,aded8e6f,Big 5 combined
418,Luca Caldirola,ITA,DF,Monza,it Serie A,33-089,1991,23.1,0.61,0.60,0.56,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/226008f1/Luca-Caldirola,226008f1,Big 5 combined
419,Duje Ćaleta-Car,CRO,DF,Lyon,fr Ligue 1,27-226,1996,19.1,0.58,0.57,0.52,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/94f8d10c/Duje-Caleta-Car,94f8d10c,Big 5 combined
420,Hakan Çalhanoğlu,TUR,MF,Inter,it Serie A,30-082,1994,26.6,3.87,3.88,2.22,1.47,0.00,0.15,0.00,0.04,0.34,0.34,0.23,0.11,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cd0fa27b/Hakan-Calhanoglu,cd0fa27b,Big 5 combined
421,José Callejón,ESP,"MF,FW",Granada,es La Liga,37-079,1987,7.4,2.70,2.69,1.49,0.68,0.14,0.14,0.27,0.00,0.14,0.13,0.14,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/78841da9/Jose-Callejon,78841da9,Big 5 combined
422,Dominic Calvert-Lewin,ENG,FW,Everton,eng Premier League,27-045,1997,21.6,2.13,2.13,1.57,0.00,0.09,0.23,0.14,0.09,0.23,0.23,0.09,0.00,0.00,0.14,0.00,0.00,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,59e6e5bf,Big 5 combined
423,Lamine Camara,SEN,MF,Metz,fr Ligue 1,20-120,2004,22.4,2.99,3.00,1.34,1.12,0.13,0.18,0.09,0.13,0.40,0.40,0.18,0.13,0.04,0.00,0.00,0.04,https://fbref.com/en/players/19c2ffa4/Lamine-Camara,19c2ffa4,Big 5 combined
424,Mahdi Camara,FRA,MF,Brest,fr Ligue 1,25-305,1998,19.8,3.28,3.29,2.32,0.00,0.05,0.35,0.35,0.20,0.25,0.25,0.15,0.00,0.00,0.05,0.05,0.00,https://fbref.com/en/players/8577e60a/Mahdi-Camara,8577e60a,Big 5 combined
425,Mohamed Camara,MLI,MF,Monaco,fr Ligue 1,24-115,2000,9.5,3.68,3.68,3.37,0.00,0.11,0.11,0.11,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/489e80e3/Mohamed-Camara,489e80e3,Big 5 combined
426,Francesco Camarda,ITA,FW,Milan,it Serie A,16-051,2008,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1956a64b/Francesco-Camarda,1956a64b,Big 5 combined
427,Eduardo Camavinga,FRA,"MF,DF",Real Madrid,es La Liga,21-172,2002,16.5,2.79,2.79,2.12,0.00,0.12,0.06,0.24,0.24,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7b9c2d84/Eduardo-Camavinga,7b9c2d84,Big 5 combined
428,Nicolò Cambiaghi,ITA,"FW,MF",Empoli,it Serie A,23-124,2000,26.9,3.20,3.19,2.08,0.22,0.15,0.22,0.48,0.04,0.11,0.11,0.07,0.00,0.00,0.00,0.04,0.00,https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi,91ff775f,Big 5 combined
429,Andrea Cambiaso,ITA,"DF,FW",Juventus,it Serie A,24-070,2000,23.9,2.72,2.72,2.18,0.08,0.17,0.13,0.13,0.04,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/247ed022/Andrea-Cambiaso,247ed022,Big 5 combined
430,Axel Camblan,FRA,FW,Brest,fr Ligue 1,20-244,2003,1.0,2.00,2.02,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9f4a940f/Axel-Camblan,9f4a940f,Big 5 combined
431,Sergio Camello,ESP,FW,Rayo Vallecano,es La Liga,23-080,2001,15.9,2.26,2.27,1.76,0.00,0.25,0.13,0.06,0.06,0.38,0.38,0.13,0.00,0.19,0.06,0.00,0.00,https://fbref.com/en/players/873619c6/Sergio-Camello,873619c6,Big 5 combined
432,José Campaña,ESP,MF,Las Palmas,es La Liga,30-335,1993,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/61220da2/Jose-Campana,61220da2,Big 5 combined
433,Emre Can,GER,"MF,DF",Dortmund,de Bundesliga,30-109,1994,20.7,1.98,1.98,1.69,0.05,0.00,0.10,0.05,0.10,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a65ce836/Emre-Can,a65ce836,Big 5 combined
434,Matteo Cancellieri,ITA,"FW,MF",Empoli,it Serie A,22-078,2002,16.8,2.86,2.86,1.31,0.06,0.54,0.36,0.54,0.06,0.30,0.30,0.06,0.00,0.12,0.00,0.12,0.00,https://fbref.com/en/players/b6a1cdf9/Matteo-Cancellieri,b6a1cdf9,Big 5 combined
435,João Cancelo,POR,DF,Barcelona,es La Liga,29-339,1994,22.8,2.81,2.81,2.50,0.04,0.26,0.00,0.00,0.00,0.26,0.26,0.22,0.00,0.04,0.00,0.00,0.00,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,bd6351cd,Big 5 combined
436,Fali Candé,GNB,DF,Metz,fr Ligue 1,26-097,1998,18.6,0.81,0.81,0.48,0.05,0.05,0.11,0.05,0.05,0.16,0.16,0.05,0.00,0.00,0.05,0.05,0.00,https://fbref.com/en/players/3cc4bb19/Fali-Cande,3cc4bb19,Big 5 combined
437,Antonio Candreva,ITA,"MF,FW",Salernitana,it Serie A,37-062,1987,29.4,3.98,3.98,2.38,1.02,0.20,0.34,0.03,0.00,0.44,0.44,0.27,0.07,0.03,0.07,0.00,0.00,https://fbref.com/en/players/356c9002/Antonio-Candreva,356c9002,Big 5 combined
438,Thomas Cannon,IRL,FW,Everton,eng Premier League,21-124,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/4506aec5/Thomas-Cannon,4506aec5,Big 5 combined
439,Sergi Canós,ESP,"MF,FW",Valencia,es La Liga,27-088,1997,10.2,1.76,1.77,1.27,0.00,0.20,0.10,0.20,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1137759d/Sergi-Canos,1137759d,Big 5 combined
440,Luigi Canotto,ITA,FW,Frosinone,it Serie A,29-347,1994,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/911080b1/Luigi-Canotto,911080b1,Big 5 combined
441,Gino Caoki,FRA,MF,Lorient,fr Ligue 1,19-288,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a26d3da7/Gino-Caoki,a26d3da7,Big 5 combined
442,Étienne Capoue,FRA,MF,Villarreal,es La Liga,35-294,1988,15.6,1.99,1.98,1.60,0.00,0.13,0.06,0.19,0.00,0.26,0.26,0.13,0.00,0.06,0.00,0.06,0.00,https://fbref.com/en/players/5acc4a10/Etienne-Capoue,5acc4a10,Big 5 combined
443,Gianluca Caprari,ITA,"MF,FW",Monza,it Serie A,30-275,1993,2.8,5.36,5.27,3.57,1.07,0.36,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/54e53b7e/Gianluca-Caprari,54e53b7e,Big 5 combined
444,Elia Caprile,ITA,GK,Empoli,it Serie A,22-249,2001,19.0,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/97d7afbd/Elia-Caprile,97d7afbd,Big 5 combined
445,Francesco Caputo,ITA,FW,Empoli,it Serie A,36-268,1987,12.7,1.81,1.81,1.57,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5bd72174/Francesco-Caputo,5bd72174,Big 5 combined
446,Maxence Caqueret,FRA,MF,Lyon,fr Ligue 1,24-075,2000,30.6,3.50,3.50,2.58,0.52,0.13,0.10,0.07,0.10,0.23,0.23,0.16,0.00,0.03,0.03,0.00,0.00,https://fbref.com/en/players/f81ef10d/Maxence-Caqueret,f81ef10d,Big 5 combined
447,Andrea Carboni,ITA,DF,Monza,it Serie A,23-086,2001,16.5,1.03,1.03,0.97,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f7e2af2c/Andrea-Carboni,f7e2af2c,Big 5 combined
448,Valentin Carboni,ARG,"MF,FW",Monza,it Serie A,19-056,2005,10.7,3.55,3.54,2.99,0.19,0.09,0.09,0.00,0.19,0.37,0.37,0.28,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/707b98f1/Valentin-Carboni,707b98f1,Big 5 combined
449,Isaac Carcelen,ESP,DF,Cádiz,es La Liga,31-007,1993,28.3,1.45,1.45,1.06,0.25,0.04,0.07,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c4b888df/Isaac-Carcelen,c4b888df,Big 5 combined
450,Irvin Cardona,FRA,"MF,DF",Augsburg,de Bundesliga,26-266,1997,0.6,1.67,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5e080f73/Irvin-Cardona,5e080f73,Big 5 combined
451,Marc Cardona,ESP,FW,Las Palmas,es La Liga,28-297,1995,6.8,1.91,1.86,1.32,0.00,0.29,0.15,0.15,0.00,0.29,0.29,0.15,0.00,0.00,0.00,0.15,0.00,https://fbref.com/en/players/b92b456a/Marc-Cardona,b92b456a,Big 5 combined
452,Sergi Cardona,ESP,DF,Las Palmas,es La Liga,24-297,1999,28.9,2.46,2.46,2.04,0.00,0.10,0.17,0.07,0.07,0.24,0.24,0.21,0.00,0.00,0.00,0.03,0.00,https://fbref.com/en/players/74e90475/Sergi-Cardona,74e90475,Big 5 combined
453,Johnny Cardoso,USA,MF,Betis,es La Liga,22-223,2001,10.5,1.52,1.52,1.14,0.00,0.10,0.00,0.10,0.19,0.48,0.48,0.29,0.00,0.00,0.00,0.10,0.10,https://fbref.com/en/players/7426f085/Johnny-Cardoso,7426f085,Big 5 combined
454,Igor Carioca,BRA,"DF,MF",Lorient,fr Ligue 1,27-253,1996,2.9,2.41,2.40,2.07,0.34,0.00,0.00,0.00,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e3e32fbb/Igor-Carioca,e3e32fbb,Big 5 combined
455,Diego Carlos,BRA,DF,Aston Villa,eng Premier League,31-046,1993,17.2,0.41,0.41,0.41,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b4a014b1/Diego-Carlos,b4a014b1,Big 5 combined
456,Carmona,ESP,"MF,DF",Getafe,es La Liga,22-092,2002,10.9,1.83,1.83,1.10,0.18,0.00,0.37,0.09,0.09,0.18,0.18,0.09,0.09,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2dce876a/Carmona,2dce876a,Big 5 combined
457,Marco Carnesecchi,ITA,GK,Atalanta,it Serie A,23-304,2000,23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8ec56e62/Marco-Carnesecchi,8ec56e62,Big 5 combined
458,Yannick Carrasco,BEL,DF,Atlético Madrid,es La Liga,30-239,1993,2.5,2.80,2.85,1.60,0.40,0.40,0.00,0.40,0.00,0.40,0.41,0.40,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/de39485a/Yannick-Carrasco,de39485a,Big 5 combined
459,Álvaro Carreras,ESP,"MF,FW",Granada,es La Liga,21-038,2003,5.3,3.21,3.21,2.26,0.19,0.00,0.38,0.19,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.19,https://fbref.com/en/players/33a68b9b/Alvaro-Carreras,33a68b9b,Big 5 combined
460,Rasmus Carstensen,DEN,"DF,FW",Köln,de Bundesliga,23-202,2000,18.0,1.89,1.89,1.56,0.11,0.17,0.06,0.00,0.00,0.11,0.11,0.06,0.00,0.06,0.00,0.00,0.00,https://fbref.com/en/players/64d7f629/Rasmus-Carstensen,64d7f629,Big 5 combined
461,Antonin Cartillier,FRA,DF,Monaco,fr Ligue 1,19-312,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c4a71372/Antonin-Cartillier,c4a71372,Big 5 combined
462,Dani Carvajal,ESP,DF,Real Madrid,es La Liga,32-110,1992,21.3,1.88,1.88,1.78,0.00,0.05,0.00,0.05,0.00,0.33,0.33,0.28,0.00,0.00,0.00,0.05,0.00,https://fbref.com/en/players/4958bfb2/Dani-Carvajal,4958bfb2,Big 5 combined
463,Fabio Carvalho,POR,MF,RB Leipzig,de Bundesliga,21-244,2002,1.8,2.22,2.18,1.67,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/966e28d0/Fabio-Carvalho,966e28d0,Big 5 combined
464,William Carvalho,POR,MF,Betis,es La Liga,32-023,1992,6.3,2.22,2.21,2.06,0.00,0.00,0.16,0.00,0.00,0.63,0.63,0.48,0.00,0.00,0.16,0.00,0.00,https://fbref.com/en/players/dee86451/William-Carvalho,dee86451,Big 5 combined
465,Cesare Casadei,ITA,"FW,MF",Chelsea,eng Premier League,21-111,2003,0.5,4.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fb920f3a/Cesare-Casadei,fb920f3a,Big 5 combined
466,Marc Casado,ESP,MF,Barcelona,es La Liga,20-229,2003,0.2,5.00,6.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2ef08833/Marc-Casado,2ef08833,Big 5 combined
467,Nicolò Casale,ITA,DF,Lazio,it Serie A,26-076,1998,15.7,0.70,0.70,0.51,0.00,0.00,0.19,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/3f5f38fb/Nicolo-Casale,3f5f38fb,Big 5 combined
468,Casemiro,BRA,"MF,DF",Manchester Utd,eng Premier League,32-067,1992,18.0,1.83,1.83,1.56,0.11,0.00,0.11,0.06,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4d224fe8/Casemiro,4d224fe8,Big 5 combined
469,Matty Cash,POL,DF,Aston Villa,eng Premier League,26-267,1997,23.1,1.90,1.91,1.47,0.04,0.00,0.26,0.09,0.04,0.35,0.35,0.30,0.00,0.00,0.00,0.04,0.00,https://fbref.com/en/players/2389cdc2/Matty-Cash,2389cdc2,Big 5 combined
470,Josué Casimir,FRA,"FW,DF",Le Havre,fr Ligue 1,22-219,2001,19.9,2.21,2.21,1.86,0.00,0.15,0.05,0.15,0.00,0.25,0.25,0.15,0.00,0.05,0.00,0.05,0.00,https://fbref.com/en/players/481f76cf/Josue-Casimir,481f76cf,Big 5 combined
471,Giuseppe Caso,ITA,"FW,MF",Frosinone,it Serie A,25-143,1998,4.6,2.61,2.59,1.09,0.22,0.43,0.22,0.65,0.00,0.43,0.43,0.00,0.22,0.00,0.00,0.22,0.00,https://fbref.com/en/players/099a2de5/Giuseppe-Caso,099a2de5,Big 5 combined
