Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
11,Alexandre Alemão,BRA,FW,Internacional,24,1998,9,3,340,3.8,0.26,0.00,0.26,0.26,0.00,0.00,0.53,0.00,0.32,0.32,0.03,0.37,1.84,1.84,9.74,0.26,0.00,0.26,0.26,0.26,0.33,0.04,0.36,0.33,0.36,https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao,3ed2a79b,Brazilian Serie A
12,Alerrandro,BRA,"FW,MF",Bragantino,23,2000,14,2,405,4.5,0.22,0.00,0.22,0.22,0.00,0.00,0.67,0.22,0.69,0.69,0.04,0.71,0.67,2.00,4.44,0.22,0.00,0.22,0.22,0.22,0.68,0.03,0.71,0.68,0.71,https://fbref.com/en/players/3415a44d/Alerrandro,3415a44d,Brazilian Serie A
13,Alesson,BRA,"FW,MF",Goiás,23,1999,23,3,655,7.3,0.27,0.14,0.41,0.27,0.00,0.00,0.41,0.00,0.15,0.15,0.07,0.23,3.15,1.23,9.32,0.27,0.14,0.41,0.27,0.41,0.16,0.07,0.23,0.16,0.23,https://fbref.com/en/players/611e984e/Alesson,611e984e,Brazilian Serie A
14,Alex,BRA,DF,Santos,23,1999,6,5,455,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.02,0.02,0.08,0.12,0.59,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/7367baf7/Alex,7367baf7,Brazilian Serie A
15,Caio Alexandre,BRA,MF,Fortaleza,23,1999,34,32,2624,29.2,0.07,0.07,0.14,0.07,0.00,0.00,0.14,0.00,0.07,0.07,0.10,0.16,3.12,7.12,1.27,0.07,0.07,0.14,0.07,0.14,0.07,0.10,0.17,0.07,0.17,https://fbref.com/en/players/08ac23b7/Caio-Alexandre,08ac23b7,Brazilian Serie A
16,Matheus Alexandre,BRA,DF,Cuiabá,23,1999,35,33,2980,33.1,0.03,0.00,0.03,0.03,0.00,0.00,0.15,0.00,0.02,0.02,0.04,0.06,1.24,3.29,2.93,0.03,0.00,0.03,0.03,0.03,0.02,0.03,0.06,0.02,0.06,https://fbref.com/en/players/0212e748/Matheus-Alexandre,0212e748,Brazilian Serie A
17,Alexsander,BRA,"MF,DF",Fluminense,19,2003,19,13,1194,13.3,0.00,0.08,0.08,0.00,0.00,0.00,0.23,0.00,0.02,0.02,0.11,0.13,2.86,3.98,3.98,0.00,0.08,0.08,0.00,0.08,0.02,0.11,0.13,0.02,0.13,https://fbref.com/en/players/b13e7a78/Alexsander,b13e7a78,Brazilian Serie A
18,Alison,BRA,MF,Santos,29,1993,5,2,136,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d39b373b/Alison,d39b373b,Brazilian Serie A
19,Alisson,BRA,"MF,DF",Atlético Mineiro,17,2005,5,0,49,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.40,0.40,6.00,6.00,20.0,0.00,0.00,0.00,0.00,0.00,0.03,0.33,0.35,0.03,0.35,https://fbref.com/en/players/d26ee8de/Alisson,d26ee8de,Brazilian Serie A
20,Alisson,BRA,"MF,FW",São Paulo,29,1993,35,26,2153,23.9,0.00,0.21,0.21,0.00,0.00,0.00,0.08,0.00,0.05,0.05,0.11,0.16,1.67,6.03,4.39,0.00,0.21,0.21,0.00,0.21,0.05,0.11,0.16,0.05,0.16,https://fbref.com/en/players/99139fa4/Alisson,99139fa4,Brazilian Serie A
21,Allan,BRA,MF,Flamengo,25,1997,9,4,482,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.02,0.04,1.85,6.67,1.11,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,https://fbref.com/en/players/b15e93aa/Allan,b15e93aa,Brazilian Serie A
22,Allano,BRA,FW,Goiás,27,1995,19,15,1237,13.7,0.07,0.00,0.07,0.07,0.00,0.00,0.36,0.00,0.15,0.15,0.06,0.21,2.85,4.01,6.57,0.07,0.00,0.07,0.07,0.07,0.15,0.06,0.21,0.15,0.21,https://fbref.com/en/players/9c1245f8/Allano,9c1245f8,Brazilian Serie A
23,Henrique Almeida,BRA,FW,América (MG),31,1991,4,2,156,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.18,0.41,0.59,1.76,2.94,0.00,0.00,0.00,0.00,0.00,0.22,0.20,0.42,0.22,0.42,https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida,8aa2f2e3,Brazilian Serie A
24,Rodrigo Alves,BRA,MF,Vasco da Gama,20,2002,8,4,352,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.26,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/642defee/Rodrigo-Alves,642defee,Brazilian Serie A
25,Anderson,BRA,GK,Cruzeiro,24,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/29d862d4/Anderson,29d862d4,Brazilian Serie A
26,Anderson,BRA,"FW,MF",Goiás,24,1998,20,18,1291,14.3,0.00,0.14,0.14,0.00,0.00,0.00,0.07,0.00,0.05,0.05,0.09,0.14,3.08,2.73,7.41,0.00,0.14,0.14,0.00,0.14,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/4242a0a1/Anderson,4242a0a1,Brazilian Serie A
27,André,BRA,DF,Bahia,19,2003,3,1,125,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,1.43,2.86,8.57,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/en/players/bfe1565f/Andre,bfe1565f,Brazilian Serie A
28,André,BRA,"MF,DF",Fluminense,21,2001,31,29,2649,29.4,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.03,0.01,0.01,0.02,0.03,1.97,6.26,0.48,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/ec604e2c/Andre,ec604e2c,Brazilian Serie A
29,Maurício Antônio,BRA,DF,Coritiba,30,1992,3,1,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/0bd71531/Mauricio-Antonio,0bd71531,Brazilian Serie A
30,Apodi,BRA,"FW,MF",Goiás,36,1986,13,2,382,4.2,0.24,0.00,0.24,0.24,0.00,0.00,0.71,0.00,0.19,0.19,0.05,0.26,1.43,0.95,3.81,0.24,0.00,0.24,0.24,0.24,0.20,0.06,0.25,0.20,0.25,https://fbref.com/en/players/affbe6bc/Apodi,affbe6bc,Brazilian Serie A
31,Guilherme Arana,BRA,DF,Atlético Mineiro,25,1997,28,27,2385,26.5,0.08,0.00,0.08,0.08,0.00,0.00,0.08,0.04,0.04,0.04,0.04,0.08,2.11,5.02,4.60,0.08,0.00,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/2b15a82a/Guilherme-Arana,2b15a82a,Brazilian Serie A
32,Charles Aránguiz,CHI,MF,Internacional,33,1989,22,16,1267,14.1,0.00,0.07,0.07,0.00,0.00,0.00,0.21,0.00,0.07,0.07,0.09,0.16,0.43,6.31,1.99,0.00,0.07,0.07,0.00,0.07,0.07,0.09,0.16,0.07,0.16,https://fbref.com/en/players/56413b1f/Charles-Aranguiz,56413b1f,Brazilian Serie A
33,Luiz Araújo,BRA,"FW,MF",Flamengo,26,1996,20,10,785,8.7,0.34,0.11,0.46,0.34,0.00,0.00,0.23,0.11,0.18,0.18,0.08,0.25,3.33,5.06,12.9,0.34,0.11,0.46,0.34,0.46,0.18,0.08,0.26,0.18,0.26,https://fbref.com/en/players/fa18c72e/Luiz-Araujo,fa18c72e,Brazilian Serie A
34,Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,16,3,584,6.5,0.15,0.31,0.46,0.15,0.00,0.00,0.00,0.00,0.18,0.18,0.12,0.31,2.77,4.62,6.62,0.15,0.31,0.46,0.15,0.46,0.19,0.13,0.32,0.19,0.32,https://fbref.com/en/players/2b0a4a75/Matheus-Araujo,2b0a4a75,Brazilian Serie A
35,Michel Araujo,URU,"FW,MF",São Paulo,26,1996,32,19,1768,19.6,0.10,0.05,0.15,0.10,0.00,0.00,0.15,0.00,0.24,0.24,0.12,0.37,3.62,4.64,8.01,0.10,0.05,0.15,0.10,0.15,0.24,0.12,0.37,0.24,0.37,https://fbref.com/en/players/1159e4ae/Michel-Araujo,1159e4ae,Brazilian Serie A
36,Éberth Araújo Nogueira,BRA,FW,Coritiba,19,2003,1,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,https://fbref.com/en/players/6e60f591/Eberth-Araujo-Nogueira,6e60f591,Brazilian Serie A
37,Robert Arboleda,ECU,DF,São Paulo,31,1991,20,19,1721,19.1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.02,0.06,0.10,2.20,0.26,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/269dbfc6/Robert-Arboleda,269dbfc6,Brazilian Serie A
38,Jhon Arias,COL,"FW,MF",Fluminense,25,1997,29,26,2385,26.5,0.26,0.26,0.53,0.19,0.08,0.08,0.19,0.04,0.22,0.16,0.18,0.34,5.36,4.08,11.3,0.26,0.26,0.53,0.19,0.45,0.22,0.18,0.40,0.16,0.34,https://fbref.com/en/players/86d96066/Jhon-Arias,86d96066,Brazilian Serie A
39,Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,10,1,190,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.29,0.71,2.38,0.95,5.71,0.00,0.00,0.00,0.00,0.00,0.42,0.27,0.69,0.42,0.69,https://fbref.com/en/players/e198a544/Luciano-Arriagada,e198a544,Brazilian Serie A
40,Arthur,BRA,"FW,MF",Cruzeiro,24,1998,20,17,1350,15.0,0.20,0.07,0.27,0.20,0.00,0.00,0.20,0.00,0.24,0.24,0.09,0.33,4.40,2.53,7.47,0.20,0.07,0.27,0.20,0.27,0.24,0.09,0.33,0.24,0.33,https://fbref.com/en/players/184ad240/Arthur,184ad240,Brazilian Serie A
41,Arthur,BRA,DF,América (MG),19,2003,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/en/players/8a958856/Arthur,8a958856,Brazilian Serie A
42,Arthur,BRA,"DF,FW",Fluminense,18,2004,2,0,20,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,0.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,2.44,2.44,0.00,2.44,https://fbref.com/en/players/0339468c/Arthur,0339468c,Brazilian Serie A
43,Artur,BRA,FW,Palmeiras,24,1998,31,22,1896,21.1,0.24,0.09,0.33,0.24,0.00,0.00,0.09,0.00,0.24,0.24,0.16,0.40,4.03,3.84,10.3,0.24,0.09,0.33,0.24,0.33,0.24,0.16,0.40,0.24,0.40,https://fbref.com/en/players/105132cd/Artur,105132cd,Brazilian Serie A
44,Eduard Atuesta,COL,MF,Palmeiras,25,1997,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/60990b81/Eduard-Atuesta,60990b81,Brazilian Serie A
45,Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,15,2,322,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,1.11,0.83,4.17,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto,1f9cbd0b,Brazilian Serie A
46,Filipe Augusto,BRA,MF,Cuiabá,29,1993,27,9,1065,11.8,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.08,0.03,0.03,0.08,0.09,0.76,6.61,1.36,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/0e34de55/Filipe-Augusto,0e34de55,Brazilian Serie A
47,Renato Augusto,BRA,MF,Corinthians,34,1988,24,16,1282,14.2,0.14,0.28,0.42,0.14,0.00,0.00,0.07,0.00,0.08,0.08,0.15,0.23,2.68,6.90,6.90,0.14,0.28,0.42,0.14,0.42,0.08,0.15,0.22,0.08,0.22,https://fbref.com/en/players/83a6367a/Renato-Augusto,83a6367a,Brazilian Serie A
48,Danilo Avelar,BRA,DF,América (MG),33,1989,26,24,1984,22.0,0.14,0.05,0.18,0.09,0.05,0.05,0.23,0.05,0.18,0.15,0.03,0.18,0.50,3.68,1.91,0.14,0.05,0.18,0.09,0.14,0.18,0.03,0.21,0.14,0.18,https://fbref.com/en/players/eacb45fd/Danilo-Avelar,eacb45fd,Brazilian Serie A
49,Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,30,25,1748,19.4,0.21,0.05,0.26,0.21,0.00,0.00,0.15,0.05,0.19,0.19,0.10,0.29,1.60,2.68,6.24,0.21,0.05,0.26,0.21,0.26,0.19,0.10,0.29,0.19,0.29,https://fbref.com/en/players/4a22b15a/Felipe-Azevedo,4a22b15a,Brazilian Serie A
50,Matheus Babi,BRA,FW,Goiás,25,1997,17,8,881,9.8,0.41,0.00,0.41,0.41,0.00,0.00,0.51,0.00,0.27,0.27,0.03,0.29,0.20,1.22,3.98,0.41,0.00,0.41,0.41,0.41,0.26,0.03,0.29,0.26,0.29,https://fbref.com/en/players/f48cff2c/Matheus-Babi,f48cff2c,Brazilian Serie A
51,Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,12,6,493,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.02,0.02,0.07,0.09,2.73,2.18,3.82,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/33e3c4e5/Matheus-Bahia,33e3c4e5,Brazilian Serie A
52,Fabián Balbuena,PAR,DF,Corinthians,31,1991,1,1,89,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/en/players/3626f7d9/Fabian-Balbuena,3626f7d9,Brazilian Serie A
53,Robson Bambu,BRA,DF,Vasco da Gama,25,1997,18,16,1280,14.2,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.04,0.04,0.01,0.04,0.35,2.32,0.92,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/d4fa7d01/Robson-Bambu,d4fa7d01,Brazilian Serie A
54,Gabriel Baralhas,BRA,MF,Internacional,24,1998,5,2,236,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.08,1.15,5.00,1.92,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/b7838aad/Gabriel-Baralhas,b7838aad,Brazilian Serie A
55,Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,23,10,1011,11.2,0.27,0.00,0.27,0.27,0.00,0.00,0.45,0.00,0.09,0.09,0.01,0.11,1.25,4.82,0.63,0.27,0.00,0.27,0.27,0.27,0.09,0.01,0.10,0.09,0.10,https://fbref.com/en/players/0557ff4f/Danilo-Barbosa,0557ff4f,Brazilian Serie A
56,Diogo Barbosa,BRA,DF,Fluminense,30,1992,19,10,1117,12.4,0.08,0.16,0.24,0.08,0.00,0.00,0.08,0.00,0.02,0.02,0.10,0.13,2.82,4.11,5.48,0.08,0.16,0.24,0.08,0.24,0.02,0.10,0.13,0.02,0.13,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
57,Diogo Barbosa,BRA,DF,Grêmio,30,1992,6,4,386,4.3,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.05,0.05,1.86,3.95,4.42,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
58,Gabriel Barbosa,BRA,FW,Flamengo,26,1996,26,17,1540,17.1,0.29,0.06,0.35,0.06,0.23,0.29,0.41,0.12,0.56,0.33,0.09,0.42,1.52,4.62,6.55,0.29,0.06,0.35,0.06,0.12,0.56,0.09,0.65,0.33,0.42,https://fbref.com/en/players/72d0e1b6/Gabriel-Barbosa,72d0e1b6,Brazilian Serie A
59,Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,4,1,103,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,3.64,0.00,3.64,0.00,0.00,0.00,0.00,0.00,0.25,0.02,0.27,0.25,0.27,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
60,Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,5,0,102,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.27,0.91,3.64,9.09,0.00,0.00,0.00,0.00,0.00,0.11,0.16,0.27,0.11,0.27,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
61,Chrystian Barletta,BRA,MF,Corinthians,21,2001,3,2,127,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,https://fbref.com/en/players/d594cf58/Chrystian-Barletta,d594cf58,Brazilian Serie A
62,Cauan Barros,BRA,MF,Vasco da Gama,18,2004,8,3,237,2.6,0.38,0.00,0.38,0.38,0.00,0.00,0.77,0.00,0.12,0.12,0.04,0.15,0.00,2.69,1.54,0.38,0.00,0.38,0.38,0.38,0.13,0.04,0.17,0.13,0.17,https://fbref.com/en/players/6ae4627b/Cauan-Barros,6ae4627b,Brazilian Serie A
63,Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,5,2,177,2.0,0.00,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.10,0.10,0.25,0.40,2.00,2.00,6.00,0.00,0.51,0.51,0.00,0.51,0.12,0.27,0.38,0.12,0.38,https://fbref.com/en/players/b43515ea/Gabriel-Barros,b43515ea,Brazilian Serie A
64,Bastos,ANG,DF,Botafogo (RJ),31,1991,4,2,118,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/en/players/c01c66d9/Bastos,c01c66d9,Brazilian Serie A
65,Fellipe Bastos,BRA,MF,Goiás,32,1990,1,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b99eae0/Fellipe-Bastos,9b99eae0,Brazilian Serie A
66,Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,11,5,531,5.9,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.03,0.03,0.10,0.14,1.36,3.56,2.20,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.14,0.03,0.14,https://fbref.com/en/players/9bd61510/Diogo-Batista,9bd61510,Brazilian Serie A
67,Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,22,19,1728,19.2,0.00,0.05,0.05,0.00,0.00,0.00,0.31,0.00,0.05,0.05,0.02,0.07,1.98,4.17,1.41,0.00,0.05,0.05,0.00,0.05,0.05,0.02,0.07,0.05,0.07,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia,d637fc22,Brazilian Serie A
68,José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,32,22,1997,22.2,0.09,0.05,0.14,0.09,0.00,0.00,0.09,0.00,0.13,0.13,0.10,0.23,2.52,4.46,4.28,0.09,0.05,0.14,0.09,0.14,0.12,0.10,0.23,0.12,0.23,https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz,6f1a7f76,Brazilian Serie A
69,Matheus Belém,BRA,DF,São Paulo,19,2003,2,2,169,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.53,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3f2ef5ad/Matheus-Belem,3f2ef5ad,Brazilian Serie A
70,Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/1e4932f6/Lucas-Belezi,1e4932f6,Brazilian Serie A
71,Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,6,6,407,4.5,0.22,0.22,0.44,0.22,0.00,0.00,0.67,0.00,0.18,0.18,0.13,0.31,0.89,5.78,2.89,0.22,0.22,0.44,0.22,0.44,0.17,0.14,0.31,0.17,0.31,https://fbref.com/en/players/96d14fe7/Ramiro-Benetti,96d14fe7,Brazilian Serie A
72,Martín Benítez,ARG,"MF,FW",América (MG),28,1994,20,14,1120,12.4,0.24,0.32,0.56,0.24,0.00,0.00,0.32,0.00,0.21,0.21,0.32,0.52,2.10,6.21,4.52,0.24,0.32,0.56,0.24,0.56,0.21,0.32,0.53,0.21,0.53,https://fbref.com/en/players/c122e34e/Martin-Benitez,c122e34e,Brazilian Serie A
