Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player Link_,Player ID_,Competition
14,Joey Antonioli,NED,MF,Volendam,20-024,2003,1.1,11.8,18.2,65.0,171.8,47.3,4.55,5.45,83.3,5.45,5.45,100.0,0.91,2.73,33.3,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.91,https://fbref.com/en/players/cc423d7c/Joey-Antonioli,cc423d7c,Eredivisie
15,Carlens Arcus,HAI,DF,Vitesse,27-194,1996,11.2,46.1,57.9,79.6,796.9,282.6,22.1,24.6,89.8,19.3,23.1,83.4,4.20,6.88,61.0,0.18,0.13,0.13,0.05,0.80,4.11,1.07,0.54,4.55,https://fbref.com/en/players/5e837126/Carlens-Arcus,5e837126,Eredivisie
16,D'Leanu Arts,NED,DF,NEC Nijmegen,20-226,2003,0.2,40.0,65.0,61.5,970.0,735.0,10.0,15.0,66.7,20.0,25.0,80.0,10.0,20.0,50.0,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,15.0,https://fbref.com/en/players/9014a9c8/DLeanu-Arts,9014a9c8,Eredivisie
17,Gastón Ávila,ARG,DF,Ajax,22-100,2001,3.9,64.6,75.9,85.1,1265.9,425.6,18.2,19.5,93.4,41.3,45.6,90.4,4.87,9.74,50.0,0.00,0.15,0.08,-0.15,0.77,5.64,0.26,0.00,6.67,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Eredivisie
18,Marouan Azarkan,NED,FW,Utrecht,22-031,2001,6.7,27.8,41.2,67.4,448.8,150.7,14.0,17.2,81.7,9.40,13.7,68.5,2.84,6.42,44.2,0.15,0.16,0.22,-0.01,1.94,2.24,2.09,0.75,5.07,https://fbref.com/en/players/9469388f/Marouan-Azarkan,9469388f,Eredivisie
19,Anouar El Azzouzi,NED,DF,Zwolle,22-224,2001,1.1,62.7,75.5,83.1,1191.8,304.5,21.8,25.5,85.7,29.1,35.5,82.1,9.09,10.9,83.3,0.00,0.00,0.00,0.00,0.91,6.36,0.91,0.91,7.27,https://fbref.com/en/players/22a6a4d7/Anouar-El-Azzouzi,22a6a4d7,Eredivisie
20,Julian Baas,NED,MF,Excelsior,21-267,2002,15.5,32.6,42.8,76.2,648.6,153.0,11.8,14.5,81.7,13.4,15.7,84.8,6.00,9.87,60.8,0.06,0.09,0.11,-0.03,1.10,3.10,0.58,0.26,2.97,https://fbref.com/en/players/7156acb5/Julian-Baas,7156acb5,Eredivisie
21,Youri Baas,NED,"DF,FW",NEC Nijmegen,20-297,2003,8.5,24.8,36.2,68.5,387.3,120.1,13.2,16.2,81.2,8.82,13.1,67.6,1.88,3.53,53.3,0.00,0.07,0.09,-0.07,0.94,0.82,0.71,0.24,1.76,https://fbref.com/en/players/ca002b1a/Youri-Baas,ca002b1a,Eredivisie
22,Isaac Babadi,NED,"MF,FW",PSV Eindhoven,18-277,2005,1.3,50.0,63.8,78.3,760.8,190.8,31.5,35.4,89.1,10.0,11.5,86.7,4.62,10.0,46.2,0.00,0.00,0.08,0.00,0.00,4.62,0.00,0.00,4.62,https://fbref.com/en/players/52f7e3a7/Isaac-Babadi,52f7e3a7,Eredivisie
23,Mio Backhaus,GER,GK,Volendam,19-267,2004,16.0,26.5,41.8,63.4,772.9,583.3,4.31,4.38,98.6,13.3,13.7,97.3,8.88,23.6,37.7,0.00,0.00,0.00,0.00,0.06,0.50,0.06,0.00,0.06,https://fbref.com/en/players/0d41f821/Mio-Backhaus,0d41f821,Eredivisie
24,Thibo Baeten,BEL,FW,Go Ahead Eag,21-218,2002,1.7,24.1,29.4,82.0,368.2,98.8,12.4,15.3,80.8,8.24,9.41,87.5,1.76,1.76,100.0,0.59,0.35,0.35,0.24,2.94,3.53,0.59,0.00,4.71,https://fbref.com/en/players/f976899a/Thibo-Baeten,f976899a,Eredivisie
25,Saïd Bakari,COM,DF,Sparta R'dam,29-108,1994,15.4,36.9,45.7,80.8,716.2,196.7,14.0,16.0,87.4,17.5,20.3,85.9,4.87,7.66,63.6,0.00,0.03,0.07,-0.03,0.58,2.40,1.10,0.71,2.34,https://fbref.com/en/players/3a0fbf82/Said-Bakari,3a0fbf82,Eredivisie
26,Johan Bakayoko,BEL,"FW,MF",PSV Eindhoven,20-263,2003,13.1,40.3,50.7,79.5,582.9,126.3,25.3,27.8,90.9,11.1,14.0,78.8,2.67,4.73,56.5,0.61,0.40,0.44,0.21,3.28,1.07,3.05,0.92,3.66,https://fbref.com/en/players/0caa2fd4/Johan-Bakayoko,0caa2fd4,Eredivisie
27,Navajo Bakboord,NED,DF,Heracles Almelo,24-344,1999,9.2,38.9,49.6,78.5,780.7,245.5,13.4,15.9,84.2,19.9,23.8,83.6,5.43,8.26,65.8,0.11,0.12,0.09,-0.01,0.43,3.91,0.87,0.65,4.46,https://fbref.com/en/players/216d25a3/Navajo-Bakboord,216d25a3,Eredivisie
28,Zakaria Bakkali,BEL,"MF,FW",RKC Waalwijk,27-347,1996,7.5,22.7,33.2,68.3,338.5,67.3,12.1,14.3,85.0,7.73,10.9,70.7,1.47,4.27,34.4,0.00,0.08,0.12,-0.08,1.07,0.53,0.67,0.27,2.53,https://fbref.com/en/players/ec3efd7f/Zakaria-Bakkali,ec3efd7f,Eredivisie
29,Nordin Bakker,NED,GK,Almere City,26-069,1997,16.0,16.7,36.2,46.1,730.6,655.3,1.38,1.38,100.0,4.56,4.69,97.3,10.8,30.1,35.8,0.00,0.00,0.01,0.00,0.00,2.00,0.06,0.00,0.00,https://fbref.com/en/players/12f664ca/Nordin-Bakker,12f664ca,Eredivisie
30,Jesse Bal,NED,MF,Sparta R'dam,17-099,2006,0.1,10.0,10.0,100.0,180.0,0.00,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f60ea55c/Jesse-Bal,f60ea55c,Eredivisie
31,Théo Barbet,FRA,DF,Almere City,22-308,2001,9.3,28.3,37.4,75.6,573.5,255.7,8.49,11.1,76.7,15.3,17.1,89.3,3.98,7.96,50.0,0.00,0.05,0.09,-0.05,0.43,2.47,0.22,0.00,2.04,https://fbref.com/en/players/06d51feb/Theo-Barbet,06d51feb,Eredivisie
32,Vasilios Barkas,GRE,GK,Utrecht,29-223,1994,15.0,25.7,38.1,67.6,688.1,507.0,5.40,5.53,97.6,12.4,12.7,97.4,7.87,19.5,40.3,0.00,0.03,0.01,-0.03,0.07,0.67,0.13,0.00,0.07,https://fbref.com/en/players/c2e41cfb/Vasilios-Barkas,c2e41cfb,Eredivisie
33,Riechedly Bazoer,NED,DF,AZ Alkmaar,27-088,1996,12.0,59.1,65.4,90.3,1128.6,357.8,21.8,22.5,97.0,30.8,32.9,93.7,5.92,8.58,68.9,0.00,0.01,0.03,-0.01,0.25,5.75,0.50,0.00,6.25,https://fbref.com/en/players/da59a197/Riechedly-Bazoer,da59a197,Eredivisie
34,Sven van Beek,NED,DF,Heerenveen,29-164,1994,11.1,49.3,57.9,85.1,923.2,352.4,18.6,20.3,92.0,24.8,27.9,88.7,5.05,8.11,62.2,0.00,0.00,0.01,0.00,0.00,3.15,0.18,0.00,4.68,https://fbref.com/en/players/49312f11/Sven-van-Beek,49312f11,Eredivisie
35,Thomas Beelen,NED,DF,Feyenoord,22-211,2001,2.3,76.1,81.3,93.6,1260.4,487.4,34.8,36.5,95.2,39.1,40.4,96.8,2.17,3.48,62.5,0.00,0.04,0.09,-0.04,0.87,4.78,0.00,0.00,6.96,https://fbref.com/en/players/530e7d85/Thomas-Beelen,530e7d85,Eredivisie
36,Mouhamed Belkheir,FRA,"FW,MF",Fortuna Sittard,25-006,1999,3.9,9.23,14.4,64.3,146.7,36.9,5.38,6.67,80.8,2.31,4.10,56.3,1.03,1.79,57.1,0.00,0.00,0.05,0.00,0.00,1.28,0.26,0.00,1.79,https://fbref.com/en/players/14340768/Mouhamed-Belkheir,14340768,Eredivisie
37,Armel Bella Kotchap,GER,DF,PSV Eindhoven,22-028,2001,1.8,75.0,83.3,90.0,1397.8,454.4,24.4,26.1,93.6,45.6,46.7,97.6,3.89,8.89,43.8,0.00,0.00,0.06,0.00,0.00,13.3,0.00,0.00,7.22,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,a39d11bc,Eredivisie
38,Benaissa Benamar,MAR,DF,Volendam,26-275,1997,10.8,48.4,55.0,88.0,1015.0,294.3,12.2,13.7,89.2,28.6,31.1,92.0,7.04,8.98,78.4,0.00,0.01,0.02,-0.01,0.19,4.63,0.19,0.00,5.93,https://fbref.com/en/players/01ca961e/Benaissa-Benamar,01ca961e,Eredivisie
39,Mimeirhel Benita,NED,"DF,FW",Excelsior,20-052,2003,1.5,24.0,38.0,63.2,570.0,237.3,4.00,6.67,60.0,12.7,16.0,79.2,6.67,13.3,50.0,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,3.33,https://fbref.com/en/players/35ccba69/Mimeirhel-Benita,35ccba69,Eredivisie
40,Walter Benítez,ARG,GK,PSV Eindhoven,30-354,1993,16.0,24.5,28.6,85.8,611.1,420.9,6.06,6.19,98.0,12.3,12.4,98.5,5.94,9.63,61.7,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,https://fbref.com/en/players/8a2248b4/Walter-Benitez,8a2248b4,Eredivisie
41,Mitchell van Bergen,NED,"FW,MF",Twente,24-134,1999,3.2,27.5,41.3,66.7,524.4,141.6,13.1,15.6,84.0,9.69,15.3,63.3,4.69,8.44,55.6,0.31,0.31,0.44,0.00,3.44,1.25,2.19,1.56,4.38,https://fbref.com/en/players/0b2c9aec/Mitchell-van-Bergen,0b2c9aec,Eredivisie
42,Steven Berghuis,NED,"FW,MF",Ajax,32-020,1991,10.2,48.5,65.5,74.1,882.5,305.3,23.5,26.3,89.6,16.9,22.5,74.8,6.67,13.0,51.1,0.59,0.39,0.45,0.20,2.45,5.00,4.22,0.49,8.92,https://fbref.com/en/players/713c144a/Steven-Berghuis,713c144a,Eredivisie
43,Steven Bergwijn,NED,"FW,MF",Ajax,26-092,1997,12.4,36.4,43.0,84.6,505.3,124.1,22.0,24.4,90.1,11.8,13.6,86.4,1.21,2.18,55.6,0.16,0.31,0.31,-0.15,2.50,2.82,2.50,0.24,5.16,https://fbref.com/en/players/a29b1131/Steven-Bergwijn,a29b1131,Eredivisie
44,Gijs Besselink,NED,"FW,MF",Twente,19-206,2004,0.3,40.0,53.3,75.0,743.3,340.0,10.0,10.0,100.0,20.0,23.3,85.7,6.67,6.67,100.0,0.00,0.00,0.00,0.00,3.33,6.67,0.00,0.00,6.67,https://fbref.com/en/players/689b9ef0/Gijs-Besselink,689b9ef0,Eredivisie
45,Justin Bijlow,NED,GK,Feyenoord,25-351,1998,9.0,38.2,42.6,89.8,832.4,568.9,12.4,12.4,100.0,19.1,19.1,100.0,6.67,11.0,60.6,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.11,https://fbref.com/en/players/53d93280/Justin-Bijlow,53d93280,Eredivisie
46,Xander Blomme,BEL,MF,Go Ahead Eag,21-201,2002,0.5,12.0,16.0,75.0,218.0,34.0,4.00,8.00,50.0,8.00,8.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,https://fbref.com/en/players/a712e3f5/Xander-Blomme,a712e3f5,Eredivisie
47,Paweł Bochniewicz,POL,DF,Heerenveen,27-343,1996,10.2,49.4,58.4,84.6,924.7,371.0,19.6,21.7,90.5,22.9,26.0,88.3,5.69,8.53,66.7,0.10,0.02,0.02,0.08,0.49,4.12,0.49,0.00,4.12,https://fbref.com/en/players/9bf068be/Pawel-Bochniewicz,9bf068be,Eredivisie
48,Ruben van Bommel,NED,FW,AZ Alkmaar,19-158,2004,6.0,21.8,32.0,68.2,376.2,86.8,12.0,14.5,82.8,6.50,9.50,68.4,2.83,4.50,63.0,0.17,0.12,0.10,0.05,1.17,1.17,1.67,0.17,4.00,https://fbref.com/en/players/c9314f57/Ruben-van-Bommel,c9314f57,Eredivisie
49,Taylor Booth,USA,FW,Utrecht,22-222,2001,3.9,14.9,22.8,65.2,243.3,38.5,8.21,9.74,84.2,5.64,8.46,66.7,0.77,3.08,25.0,0.00,0.03,0.03,-0.03,0.51,0.77,0.51,0.51,1.79,https://fbref.com/en/players/1eb05a70/Taylor-Booth,1eb05a70,Eredivisie
50,Zach Booth,USA,"MF,FW",Volendam,19-325,2004,3.7,14.3,20.8,68.8,230.0,65.1,7.84,9.73,80.6,4.32,7.03,61.5,1.35,2.16,62.5,0.27,0.16,0.00,0.11,0.27,1.08,0.54,0.00,1.89,https://fbref.com/en/players/7e47a132/Zach-Booth,7e47a132,Eredivisie
51,Olivier Boscagli,FRA,DF,PSV Eindhoven,26-051,1997,14.1,74.3,86.5,86.0,1665.5,682.0,17.5,19.2,91.1,42.9,45.6,94.1,13.5,20.1,67.1,0.07,0.06,0.06,0.01,0.92,11.9,0.85,0.07,11.7,https://fbref.com/en/players/403f5d20/Olivier-Boscagli,403f5d20,Eredivisie
52,Othman Boussaid,BEL,FW,Utrecht,23-307,2000,8.0,32.0,44.1,72.5,580.9,193.8,13.8,15.4,89.4,13.8,17.5,78.6,3.88,7.50,51.7,0.13,0.16,0.23,-0.04,2.00,4.00,1.88,0.75,6.75,https://fbref.com/en/players/c8b55104/Othman-Boussaid,c8b55104,Eredivisie
53,Amine Boutrah,FRA,FW,Vitesse,23-074,2000,7.6,27.6,34.5,80.2,427.8,71.6,15.8,18.2,87.0,9.34,11.3,82.6,1.84,2.89,63.6,0.00,0.04,0.09,-0.04,0.66,2.37,0.92,0.26,3.16,https://fbref.com/en/players/07a13958/Amine-Boutrah,07a13958,Eredivisie
54,Can Bozdogan,GER,MF,Utrecht,22-278,2001,13.9,36.5,45.7,80.0,649.0,174.3,15.5,17.8,87.1,16.5,19.4,85.2,3.45,6.33,54.5,0.07,0.05,0.06,0.02,0.65,3.88,0.14,0.07,3.81,https://fbref.com/en/players/b797f558/Can-Bozdogan,b797f558,Eredivisie
55,Mattijs Branderhorst,NED,GK,Utrecht,30-008,1993,1.0,21.0,27.0,77.8,444.0,264.0,8.00,8.00,100.0,10.0,10.0,100.0,3.00,9.00,33.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b74a2c78/Mattijs-Branderhorst,b74a2c78,Eredivisie
56,Oliver Braude,NOR,DF,Heerenveen,19-321,2004,6.9,42.8,54.5,78.5,710.9,205.8,21.9,24.2,90.4,16.2,19.9,81.8,3.77,7.10,53.1,0.14,0.09,0.10,0.06,1.01,3.33,1.30,0.43,4.20,https://fbref.com/en/players/409ccdb7/Oliver-Braude,409ccdb7,Eredivisie
57,Myron van Brederode,NED,FW,AZ Alkmaar,20-186,2003,8.6,27.7,33.6,82.4,436.6,144.5,14.0,15.8,88.2,10.7,11.9,90.2,1.98,2.91,68.0,0.12,0.09,0.20,0.02,1.05,1.63,2.44,0.12,5.93,https://fbref.com/en/players/485fbd1a/Myron-van-Brederode,485fbd1a,Eredivisie
58,Joshua Brenet,NED,DF,Twente,29-294,1994,2.8,47.5,60.0,79.2,792.1,235.0,25.4,29.3,86.6,19.6,23.2,84.6,2.50,4.64,53.8,0.36,0.25,0.57,0.11,2.50,5.00,2.86,0.36,7.14,https://fbref.com/en/players/2b5527c4/Joshua-Brenet,2b5527c4,Eredivisie
59,Jakob Breum,DEN,FW,Go Ahead Eag,20-052,2003,7.6,23.7,31.7,74.7,375.7,107.2,12.0,13.8,86.7,9.34,11.3,82.6,1.71,2.89,59.1,0.13,0.14,0.11,-0.01,1.45,1.97,1.32,0.13,4.08,https://fbref.com/en/players/31c61ac7/Jakob-Breum,31c61ac7,Eredivisie
60,Brian Brobbey,NED,FW,Ajax,21-341,2002,13.7,14.5,18.7,77.7,171.5,17.8,9.85,11.5,86.0,2.99,4.16,71.9,0.44,0.58,75.0,0.29,0.25,0.20,0.04,1.75,0.44,0.44,0.00,1.09,https://fbref.com/en/players/4c184730/Brian-Brobbey,4c184730,Eredivisie
61,Michael Brouwer,NED,GK,Heracles Almelo,30-352,1993,16.0,26.1,42.5,61.5,751.2,534.4,5.00,5.00,100.0,13.1,13.1,100.0,8.00,24.1,33.2,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,https://fbref.com/en/players/4f521fcf/Michael-Brouwer,4f521fcf,Eredivisie
62,Luuk Brouwers,NED,MF,Heerenveen,25-250,1998,12.1,30.5,36.3,84.1,478.6,116.5,14.2,16.0,88.7,12.0,14.0,85.8,2.40,2.89,82.9,0.08,0.23,0.17,-0.15,1.40,2.81,0.58,0.08,3.80,https://fbref.com/en/players/82306565/Luuk-Brouwers,82306565,Eredivisie
63,Damian van Bruggen,NED,DF,Almere City,27-296,1996,12.0,20.3,29.6,68.7,443.3,151.7,4.83,7.17,67.4,12.9,15.4,83.8,2.50,6.33,39.5,0.00,0.05,0.01,-0.05,0.33,1.17,0.08,0.00,1.42,https://fbref.com/en/players/988ddfcf/Damian-van-Bruggen,988ddfcf,Eredivisie
64,Jeffrey Bruma,NED,DF,RKC Waalwijk,32-056,1991,3.0,50.7,62.7,80.9,1052.7,424.3,12.0,14.3,83.7,32.3,36.7,88.2,6.00,9.67,62.1,0.00,0.03,0.00,-0.03,0.33,4.67,0.00,0.00,6.67,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma,fbffc4b1,Eredivisie
65,Max Bruns,NED,DF,Twente,21-063,2002,1.3,66.9,76.2,87.9,1307.7,442.3,21.5,23.8,90.3,40.8,43.8,93.0,4.62,6.15,75.0,0.00,0.00,0.00,0.00,0.00,2.31,0.00,0.00,5.38,https://fbref.com/en/players/ff9eae4d/Max-Bruns,ff9eae4d,Eredivisie
66,Thomas Bruns,NED,"MF,FW",Heracles Almelo,32-001,1992,7.8,29.7,44.5,66.9,626.0,170.8,10.3,13.6,75.5,13.5,17.3,77.8,5.90,10.8,54.8,0.26,0.22,0.15,0.04,1.15,2.69,0.64,0.38,3.97,https://fbref.com/en/players/16952f65/Thomas-Bruns,16952f65,Eredivisie
67,Charles-Andréas Brym,CAN,"FW,MF",Sparta R'dam,25-153,1998,7.3,18.4,25.5,72.0,296.2,64.2,9.86,11.9,82.8,6.99,9.32,75.0,1.10,2.05,53.3,0.14,0.07,0.12,0.07,0.55,1.10,1.23,0.55,2.60,https://fbref.com/en/players/be76f15c/Charles-Andreas-Brym,be76f15c,Eredivisie
68,Stijn Bultman,NED,DF,Heracles Almelo,18-344,2005,8.6,43.6,54.4,80.1,930.3,331.2,11.9,14.0,85.0,24.1,26.4,91.2,7.56,12.9,58.6,0.12,0.07,0.01,0.05,0.12,1.86,0.00,0.00,1.28,https://fbref.com/en/players/faa8d9c2/Stijn-Bultman,faa8d9c2,Eredivisie
69,Oskar Buur,DEN,DF,Volendam,25-283,1998,6.1,28.7,38.5,74.5,480.2,137.0,13.8,15.7,87.5,12.0,16.1,74.5,2.13,4.26,50.0,0.00,0.11,0.07,-0.11,0.66,1.64,0.82,0.16,2.46,https://fbref.com/en/players/aa6f2f2c/Oskar-Buur,aa6f2f2c,Eredivisie
70,Zico Buurmeester,NED,MF,Zwolle,21-215,2002,15.1,31.3,38.6,81.0,536.8,150.1,13.8,16.2,85.3,13.4,15.0,89.4,2.98,4.70,63.4,0.13,0.06,0.07,0.07,0.79,2.78,0.33,0.07,3.91,https://fbref.com/en/players/62766c3f/Zico-Buurmeester,62766c3f,Eredivisie
71,Yoann Cathline,FRA,"DF,FW",Almere City,21-170,2002,3.3,23.0,39.1,58.9,378.2,131.8,12.7,17.0,75.0,6.97,10.9,63.9,2.73,6.36,42.9,0.30,0.18,0.24,0.12,1.82,1.82,1.82,0.91,3.33,https://fbref.com/en/players/4db5915d/Yoann-Cathline,4db5915d,Eredivisie
72,Sava Cestic,SRB,DF,Heracles Almelo,22-323,2001,1.3,45.4,60.8,74.7,1049.2,347.7,9.23,11.5,80.0,26.9,32.3,83.3,9.23,15.4,60.0,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0.00,3.85,https://fbref.com/en/players/0b7dae21/Sava-Cestic,0b7dae21,Eredivisie
73,Jasper Cillessen,NED,GK,NEC Nijmegen,34-261,1989,12.3,23.8,37.3,63.8,761.3,614.0,4.72,4.72,100.0,9.76,9.92,98.4,9.27,22.5,41.2,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,https://fbref.com/en/players/04ac8285/Jasper-Cillessen,04ac8285,Eredivisie
74,Jordy Clasie,NED,MF,AZ Alkmaar,32-195,1991,14.6,57.3,64.1,89.4,975.5,284.0,27.5,29.1,94.6,24.0,26.1,92.1,5.00,7.05,70.9,0.21,0.09,0.11,0.12,0.96,7.40,0.62,0.00,7.88,https://fbref.com/en/players/31c01b85/Jordy-Clasie,31c01b85,Eredivisie
75,Pelle Clement,NED,FW,Sparta R'dam,27-234,1996,7.6,27.1,36.2,74.9,415.0,99.9,14.3,16.7,85.8,10.3,12.8,80.4,1.84,3.95,46.7,0.00,0.07,0.11,-0.07,1.32,1.45,1.45,0.39,3.82,https://fbref.com/en/players/f7226e46/Pelle-Clement,f7226e46,Eredivisie
76,Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,22-031,2001,11.4,16.9,23.2,73.1,250.9,55.3,9.82,11.0,89.6,4.74,6.49,73.0,1.49,2.72,54.8,0.18,0.14,0.18,0.04,0.96,0.53,1.23,0.70,1.49,https://fbref.com/en/players/91c9de34/Denilho-Cleonise,91c9de34,Eredivisie
77,Iñigo Córdoba,ESP,FW,Fortuna Sittard,26-301,1997,12.8,22.2,34.4,64.5,351.7,138.1,11.3,15.5,73.2,8.67,11.6,75.0,1.48,3.83,38.8,0.16,0.10,0.18,0.05,1.33,1.72,1.64,0.55,3.83,https://fbref.com/en/players/49ea92be/Inigo-Cordoba,49ea92be,Eredivisie
78,Enzo Cornelisse,NED,"DF,MF",Vitesse,21-007,2003,9.7,24.5,35.5,69.2,463.6,196.8,10.7,13.3,80.6,9.38,12.5,75.2,3.92,7.42,52.8,0.00,0.04,0.10,-0.04,1.24,2.37,0.52,0.10,1.96,https://fbref.com/en/players/441f7f4c/Enzo-Cornelisse,441f7f4c,Eredivisie
79,Milan Corryn,BEL,FW,Almere City,24-279,1999,0.1,30.0,30.0,100.0,410.0,30.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,,10.0,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/88b73396/Milan-Corryn,88b73396,Eredivisie
