Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
11,Hussein Ali,IRQ,DF,Heerenveen,21-313,2002,10,511,51,35.5,5.7,1.05,71,0.00,0.70,22,0.88,1.20,1.23,2.11,-0.88,-0.88,-0.78,1.49,1.95,-0.46,-0.47,-0.52,https://fbref.com/en/players/b8a919ad/Hussein-Ali,b8a919ad,Eredivisie
12,Jordi Altena,NED,MF,Vitesse,20-035,2003,2,5,3,0.3,0.1,0.00,,0.00,20.0,3,120.0,1.50,0.00,0.00,0.00,0.00,+1.57,0.00,0.00,0.00,+0.11,+1.01,https://fbref.com/en/players/25cfb552/Jordi-Altena,25cfb552,Eredivisie
13,Jaydon Amauri Banel,NED,"MF,FW",Ajax,19-081,2004,2,27,14,1.9,0.3,0.00,,0.00,6.67,14,13.3,3.00,0.00,0.00,0.00,0.00,-0.32,5.33,0.33,5.00,+4.87,+4.54,https://fbref.com/en/players/98e0d76c/Jaydon-Amauri-Banel,98e0d76c,Eredivisie
14,Pelle van Amersfoort,NED,FW,Heerenveen,27-282,1996,13,822,63,57.1,9.1,1.10,71,0.11,0.33,39,0.00,1.00,1.32,1.54,-0.22,-0.22,+0.36,1.53,1.25,0.29,+0.28,+0.96,https://fbref.com/en/players/8cef2308/Pelle-van-Amersfoort,8cef2308,Eredivisie
15,Jamal Amofa,NED,DF,Go Ahead Eag,25-044,1998,15,1125,75,78.1,12.5,1.12,80,0.80,0.08,12,0.00,1.33,1.52,1.44,0.08,+0.08,-0.49,1.21,1.61,-0.41,-0.40,+0.50,https://fbref.com/en/players/ec3e9827/Jamal-Amofa,ec3e9827,Eredivisie
16,Augustin Anello,BEL,"FW,MF",Sparta R'dam,21-261,2002,8,225,28,15.6,2.5,0.40,73,0.00,2.80,22,2.40,0.63,1.20,2.00,-0.80,-0.80,-0.95,1.24,1.72,-0.48,-0.49,-0.40,https://fbref.com/en/players/c16ab6bc/Augustin-Anello,c16ab6bc,Eredivisie
17,Joey Antonioli,NED,MF,Volendam,20-024,2003,3,100,33,6.9,1.1,0.91,63,0.00,1.82,19,0.91,1.33,0.00,3.64,-3.64,-3.60,-2.39,1.09,2.18,-1.09,-1.08,-0.28,https://fbref.com/en/players/cc423d7c/Joey-Antonioli,cc423d7c,Eredivisie
18,Carlens Arcus,HAI,DF,Vitesse,27-194,1996,14,1004,72,69.7,11.2,0.98,85,0.63,0.27,24,0.00,0.57,0.89,2.05,-1.16,-1.17,+1.31,0.91,1.75,-0.85,-0.85,+0.14,https://fbref.com/en/players/5e837126/Carlens-Arcus,5e837126,Eredivisie
19,D'Leanu Arts,NED,DF,NEC Nijmegen,20-226,2003,2,18,9,1.3,0.2,0.00,,0.00,10.0,9,0.00,2.00,0.00,0.00,0.00,0.00,-0.19,0.00,2.00,-2.00,-2.12,-1.47,https://fbref.com/en/players/9014a9c8/DLeanu-Arts,9014a9c8,Eredivisie
20,Aventis Aventisian,ARM,DF,Go Ahead Eag,21-144,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/450bb001/Aventis-Aventisian,450bb001,Eredivisie
21,Gastón Ávila,ARG,DF,Ajax,22-100,2001,5,354,71,24.6,3.9,1.03,86,0.77,0.26,10,2.31,0.80,1.54,2.31,-0.77,-0.76,-1.43,1.21,2.13,-0.92,-0.92,-1.77,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Eredivisie
22,Marouan Azarkan,NED,FW,Utrecht,22-031,2001,13,601,46,41.7,6.7,0.90,67,0.00,1.04,28,0.30,0.85,0.75,1.94,-1.19,-1.20,-1.09,1.12,1.96,-0.85,-0.85,-0.31,https://fbref.com/en/players/9469388f/Marouan-Azarkan,9469388f,Eredivisie
23,Anouar El Azzouzi,NED,DF,Zwolle,22-224,2001,5,100,20,6.9,1.1,0.00,,0.00,4.55,20,7.27,1.80,3.64,2.73,0.91,+0.90,+1.30,1.73,1.09,0.64,+0.65,+0.95,https://fbref.com/en/players/22a6a4d7/Anouar-El-Azzouzi,22a6a4d7,Eredivisie
24,Julian Baas,NED,MF,Excelsior,21-267,2002,16,1399,87,97.2,15.5,1.03,87,0.84,0.00,,0.00,1.06,1.74,2.00,-0.26,-0.26,+1.94,1.33,1.74,-0.41,-0.41,+0.64,https://fbref.com/en/players/7156acb5/Julian-Baas,7156acb5,Eredivisie
25,Youri Baas,NED,"DF,FW",NEC Nijmegen,20-297,2003,13,766,59,53.2,8.5,0.94,82,0.59,0.59,22,0.12,1.31,1.76,1.88,-0.12,-0.12,-0.65,0.98,2.09,-1.12,-1.12,-0.95,https://fbref.com/en/players/ca002b1a/Youri-Baas,ca002b1a,Eredivisie
26,Isaac Babadi,NED,"MF,FW",PSV Eindhoven,18-277,2005,7,118,17,8.2,1.3,1.54,45,0.00,3.85,6,3.08,3.00,2.31,1.54,0.77,+0.76,-2.57,1.77,2.38,-0.62,-0.58,-3.23,https://fbref.com/en/players/52f7e3a7/Isaac-Babadi,52f7e3a7,Eredivisie
27,Mio Backhaus,GER,GK,Volendam,19-267,2004,16,1440,90,100.0,16.0,1.00,90,1.00,0.00,,0.00,0.69,1.13,2.50,-1.38,-1.37,,1.22,2.04,-0.82,-0.82,,https://fbref.com/en/players/0d41f821/Mio-Backhaus,0d41f821,Eredivisie
28,Thibo Baeten,BEL,FW,Go Ahead Eag,21-218,2002,9,157,17,10.9,1.7,0.00,,0.00,5.29,17,4.12,1.33,2.35,2.35,0.00,0.00,-0.21,1.82,2.00,-0.18,-0.15,+0.41,https://fbref.com/en/players/f976899a/Thibo-Baeten,f976899a,Eredivisie
29,Saïd Bakari,COM,DF,Sparta R'dam,29-108,1994,16,1387,87,96.3,15.4,1.04,87,0.91,0.00,,0.00,1.38,1.30,1.30,0.00,0.00,0.00,1.31,1.45,-0.15,-0.15,+0.22,https://fbref.com/en/players/3a0fbf82/Said-Bakari,3a0fbf82,Eredivisie
30,Johan Bakayoko,BEL,"FW,MF",PSV Eindhoven,20-263,2003,16,1175,73,81.6,13.1,1.07,81,0.53,0.15,21,0.00,3.00,3.13,0.46,2.67,+2.68,-2.41,2.99,0.75,2.24,+2.25,-0.69,https://fbref.com/en/players/0caa2fd4/Johan-Bakayoko,0caa2fd4,Eredivisie
31,Navajo Bakboord,NED,DF,Heracles Almelo,24-344,1999,10,824,82,57.2,9.2,1.09,82,0.87,0.00,,0.11,1.10,1.30,2.28,-0.98,-0.98,+0.48,1.26,1.92,-0.66,-0.67,+0.05,https://fbref.com/en/players/216d25a3/Navajo-Bakboord,216d25a3,Eredivisie
32,Zakaria Bakkali,BEL,"MF,FW",RKC Waalwijk,27-347,1996,14,674,48,46.8,7.5,1.07,68,0.27,0.80,22,0.13,0.71,0.80,2.40,-1.60,-1.60,-1.48,1.31,1.60,-0.28,-0.29,+0.09,https://fbref.com/en/players/ec3efd7f/Zakaria-Bakkali,ec3efd7f,Eredivisie
33,Nordin Bakker,NED,GK,Almere City,26-069,1997,16,1440,90,100.0,16.0,1.00,90,1.00,0.00,,0.00,1.00,1.13,2.13,-1.00,-1.00,,1.22,1.82,-0.60,-0.60,,https://fbref.com/en/players/12f664ca/Nordin-Bakker,12f664ca,Eredivisie
34,Jesse Bal,NED,MF,Sparta R'dam,17-099,2006,2,5,3,0.3,0.1,0.00,,0.00,20.0,3,50.0,0.00,0.00,20.0,-20.00,-36.00,-36.13,0.00,15.0,-14.00,-25.82,-25.75,https://fbref.com/en/players/f60ea55c/Jesse-Bal,f60ea55c,Eredivisie
35,Théo Barbet,FRA,DF,Almere City,22-308,2001,12,837,70,58.1,9.3,0.97,84,0.54,0.32,27,0.11,0.92,1.08,2.04,-0.97,-0.97,+0.08,1.27,1.55,-0.28,-0.28,+0.76,https://fbref.com/en/players/06d51feb/Theo-Barbet,06d51feb,Eredivisie
36,Vasilios Barkas,GRE,GK,Utrecht,29-223,1994,15,1350,90,93.8,15.0,1.00,90,1.00,0.00,,0.00,1.13,1.13,1.53,-0.40,-0.40,+2.60,1.11,1.77,-0.67,-0.67,+0.05,https://fbref.com/en/players/c2e41cfb/Vasilios-Barkas,c2e41cfb,Eredivisie
37,Riechedly Bazoer,NED,DF,AZ Alkmaar,27-088,1996,13,1076,83,74.7,12.0,1.08,83,0.75,0.00,,0.00,2.00,2.00,0.75,1.25,+1.25,-0.23,1.64,0.91,0.73,+0.74,-0.22,https://fbref.com/en/players/da59a197/Riechedly-Bazoer,da59a197,Eredivisie
38,Sven van Beek,NED,DF,Heerenveen,29-164,1994,12,997,83,69.2,11.1,1.08,83,0.81,0.00,,0.00,1.08,1.44,1.71,-0.27,-0.27,+0.34,1.58,1.34,0.23,+0.23,+1.16,https://fbref.com/en/players/49312f11/Sven-van-Beek,49312f11,Eredivisie
39,Thomas Beelen,NED,DF,Feyenoord,22-211,2001,6,203,34,14.1,2.3,0.43,45,0.00,2.17,32,4.35,2.33,2.17,1.30,0.87,+0.89,-1.44,3.09,1.04,2.04,+2.06,+0.03,https://fbref.com/en/players/530e7d85/Thomas-Beelen,530e7d85,Eredivisie
40,Jan Bekkema,NED,GK,Heerenveen,27-274,1996,0,,,,,0,,0,0,,12,,,,,,,,,,,,https://fbref.com/en/players/1ee6da56/Jan-Bekkema,1ee6da56,Eredivisie
41,Mouhamed Belkheir,FRA,"FW,MF",Fortuna Sittard,25-006,1999,11,348,32,24.2,3.9,0.26,63,0.00,2.56,29,1.03,1.09,1.28,2.05,-0.77,-0.78,-0.12,1.44,1.72,-0.28,-0.28,-0.05,https://fbref.com/en/players/14340768/Mouhamed-Belkheir,14340768,Eredivisie
42,Armel Bella Kotchap,GER,DF,PSV Eindhoven,22-028,2001,3,161,54,11.2,1.8,1.11,74,0.00,0.56,14,0.56,3.00,3.89,0.56,3.33,+3.35,+0.26,5.28,0.56,4.78,+4.78,+2.70,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,a39d11bc,Eredivisie
43,Benaissa Benamar,MAR,DF,Volendam,26-275,1997,14,975,70,67.7,10.8,1.11,80,0.83,0.19,9,0.00,0.36,1.11,2.41,-1.30,-1.29,+0.26,1.23,2.31,-1.06,-1.06,-0.75,https://fbref.com/en/players/01ca961e/Benaissa-Benamar,01ca961e,Eredivisie
44,Mimeirhel Benita,NED,"DF,FW",Excelsior,20-052,2003,7,133,19,9.2,1.5,0.00,,0.00,4.67,19,5.33,0.71,0.67,2.67,-2.00,-2.03,-1.89,0.93,2.27,-1.33,-1.37,-1.03,https://fbref.com/en/players/35ccba69/Mimeirhel-Benita,35ccba69,Eredivisie
45,Walter Benítez,ARG,GK,PSV Eindhoven,30-354,1993,16,1440,90,100.0,16.0,1.00,90,1.00,0.00,,0.00,3.00,3.50,0.38,3.13,+3.12,,3.21,0.82,2.38,+2.38,,https://fbref.com/en/players/8a2248b4/Walter-Benitez,8a2248b4,Eredivisie
46,Mitchell van Bergen,NED,"FW,MF",Twente,24-134,1999,11,286,26,19.9,3.2,0.31,61,0.00,3.13,23,0.63,2.00,2.50,0.63,1.88,+1.89,+1.19,2.28,0.91,1.38,+1.37,+0.76,https://fbref.com/en/players/0b2c9aec/Mitchell-van-Bergen,0b2c9aec,Eredivisie
47,Mannou Berger,NED,GK,Feyenoord,19-085,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/be216bdd/Mannou-Berger,be216bdd,Eredivisie
48,Steven Berghuis,NED,"FW,MF",Ajax,32-020,1991,12,918,77,63.8,10.2,1.08,81,0.69,0.10,32,0.00,1.67,2.35,1.86,0.49,+0.49,+0.49,2.35,1.66,0.69,+0.69,+0.76,https://fbref.com/en/players/713c144a/Steven-Berghuis,713c144a,Eredivisie
49,Steven Bergwijn,NED,"FW,MF",Ajax,26-092,1997,13,1116,86,77.5,12.4,1.05,86,0.73,0.00,,0.00,1.77,2.42,1.77,0.65,+0.65,+1.48,2.19,1.67,0.52,+0.53,+0.49,https://fbref.com/en/players/a29b1131/Steven-Bergwijn,a29b1131,Eredivisie
50,Gijs Besselink,NED,"FW,MF",Twente,19-206,2004,3,26,9,1.8,0.3,0.00,,0.00,10.0,9,40.0,1.33,0.00,6.67,-6.67,-6.92,-8.01,1.00,4.00,-3.00,-3.15,-3.98,https://fbref.com/en/players/689b9ef0/Gijs-Besselink,689b9ef0,Eredivisie
51,Justin Bijlow,NED,GK,Feyenoord,25-351,1998,9,810,90,56.3,9.0,1.00,90,1.00,0.00,,0.00,2.11,2.22,0.89,1.33,+1.33,-1.81,2.52,0.79,1.73,+1.73,-0.71,https://fbref.com/en/players/53d93280/Justin-Bijlow,53d93280,Eredivisie
52,Xander Blomme,BEL,MF,Go Ahead Eag,21-201,2002,1,45,45,3.1,0.5,2.00,45,0.00,0.00,,20.0,0.00,0.00,4.00,-4.00,-4.00,-4.32,0.40,2.20,-1.80,-1.74,-1.27,https://fbref.com/en/players/a712e3f5/Xander-Blomme,a712e3f5,Eredivisie
53,Paweł Bochniewicz,POL,DF,Heerenveen,27-343,1996,12,915,76,63.5,10.2,0.98,88,0.78,0.20,17,0.00,1.08,1.57,1.76,-0.20,-0.20,+0.49,1.50,1.51,-0.01,-0.01,+0.33,https://fbref.com/en/players/9bf068be/Pawel-Bochniewicz,9bf068be,Eredivisie
54,Ruben van Bommel,NED,FW,AZ Alkmaar,19-158,2004,12,543,45,37.7,6.0,1.17,61,0.17,0.83,24,0.50,1.75,1.83,1.33,0.50,+0.50,-1.31,2.03,1.45,0.58,+0.59,-0.33,https://fbref.com/en/players/c9314f57/Ruben-van-Bommel,c9314f57,Eredivisie
55,Taylor Booth,USA,FW,Utrecht,22-222,2001,8,348,44,24.2,3.9,1.28,57,0.00,0.77,21,0.51,1.38,0.77,1.28,-0.51,-0.52,+0.06,0.87,1.54,-0.67,-0.68,-0.02,https://fbref.com/en/players/1eb05a70/Taylor-Booth,1eb05a70,Eredivisie
56,Zach Booth,USA,"MF,FW",Volendam,19-325,2004,10,333,33,23.1,3.7,0.54,73,0.27,2.16,23,0.27,0.80,1.62,2.43,-0.81,-0.81,+0.73,1.22,2.57,-1.35,-1.34,-0.68,https://fbref.com/en/players/7e47a132/Zach-Booth,7e47a132,Eredivisie
57,Christian Bos,,DF,Zwolle,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/c7495f90/Christian-Bos,c7495f90,Eredivisie
58,Olivier Boscagli,FRA,DF,PSV Eindhoven,26-051,1997,15,1270,85,88.2,14.1,0.99,89,0.85,0.07,28,0.07,3.00,3.33,0.43,2.91,+2.91,-1.86,3.11,0.82,2.30,+2.30,-0.72,https://fbref.com/en/players/403f5d20/Olivier-Boscagli,403f5d20,Eredivisie
59,Othman Boussaid,BEL,FW,Utrecht,23-307,2000,11,720,65,50.0,8.0,1.13,72,0.25,0.25,35,0.25,1.45,1.38,1.13,0.25,+0.25,+1.62,1.29,1.50,-0.21,-0.21,+0.92,https://fbref.com/en/players/c8b55104/Othman-Boussaid,c8b55104,Eredivisie
60,Amine Boutrah,FRA,FW,Vitesse,23-074,2000,12,683,57,47.4,7.6,0.92,74,0.39,0.66,34,0.00,0.58,1.05,3.29,-2.24,-2.24,-1.29,1.07,2.09,-1.03,-1.03,-0.27,https://fbref.com/en/players/07a13958/Amine-Boutrah,07a13958,Eredivisie
61,Can Bozdogan,GER,MF,Utrecht,22-278,2001,15,1248,83,86.7,13.9,1.01,86,0.72,0.07,50,0.00,1.07,1.15,1.73,-0.58,-0.58,-0.11,1.16,1.86,-0.70,-0.70,-0.23,https://fbref.com/en/players/b797f558/Can-Bozdogan,b797f558,Eredivisie
62,Tom Bramel,NED,GK,Vitesse,18-168,2005,0,,,,,0,,0,0,,14,,,,,,,,,,,,https://fbref.com/en/players/e1bf9037/Tom-Bramel,e1bf9037,Eredivisie
63,Mattijs Branderhorst,NED,GK,Utrecht,30-008,1993,1,90,90,6.3,1.0,1.00,90,1.00,0.00,,15.0,0.00,0.00,3.00,-3.00,-3.00,-2.60,1.50,2.20,-0.70,-0.71,-0.05,https://fbref.com/en/players/b74a2c78/Mattijs-Branderhorst,b74a2c78,Eredivisie
64,Oliver Braude,NOR,DF,Heerenveen,19-321,2004,11,623,57,43.3,6.9,1.01,80,0.43,0.58,16,0.72,1.45,1.88,1.16,0.72,+0.72,+1.93,1.77,1.28,0.48,+0.48,+1.08,https://fbref.com/en/players/409ccdb7/Oliver-Braude,409ccdb7,Eredivisie
65,Myron van Brederode,NED,FW,AZ Alkmaar,20-186,2003,13,770,59,53.5,8.6,1.05,71,0.12,0.47,33,0.12,1.85,1.98,0.58,1.40,+1.40,+0.19,1.45,0.72,0.73,+0.74,-0.11,https://fbref.com/en/players/485fbd1a/Myron-van-Brederode,485fbd1a,Eredivisie
66,Joshua Brenet,NED,DF,Twente,29-294,1994,5,250,50,17.4,2.8,1.07,56,0.36,0.71,41,1.07,2.00,3.93,1.07,2.86,+2.88,+2.35,2.54,0.93,1.61,+1.63,+1.05,https://fbref.com/en/players/2b5527c4/Joshua-Brenet,2b5527c4,Eredivisie
67,Jakob Breum,DEN,FW,Go Ahead Eag,20-052,2003,15,680,45,47.2,7.6,1.05,70,0.00,0.92,17,0.00,1.53,1.71,1.32,0.39,+0.40,+0.40,1.51,1.55,-0.04,-0.04,+0.89,https://fbref.com/en/players/31c61ac7/Jakob-Breum,31c61ac7,Eredivisie
68,Brian Brobbey,NED,FW,Ajax,21-341,2002,15,1231,82,85.5,13.7,1.09,82,0.58,0.00,,0.00,1.47,1.82,2.04,-0.22,-0.22,-3.66,1.82,1.90,-0.07,-0.07,-3.32,https://fbref.com/en/players/4c184730/Brian-Brobbey,4c184730,Eredivisie
69,Boaz Broekmans,,GK,Fortuna Sittard,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/41ff180a/Boaz-Broekmans,41ff180a,Eredivisie
70,Michael Brouwer,NED,GK,Heracles Almelo,30-352,1993,16,1440,90,100.0,16.0,1.00,90,1.00,0.00,,0.00,0.94,1.25,2.44,-1.19,-1.19,,1.34,2.02,-0.69,-0.69,,https://fbref.com/en/players/4f521fcf/Michael-Brouwer,4f521fcf,Eredivisie
71,Luuk Brouwers,NED,MF,Heerenveen,25-250,1998,14,1091,78,75.8,12.1,1.07,82,0.17,0.08,29,0.00,0.93,1.40,1.74,-0.33,-0.33,+0.19,1.51,1.48,0.02,+0.03,+0.64,https://fbref.com/en/players/82306565/Luuk-Brouwers,82306565,Eredivisie
72,Damian van Bruggen,NED,DF,Almere City,27-296,1996,14,1080,77,75.0,12.0,1.17,77,0.42,0.00,,0.08,0.93,0.67,2.00,-1.33,-1.33,-1.33,1.03,2.00,-0.96,-0.96,-1.44,https://fbref.com/en/players/988ddfcf/Damian-van-Bruggen,988ddfcf,Eredivisie
73,Jeffrey Bruma,NED,DF,RKC Waalwijk,32-056,1991,10,269,27,18.7,3.0,0.67,86,0.33,2.67,12,1.00,0.90,0.00,2.33,-2.33,-2.34,-1.88,1.13,2.33,-1.23,-1.22,-1.10,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma,fbffc4b1,Eredivisie
74,Max Bruns,NED,DF,Twente,21-063,2002,3,115,38,8.0,1.3,0.77,90,0.77,1.54,13,3.85,3.00,3.08,0.77,2.31,+2.35,+1.53,1.46,0.62,0.92,+0.89,+0.14,https://fbref.com/en/players/ff9eae4d/Max-Bruns,ff9eae4d,Eredivisie
75,Thomas Bruns,NED,"MF,FW",Heracles Almelo,32-001,1992,13,699,54,48.5,7.8,0.90,74,0.13,0.77,31,0.13,1.08,1.15,2.82,-1.67,-1.67,-0.95,1.14,2.24,-1.10,-1.11,-0.81,https://fbref.com/en/players/16952f65/Thomas-Bruns,16952f65,Eredivisie
76,Charles-Andréas Brym,CAN,"FW,MF",Sparta R'dam,25-153,1998,15,660,44,45.8,7.3,0.82,84,0.14,1.23,18,0.00,1.40,1.64,1.23,0.41,+0.41,+0.76,1.47,1.59,-0.12,-0.13,+0.05,https://fbref.com/en/players/be76f15c/Charles-Andreas-Brym,be76f15c,Eredivisie
77,Stijn Bultman,NED,DF,Heracles Almelo,18-344,2005,10,776,78,53.9,8.6,0.93,89,0.70,0.23,32,0.70,1.20,1.74,1.98,-0.23,-0.23,+2.07,1.55,1.93,-0.38,-0.38,+0.66,https://fbref.com/en/players/faa8d9c2/Stijn-Bultman,faa8d9c2,Eredivisie
78,Oskar Buur,DEN,DF,Volendam,25-283,1998,10,546,55,37.9,6.1,1.15,69,0.16,0.49,22,0.16,1.00,1.48,2.62,-1.15,-1.15,+0.36,1.51,2.31,-0.80,-0.80,+0.03,https://fbref.com/en/players/aa6f2f2c/Oskar-Buur,aa6f2f2c,Eredivisie
79,Zico Buurmeester,NED,MF,Zwolle,21-215,2002,16,1356,85,94.2,15.1,0.99,88,0.93,0.07,39,0.00,1.13,1.19,1.72,-0.53,-0.53,-3.75,1.20,1.51,-0.31,-0.31,-1.24,https://fbref.com/en/players/62766c3f/Zico-Buurmeester,62766c3f,Eredivisie
80,Selim Can Sönmez,TUR,FW,NEC Nijmegen,18-283,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/6aa2ff92/Selim-Can-Sonmez,6aa2ff92,Eredivisie
81,Yoann Cathline,FRA,"DF,FW",Almere City,21-170,2002,11,301,27,20.9,3.3,0.61,60,0.00,2.73,20,0.30,1.36,1.82,1.52,0.30,+0.30,+1.64,1.00,1.58,-0.58,-0.57,+0.03,https://fbref.com/en/players/4db5915d/Yoann-Cathline,4db5915d,Eredivisie
82,Sava Cestic,SRB,DF,Heracles Almelo,22-323,2001,4,121,30,8.4,1.3,0.77,45,0.00,2.31,25,9.23,0.50,0.00,6.92,-6.92,-6.69,-6.01,1.08,4.15,-3.08,-2.98,-2.50,https://fbref.com/en/players/0b7dae21/Sava-Cestic,0b7dae21,Eredivisie
83,Nouri Cheung,NED,MF,RKC Waalwijk,21-238,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/63c4f9cb/Nouri-Cheung,63c4f9cb,Eredivisie
84,Daijiro Chirino,CUW,DF,Zwolle,21-318,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/a317252f/Daijiro-Chirino,a317252f,Eredivisie
85,Julian Christiaan Brandes,NED,MF,Ajax,19-242,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/9e46a17b/Julian-Christiaan-Brandes,9e46a17b,Eredivisie
86,Jasper Cillessen,NED,GK,NEC Nijmegen,34-261,1989,13,1110,85,77.1,12.3,1.06,85,0.98,0.00,,0.08,1.46,2.03,1.87,0.16,+0.16,-0.11,1.17,2.00,-0.82,-0.82,-0.65,https://fbref.com/en/players/04ac8285/Jasper-Cillessen,04ac8285,Eredivisie
87,Jordy Clasie,NED,MF,AZ Alkmaar,32-195,1991,15,1315,88,91.3,14.6,1.03,88,0.82,0.00,,0.00,2.00,2.05,0.89,1.16,+1.16,-1.72,1.76,0.91,0.85,+0.85,+0.66,https://fbref.com/en/players/31c01b85/Jordy-Clasie,31c01b85,Eredivisie
88,Pelle Clement,NED,FW,Sparta R'dam,27-234,1996,11,683,62,47.4,7.6,1.05,81,0.53,0.39,13,0.00,1.36,0.92,1.18,-0.26,-0.26,-0.50,1.14,1.14,0.00,-0.01,+0.28,https://fbref.com/en/players/f7226e46/Pelle-Clement,f7226e46,Eredivisie
89,Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,22-031,2001,16,1026,64,71.3,11.4,1.32,67,0.18,0.09,20,0.00,0.88,0.96,1.67,-0.70,-0.70,+0.39,1.29,1.58,-0.29,-0.29,+0.15,https://fbref.com/en/players/91c9de34/Denilho-Cleonise,91c9de34,Eredivisie
