Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
11,Hugo González Durán,MEX,GK,Mazatlán,33-160,1990,16,16,1378,15.3,1.50,1.50,5.10,3.46,70.5,0.39,0.26,0.39,0.26,25.0,0.20,0.00,0.13,0.07,100.0,https://fbref.com/en/players/24c6fb79/Hugo-Gonzalez-Duran,24c6fb79,Liga MX
12,Andrés Gudiño,MEX,GK,Cruz Azul,26-346,1997,14,13,1219,13.5,1.63,1.62,5.11,3.56,73.9,0.30,0.15,0.52,0.15,15.4,0.30,0.30,0.00,0.00,0.0,https://fbref.com/en/players/2f8bb62a/Andres-Gudino,2f8bb62a,Liga MX
13,Raúl Gudiño,MEX,GK,Necaxa,27-261,1996,10,10,855,9.5,1.58,1.58,4.32,3.16,65.9,0.11,0.53,0.42,0.11,10.0,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/2f061b36/Raul-Gudino,2f061b36,Liga MX
14,Ricardo Gutiérrez,MEX,GK,Mazatlán,26-205,1997,3,1,152,1.7,2.35,2.37,7.65,5.29,69.2,0.00,0.00,0.59,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/aab63918/Ricardo-Gutierrez,aab63918,Liga MX
15,Nahuel Guzmán,ARG,GK,UANL,37-332,1986,16,16,1440,16.0,1.13,1.13,4.69,3.56,77.3,0.50,0.31,0.19,0.31,31.3,0.06,0.06,0.00,0.00,0.0,https://fbref.com/en/players/d8f11068/Nahuel-Guzman,d8f11068,Liga MX
16,Héctor Holguín,MEX,GK,Santos,22-259,2001,2,2,180,2.0,1.50,1.50,7.00,5.00,78.6,0.50,0.00,0.50,0.00,0.0,0.50,0.00,0.50,0.00,100.0,https://fbref.com/en/players/8c37aa43/Hector-Holguin,8c37aa43,Liga MX
17,Oscar Jiménez,MEX,GK,América,35-088,1988,4,3,315,3.5,0.86,0.86,4.57,3.71,81.3,0.57,0.00,0.29,0.57,66.7,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/363ba1be/Oscar-Jimenez,363ba1be,Liga MX
18,Miguel Jiménez Ponce,MEX,GK,Guadalajara,33-300,1990,16,15,1425,15.8,1.33,1.33,4.30,2.91,75.0,0.44,0.13,0.38,0.32,33.3,0.32,0.25,0.06,0.00,20.0,https://fbref.com/en/players/9c06f135/Miguel-Jimenez-Ponce,9c06f135,Liga MX
19,Julio José González,MEX,GK,UNAM,32-260,1991,17,17,1530,17.0,1.06,1.06,4.24,3.18,77.8,0.47,0.24,0.29,0.29,29.4,0.24,0.12,0.12,0.00,50.0,https://fbref.com/en/players/0124a43a/Julio-Jose-Gonzalez,0124a43a,Liga MX
20,Sebastián Jurado,MEX,GK,Cruz Azul,26-102,1997,4,4,308,3.4,2.06,2.05,3.53,1.47,50.0,0.29,0.00,0.88,0.00,0.0,0.29,0.29,0.00,0.00,0.0,https://fbref.com/en/players/c882a4e6/Sebastian-Jurado,c882a4e6,Liga MX
21,Gibran Lajud,MEX,GK,Santos,30-014,1993,9,9,810,9.0,2.11,2.11,5.33,3.22,64.6,0.33,0.22,0.44,0.11,11.1,0.22,0.22,0.00,0.00,0.0,https://fbref.com/en/players/d8b7afc2/Gibran-Lajud,d8b7afc2,Liga MX
22,Carlos Moreno,MEX,GK,Pachuca,25-344,1998,14,14,1260,14.0,1.50,1.50,5.50,4.00,76.6,0.36,0.36,0.29,0.29,28.6,0.21,0.21,0.00,0.00,0.0,https://fbref.com/en/players/b931ac44/Carlos-Moreno,b931ac44,Liga MX
23,Ramón Pasquel,MEX,GK,FC Juárez,27-200,1996,1,0,60,0.7,1.43,1.50,2.86,1.43,100.0,0.00,0.00,0.00,0.00,,1.43,1.43,0.00,0.00,0.0,https://fbref.com/en/players/6d12445b/Ramon-Pasquel,6d12445b,Liga MX
24,José Rangel Aguilar,MEX,GK,Guadalajara,23-317,2000,2,2,105,1.2,0.83,0.86,5.83,5.00,85.7,0.83,0.83,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/15f733fb/Jose-Rangel-Aguilar,15f733fb,Liga MX
25,Jesús Rodríguez,MEX,GK,Puebla,30-232,1993,17,17,1530,17.0,1.47,1.47,5.71,4.18,78.4,0.41,0.24,0.35,0.18,17.6,0.29,0.24,0.06,0.00,20.0,https://fbref.com/en/players/ce147009/Jesus-Rodriguez,ce147009,Liga MX
26,Andrés Sánchez,MEX,GK,Atlético,26-097,1997,9,9,810,9.0,1.78,1.78,3.44,1.67,48.4,0.22,0.22,0.56,0.11,11.1,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/2d43706b/Andres-Sanchez,2d43706b,Liga MX
27,Alfredo Talavera,MEX,GK,FC Juárez,41-112,1982,17,17,1469,16.3,2.02,2.02,5.28,3.25,65.1,0.31,0.18,0.55,0.00,0.0,0.18,0.18,0.00,0.00,0.0,https://fbref.com/en/players/5c7fc905/Alfredo-Talavera,5c7fc905,Liga MX
28,Fernando Tapia Méndez,MEX,GK,Querétaro,22-205,2001,5,5,450,5.0,2.40,2.40,5.40,3.00,63.0,0.20,0.20,0.60,0.20,20.0,0.40,0.40,0.00,0.00,0.0,https://fbref.com/en/players/fd1f7417/Fernando-Tapia-Mendez,fd1f7417,Liga MX
29,Ezequiel Unsain,ARG,GK,Necaxa,28-305,1995,8,7,675,7.5,1.60,1.60,4.67,3.07,68.6,0.27,0.13,0.53,0.40,42.9,0.13,0.13,0.00,0.00,0.0,https://fbref.com/en/players/036f15cf/Ezequiel-Unsain,036f15cf,Liga MX
30,Diego Urtiaga,MEX,GK,Atlético,25-091,1998,8,8,720,8.0,1.25,1.25,5.13,3.88,78.0,0.63,0.00,0.38,0.38,37.5,0.13,0.13,0.00,0.00,0.0,https://fbref.com/en/players/c3a5d691/Diego-Urtiaga,c3a5d691,Liga MX
31,Óscar Ustari,ARG,GK,Pachuca,37-189,1986,3,3,270,3.0,2.00,2.00,4.33,2.33,53.8,0.00,0.67,0.33,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/40e417fa/Oscar-Ustari,40e417fa,Liga MX
32,Camilo Vargas,COL,GK,Atlas,34-305,1989,17,17,1530,17.0,1.41,1.41,4.29,2.88,72.6,0.24,0.29,0.47,0.29,29.4,0.24,0.24,0.00,0.00,0.0,https://fbref.com/en/players/004e3d0f/Camilo-Vargas,004e3d0f,Liga MX
33,Tiago Volpi,BRA,GK,Toluca,33-020,1990,17,17,1530,17.0,1.12,1.12,5.00,3.88,78.8,0.29,0.35,0.35,0.29,29.4,0.06,0.06,0.00,0.00,0.0,https://fbref.com/en/players/fba79ac8/Tiago-Volpi,fba79ac8,Liga MX
