Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
57,Ángelo Araos,CHI,MF,Necaxa,25,1997,10.4,0.10,1.35,0.38,28.6,1.34,0.38,0.07,0.25,20.4,0.00,0.00,0.00,0.09,0.09,0.06,0.01,0.01,https://fbref.com/en/players/c8e4f105/Angelo-Araos,c8e4f105,Liga MX
58,Maximiliano Araújo,URU,"MF,DF",Toluca,22,2000,16.2,0.37,2.04,0.93,45.5,2.04,0.93,0.18,0.40,14.2,0.00,0.00,0.00,0.27,0.27,0.13,0.10,0.10,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
59,Maximiliano Araújo,URU,"MF,DF",Puebla,22,2000,14.6,0.07,1.92,0.68,35.7,1.91,0.68,0.04,0.10,16.3,0.00,0.00,0.00,0.15,0.15,0.08,-0.08,-0.08,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
60,Néstor Araujo,MEX,DF,América,30,1991,20.1,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,12.3,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,https://fbref.com/en/players/27a013f7/Nestor-Araujo,27a013f7,Liga MX
61,Fernando Arce Jr.,USA,MF,FC Juárez,25,1996,4.9,0.00,0.82,0.20,25.0,0.81,0.20,0.00,0.00,14.8,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
62,Fernando Arce Jr.,USA,MF,Puebla,25,1996,1.3,0.00,0.77,0.77,100.0,0.78,0.78,0.00,0.00,9.9,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
63,Fernando Aristeguieta,VEN,FW,Puebla,30,1992,2.8,0.36,3.93,1.43,36.4,3.96,1.44,0.09,0.25,17.8,0.00,0.00,0.00,0.39,0.39,0.11,-0.04,-0.04,https://fbref.com/en/players/0c403511/Fernando-Aristeguieta,0c403511,Liga MX
64,Rodrigo Armando González,MEX,DF,Atlético,27,1995,12.1,0.00,0.08,0.00,0.0,0.08,0.00,0.00,,26.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/059a4e65/Rodrigo-Armando-Gonzalez,059a4e65,Liga MX
65,Daniel Armando Ríos,MEX,FW,Guadalajara,27,1995,5.8,0.17,2.41,0.69,28.6,2.42,0.69,0.07,0.25,15.0,0.00,0.00,0.00,0.24,0.24,0.10,-0.07,-0.07,https://fbref.com/en/players/078b2c07/Daniel-Armando-Rios,078b2c07,Liga MX
66,Eduardo Armenta,MEX,MF,Tijuana,20,2001,5.3,0.00,0.75,0.38,50.0,0.76,0.38,0.00,0.00,26.7,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/ac638620/Eduardo-Armenta,ac638620,Liga MX
67,Alejandro Arribas,ESP,DF,FC Juárez,33,1989,23.0,0.00,0.61,0.22,35.7,0.61,0.22,0.00,0.00,12.2,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,https://fbref.com/en/players/cc29324e/Alejandro-Arribas,cc29324e,Liga MX
68,José Ávila,MEX,"MF,DF",Santos,24,1998,0.8,0.00,1.25,0.00,0.0,1.22,0.00,0.00,,26.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/f425bb4c/Jose-Avila,f425bb4c,Liga MX
69,David Ayala,MEX,MF,UANL,22,2000,0.2,0.00,5.00,0.00,0.0,5.63,0.00,0.00,,10.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/295b7567/David-Ayala,295b7567,Liga MX
70,Hugo Ayala,MEX,"DF,FW",UANL,35,1987,1.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/cf9989c2/Hugo-Ayala,cf9989c2,Liga MX
71,Ettson Ayon,MEX,"FW,MF",Querétaro,21,2001,7.9,0.51,2.53,1.52,60.0,2.54,1.53,0.20,0.33,13.3,0.00,0.00,0.00,0.35,0.35,0.15,0.15,0.15,https://fbref.com/en/players/5329413c/Ettson-Ayon,5329413c,Liga MX
72,Rafael Baca,MEX,MF,Cruz Azul,32,1989,11.3,0.09,0.35,0.09,25.0,0.35,0.09,0.25,1.00,23.9,0.00,0.00,0.00,0.03,0.03,0.07,0.06,0.06,https://fbref.com/en/players/fb40b861/Rafael-Baca,fb40b861,Liga MX
73,Claudio Baeza,CHI,MF,Toluca,28,1993,24.7,0.00,0.20,0.04,20.0,0.20,0.04,0.00,0.00,29.7,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,https://fbref.com/en/players/9ba1c30c/Claudio-Baeza,9ba1c30c,Liga MX
74,Kevin Balanta,COL,DF,Querétaro,25,1997,22.3,0.00,0.27,0.00,0.0,0.27,0.00,0.00,,18.2,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,https://fbref.com/en/players/a5737fd0/Kevin-Balanta,a5737fd0,Liga MX
75,Carlos Baltazar,MEX,MF,Puebla,25,1997,0.1,0.00,10.0,0.00,0.0,9.00,0.00,0.00,,10.0,0.00,0.00,0.00,1.00,1.00,0.11,-1.00,-1.00,https://fbref.com/en/players/e8707fbb/Carlos-Baltazar,e8707fbb,Liga MX
76,Miguel Barbieri,ARG,DF,Querétaro,28,1993,12.3,0.16,0.89,0.24,27.3,0.90,0.24,0.18,0.67,10.3,0.00,0.00,0.00,0.10,0.10,0.11,0.07,0.07,https://fbref.com/en/players/0e8cbfc4/Miguel-Barbieri,0e8cbfc4,Liga MX
77,David Barbona,ARG,"MF,FW",Querétaro,27,1995,6.3,0.00,2.54,0.48,18.8,2.53,0.47,0.00,0.00,20.1,0.16,0.00,0.00,0.13,0.13,0.05,-0.13,-0.13,https://fbref.com/en/players/62eef061/David-Barbona,62eef061,Liga MX
78,Diego Barbosa,MEX,DF,Atlas,25,1996,12.4,0.00,1.21,0.32,26.7,1.21,0.32,0.00,0.00,21.7,0.00,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,https://fbref.com/en/players/eda8e858/Diego-Barbosa,eda8e858,Liga MX
79,Marcelo Barovero,ARG,GK,Atlético,38,1984,32.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/868c0f75/Marcelo-Barovero,868c0f75,Liga MX
80,Martín Barra,MEX,"MF,FW",FC Juárez,20,2002,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/25c9d693/Martin-Barra,25c9d693,Liga MX
81,Martín Barragán,MEX,FW,Puebla,31,1991,25.9,0.42,2.16,0.66,30.4,2.16,0.66,0.14,0.47,16.2,0.00,0.12,0.12,0.36,0.27,0.13,0.06,0.04,https://fbref.com/en/players/8ae9001b/Martin-Barragan,8ae9001b,Liga MX
82,Jaine Barreiro,COL,DF,León,28,1994,27.5,0.00,0.87,0.15,16.7,0.87,0.15,0.00,0.00,16.9,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,https://fbref.com/en/players/743d5a0e/Jaine-Barreiro,743d5a0e,Liga MX
83,Pablo Barrera,MEX,"MF,FW",Querétaro,35,1987,31.9,0.09,1.16,0.38,32.4,1.16,0.38,0.05,0.17,25.0,0.19,0.03,0.06,0.10,0.05,0.04,-0.00,0.02,https://fbref.com/en/players/ff70b131/Pablo-Barrera,ff70b131,Liga MX
84,Abraham Bass,MEX,MF,Atlas,20,2001,0.8,0.00,2.50,0.00,0.0,2.40,0.00,0.00,,20.0,0.00,0.00,0.00,0.13,0.13,0.03,-0.13,-0.13,https://fbref.com/en/players/ea80aff9/Abraham-Bass,ea80aff9,Liga MX
85,Damián Batallini,ARG,"MF,FW",Necaxa,26,1996,8.3,0.12,1.81,0.72,40.0,1.80,0.72,0.07,0.17,19.6,0.36,0.00,0.00,0.13,0.13,0.07,-0.01,-0.01,https://fbref.com/en/players/be1395da/Damian-Batallini,be1395da,Liga MX
86,Facundo Batista,URU,FW,Necaxa,23,1999,19.7,0.46,2.94,1.12,37.9,2.94,1.11,0.12,0.32,17.0,0.05,0.10,0.10,0.37,0.29,0.10,0.09,0.06,https://fbref.com/en/players/02cf308a/Facundo-Batista,02cf308a,Liga MX
87,Eduard Bello,VEN,"FW,MF",Mazatlán,26,1995,13.5,0.30,1.78,0.67,37.5,1.78,0.67,0.17,0.44,19.5,0.22,0.00,0.00,0.14,0.14,0.08,0.16,0.16,https://fbref.com/en/players/2b40500f/Eduard-Bello,2b40500f,Liga MX
88,Paul Bellón,MEX,DF,León,25,1997,20.2,0.10,0.64,0.30,46.2,0.64,0.30,0.15,0.33,9.1,0.00,0.00,0.00,0.08,0.08,0.12,0.02,0.02,https://fbref.com/en/players/c4a9b5e6/Paul-Bellon,c4a9b5e6,Liga MX
89,Fernando Beltrán,MEX,MF,Guadalajara,24,1998,27.1,0.11,1.25,0.33,26.5,1.26,0.33,0.09,0.33,23.1,0.00,0.00,0.00,0.06,0.06,0.05,0.05,0.05,https://fbref.com/en/players/90070ab6/Fernando-Beltran,90070ab6,Liga MX
90,Nicolás Benedetti,COL,"MF,FW",Mazatlán,25,1997,23.4,0.30,2.09,0.85,40.8,2.10,0.86,0.14,0.35,20.9,0.09,0.00,0.04,0.23,0.20,0.09,0.07,0.10,https://fbref.com/en/players/6cdb3f42/Nicolas-Benedetti,6cdb3f42,Liga MX
91,Pablo Bennevendo Peña,MEX,DF,UNAM,22,2000,23.0,0.00,0.09,0.00,0.0,0.09,0.00,0.00,,24.2,0.00,0.00,0.00,0.00,0.00,0.04,-0.00,-0.00,https://fbref.com/en/players/2c45321f/Pablo-Bennevendo-Pena,2c45321f,Liga MX
92,Germán Berterame,ARG,"FW,MF",Monterrey,23,1998,26.0,0.38,3.54,1.31,37.0,3.53,1.31,0.11,0.29,16.8,0.00,0.00,0.04,0.39,0.36,0.10,-0.01,0.02,https://fbref.com/en/players/fa61a2db/German-Berterame,fa61a2db,Liga MX
93,Unai Bilbao,ESP,DF,Atlético,28,1994,14.4,0.14,0.63,0.28,44.4,0.62,0.28,0.22,0.50,12.3,0.00,0.00,0.00,0.08,0.08,0.13,0.06,0.06,https://fbref.com/en/players/aa98e19a/Unai-Bilbao,aa98e19a,Liga MX
94,Léo Bonatini,BRA,FW,Atlético,28,1994,10.1,0.30,2.77,0.89,32.1,2.77,0.89,0.11,0.33,18.2,0.00,0.00,0.10,0.40,0.32,0.11,-0.10,-0.02,https://fbref.com/en/players/da23d58d/Leo-Bonatini,da23d58d,Liga MX
95,Antonio Briseño,MEX,DF,Guadalajara,28,1994,4.1,0.00,0.49,0.00,0.0,0.48,0.00,0.00,,11.2,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/cb52d28d/Antonio-Briseno,cb52d28d,Liga MX
96,Isaác Brizuela,MEX,"FW,MF",Guadalajara,31,1990,9.0,0.11,0.56,0.11,20.0,0.55,0.11,0.20,1.00,17.7,0.00,0.00,0.00,0.03,0.03,0.07,0.08,0.08,https://fbref.com/en/players/8ff0aa1a/Isaac-Brizuela,8ff0aa1a,Liga MX
97,Juan Brunetta,ARG,"MF,FW",Santos,25,1997,28.1,0.32,4.06,1.46,36.0,4.06,1.46,0.07,0.20,21.8,0.36,0.04,0.04,0.36,0.33,0.08,-0.04,-0.05,https://fbref.com/en/players/d60099bc/Juan-Brunetta,d60099bc,Liga MX
98,Gustavo Cabral,ARG,DF,Pachuca,36,1985,29.8,0.07,0.47,0.03,7.1,0.47,0.03,0.07,1.00,11.6,0.00,0.03,0.03,0.05,0.03,0.06,0.01,0.01,https://fbref.com/en/players/92b4a127/Gustavo-Cabral,92b4a127,Liga MX
99,David Cabrera Pujol,MEX,MF,Querétaro,32,1989,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/23f60edd/David-Cabrera-Pujol,23f60edd,Liga MX
100,Sebastián Cáceres,URU,DF,América,22,1999,23.1,0.04,0.39,0.13,33.3,0.39,0.13,0.11,0.33,17.5,0.00,0.00,0.00,0.03,0.03,0.09,0.01,0.01,https://fbref.com/en/players/7091c68e/Sebastian-Caceres,7091c68e,Liga MX
101,Jordy Caicedo,ECU,"FW,MF",UANL,24,1997,5.8,0.17,2.41,1.21,50.0,2.42,1.21,0.07,0.14,16.9,0.00,0.00,0.00,0.26,0.26,0.11,-0.09,-0.09,https://fbref.com/en/players/7fcb27d8/Jordy-Caicedo,7fcb27d8,Liga MX
102,José Caicedo,COL,"MF,DF",UNAM,20,2002,11.3,0.00,1.06,0.27,25.0,1.06,0.27,0.00,0.00,27.0,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,https://fbref.com/en/players/4b583a34/Jose-Caicedo,4b583a34,Liga MX
103,Cristian Calderón,MEX,"DF,FW",Guadalajara,25,1997,21.2,0.05,2.22,0.42,19.1,2.22,0.42,0.02,0.11,21.5,0.14,0.00,0.05,0.18,0.14,0.06,-0.13,-0.09,https://fbref.com/en/players/8cefbfc1/Cristian-Calderon,8cefbfc1,Liga MX
104,Luis Calzadilla,MEX,MF,Pachuca,22,2000,0.3,0.00,6.67,0.00,0.0,6.21,0.00,0.00,,12.4,0.00,0.00,0.00,0.67,0.67,0.11,-0.67,-0.67,https://fbref.com/en/players/371fbf4a/Luis-Calzadilla,371fbf4a,Liga MX
105,Raúl Camacho,MEX,"FW,MF",Mazatlán,20,2002,0.7,0.00,1.43,1.43,100.0,1.45,1.45,0.00,0.00,12.2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/e946665a/Raul-Camacho,e946665a,Liga MX
106,Joel Campbell,CRC,"MF,FW",León,30,1992,17.3,0.12,1.10,0.29,26.3,1.10,0.29,0.11,0.40,17.5,0.00,0.00,0.00,0.13,0.13,0.12,-0.02,-0.02,https://fbref.com/en/players/895ff3ca/Joel-Campbell,895ff3ca,Liga MX
107,Omar Campos,MEX,DF,Santos,20,2002,32.6,0.03,0.83,0.12,14.8,0.83,0.12,0.04,0.25,23.0,0.00,0.00,0.00,0.03,0.03,0.04,0.00,0.00,https://fbref.com/en/players/2a5ee788/Omar-Campos,2a5ee788,Liga MX
108,Alexis Canelo,ARG,FW,Tijuana,30,1992,32.0,0.19,2.19,0.56,25.7,2.19,0.56,0.06,0.22,17.7,0.00,0.06,0.06,0.28,0.23,0.10,-0.09,-0.10,https://fbref.com/en/players/fa828ce6/Alexis-Canelo,fa828ce6,Liga MX
109,Luis Cárdenas,MEX,GK,Monterrey,28,1993,8.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a1dea252/Luis-Cardenas,a1dea252,Liga MX
110,Ulises Cardona,MEX,"MF,FW",Necaxa,23,1998,0.7,0.00,1.43,0.00,0.0,1.50,0.00,0.00,,15.3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/b9bfa710/Ulises-Cardona,b9bfa710,Liga MX
111,Rafael Carioca,BRA,MF,UANL,33,1989,21.5,0.00,1.07,0.28,26.1,1.07,0.28,0.00,0.00,29.3,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,https://fbref.com/en/players/19ae4d5c/Rafael-Carioca,19ae4d5c,Liga MX
112,Gonzalo Carneiro,URU,FW,Cruz Azul,26,1995,11.1,0.36,2.79,1.08,38.7,2.80,1.09,0.10,0.25,14.0,0.00,0.09,0.09,0.37,0.31,0.11,-0.01,-0.04,https://fbref.com/en/players/88f6ffd1/Gonzalo-Carneiro,88f6ffd1,Liga MX
113,Ramiro Carrera,ARG,"MF,FW",Cruz Azul,28,1993,3.0,0.00,4.67,1.00,21.4,4.67,1.00,0.00,0.00,21.0,0.00,0.00,0.00,0.20,0.20,0.04,-0.20,-0.20,https://fbref.com/en/players/44c271db/Ramiro-Carrera,44c271db,Liga MX
114,Jordan Carrillo,MEX,"MF,DF",Santos,20,2001,1.2,0.00,0.83,0.83,100.0,0.83,0.83,0.00,0.00,21.2,0.00,0.00,0.00,0.08,0.08,0.06,-0.08,-0.08,https://fbref.com/en/players/55f70431/Jordan-Carrillo,55f70431,Liga MX
115,Kevin Castañeda,MEX,MF,Tijuana,22,1999,3.9,0.00,3.59,0.51,14.3,3.63,0.52,0.00,0.00,28.4,0.26,0.00,0.00,0.13,0.13,0.03,-0.13,-0.13,https://fbref.com/en/players/bf453048/Kevin-Castaneda,bf453048,Liga MX
116,Byron Castillo,ECU,DF,León,23,1998,15.7,0.06,0.51,0.25,50.0,0.51,0.26,0.13,0.25,18.1,0.00,0.00,0.00,0.03,0.03,0.05,0.04,0.04,https://fbref.com/en/players/7caf162d/Byron-Castillo,7caf162d,Liga MX
117,Fabián Castillo,COL,FW,Tijuana,30,1992,2.4,0.00,1.25,0.42,33.3,1.27,0.42,0.00,0.00,16.5,0.00,0.00,0.00,0.13,0.13,0.10,-0.13,-0.13,https://fbref.com/en/players/99f5d6aa/Fabian-Castillo,99f5d6aa,Liga MX
118,José Castillo Pérez,MEX,DF,Pachuca,20,2001,13.3,0.15,0.30,0.23,75.0,0.30,0.22,0.50,0.67,9.5,0.00,0.00,0.00,0.07,0.07,0.23,0.08,0.08,https://fbref.com/en/players/24bf30ba/Jose-Castillo-Perez,24bf30ba,Liga MX
119,Raúl Castillo,MEX,MF,Puebla,20,2001,0.7,0.00,1.43,0.00,0.0,1.53,0.00,0.00,,32.7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/675d4782/Raul-Castillo,675d4782,Liga MX
120,Lucas Cavallini,CAN,FW,Tijuana,29,1992,8.0,0.25,3.38,1.13,33.3,3.37,1.12,0.07,0.22,14.3,0.00,0.00,0.00,0.36,0.36,0.11,-0.11,-0.11,https://fbref.com/en/players/dd8de641/Lucas-Cavallini,dd8de641,Liga MX
121,Enrique Cedillo,MEX,DF,Mazatlán,26,1996,4.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/cea8f295/Enrique-Cedillo,cea8f295,Liga MX
122,Julien Celestine,FRA,DF,León,25,1997,3.3,0.00,0.61,0.00,0.0,0.61,0.00,0.00,,8.6,0.00,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,https://fbref.com/en/players/3dd4379b/Julien-Celestine,3dd4379b,Liga MX
123,Alan Cervantes,MEX,MF,Santos,24,1998,24.2,0.00,0.33,0.08,25.0,0.33,0.08,0.00,0.00,22.1,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,https://fbref.com/en/players/7a0c3b15/Alan-Cervantes,7a0c3b15,Liga MX
124,Daniel Cervantes,MEX,DF,Querétaro,32,1990,3.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/cf7f7a52/Daniel-Cervantes,cf7f7a52,Liga MX
125,Luís Cervantes,MEX,DF,León,21,2001,2.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1fd490ef/Luis-Cervantes,1fd490ef,Liga MX
126,Aníbal Chalá,ECU,"DF,MF",Atlas,26,1996,11.3,0.00,0.62,0.27,42.9,0.62,0.26,0.00,0.00,13.6,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,https://fbref.com/en/players/84c0768a/Anibal-Chala,84c0768a,Liga MX
127,Diego Chávez Collins,MEX,"FW,MF",FC Juárez,27,1995,2.3,0.43,2.61,0.87,33.3,2.57,0.86,0.17,0.50,12.6,0.00,0.00,0.00,0.30,0.30,0.12,0.13,0.13,https://fbref.com/en/players/3e2406b1/Diego-Chavez-Collins,3e2406b1,Liga MX
128,Luis Chávez,MEX,MF,Pachuca,26,1996,31.1,0.10,2.73,0.87,31.8,2.73,0.87,0.04,0.11,29.5,0.90,0.00,0.00,0.09,0.09,0.03,0.01,0.01,https://fbref.com/en/players/e50949ea/Luis-Chavez,e50949ea,Liga MX
129,Ricardo Chávez Soto,MEX,DF,Atlético,27,1994,31.2,0.00,0.51,0.29,56.3,0.51,0.29,0.00,0.00,19.2,0.06,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,https://fbref.com/en/players/2229c165/Ricardo-Chavez-Soto,2229c165,Liga MX
130,Ronaldo Cisneros,MEX,"FW,MF",Guadalajara,25,1997,9.6,0.21,1.46,0.73,50.0,1.46,0.73,0.14,0.29,14.1,0.00,0.00,0.00,0.17,0.17,0.11,0.04,0.04,https://fbref.com/en/players/e526c193/Ronaldo-Cisneros,e526c193,Liga MX
131,Josué Colmán,PAR,"MF,FW",Mazatlán,24,1998,11.6,0.00,1.81,0.78,42.9,1.81,0.78,0.00,0.00,23.8,0.00,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,https://fbref.com/en/players/9603d928/Josue-Colman,9603d928,Liga MX
132,Bryan Colula,MEX,DF,Mazatlán,26,1996,21.5,0.09,0.65,0.19,28.6,0.65,0.19,0.14,0.50,20.7,0.00,0.00,0.00,0.07,0.07,0.11,0.02,0.02,https://fbref.com/en/players/4b677ba7/Bryan-Colula,4b677ba7,Liga MX
133,Francisco Contreras,MEX,"DF,MF",Tijuana,23,1999,7.8,0.00,0.90,0.13,14.3,0.89,0.13,0.00,0.00,20.2,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,https://fbref.com/en/players/01a27d9e/Francisco-Contreras,01a27d9e,Liga MX
134,José Corona,MEX,GK,Cruz Azul,41,1981,23.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/e39a7e9c/Jose-Corona,e39a7e9c,Liga MX
135,George Corral,MEX,"DF,MF",Puebla,32,1990,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/09b53eeb/George-Corral,09b53eeb,Liga MX
136,Rogelio Cortéz Pineda,MEX,MF,Necaxa,18,2004,1.6,0.00,3.13,1.25,40.0,3.17,1.27,0.00,0.00,24.4,0.63,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,https://fbref.com/en/players/656316b4/Rogelio-Cortez-Pineda,656316b4,Liga MX
137,Jordi Cortizo,MEX,"MF,FW",Puebla,26,1996,13.5,0.30,2.00,0.81,40.7,2.00,0.82,0.15,0.36,18.3,0.00,0.00,0.00,0.17,0.17,0.09,0.13,0.13,https://fbref.com/en/players/c0986642/Jordi-Cortizo,c0986642,Liga MX
138,Jordi Cortizo,MEX,"MF,FW",Monterrey,26,1996,4.2,0.24,2.38,0.95,40.0,2.40,0.96,0.10,0.25,25.4,0.00,0.00,0.00,0.10,0.10,0.04,0.14,0.14,https://fbref.com/en/players/c0986642/Jordi-Cortizo,c0986642,Liga MX
139,Rodolfo Cota,MEX,GK,León,35,1987,34.0,0.00,0.03,0.03,100.0,0.03,0.03,0.00,0.00,9.2,0.00,0.00,0.00,0.00,0.00,0.07,-0.00,-0.00,https://fbref.com/en/players/a4a5868e/Rodolfo-Cota,a4a5868e,Liga MX
140,Aldo Cruz,MEX,DF,Atlético,24,1997,14.5,0.00,0.14,0.07,50.0,0.14,0.07,0.00,0.00,31.5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/398fb976/Aldo-Cruz,398fb976,Liga MX
141,Jürgen Damm,MEX,"FW,MF",América,29,1992,1.0,0.00,1.00,1.00,100.0,1.01,1.01,0.00,0.00,12.0,0.00,0.00,0.00,0.10,0.10,0.11,-0.10,-0.10,https://fbref.com/en/players/bbf8bf7a/Jurgen-Damm,bbf8bf7a,Liga MX
142,Jorge Daniel Hernández,MEX,MF,Querétaro,33,1989,13.9,0.00,0.07,0.00,0.0,0.07,0.00,0.00,,30.4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/da7bbfee/Jorge-Daniel-Hernandez,da7bbfee,Liga MX
143,Juan David Castro,MEX,"MF,FW",Atlético,30,1991,4.0,0.00,1.50,0.50,33.3,1.50,0.50,0.00,0.00,12.5,0.00,0.00,0.00,0.13,0.13,0.09,-0.13,-0.13,https://fbref.com/en/players/d06a7432/Juan-David-Castro,d06a7432,Liga MX
144,José David Ramírez,MEX,DF,León,26,1995,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/9396692d/Jose-David-Ramirez,9396692d,Liga MX
145,Víctor Dávila,CHI,"FW,MF",León,24,1997,23.4,0.38,3.46,1.15,33.3,3.47,1.16,0.11,0.33,17.1,0.30,0.00,0.00,0.33,0.33,0.10,0.05,0.05,https://fbref.com/en/players/aca8043a/Victor-Davila,aca8043a,Liga MX
146,Diego De Buen,MEX,"DF,MF",Puebla,31,1991,33.5,0.03,0.84,0.18,21.4,0.83,0.18,0.04,0.17,23.1,0.24,0.00,0.00,0.05,0.05,0.06,-0.02,-0.02,https://fbref.com/en/players/73bca0c9/Diego-De-Buen,73bca0c9,Liga MX
147,Sergio De los Ríos,MEX,MF,América,19,2003,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/f1550173/Sergio-De-los-Rios,f1550173,Liga MX
148,Arturo del Campo,MEX,MF,Toluca,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/a1b9fab4/Arturo-del-Campo,a1b9fab4,Liga MX
149,Gustavo Del Prete,ARG,"MF,FW",UNAM,26,1996,22.0,0.23,2.09,0.95,45.7,2.09,0.96,0.11,0.24,17.7,0.05,0.00,0.00,0.31,0.31,0.15,-0.08,-0.08,https://fbref.com/en/players/839ac4ea/Gustavo-Del-Prete,839ac4ea,Liga MX
150,Everardo Del Villar,MEX,DF,Toluca,17,2005,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/18f8c925/Everardo-Del-Villar,18f8c925,Liga MX
151,Arturo Delgado,MEX,GK,UANL,20,2002,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/70e6a77e/Arturo-Delgado,70e6a77e,Liga MX
152,Franco Di Santo,ARG,FW,Tijuana,33,1989,8.2,0.24,2.44,0.61,25.0,2.45,0.61,0.10,0.40,17.9,0.00,0.00,0.00,0.17,0.17,0.07,0.07,0.07,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo,549c6ba7,Liga MX
153,Lucas Di Yorio,ARG,FW,León,25,1996,28.3,0.39,2.69,0.99,36.8,2.68,0.99,0.14,0.39,13.3,0.04,0.00,0.00,0.41,0.41,0.15,-0.02,-0.02,https://fbref.com/en/players/5c339cf6/Lucas-Di-Yorio,5c339cf6,Liga MX
