Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
11,Eduardo Aguirre,MEX,FW,Santos,23,1998,12.7,1.26,0.94,0.39,0.55,0.31,0.47,1.42,33.3,0.94,0.55,0.00,0.55,0.55,1.81,0.94,0.00,https://fbref.com/en/players/61088de3/Eduardo-Aguirre,61088de3,Liga MX
12,Érick Aguirre,MEX,DF,Monterrey,25,1997,15.6,2.76,1.79,1.73,1.03,0.00,1.67,2.63,63.4,0.96,0.90,0.13,0.77,2.37,5.13,2.37,0.00,https://fbref.com/en/players/06dddd9e/Erick-Aguirre,06dddd9e,Liga MX
13,Gaddi Aguirre,MEX,DF,Atlas,26,1996,15.8,1.71,1.08,1.08,0.63,0.00,0.70,1.39,50.0,0.70,1.01,0.38,0.63,2.47,4.18,3.54,0.00,https://fbref.com/en/players/a566d3a2/Gaddi-Aguirre,a566d3a2,Liga MX
14,Rodrigo Aguirre,URU,"FW,MF",Monterrey,27,1994,22.3,0.54,0.40,0.09,0.36,0.09,0.13,0.36,37.5,0.22,0.36,0.04,0.31,0.13,0.67,0.76,0.00,https://fbref.com/en/players/b5691f5d/Rodrigo-Aguirre,b5691f5d,Liga MX
15,Manuel Agustín Duarte,ARG,MF,Querétaro,20,2001,4.6,1.96,1.09,0.87,0.65,0.43,0.43,2.83,15.4,2.39,0.87,0.00,0.87,1.09,3.04,1.09,0.00,https://fbref.com/en/players/be50f4be/Manuel-Agustin-Duarte,be50f4be,Liga MX
16,Arnaud Ake,CIV,FW,Mazatlán,24,1998,8.6,0.70,0.35,0.12,0.47,0.12,0.00,0.23,0.0,0.23,0.93,0.12,0.81,0.23,0.93,0.47,0.00,https://fbref.com/en/players/3402bb17/Arnaud-Ake,3402bb17,Liga MX
17,Edgar Alaffita,MEX,MF,UNAM,25,1996,1.4,2.14,1.43,0.00,2.14,0.00,1.43,2.14,66.7,0.71,0.71,0.00,0.71,0.00,2.14,1.43,0.00,https://fbref.com/en/players/e09561fc/Edgar-Alaffita,e09561fc,Liga MX
18,Oswaldo Alanís,MEX,DF,Mazatlán,33,1989,19.1,1.05,0.52,0.73,0.31,0.00,0.63,0.94,66.7,0.31,1.15,0.79,0.37,1.41,2.46,3.77,0.05,https://fbref.com/en/players/e97787d9/Oswaldo-Alanis,e97787d9,Liga MX
19,Jesús Alberto Angulo,MEX,DF,UANL,24,1998,29.2,2.88,1.75,1.47,1.06,0.34,1.54,2.47,62.5,0.92,1.34,0.31,1.03,0.96,3.84,1.58,0.00,https://fbref.com/en/players/2a8638ec/Jesus-Alberto-Angulo,2a8638ec,Liga MX
20,Gil Alcalá,MEX,GK,Querétaro,30,1992,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.06,0.06,0.47,0.06,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
21,Gil Alcalá,MEX,GK,UNAM,30,1992,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
22,Adrián Aldrete,MEX,DF,UNAM,34,1988,16.0,1.00,0.56,0.56,0.44,0.00,0.56,1.06,52.9,0.50,1.00,0.19,0.81,1.13,2.13,2.56,0.00,https://fbref.com/en/players/cd5453d5/Adrian-Aldrete,cd5453d5,Liga MX
23,Daniel Alexis Parra,MEX,"DF,MF",Necaxa,23,1999,1.6,3.13,1.88,3.13,0.00,0.00,1.88,3.75,50.0,1.88,0.63,0.00,0.63,1.25,4.38,6.25,0.00,https://fbref.com/en/players/b4daf602/Daniel-Alexis-Parra,b4daf602,Liga MX
24,Luis Alfonso Rodríguez,MEX,"DF,MF",FC Juárez,31,1991,15.0,3.20,2.53,1.80,1.07,0.33,2.00,3.27,61.2,1.27,0.87,0.27,0.60,1.27,4.47,1.93,0.00,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
25,Luis Alfonso Rodríguez,MEX,DF,UANL,31,1991,1.4,0.71,0.71,0.71,0.00,0.00,0.00,1.43,0.0,1.43,0.71,0.00,0.71,0.71,1.43,0.00,0.00,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
26,David Alfredo Andrade,MEX,"MF,DF",Atlético,29,1993,3.1,0.97,0.32,0.32,0.32,0.32,0.65,1.29,50.0,0.65,1.29,0.32,0.97,0.97,1.94,3.87,0.00,https://fbref.com/en/players/ebec4405/David-Alfredo-Andrade,ebec4405,Liga MX
27,Facundo Almada,ARG,DF,Mazatlán,24,1998,12.4,1.69,0.73,1.05,0.56,0.08,0.73,1.77,40.9,1.05,1.13,0.56,0.56,1.37,3.06,4.44,0.24,https://fbref.com/en/players/cd60f3ce/Facundo-Almada,cd60f3ce,Liga MX
28,Carlos Alonso Vargas,MEX,DF,Cruz Azul,23,1999,0.2,5.00,5.00,5.00,0.00,0.00,0.00,5.00,0.0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
29,Carlos Alonso Vargas,MEX,DF,Mazatlán,23,1999,10.3,2.62,1.75,1.84,0.68,0.10,1.17,2.14,54.5,0.97,1.07,0.49,0.58,1.84,4.47,2.43,0.00,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
30,Jozy Altidore,USA,"FW,MF",Puebla,32,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,https://fbref.com/en/players/8db8ad1e/Jozy-Altidore,8db8ad1e,Liga MX
31,Alfonso Alvarado,MEX,"FW,MF",León,22,2000,7.9,1.90,1.39,0.76,1.14,0.00,0.76,1.77,42.9,1.01,1.14,0.38,0.76,0.76,2.66,1.01,0.00,https://fbref.com/en/players/f2f8ca42/Alfonso-Alvarado,f2f8ca42,Liga MX
32,Roberto Alvarado,MEX,"MF,FW",Guadalajara,23,1998,26.8,2.16,1.34,0.82,1.23,0.11,0.93,2.09,44.6,1.16,1.04,0.15,0.90,0.71,2.87,0.67,0.00,https://fbref.com/en/players/ff871e14/Roberto-Alvarado,ff871e14,Liga MX
33,Ventura Alvarado,USA,DF,FC Juárez,29,1992,5.2,1.35,0.58,0.58,0.77,0.00,0.58,0.96,60.0,0.38,0.58,0.38,0.19,1.54,2.88,3.08,0.00,https://fbref.com/en/players/4c219392/Ventura-Alvarado,4c219392,Liga MX
34,Alek Álvarez,MEX,"DF,MF",UNAM,19,2003,5.3,2.45,1.70,0.94,0.75,0.75,1.70,2.08,81.8,0.38,2.08,0.57,1.51,1.13,3.58,2.64,0.00,https://fbref.com/en/players/5ab26e83/Alek-Alvarez,5ab26e83,Liga MX
35,Kevin Álvarez,MEX,DF,Pachuca,23,1999,31.4,2.07,1.02,1.11,0.76,0.19,0.99,1.82,54.4,0.83,1.05,0.35,0.70,1.50,3.57,1.37,0.00,https://fbref.com/en/players/636b0833/Kevin-Alvarez,636b0833,Liga MX
36,Daniel Álvarez López,MEX,"FW,MF",Toluca,28,1994,3.1,0.97,0.65,0.32,0.32,0.32,0.32,1.29,25.0,0.97,1.29,0.32,0.97,0.32,1.29,0.97,0.00,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
37,Daniel Álvarez López,MEX,"MF,DF",Puebla,28,1994,3.7,0.81,0.54,0.27,0.54,0.00,0.27,1.62,16.7,1.35,0.54,0.00,0.54,0.00,0.81,0.54,0.00,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
38,Dani Alves,BRA,"MF,DF",UNAM,39,1983,12.5,1.60,1.12,0.48,0.96,0.16,0.72,1.84,39.1,1.12,0.32,0.00,0.32,0.64,2.24,0.24,0.00,https://fbref.com/en/players/c9e99e49/Dani-Alves,c9e99e49,Liga MX
39,Fidel Ambríz,MEX,"MF,DF",León,19,2003,23.6,1.95,1.14,0.93,0.76,0.25,0.97,1.99,48.9,1.02,0.55,0.25,0.30,0.68,2.63,2.37,0.00,https://fbref.com/en/players/14968cd5/Fidel-Ambriz,14968cd5,Liga MX
40,Esteban Andrada,ARG,GK,Monterrey,31,1991,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.12,https://fbref.com/en/players/775d365e/Esteban-Andrada,775d365e,Liga MX
41,Alejandro Andrade,MEX,MF,Necaxa,20,2001,0.7,5.71,2.86,0.00,4.29,1.43,1.43,2.86,50.0,1.43,4.29,2.86,1.43,0.00,5.71,1.43,0.00,https://fbref.com/en/players/06b00cad/Alejandro-Andrade,06b00cad,Liga MX
42,Luis Ángel Malagón,MEX,GK,América,25,1997,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
43,Luis Ángel Malagón,MEX,GK,Necaxa,25,1997,17.0,0.06,0.00,0.06,0.00,0.00,0.06,0.06,100.0,0.00,0.00,0.00,0.00,0.00,0.06,0.53,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
44,Miguel Ángel Ponce,MEX,"DF,FW",Guadalajara,33,1989,1.4,2.86,1.43,1.43,1.43,0.00,0.71,0.71,100.0,0.00,0.71,0.71,0.00,0.00,2.86,5.71,0.00,https://fbref.com/en/players/5c16e950/Miguel-Angel-Ponce,5c16e950,Liga MX
45,Brayan Angulo,COL,DF,Toluca,32,1989,23.0,3.04,1.61,1.43,1.22,0.39,1.57,2.61,60.0,1.04,1.00,0.26,0.74,1.17,4.22,2.48,0.00,https://fbref.com/en/players/af31b77b/Brayan-Angulo,af31b77b,Liga MX
46,Jesús Angulo,MEX,"DF,MF",Guadalajara,25,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
47,Jesús Angulo,MEX,MF,León,25,1997,1.7,1.76,0.59,1.18,0.59,0.00,1.18,1.76,66.7,0.59,0.59,0.59,0.00,0.59,2.35,0.59,0.00,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
48,Francisco Antonio Figueroa,MEX,"FW,MF",Pachuca,23,1999,5.6,1.79,1.25,0.18,0.89,0.71,1.07,3.21,33.3,2.14,1.43,0.00,1.43,1.25,3.04,0.36,0.00,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
49,Francisco Antonio Figueroa,MEX,"MF,FW",Querétaro,23,1999,0.5,4.00,4.00,2.00,2.00,0.00,4.00,6.00,66.7,2.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
50,Jorge Antonio Padilla,MEX,DF,Mazatlán,28,1993,12.9,1.71,0.85,0.93,0.62,0.16,0.70,1.55,45.0,0.85,1.63,0.54,1.09,1.47,3.18,3.02,0.00,https://fbref.com/en/players/4fec10af/Jorge-Antonio-Padilla,4fec10af,Liga MX
51,José Antonio Rodríguez,MEX,GK,Tijuana,30,1992,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.00,0.00,0.00,0.00,0.00,0.35,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
52,José Antonio Rodríguez,MEX,GK,Querétaro,30,1992,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.13,0.00,0.13,0.00,0.00,0.75,0.13,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
53,Uriel Antuna,MEX,"FW,MF",Cruz Azul,24,1997,28.9,1.11,0.76,0.35,0.59,0.17,0.59,1.49,39.5,0.90,1.21,0.07,1.14,0.42,1.52,0.55,0.00,https://fbref.com/en/players/a35f5848/Uriel-Antuna,a35f5848,Liga MX
54,Javier Aquino,MEX,"DF,FW",UANL,32,1990,21.4,2.76,1.73,1.36,1.12,0.28,1.45,2.57,56.4,1.12,1.26,0.19,1.07,1.40,4.16,1.26,0.00,https://fbref.com/en/players/215104cc/Javier-Aquino,215104cc,Liga MX
55,Pedro Aquino,PER,MF,América,27,1995,9.3,2.90,1.51,1.29,1.61,0.00,1.61,3.87,41.7,2.26,1.83,0.54,1.29,2.26,5.16,2.26,0.00,https://fbref.com/en/players/c4bfc6c5/Pedro-Aquino,c4bfc6c5,Liga MX
56,Cristian Arango,COL,"FW,MF",Pachuca,27,1995,5.3,1.32,0.94,0.00,1.13,0.19,0.38,0.94,40.0,0.57,0.75,0.00,0.75,0.19,1.51,0.57,0.00,https://fbref.com/en/players/fea9401e/Cristian-Arango,fea9401e,Liga MX
57,Ángelo Araos,CHI,MF,Necaxa,25,1997,10.4,3.65,2.60,1.54,1.92,0.19,1.44,2.40,60.0,0.96,1.06,0.10,0.96,0.10,3.75,1.06,0.00,https://fbref.com/en/players/c8e4f105/Angelo-Araos,c8e4f105,Liga MX
58,Maximiliano Araújo,URU,"MF,DF",Toluca,22,2000,16.2,1.48,0.74,0.80,0.56,0.12,0.68,1.60,42.3,0.93,0.93,0.12,0.80,0.74,2.22,0.99,0.00,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
59,Maximiliano Araújo,URU,"MF,DF",Puebla,22,2000,14.6,1.16,0.75,0.62,0.41,0.14,0.55,1.23,44.4,0.68,1.23,0.14,1.10,0.75,1.92,1.23,0.00,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
60,Néstor Araujo,MEX,DF,América,30,1991,20.1,1.29,0.95,0.65,0.60,0.05,0.40,0.75,53.3,0.35,1.09,0.90,0.20,1.34,2.64,3.53,0.05,https://fbref.com/en/players/27a013f7/Nestor-Araujo,27a013f7,Liga MX
61,Fernando Arce Jr.,USA,MF,FC Juárez,25,1996,4.9,1.84,1.63,0.41,1.22,0.20,0.82,1.63,50.0,0.82,1.84,0.61,1.22,1.22,3.06,0.61,0.00,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
62,Fernando Arce Jr.,USA,MF,Puebla,25,1996,1.3,1.54,0.77,1.54,0.00,0.00,1.54,2.31,66.7,0.77,1.54,0.00,1.54,1.54,3.08,2.31,0.00,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
63,Fernando Aristeguieta,VEN,FW,Puebla,30,1992,2.8,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.0,1.07,0.36,0.00,0.36,0.00,0.00,1.79,0.00,https://fbref.com/en/players/0c403511/Fernando-Aristeguieta,0c403511,Liga MX
64,Rodrigo Armando González,MEX,DF,Atlético,27,1995,12.1,0.83,0.50,0.58,0.25,0.00,0.33,0.91,36.4,0.58,2.07,1.65,0.41,1.32,2.15,3.31,0.00,https://fbref.com/en/players/059a4e65/Rodrigo-Armando-Gonzalez,059a4e65,Liga MX
65,Daniel Armando Ríos,MEX,FW,Guadalajara,27,1995,5.8,0.52,0.17,0.00,0.52,0.00,0.52,1.21,42.9,0.69,0.52,0.00,0.52,0.00,0.52,1.72,0.00,https://fbref.com/en/players/078b2c07/Daniel-Armando-Rios,078b2c07,Liga MX
66,Eduardo Armenta,MEX,MF,Tijuana,20,2001,5.3,2.45,0.94,0.94,1.32,0.19,0.75,2.64,28.6,1.89,1.51,0.38,1.13,0.75,3.21,1.32,0.00,https://fbref.com/en/players/ac638620/Eduardo-Armenta,ac638620,Liga MX
67,Alejandro Arribas,ESP,DF,FC Juárez,33,1989,23.0,1.65,0.91,1.39,0.26,0.00,0.78,1.43,54.5,0.65,1.17,0.74,0.43,1.48,3.13,4.43,0.00,https://fbref.com/en/players/cc29324e/Alejandro-Arribas,cc29324e,Liga MX
68,José Ávila,MEX,"MF,DF",Santos,24,1998,0.8,3.75,1.25,1.25,2.50,0.00,3.75,3.75,100.0,0.00,0.00,0.00,0.00,1.25,5.00,0.00,0.00,https://fbref.com/en/players/f425bb4c/Jose-Avila,f425bb4c,Liga MX
69,David Ayala,MEX,MF,UANL,22,2000,0.2,5.00,0.00,0.00,0.00,5.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,https://fbref.com/en/players/295b7567/David-Ayala,295b7567,Liga MX
70,Hugo Ayala,MEX,"DF,FW",UANL,35,1987,1.8,1.67,1.67,0.56,1.11,0.00,1.11,1.67,66.7,0.56,1.67,1.11,0.56,2.22,3.89,2.22,0.00,https://fbref.com/en/players/cf9989c2/Hugo-Ayala,cf9989c2,Liga MX
71,Ettson Ayon,MEX,"FW,MF",Querétaro,21,2001,7.9,0.63,0.51,0.00,0.51,0.13,0.51,1.01,50.0,0.51,0.38,0.00,0.38,0.13,0.76,0.51,0.00,https://fbref.com/en/players/5329413c/Ettson-Ayon,5329413c,Liga MX
72,Rafael Baca,MEX,MF,Cruz Azul,32,1989,11.3,1.15,0.62,0.62,0.53,0.00,0.18,0.97,18.2,0.80,1.15,0.35,0.80,0.97,2.12,0.97,0.00,https://fbref.com/en/players/fb40b861/Rafael-Baca,fb40b861,Liga MX
73,Claudio Baeza,CHI,MF,Toluca,28,1993,24.7,2.79,1.46,1.62,1.09,0.08,1.30,2.55,50.8,1.26,0.93,0.40,0.53,0.77,3.56,1.21,0.04,https://fbref.com/en/players/9ba1c30c/Claudio-Baeza,9ba1c30c,Liga MX
74,Kevin Balanta,COL,DF,Querétaro,25,1997,22.3,1.70,1.12,1.39,0.31,0.00,0.85,1.21,70.4,0.36,1.30,0.94,0.36,1.70,3.41,4.71,0.09,https://fbref.com/en/players/a5737fd0/Kevin-Balanta,a5737fd0,Liga MX
75,Carlos Baltazar,MEX,MF,Puebla,25,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,https://fbref.com/en/players/e8707fbb/Carlos-Baltazar,e8707fbb,Liga MX
76,Miguel Barbieri,ARG,DF,Querétaro,28,1993,12.3,1.95,1.30,1.38,0.57,0.00,1.30,1.87,69.6,0.57,1.38,0.65,0.73,2.68,4.63,4.96,0.00,https://fbref.com/en/players/0e8cbfc4/Miguel-Barbieri,0e8cbfc4,Liga MX
77,David Barbona,ARG,"MF,FW",Querétaro,27,1995,6.3,0.79,0.48,0.00,0.79,0.00,0.32,1.59,20.0,1.27,1.11,0.32,0.79,0.00,0.79,0.16,0.00,https://fbref.com/en/players/62eef061/David-Barbona,62eef061,Liga MX
78,Diego Barbosa,MEX,DF,Atlas,25,1996,12.4,3.31,1.77,1.37,1.69,0.24,1.69,3.79,44.7,2.10,1.21,0.24,0.97,0.40,3.71,2.26,0.00,https://fbref.com/en/players/eda8e858/Diego-Barbosa,eda8e858,Liga MX
79,Marcelo Barovero,ARG,GK,Atlético,38,1984,32.6,0.06,0.06,0.06,0.00,0.00,0.03,0.03,100.0,0.00,0.03,0.00,0.03,0.03,0.09,0.46,0.09,https://fbref.com/en/players/868c0f75/Marcelo-Barovero,868c0f75,Liga MX
80,Martín Barra,MEX,"MF,FW",FC Juárez,20,2002,0.6,5.00,1.67,5.00,0.00,0.00,5.00,8.33,60.0,3.33,0.00,0.00,0.00,1.67,6.67,1.67,0.00,https://fbref.com/en/players/25c9d693/Martin-Barra,25c9d693,Liga MX
81,Martín Barragán,MEX,FW,Puebla,31,1991,25.9,0.35,0.19,0.08,0.27,0.00,0.12,0.46,25.0,0.35,0.39,0.04,0.35,0.15,0.50,1.12,0.00,https://fbref.com/en/players/8ae9001b/Martin-Barragan,8ae9001b,Liga MX
82,Jaine Barreiro,COL,DF,León,28,1994,27.5,1.64,1.05,1.20,0.40,0.04,0.87,1.38,63.2,0.51,0.98,0.47,0.51,2.25,3.89,3.89,0.04,https://fbref.com/en/players/743d5a0e/Jaine-Barreiro,743d5a0e,Liga MX
83,Pablo Barrera,MEX,"MF,FW",Querétaro,35,1987,31.9,0.91,0.63,0.56,0.19,0.16,0.41,1.38,29.5,0.97,0.94,0.13,0.82,0.78,1.69,0.31,0.00,https://fbref.com/en/players/ff70b131/Pablo-Barrera,ff70b131,Liga MX
84,Abraham Bass,MEX,MF,Atlas,20,2001,0.8,5.00,5.00,0.00,5.00,0.00,2.50,3.75,66.7,1.25,1.25,1.25,0.00,0.00,5.00,0.00,0.00,https://fbref.com/en/players/ea80aff9/Abraham-Bass,ea80aff9,Liga MX
85,Damián Batallini,ARG,"MF,FW",Necaxa,26,1996,8.3,2.77,2.05,0.84,1.69,0.24,1.33,2.77,47.8,1.45,1.33,0.24,1.08,0.36,3.13,0.00,0.00,https://fbref.com/en/players/be1395da/Damian-Batallini,be1395da,Liga MX
86,Facundo Batista,URU,FW,Necaxa,23,1999,19.7,0.96,0.71,0.20,0.56,0.20,0.36,1.02,35.0,0.66,1.07,0.10,0.96,0.20,1.17,0.61,0.00,https://fbref.com/en/players/02cf308a/Facundo-Batista,02cf308a,Liga MX
87,Eduard Bello,VEN,"FW,MF",Mazatlán,26,1995,13.5,1.41,0.89,0.37,0.89,0.15,0.37,1.33,27.8,0.96,1.26,0.30,0.96,0.59,2.00,0.74,0.00,https://fbref.com/en/players/2b40500f/Eduard-Bello,2b40500f,Liga MX
88,Paul Bellón,MEX,DF,León,25,1997,20.2,1.83,0.84,1.49,0.30,0.05,0.94,1.98,47.5,1.04,1.14,0.59,0.54,1.29,3.12,3.32,0.00,https://fbref.com/en/players/c4a9b5e6/Paul-Bellon,c4a9b5e6,Liga MX
89,Fernando Beltrán,MEX,MF,Guadalajara,24,1998,27.1,1.96,1.14,0.81,0.96,0.18,0.74,1.66,44.4,0.92,1.14,0.11,1.03,1.00,2.95,0.41,0.04,https://fbref.com/en/players/90070ab6/Fernando-Beltran,90070ab6,Liga MX
90,Nicolás Benedetti,COL,"MF,FW",Mazatlán,25,1997,23.4,0.85,0.47,0.26,0.30,0.30,0.47,1.54,30.6,1.07,0.43,0.00,0.43,0.34,1.20,0.30,0.00,https://fbref.com/en/players/6cdb3f42/Nicolas-Benedetti,6cdb3f42,Liga MX
91,Pablo Bennevendo Peña,MEX,DF,UNAM,22,2000,23.0,2.70,1.83,1.48,1.09,0.13,1.78,2.74,65.1,0.96,1.52,0.30,1.22,0.91,3.61,3.04,0.00,https://fbref.com/en/players/2c45321f/Pablo-Bennevendo-Pena,2c45321f,Liga MX
92,Germán Berterame,ARG,"FW,MF",Monterrey,23,1998,26.0,1.04,0.58,0.27,0.58,0.19,0.46,1.04,44.4,0.58,0.85,0.04,0.81,0.96,2.00,0.81,0.00,https://fbref.com/en/players/fa61a2db/German-Berterame,fa61a2db,Liga MX
93,Unai Bilbao,ESP,DF,Atlético,28,1994,14.4,0.56,0.35,0.42,0.07,0.07,0.35,0.63,55.6,0.28,1.39,1.04,0.35,0.90,1.46,7.01,0.00,https://fbref.com/en/players/aa98e19a/Unai-Bilbao,aa98e19a,Liga MX
94,Léo Bonatini,BRA,FW,Atlético,28,1994,10.1,0.59,0.40,0.30,0.20,0.10,0.20,0.79,25.0,0.59,0.79,0.20,0.59,0.30,0.89,0.89,0.00,https://fbref.com/en/players/da23d58d/Leo-Bonatini,da23d58d,Liga MX
95,Antonio Briseño,MEX,DF,Guadalajara,28,1994,4.1,0.73,0.73,0.49,0.24,0.00,0.49,0.49,100.0,0.00,0.73,0.49,0.24,1.46,2.20,7.32,0.24,https://fbref.com/en/players/cb52d28d/Antonio-Briseno,cb52d28d,Liga MX
96,Isaác Brizuela,MEX,"FW,MF",Guadalajara,31,1990,9.0,0.89,0.56,0.33,0.44,0.11,0.33,1.00,33.3,0.67,0.67,0.00,0.67,0.56,1.44,0.44,0.00,https://fbref.com/en/players/8ff0aa1a/Isaac-Brizuela,8ff0aa1a,Liga MX
