Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
12,Érick Aguirre,MEX,DF,Monterrey,25,1997,15.6,2.69,2.70,2.18,0.19,0.13,0.06,0.00,0.13,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/06dddd9e/Erick-Aguirre,06dddd9e,Liga MX
13,Gaddi Aguirre,MEX,DF,Atlas,26,1996,15.8,0.70,0.70,0.57,0.00,0.00,0.06,0.00,0.06,0.13,0.13,0.06,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/a566d3a2/Gaddi-Aguirre,a566d3a2,Liga MX
14,Rodrigo Aguirre,URU,"FW,MF",Monterrey,27,1994,22.3,3.05,3.05,2.11,0.00,0.31,0.36,0.22,0.04,0.49,0.49,0.22,0.00,0.18,0.09,0.00,0.00,https://fbref.com/en/players/b5691f5d/Rodrigo-Aguirre,b5691f5d,Liga MX
15,Manuel Agustín Duarte,ARG,MF,Querétaro,20,2001,4.6,2.83,2.81,2.17,0.22,0.00,0.22,0.22,0.00,0.65,0.65,0.43,0.00,0.00,0.00,0.22,0.00,https://fbref.com/en/players/be50f4be/Manuel-Agustin-Duarte,be50f4be,Liga MX
16,Arnaud Ake,CIV,FW,Mazatlán,24,1998,8.6,1.98,1.98,1.40,0.00,0.00,0.35,0.23,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3402bb17/Arnaud-Ake,3402bb17,Liga MX
17,Edgar Alaffita,MEX,MF,UNAM,25,1996,1.4,3.57,3.60,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e09561fc/Edgar-Alaffita,e09561fc,Liga MX
18,Oswaldo Alanís,MEX,DF,Mazatlán,33,1989,19.1,0.52,0.52,0.21,0.00,0.05,0.21,0.00,0.05,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0.00,https://fbref.com/en/players/e97787d9/Oswaldo-Alanis,e97787d9,Liga MX
19,Jesús Alberto Angulo,MEX,DF,UANL,24,1998,29.2,2.23,2.22,1.88,0.17,0.03,0.03,0.10,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2a8638ec/Jesus-Alberto-Angulo,2a8638ec,Liga MX
20,Gil Alcalá,MEX,GK,Querétaro,30,1992,17.0,0.35,0.35,0.12,0.24,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
21,Gil Alcalá,MEX,GK,UNAM,30,1992,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
22,Adrián Aldrete,MEX,DF,UNAM,34,1988,16.0,1.38,1.38,0.88,0.38,0.00,0.13,0.00,0.00,0.25,0.25,0.19,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/cd5453d5/Adrian-Aldrete,cd5453d5,Liga MX
23,Daniel Alexis Parra,MEX,"DF,MF",Necaxa,23,1999,1.6,3.75,3.72,1.25,1.88,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b4daf602/Daniel-Alexis-Parra,b4daf602,Liga MX
24,Luis Alfonso Rodríguez,MEX,"DF,MF",FC Juárez,31,1991,15.0,1.60,1.60,1.20,0.20,0.00,0.07,0.13,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
25,Luis Alfonso Rodríguez,MEX,DF,UANL,31,1991,1.4,3.57,3.60,2.86,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
26,David Alfredo Andrade,MEX,"MF,DF",Atlético,29,1993,3.1,3.23,3.26,1.94,0.65,0.00,0.00,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ebec4405/David-Alfredo-Andrade,ebec4405,Liga MX
27,Facundo Almada,ARG,DF,Mazatlán,24,1998,12.4,0.89,0.89,0.73,0.00,0.00,0.16,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.08,0.00,0.00,https://fbref.com/en/players/cd60f3ce/Facundo-Almada,cd60f3ce,Liga MX
28,Carlos Alonso Vargas,MEX,DF,Cruz Azul,23,1999,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
29,Carlos Alonso Vargas,MEX,DF,Mazatlán,23,1999,10.3,1.36,1.35,0.39,0.58,0.00,0.29,0.10,0.00,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
30,Jozy Altidore,USA,"FW,MF",Puebla,32,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8db8ad1e/Jozy-Altidore,8db8ad1e,Liga MX
31,Alfonso Alvarado,MEX,"FW,MF",León,22,2000,7.9,3.04,3.03,2.15,0.00,0.25,0.51,0.00,0.13,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f2f8ca42/Alfonso-Alvarado,f2f8ca42,Liga MX
32,Roberto Alvarado,MEX,"MF,FW",Guadalajara,23,1998,26.8,4.18,4.17,2.91,0.52,0.26,0.15,0.30,0.04,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ff871e14/Roberto-Alvarado,ff871e14,Liga MX
33,Ventura Alvarado,USA,DF,FC Juárez,29,1992,5.2,0.77,0.77,0.58,0.00,0.00,0.19,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4c219392/Ventura-Alvarado,4c219392,Liga MX
34,Alek Álvarez,MEX,"DF,MF",UNAM,19,2003,5.3,3.58,3.58,1.89,1.32,0.00,0.00,0.38,0.00,0.19,0.19,0.00,0.19,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5ab26e83/Alek-Alvarez,5ab26e83,Liga MX
35,Kevin Álvarez,MEX,DF,Pachuca,23,1999,31.4,3.18,3.19,2.48,0.22,0.13,0.06,0.19,0.10,0.29,0.29,0.25,0.00,0.00,0.00,0.03,0.00,https://fbref.com/en/players/636b0833/Kevin-Alvarez,636b0833,Liga MX
36,Daniel Álvarez López,MEX,"FW,MF",Toluca,28,1994,3.1,2.90,2.89,2.58,0.00,0.32,0.00,0.00,0.00,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
37,Daniel Álvarez López,MEX,"MF,DF",Puebla,28,1994,3.7,4.32,4.34,3.78,0.27,0.00,0.00,0.27,0.00,0.81,0.81,0.81,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
38,Dani Alves,BRA,"MF,DF",UNAM,39,1983,12.5,5.36,5.36,3.28,1.68,0.16,0.00,0.24,0.00,0.48,0.48,0.24,0.24,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c9e99e49/Dani-Alves,c9e99e49,Liga MX
39,Fidel Ambríz,MEX,"MF,DF",León,19,2003,23.6,0.97,0.98,0.68,0.00,0.04,0.08,0.08,0.08,0.13,0.13,0.08,0.00,0.00,0.00,0.00,0.04,https://fbref.com/en/players/14968cd5/Fidel-Ambriz,14968cd5,Liga MX
40,Esteban Andrada,ARG,GK,Monterrey,31,1991,25.0,0.28,0.28,0.16,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/775d365e/Esteban-Andrada,775d365e,Liga MX
41,Alejandro Andrade,MEX,MF,Necaxa,20,2001,0.7,1.43,1.38,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/06b00cad/Alejandro-Andrade,06b00cad,Liga MX
42,Luis Ángel Malagón,MEX,GK,América,25,1997,7.0,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
43,Luis Ángel Malagón,MEX,GK,Necaxa,25,1997,17.0,0.29,0.29,0.18,0.12,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
44,Miguel Ángel Ponce,MEX,"DF,FW",Guadalajara,33,1989,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5c16e950/Miguel-Angel-Ponce,5c16e950,Liga MX
45,Brayan Angulo,COL,DF,Toluca,32,1989,23.0,2.39,2.17,1.83,0.13,0.17,0.09,0.17,0.00,0.30,0.28,0.17,0.00,0.04,0.00,0.09,0.00,https://fbref.com/en/players/af31b77b/Brayan-Angulo,af31b77b,Liga MX
46,Jesús Angulo,MEX,"DF,MF",Guadalajara,25,1997,0.3,3.33,3.10,3.33,0.00,0.00,0.00,0.00,0.00,3.33,3.10,3.33,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
47,Jesús Angulo,MEX,MF,León,25,1997,1.7,2.35,2.31,0.00,1.76,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
48,Francisco Antonio Figueroa,MEX,"FW,MF",Pachuca,23,1999,5.6,6.07,6.08,3.93,0.00,0.89,0.36,0.71,0.18,0.54,0.54,0.36,0.00,0.18,0.00,0.00,0.00,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
49,Francisco Antonio Figueroa,MEX,"MF,FW",Querétaro,23,1999,0.5,4.00,3.67,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
50,Jorge Antonio Padilla,MEX,DF,Mazatlán,28,1993,12.9,1.55,1.55,1.16,0.31,0.00,0.00,0.08,0.00,0.16,0.16,0.08,0.08,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4fec10af/Jorge-Antonio-Padilla,4fec10af,Liga MX
51,José Antonio Rodríguez,MEX,GK,Tijuana,30,1992,17.0,0.18,0.18,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
52,José Antonio Rodríguez,MEX,GK,Querétaro,30,1992,8.0,0.50,0.50,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
53,Uriel Antuna,MEX,"FW,MF",Cruz Azul,24,1997,28.9,2.91,2.91,2.25,0.00,0.07,0.07,0.45,0.07,0.38,0.38,0.24,0.00,0.00,0.00,0.14,0.00,https://fbref.com/en/players/a35f5848/Uriel-Antuna,a35f5848,Liga MX
54,Javier Aquino,MEX,"DF,FW",UANL,32,1990,21.4,2.52,2.53,2.06,0.09,0.14,0.00,0.23,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/215104cc/Javier-Aquino,215104cc,Liga MX
55,Pedro Aquino,PER,MF,América,27,1995,9.3,2.80,2.80,2.47,0.00,0.00,0.11,0.11,0.11,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c4bfc6c5/Pedro-Aquino,c4bfc6c5,Liga MX
56,Cristian Arango,COL,"FW,MF",Pachuca,27,1995,5.3,3.58,3.56,2.45,0.19,0.38,0.38,0.19,0.00,0.75,0.75,0.57,0.00,0.00,0.00,0.19,0.00,https://fbref.com/en/players/fea9401e/Cristian-Arango,fea9401e,Liga MX
57,Ángelo Araos,CHI,MF,Necaxa,25,1997,10.4,2.40,2.40,1.92,0.00,0.10,0.19,0.00,0.19,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c8e4f105/Angelo-Araos,c8e4f105,Liga MX
58,Maximiliano Araújo,URU,"MF,DF",Toluca,22,2000,16.2,3.64,3.65,2.04,0.12,0.31,0.19,0.93,0.06,0.49,0.50,0.31,0.00,0.00,0.00,0.19,0.00,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
59,Maximiliano Araújo,URU,"MF,DF",Puebla,22,2000,14.6,3.08,3.08,1.58,0.21,0.41,0.21,0.48,0.21,0.34,0.34,0.27,0.00,0.00,0.00,0.00,0.07,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
60,Néstor Araujo,MEX,DF,América,30,1991,20.1,0.60,0.60,0.55,0.00,0.00,0.05,0.00,0.00,0.10,0.10,0.05,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/27a013f7/Nestor-Araujo,27a013f7,Liga MX
61,Fernando Arce Jr.,USA,MF,FC Juárez,25,1996,4.9,1.22,1.22,0.82,0.00,0.00,0.00,0.41,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
62,Fernando Arce Jr.,USA,MF,Puebla,25,1996,1.3,1.54,1.55,1.54,0.00,0.00,0.00,0.00,0.00,0.77,0.78,0.77,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
63,Fernando Aristeguieta,VEN,FW,Puebla,30,1992,2.8,2.86,2.88,2.50,0.00,0.00,0.36,0.00,0.00,0.71,0.72,0.36,0.00,0.00,0.36,0.00,0.00,https://fbref.com/en/players/0c403511/Fernando-Aristeguieta,0c403511,Liga MX
64,Rodrigo Armando González,MEX,DF,Atlético,27,1995,12.1,0.17,0.16,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/059a4e65/Rodrigo-Armando-Gonzalez,059a4e65,Liga MX
65,Daniel Armando Ríos,MEX,FW,Guadalajara,27,1995,5.8,2.41,2.42,2.07,0.00,0.17,0.17,0.00,0.00,0.34,0.35,0.34,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/078b2c07/Daniel-Armando-Rios,078b2c07,Liga MX
66,Eduardo Armenta,MEX,MF,Tijuana,20,2001,5.3,1.32,1.32,0.94,0.00,0.19,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ac638620/Eduardo-Armenta,ac638620,Liga MX
67,Alejandro Arribas,ESP,DF,FC Juárez,33,1989,23.0,0.48,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cc29324e/Alejandro-Arribas,cc29324e,Liga MX
68,José Ávila,MEX,"MF,DF",Santos,24,1998,0.8,3.75,3.65,3.75,0.00,0.00,0.00,0.00,0.00,1.25,1.22,1.25,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f425bb4c/Jose-Avila,f425bb4c,Liga MX
69,David Ayala,MEX,MF,UANL,22,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/295b7567/David-Ayala,295b7567,Liga MX
70,Hugo Ayala,MEX,"DF,FW",UANL,35,1987,1.8,0.56,0.54,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cf9989c2/Hugo-Ayala,cf9989c2,Liga MX
71,Ettson Ayon,MEX,"FW,MF",Querétaro,21,2001,7.9,1.01,1.04,0.63,0.00,0.00,0.25,0.13,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.00,https://fbref.com/en/players/5329413c/Ettson-Ayon,5329413c,Liga MX
72,Rafael Baca,MEX,MF,Cruz Azul,32,1989,11.3,1.50,1.50,1.42,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.09,https://fbref.com/en/players/fb40b861/Rafael-Baca,fb40b861,Liga MX
73,Claudio Baeza,CHI,MF,Toluca,28,1993,24.7,1.09,1.09,0.97,0.00,0.00,0.00,0.08,0.04,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9ba1c30c/Claudio-Baeza,9ba1c30c,Liga MX
74,Kevin Balanta,COL,DF,Querétaro,25,1997,22.3,0.85,0.85,0.76,0.04,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a5737fd0/Kevin-Balanta,a5737fd0,Liga MX
75,Carlos Baltazar,MEX,MF,Puebla,25,1997,0.1,10.0,9.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e8707fbb/Carlos-Baltazar,e8707fbb,Liga MX
76,Miguel Barbieri,ARG,DF,Querétaro,28,1993,12.3,0.57,0.57,0.41,0.00,0.00,0.16,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0e8cbfc4/Miguel-Barbieri,0e8cbfc4,Liga MX
77,David Barbona,ARG,"MF,FW",Querétaro,27,1995,6.3,3.49,3.48,2.86,0.00,0.00,0.16,0.48,0.00,0.32,0.32,0.16,0.00,0.00,0.00,0.16,0.00,https://fbref.com/en/players/62eef061/David-Barbona,62eef061,Liga MX
78,Diego Barbosa,MEX,DF,Atlas,25,1996,12.4,2.18,2.18,1.61,0.08,0.24,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/eda8e858/Diego-Barbosa,eda8e858,Liga MX
79,Marcelo Barovero,ARG,GK,Atlético,38,1984,32.6,0.21,0.21,0.12,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/868c0f75/Marcelo-Barovero,868c0f75,Liga MX
80,Martín Barra,MEX,"MF,FW",FC Juárez,20,2002,0.6,1.67,1.76,1.67,0.00,0.00,0.00,0.00,0.00,1.67,1.76,1.67,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/25c9d693/Martin-Barra,25c9d693,Liga MX
81,Martín Barragán,MEX,FW,Puebla,31,1991,25.9,1.85,1.85,1.08,0.00,0.12,0.42,0.23,0.00,0.23,0.23,0.12,0.00,0.04,0.00,0.08,0.00,https://fbref.com/en/players/8ae9001b/Martin-Barragan,8ae9001b,Liga MX
82,Jaine Barreiro,COL,DF,León,28,1994,27.5,1.16,1.16,0.87,0.07,0.00,0.07,0.00,0.15,0.15,0.15,0.11,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/743d5a0e/Jaine-Barreiro,743d5a0e,Liga MX
83,Pablo Barrera,MEX,"MF,FW",Querétaro,35,1987,31.9,4.17,4.16,2.41,1.44,0.09,0.09,0.06,0.06,0.28,0.28,0.16,0.09,0.00,0.00,0.03,0.00,https://fbref.com/en/players/ff70b131/Pablo-Barrera,ff70b131,Liga MX
84,Abraham Bass,MEX,MF,Atlas,20,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ea80aff9/Abraham-Bass,ea80aff9,Liga MX
85,Damián Batallini,ARG,"MF,FW",Necaxa,26,1996,8.3,3.13,3.13,2.29,0.12,0.00,0.24,0.36,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.12,0.00,https://fbref.com/en/players/be1395da/Damian-Batallini,be1395da,Liga MX
86,Facundo Batista,URU,FW,Necaxa,23,1999,19.7,1.93,1.92,1.57,0.00,0.05,0.15,0.10,0.05,0.36,0.35,0.25,0.00,0.05,0.05,0.00,0.00,https://fbref.com/en/players/02cf308a/Facundo-Batista,02cf308a,Liga MX
87,Eduard Bello,VEN,"FW,MF",Mazatlán,26,1995,13.5,3.11,3.11,2.30,0.30,0.07,0.30,0.15,0.00,0.22,0.22,0.07,0.00,0.00,0.15,0.00,0.00,https://fbref.com/en/players/2b40500f/Eduard-Bello,2b40500f,Liga MX
88,Paul Bellón,MEX,DF,León,25,1997,20.2,0.79,0.79,0.50,0.05,0.05,0.10,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c4a9b5e6/Paul-Bellon,c4a9b5e6,Liga MX
89,Fernando Beltrán,MEX,MF,Guadalajara,24,1998,27.1,3.39,3.40,2.84,0.04,0.07,0.11,0.26,0.07,0.30,0.30,0.26,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/90070ab6/Fernando-Beltran,90070ab6,Liga MX
90,Nicolás Benedetti,COL,"MF,FW",Mazatlán,25,1997,23.4,4.44,4.43,2.26,1.11,0.47,0.13,0.38,0.09,0.43,0.43,0.13,0.13,0.09,0.00,0.04,0.04,https://fbref.com/en/players/6cdb3f42/Nicolas-Benedetti,6cdb3f42,Liga MX
91,Pablo Bennevendo Peña,MEX,DF,UNAM,22,2000,23.0,1.22,1.22,1.00,0.09,0.00,0.00,0.09,0.04,0.09,0.09,0.04,0.04,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2c45321f/Pablo-Bennevendo-Pena,2c45321f,Liga MX
92,Germán Berterame,ARG,"FW,MF",Monterrey,23,1998,26.0,3.19,3.19,2.31,0.00,0.31,0.42,0.15,0.00,0.31,0.31,0.27,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/fa61a2db/German-Berterame,fa61a2db,Liga MX
93,Unai Bilbao,ESP,DF,Atlético,28,1994,14.4,0.49,0.48,0.28,0.07,0.00,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/aa98e19a/Unai-Bilbao,aa98e19a,Liga MX
94,Léo Bonatini,BRA,FW,Atlético,28,1994,10.1,2.38,2.38,1.29,0.00,0.59,0.40,0.00,0.10,0.50,0.50,0.20,0.00,0.30,0.00,0.00,0.00,https://fbref.com/en/players/da23d58d/Leo-Bonatini,da23d58d,Liga MX
95,Antonio Briseño,MEX,DF,Guadalajara,28,1994,4.1,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cb52d28d/Antonio-Briseno,cb52d28d,Liga MX
96,Isaác Brizuela,MEX,"FW,MF",Guadalajara,31,1990,9.0,3.33,3.33,2.78,0.00,0.22,0.00,0.33,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8ff0aa1a/Isaac-Brizuela,8ff0aa1a,Liga MX
