Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
33,Jozy Altidore,USA,"FW,MF",Puebla,32,1989,6,92,15,3.0,1.0,0.00,,0.00,6.00,15,3.00,1.00,3.00,3.00,0.00,0.00,+0.12,1.40,0.90,0.50,+0.50,+0.77,https://fbref.com/en/players/8db8ad1e/Jozy-Altidore,8db8ad1e,Liga MX
34,Alfonso Alvarado,MEX,"FW,MF",León,22,2000,26,711,27,23.2,7.9,0.76,77,0.13,2.53,12,1.01,1.39,1.39,1.14,0.25,+0.25,+0.10,1.52,1.18,0.34,+0.34,+0.35,https://fbref.com/en/players/f2f8ca42/Alfonso-Alvarado,f2f8ca42,Liga MX
35,Roberto Alvarado,MEX,"MF,FW",Guadalajara,23,1998,32,2415,75,78.9,26.8,1.01,82,0.41,0.19,38,0.00,1.49,1.38,1.19,0.19,+0.19,-0.79,1.37,1.13,0.24,+0.24,+0.25,https://fbref.com/en/players/ff871e14/Roberto-Alvarado,ff871e14,Liga MX
36,Ventura Alvarado,USA,DF,FC Juárez,29,1992,10,466,47,15.2,5.2,0.96,73,0.58,0.96,20,3.46,1.80,1.35,0.77,0.58,+0.58,+1.00,1.06,1.44,-0.38,-0.38,-0.15,https://fbref.com/en/players/4c219392/Ventura-Alvarado,4c219392,Liga MX
37,Alek Álvarez,MEX,"DF,MF",UNAM,19,2003,12,477,40,15.6,5.3,0.57,71,0.00,1.70,29,1.13,1.17,2.26,1.70,0.57,+0.57,+1.30,2.26,1.94,0.32,+0.32,+0.41,https://fbref.com/en/players/5ab26e83/Alek-Alvarez,5ab26e83,Liga MX
38,Kevin Álvarez,MEX,DF,Pachuca,23,1999,32,2822,88,92.2,31.4,1.02,88,0.96,0.00,,0.00,1.89,1.78,1.15,0.64,+0.64,+0.26,1.51,1.04,0.47,+0.47,+0.06,https://fbref.com/en/players/636b0833/Kevin-Alvarez,636b0833,Liga MX
39,Daniel Álvarez López,MEX,"FW,MF",Toluca,28,1994,12,279,23,9.1,3.1,0.65,67,0.00,3.23,15,1.61,1.56,1.94,1.94,0.00,0.00,-0.61,1.13,1.26,-0.13,-0.14,-0.30,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
40,Daniel Álvarez López,MEX,"MF,DF",Puebla,28,1994,12,331,28,10.8,3.7,0.27,63,0.00,2.97,24,0.54,0.85,1.62,1.35,0.27,+0.27,+0.44,1.35,1.95,-0.59,-0.58,-0.38,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
41,Dani Alves,BRA,"MF,DF",UNAM,39,1983,13,1125,87,36.8,12.5,0.96,90,0.96,0.08,45,0.00,0.85,1.36,1.92,-0.56,-0.56,-0.05,1.33,1.26,0.07,+0.07,+0.16,https://fbref.com/en/players/c9e99e49/Dani-Alves,c9e99e49,Liga MX
42,Fidel Ambríz,MEX,"MF,DF",León,19,2003,32,2123,66,69.4,23.6,0.97,83,0.72,0.38,25,0.04,1.41,1.36,1.48,-0.13,-0.13,-0.99,1.25,1.42,-0.17,-0.17,-0.78,https://fbref.com/en/players/14968cd5/Fidel-Ambriz,14968cd5,Liga MX
43,Esteban Andrada,ARG,GK,Monterrey,31,1991,25,2249,90,73.5,25.0,1.00,90,0.96,0.00,,0.08,1.97,1.76,0.64,1.12,+1.12,+0.12,1.62,0.86,0.77,+0.77,+0.19,https://fbref.com/en/players/775d365e/Esteban-Andrada,775d365e,Liga MX
44,Alejandro Andrade,MEX,MF,Necaxa,20,2001,1,66,66,2.2,0.7,1.43,66,0.00,0.00,,0.00,0.00,0.00,1.43,-1.43,-1.36,-0.94,0.14,1.43,-1.29,-1.19,-0.72,https://fbref.com/en/players/06b00cad/Alejandro-Andrade,06b00cad,Liga MX
45,Miguel Ángel Herrera,MEX,DF,Pachuca,33,1989,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/34f9eb16/Miguel-Angel-Herrera,34f9eb16,Liga MX
46,Luis Ángel Malagón,MEX,GK,América,25,1997,7,630,90,20.6,7.0,1.00,90,1.00,0.00,,1.43,2.09,2.14,1.00,1.14,+1.14,+0.11,1.47,1.34,0.13,+0.12,-0.69,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
47,Luis Ángel Malagón,MEX,GK,Necaxa,25,1997,17,1530,90,50.0,17.0,1.00,90,1.00,0.00,,0.00,1.06,1.12,1.53,-0.41,-0.41,+0.06,1.02,1.27,-0.25,-0.25,+0.48,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
48,Miguel Ángel Ponce,MEX,"DF,FW",Guadalajara,33,1989,5,125,25,4.1,1.4,0.71,37,0.00,2.86,22,6.43,1.40,0.00,0.71,-0.71,-0.72,-1.12,1.29,0.93,0.43,+0.40,+0.22,https://fbref.com/en/players/5c16e950/Miguel-Angel-Ponce,5c16e950,Liga MX
49,Brayan Angulo,COL,DF,Toluca,32,1989,29,2069,71,67.6,23.0,1.04,81,0.61,0.22,27,0.04,1.73,1.87,1.26,0.61,+0.61,+0.15,1.74,1.60,0.14,+0.13,0.00,https://fbref.com/en/players/af31b77b/Brayan-Angulo,af31b77b,Liga MX
50,Jesús Angulo,MEX,"DF,MF",Guadalajara,25,1997,3,29,10,0.9,0.3,0.00,,0.00,10.0,10,10.0,1.00,3.33,6.67,-3.33,-3.10,-3.49,0.67,2.67,-1.67,-1.69,-1.89,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
51,Jesús Angulo,MEX,MF,León,25,1997,7,156,22,5.1,1.7,0.59,70,0.00,3.53,14,4.12,1.25,2.35,1.18,1.18,+1.15,+1.03,1.65,0.76,0.88,+0.87,+0.83,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
52,Francisco Antonio Figueroa,MEX,"FW,MF",Pachuca,23,1999,10,503,50,16.4,5.6,1.07,66,0.18,0.71,28,1.07,1.00,0.89,1.79,-0.89,-0.89,-1.81,1.68,1.73,-0.05,-0.05,-0.62,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
53,Francisco Antonio Figueroa,MEX,"MF,FW",Querétaro,23,1999,4,49,12,1.6,0.5,0.00,,0.00,8.00,12,14.0,0.00,0.00,2.00,-2.00,-1.84,-1.21,1.20,1.60,-0.40,-0.30,+0.04,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
54,Jorge Antonio Padilla,MEX,DF,Mazatlán,28,1993,19,1164,61,38.0,12.9,0.93,83,0.70,0.54,24,0.85,0.75,1.16,1.94,-0.78,-0.77,+0.13,0.87,1.77,-0.90,-0.90,-0.11,https://fbref.com/en/players/4fec10af/Jorge-Antonio-Padilla,4fec10af,Liga MX
55,José Antonio Rodríguez,MEX,GK,Tijuana,30,1992,17,1530,90,50.0,17.0,1.00,90,1.00,0.00,,0.00,0.94,1.12,1.71,-0.59,-0.59,+0.12,1.28,1.29,-0.02,-0.02,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
56,José Antonio Rodríguez,MEX,GK,Querétaro,30,1992,8,720,90,23.5,8.0,1.00,90,1.00,0.00,,1.13,0.75,1.13,1.75,-0.63,-0.62,+0.03,1.30,1.50,-0.20,-0.20,+0.18,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
57,Uriel Antuna,MEX,"FW,MF",Cruz Azul,24,1997,31,2601,84,85.0,28.9,1.07,84,0.66,0.00,,0.03,1.43,1.42,1.59,-0.17,-0.17,+0.61,1.16,1.19,-0.03,-0.04,+0.23,https://fbref.com/en/players/a35f5848/Uriel-Antuna,a35f5848,Liga MX
58,Javier Aquino,MEX,"DF,FW",UANL,32,1990,25,1922,77,62.8,21.4,1.03,83,0.75,0.14,31,0.05,1.74,1.21,0.79,0.42,+0.42,+0.11,1.32,1.01,0.30,+0.30,-0.32,https://fbref.com/en/players/215104cc/Javier-Aquino,215104cc,Liga MX
59,Pedro Aquino,PER,MF,América,27,1995,27,835,31,27.3,9.3,0.86,67,0.11,2.04,16,0.54,1.97,1.83,1.18,0.65,+0.65,-0.57,1.57,1.02,0.55,+0.55,-0.17,https://fbref.com/en/players/c4bfc6c5/Pedro-Aquino,c4bfc6c5,Liga MX
60,Alejandro Arana,MEX,GK,Querétaro,,,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/9e33acc6/Alejandro-Arana,9e33acc6,Liga MX
61,Cristian Arango,COL,"FW,MF",Pachuca,27,1995,10,481,48,15.7,5.3,0.75,80,0.19,1.13,27,0.00,1.45,1.51,1.32,0.19,+0.19,-0.51,1.94,1.25,0.70,+0.70,+0.28,https://fbref.com/en/players/fea9401e/Cristian-Arango,fea9401e,Liga MX
62,Ángelo Araos,CHI,MF,Necaxa,25,1997,18,937,52,30.6,10.4,1.35,61,0.00,0.38,20,0.38,1.00,1.44,1.73,-0.29,-0.29,+0.22,1.10,1.08,0.03,+0.03,+0.74,https://fbref.com/en/players/c8e4f105/Angelo-Araos,c8e4f105,Liga MX
63,Maximiliano Araújo,URU,"MF,DF",Toluca,22,2000,17,1454,86,47.5,16.2,1.05,86,0.62,0.00,,0.00,1.84,1.85,1.17,0.68,+0.68,+0.23,1.67,1.31,0.36,+0.37,+0.45,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
64,Maximiliano Araújo,URU,"MF,DF",Puebla,22,2000,16,1316,82,43.0,14.6,1.10,82,0.48,0.00,,0.00,1.16,1.44,1.23,0.21,+0.21,+0.57,1.18,1.17,0.01,+0.01,+0.45,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
65,Néstor Araujo,MEX,DF,América,30,1991,23,1805,78,59.0,20.1,1.00,88,0.90,0.15,17,0.35,1.90,2.09,1.29,0.80,+0.80,-0.64,1.68,0.93,0.76,+0.76,+0.21,https://fbref.com/en/players/27a013f7/Nestor-Araujo,27a013f7,Liga MX
66,Fernando Arce Jr.,USA,MF,FC Juárez,25,1996,11,442,40,14.4,4.9,0.82,85,0.20,1.43,15,0.82,1.33,1.63,1.02,0.61,+0.61,+1.02,0.98,1.27,-0.29,-0.29,-0.04,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
67,Fernando Arce Jr.,USA,MF,Puebla,25,1996,5,116,23,3.8,1.3,0.77,61,0.00,3.08,14,6.92,1.67,3.85,3.08,0.77,+0.78,+0.93,1.46,2.46,-1.08,-1.06,-0.84,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
68,Ramiro Árciga,MEX,MF,Mazatlán,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/61fa9b44/Ramiro-Arciga,61fa9b44,Liga MX
69,Fernando Aristeguieta,VEN,FW,Puebla,30,1992,3,250,83,8.2,2.8,1.07,83,0.71,0.00,,0.00,2.33,1.79,0.71,1.07,+1.08,+1.30,1.57,0.64,0.93,+0.92,+1.27,https://fbref.com/en/players/0c403511/Fernando-Aristeguieta,0c403511,Liga MX
70,Rodrigo Armando González,MEX,DF,Atlético,27,1995,13,1091,84,35.7,12.1,0.99,90,0.99,0.08,11,0.66,1.23,0.99,1.57,-0.58,-0.58,-0.30,0.80,1.53,-0.73,-0.72,-0.33,https://fbref.com/en/players/059a4e65/Rodrigo-Armando-Gonzalez,059a4e65,Liga MX
71,Daniel Armando Ríos,MEX,FW,Guadalajara,27,1995,12,521,43,17.0,5.8,1.03,61,0.00,1.03,26,0.34,1.71,1.55,0.52,1.03,+1.04,+0.82,1.26,1.10,0.16,+0.15,-0.04,https://fbref.com/en/players/078b2c07/Daniel-Armando-Rios,078b2c07,Liga MX
72,Eduardo Armenta,MEX,MF,Tijuana,20,2001,10,475,48,15.5,5.3,1.32,58,0.00,0.57,22,1.13,1.40,0.75,1.32,-0.57,-0.57,+0.09,1.06,0.94,0.11,+0.12,+0.16,https://fbref.com/en/players/ac638620/Eduardo-Armenta,ac638620,Liga MX
73,Alejandro Arribas,ESP,DF,FC Juárez,33,1989,26,2068,80,67.6,23.0,1.00,87,0.83,0.13,20,0.22,1.00,0.91,1.30,-0.39,-0.39,-0.39,1.11,1.22,-0.11,-0.11,+0.45,https://fbref.com/en/players/cc29324e/Alejandro-Arribas,cc29324e,Liga MX
74,Víctor Arteaga,MEX,MF,Toluca,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/b8d68f53/Victor-Arteaga,b8d68f53,Liga MX
75,Ali Ávila,MEX,FW,Monterrey,18,2003,0,,,,,0,,0,0,,7,0.00,,,,,,,,,,,https://fbref.com/en/players/9127eb4e/Ali-Avila,9127eb4e,Liga MX
76,José Ávila,MEX,"MF,DF",Santos,24,1998,6,74,12,2.4,0.8,0.00,,0.00,7.50,12,22.5,1.67,5.00,3.75,1.25,+1.22,+1.16,1.63,2.37,-0.87,-0.79,-0.93,https://fbref.com/en/players/f425bb4c/Jose-Avila,f425bb4c,Liga MX
77,David Ayala,MEX,MF,UANL,22,2000,3,16,5,0.5,0.2,0.00,,0.00,15.0,5,65.0,3.00,5.00,5.00,0.00,0.00,-0.38,0.50,2.50,-2.00,-2.08,-2.52,https://fbref.com/en/players/295b7567/David-Ayala,295b7567,Liga MX
78,Hugo Ayala,MEX,"DF,FW",UANL,35,1987,4,166,42,5.4,1.8,1.11,68,0.56,1.11,16,7.22,2.25,1.67,0.56,1.11,+1.08,+0.74,1.22,1.28,0.00,-0.03,-0.48,https://fbref.com/en/players/cf9989c2/Hugo-Ayala,cf9989c2,Liga MX
79,Ettson Ayon,MEX,"FW,MF",Querétaro,21,2001,20,708,35,23.1,7.9,0.89,66,0.25,1.65,19,0.89,0.80,1.52,2.03,-0.51,-0.51,+0.18,0.94,1.37,-0.44,-0.45,-0.15,https://fbref.com/en/players/5329413c/Ettson-Ayon,5329413c,Liga MX
80,Rafael Baca,MEX,MF,Cruz Azul,32,1989,21,1018,48,33.3,11.3,0.80,81,0.62,1.06,24,0.88,1.43,1.24,1.77,-0.53,-0.53,-0.40,1.11,1.41,-0.30,-0.30,-0.34,https://fbref.com/en/players/fb40b861/Rafael-Baca,fb40b861,Liga MX
81,Claudio Baeza,CHI,MF,Toluca,28,1993,29,2223,77,72.6,24.7,1.13,79,0.53,0.04,15,0.08,1.74,1.70,1.34,0.36,+0.36,-0.71,1.44,1.46,-0.02,-0.02,-0.54,https://fbref.com/en/players/9ba1c30c/Claudio-Baeza,9ba1c30c,Liga MX
82,Kevin Balanta,COL,DF,Querétaro,25,1997,24,2007,84,65.6,22.3,1.03,86,0.94,0.04,30,0.04,0.83,1.03,1.61,-0.58,-0.58,+0.19,1.09,1.36,-0.28,-0.28,+0.17,https://fbref.com/en/players/a5737fd0/Kevin-Balanta,a5737fd0,Liga MX
83,Carlos Baltazar,MEX,MF,Puebla,25,1997,1,10,10,0.3,0.1,0.00,,0.00,10.0,10,60.0,0.00,0.00,0.00,0.00,0.00,+0.12,4.00,2.00,1.00,+1.23,+1.48,https://fbref.com/en/players/e8707fbb/Carlos-Baltazar,e8707fbb,Liga MX
84,Miguel Barbieri,ARG,DF,Querétaro,28,1993,15,1106,74,36.1,12.3,0.98,84,0.57,0.24,32,0.08,1.33,0.98,1.30,-0.33,-0.33,+0.50,1.09,1.33,-0.25,-0.25,+0.13,https://fbref.com/en/players/0e8cbfc4/Miguel-Barbieri,0e8cbfc4,Liga MX
85,David Barbona,ARG,"MF,FW",Querétaro,27,1995,10,569,57,18.6,6.3,1.27,68,0.16,0.32,14,0.00,0.30,0.79,2.06,-1.27,-1.27,-0.76,0.87,1.70,-0.83,-0.83,-0.60,https://fbref.com/en/players/62eef061/David-Barbona,62eef061,Liga MX
86,Diego Barbosa,MEX,DF,Atlas,25,1996,25,1116,45,36.5,12.4,0.81,82,0.48,1.21,19,0.32,1.00,1.45,1.13,0.32,+0.32,+0.79,1.32,1.40,-0.07,-0.08,-0.13,https://fbref.com/en/players/eda8e858/Diego-Barbosa,eda8e858,Liga MX
87,Marcelo Barovero,ARG,GK,Atlético,38,1984,33,2937,89,96.0,32.6,1.01,89,0.98,0.00,,0.00,1.12,0.92,1.26,-0.34,-0.34,+1.13,0.99,1.51,-0.52,-0.52,-0.05,https://fbref.com/en/players/868c0f75/Marcelo-Barovero,868c0f75,Liga MX
88,Martín Barra,MEX,"MF,FW",FC Juárez,20,2002,3,50,17,1.6,0.6,0.00,,0.00,5.00,17,5.00,2.00,3.33,1.67,1.67,+1.80,+2.10,0.83,1.67,-0.83,-0.86,-0.61,https://fbref.com/en/players/25c9d693/Martin-Barra,25c9d693,Liga MX
89,Martín Barragán,MEX,FW,Puebla,31,1991,33,2331,71,76.2,25.9,1.04,81,0.42,0.23,25,0.04,1.16,1.27,1.70,-0.42,-0.42,-1.29,1.17,1.45,-0.28,-0.28,-0.15,https://fbref.com/en/players/8ae9001b/Martin-Barragan,8ae9001b,Liga MX
