Rk,Player,Nation,Pos,Squad,Age,Born,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Player Link_,Player ID_,Competition
11,Julien Fabri,FRA,GK,Bastia,29-337,1994,2.0,2.00,0.50,0.00,0.50,0.00,1.35,0.16,-0.65,-0.65,7.00,13.0,53.8,24.0,3.00,45.8,35.5,4.50,44.4,39.6,13.0,1.00,7.7,2.00,2.00,15.8,https://fbref.com/en/players/a0ba5520/Julien-Fabri,a0ba5520,Ligue 2
12,Ivan Filipović,CRO,GK,Paris FC,29-056,1994,8.5,1.41,0.00,0.00,0.35,0.00,1.40,0.36,-0.01,-0.02,3.53,8.47,41.7,26.9,4.94,20.1,27.8,6.71,45.6,38.1,14.1,0.94,6.7,0.71,0.71,12.2,https://fbref.com/en/players/6df5968e/Ivan-Filipovic,6df5968e,Ligue 2
13,Yahia Fofana,CIV,GK,Angers,23-140,2000,19.0,0.84,0.00,0.00,0.05,0.05,1.05,0.23,0.26,+0.26,3.79,9.84,38.5,24.1,5.47,28.4,31.2,6.84,43.8,39.3,14.8,1.11,7.4,1.84,1.84,15.6,https://fbref.com/en/players/9d420dad/Yahia-Fofana,9d420dad,Ligue 2
14,Etienne Green,ENG,GK,Saint-Étienne,23-173,2000,5.0,1.80,0.20,0.00,0.00,0.00,1.52,0.37,-0.28,-0.27,2.60,6.40,40.6,21.8,6.00,17.4,23.7,7.80,33.3,33.8,12.2,0.80,6.6,0.60,0.60,14.5,https://fbref.com/en/players/667b65da/Etienne-Green,667b65da,Ligue 2
15,Régis Gurtner,FRA,GK,Amiens,37-031,1986,17.0,1.00,0.24,0.00,0.06,0.00,1.08,0.23,0.14,+0.15,5.24,10.0,52.4,13.2,2.59,39.6,34.7,7.12,66.9,46.0,13.3,0.47,3.5,0.12,0.13,9.7,https://fbref.com/en/players/bc270726/Regis-Gurtner,bc270726,Ligue 2
16,Maxime Hautbois,FRA,GK,Stade Laval,33-005,1991,2.0,0.50,0.50,0.00,0.00,0.00,1.40,0.46,0.90,+0.91,11.0,22.5,48.9,27.0,4.00,55.6,40.9,8.50,88.2,58.1,13.5,0.50,3.7,0.00,0.00,9.7,https://fbref.com/en/players/d3e043b1/Maxime-Hautbois,d3e043b1,Ligue 2
17,Karl-Johan Johnsson,SWE,GK,Bordeaux,33-345,1990,3.0,2.00,0.00,0.00,0.33,0.00,1.43,0.34,-0.57,-0.56,6.33,16.7,38.0,49.3,6.67,29.1,30.2,7.67,30.4,32.1,13.7,0.33,2.4,0.33,0.33,13.0,https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson,a56bd2ee,Ligue 2
18,Bingourou Kamara,SEN,GK,Pau FC,27-079,1996,19.0,1.58,0.21,0.00,0.11,0.00,1.92,0.34,0.34,+0.34,6.95,16.6,41.9,31.7,5.42,37.3,34.2,7.00,67.7,49.3,17.9,1.26,7.1,2.11,2.11,14.5,https://fbref.com/en/players/3814120d/Bingourou-Kamara,3814120d,Ligue 2
19,Gautier Larsonneur,FRA,GK,Saint-Étienne,26-319,1997,14.0,0.79,0.14,0.00,0.29,0.00,1.11,0.24,0.32,+0.32,4.43,13.5,32.8,27.5,5.21,37.4,33.8,8.79,36.6,33.1,17.4,1.21,7.0,1.21,1.21,13.9,https://fbref.com/en/players/b49729cb/Gautier-Larsonneur,b49729cb,Ligue 2
20,Nicolas Lemaître,FRA,GK,Troyes,26-361,1997,3.5,1.43,0.00,0.29,0.29,0.29,1.00,0.27,-0.14,-0.15,0.57,6.57,8.7,30.3,5.71,13.2,25.8,10.3,25.0,30.3,23.4,0.86,3.7,0.29,0.29,8.9,https://fbref.com/en/players/586ef3a3/Nicolas-Lemaitre,586ef3a3,Ligue 2
21,Donovan Léon,GUF,GK,Auxerre,31-066,1992,19.0,1.05,0.00,0.05,0.16,0.11,0.84,0.26,-0.11,-0.11,4.74,15.0,31.6,31.0,5.32,38.2,35.7,5.21,60.6,46.4,12.3,1.32,10.7,0.95,0.95,13.0,https://fbref.com/en/players/51c83a90/Donovan-Leon,51c83a90,Ligue 2
22,Benjamin Leroy,FRA,GK,Quevilly-Rouen,34-276,1989,17.0,1.47,0.18,0.06,0.24,0.06,1.09,0.31,-0.32,-0.32,7.24,16.2,44.7,26.1,3.29,45.1,36.6,5.94,74.3,47.5,12.2,0.59,4.8,2.41,2.41,18.2,https://fbref.com/en/players/1e7aea56/Benjamin-Leroy,1e7aea56,Ligue 2
23,Jean Louchet,FRA,GK,Valenciennes,27-036,1996,19.0,1.37,0.11,0.00,0.11,0.05,1.74,0.39,0.42,+0.42,4.37,14.4,30.4,29.5,4.63,39.0,34.5,5.53,51.4,42.4,16.0,1.26,7.9,1.32,1.32,13.9,https://fbref.com/en/players/109f8da7/Jean-Louchet,109f8da7,Ligue 2
24,Anthony Mandrea,ALG,GK,Caen,27-014,1996,18.0,1.28,0.11,0.06,0.06,0.06,1.33,0.29,0.11,+0.11,5.33,14.0,38.1,23.1,3.17,42.4,36.1,5.94,71.0,51.7,13.7,0.56,4.0,1.44,1.44,13.6,https://fbref.com/en/players/f7d3a773/Anthony-Mandrea,f7d3a773,Ligue 2
25,Brice Maubleu,FRA,GK,Grenoble,34-038,1989,17.0,1.00,0.06,0.12,0.06,0.00,1.09,0.27,0.15,+0.16,4.82,12.9,37.4,23.6,5.65,34.4,32.8,8.12,58.7,42.8,13.2,0.88,6.7,0.29,0.31,9.5,https://fbref.com/en/players/5748ef07/Brice-Maubleu,5748ef07,Ligue 2
26,Mathieu Michel,FRA,GK,Ajaccio,32-126,1991,10.0,1.00,0.00,0.00,0.10,0.10,0.82,0.33,-0.08,-0.08,7.30,15.9,45.9,25.3,2.90,47.8,37.1,5.70,66.7,44.8,13.3,0.90,6.8,0.40,0.40,11.0,https://fbref.com/en/players/e39f8724/Mathieu-Michel,e39f8724,Ligue 2
27,Lionel Mpasi,COD,GK,Rodez Aveyron,29-160,1994,18.0,1.39,0.11,0.00,0.22,0.00,1.11,0.26,-0.28,-0.29,4.50,10.1,44.8,24.5,5.83,30.6,31.6,7.28,35.1,35.8,14.2,1.11,7.8,1.11,1.11,14.8,https://fbref.com/en/players/5c6b0637/Lionel-Mpasi,5c6b0637,Ligue 2
28,Obed Nkambadio,FRA,GK,Paris FC,20-335,2003,10.5,0.95,0.00,0.00,0.19,0.00,1.10,0.30,0.14,+0.15,5.62,13.9,40.4,41.0,5.24,27.8,30.7,7.52,32.9,33.4,13.6,0.76,5.6,1.24,1.24,12.1,https://fbref.com/en/players/c15e8d9e/Obed-Nkambadio,c15e8d9e,Ligue 2
29,Johny Placide,HAI,GK,Bastia,35-344,1988,15.0,1.07,0.07,0.00,0.27,0.00,1.34,0.31,0.27,+0.28,6.20,21.0,29.5,38.3,5.00,46.9,37.3,5.53,55.4,41.0,14.3,1.80,12.6,1.00,1.00,12.8,https://fbref.com/en/players/f1666a9d/Johny-Placide,f1666a9d,Ligue 2
30,Esteban Salles,FRA,GK,US Concarneau,29-312,1994,19.0,1.37,0.26,0.05,0.21,0.11,1.34,0.25,0.13,+0.14,3.21,8.68,37.0,33.1,4.11,21.0,27.6,5.42,32.0,30.4,13.8,0.37,2.7,1.05,1.11,16.2,https://fbref.com/en/players/2f7b8ba6/Esteban-Salles,2f7b8ba6,Ligue 2
31,Mamadou Samassa,MLI,GK,Stade Laval,33-326,1990,17.0,0.94,0.24,0.06,0.06,0.06,0.95,0.21,0.06,+0.07,7.65,19.0,40.2,24.3,3.35,56.2,40.8,6.76,79.1,51.2,14.3,1.41,9.9,0.65,0.65,11.7,https://fbref.com/en/players/cfe852d8/Mamadou-Samassa,cfe852d8,Ligue 2
32,Alexis Sauvage,FRA,GK,Amiens,32-070,1991,2.0,1.50,0.50,0.00,0.00,0.00,1.10,0.20,-0.40,-0.41,0.50,4.00,12.5,9.50,2.00,31.6,27.8,5.50,18.2,26.5,7.50,0.00,0.0,0.50,0.50,30.0,https://fbref.com/en/players/c2d118f4/Alexis-Sauvage,c2d118f4,Ligue 2
33,François-Joseph Sollacaro,FRA,GK,Ajaccio,29-293,1994,9.0,0.89,0.00,0.00,0.11,0.00,0.79,0.31,-0.10,-0.10,4.67,15.8,29.6,22.6,2.56,51.7,38.6,5.67,72.5,44.6,14.3,0.44,3.1,0.67,0.67,12.8,https://fbref.com/en/players/f19f32b1/Francois-Joseph-Sollacaro,f19f32b1,Ligue 2
34,Rafał Strączek,POL,GK,Bordeaux,24-330,1999,16.0,1.19,0.06,0.00,0.13,0.00,1.14,0.30,-0.05,-0.05,1.88,5.75,32.6,32.7,5.19,12.6,24.1,5.56,29.2,31.4,12.1,0.44,3.6,1.25,1.25,17.2,https://fbref.com/en/players/710fa3ea/Rafal-Straczek,710fa3ea,Ligue 2
