Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
11,Sofiane Alakouch,MAR,DF,Paris FC,25-163,1998,12,11,929,10.3,0.10,0.10,0.19,0.10,0.00,0.00,0.10,0.00,0.02,0.02,0.04,0.06,2.33,4.56,4.27,0.10,0.10,0.19,0.10,0.19,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/5314e067/Sofiane-Alakouch,5314e067,Ligue 2
12,Doğan Alemdar,TUR,GK,Troyes,21-071,2002,16,16,1395,15.5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9e17ccff/Dogan-Alemdar,9e17ccff,Ligue 2
13,Migouel Alfarela,FRA,"FW,MF",Bastia,26-054,1997,19,13,1151,12.8,0.31,0.00,0.31,0.23,0.08,0.08,0.00,0.00,0.37,0.31,0.05,0.37,3.28,1.95,7.42,0.31,0.00,0.31,0.23,0.23,0.37,0.05,0.43,0.31,0.36,https://fbref.com/en/players/681b4836/Migouel-Alfarela,681b4836,Ligue 2
14,Bobby Allain,FRA,GK,Grenoble,32-041,1991,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8870154f/Bobby-Allain,8870154f,Ligue 2
15,Mickaël Alphonse,GLP,"DF,FW",Ajaccio,34-180,1989,4,1,143,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,1.25,3.75,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/en/players/0a63446f/Mickael-Alphonse,0a63446f,Ligue 2
16,Yacine El Amri,FRA,"MF,FW",Valenciennes,19-170,2004,1,0,24,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cd118aaf/Yacine-El-Amri,cd118aaf,Ligue 2
17,Julien Anziani,FRA,"MF,FW",Dunkerque,24-199,1999,19,11,1026,11.4,0.09,0.00,0.09,0.09,0.00,0.00,0.35,0.00,0.18,0.18,0.12,0.31,2.11,4.04,6.32,0.09,0.00,0.09,0.09,0.09,0.18,0.12,0.30,0.18,0.30,https://fbref.com/en/players/8d158016/Julien-Anziani,8d158016,Ligue 2
18,Dennis Appiah,FRA,DF,Saint-Étienne,31-213,1992,19,19,1693,18.8,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0.01,0.01,0.10,0.10,2.13,4.68,4.47,0.00,0.11,0.11,0.00,0.11,0.01,0.09,0.10,0.01,0.10,https://fbref.com/en/players/feb5d3ab/Dennis-Appiah,feb5d3ab,Ligue 2
19,Taïryk Arconte,FRA,FW,Rodez Aveyron,20-057,2003,13,7,611,6.8,0.74,0.15,0.88,0.74,0.00,0.00,0.44,0.00,0.63,0.63,0.03,0.66,1.76,1.18,5.88,0.74,0.15,0.88,0.74,0.88,0.63,0.03,0.66,0.63,0.66,https://fbref.com/en/players/c5e6c017/Tairyk-Arconte,c5e6c017,Ligue 2
20,Youssouf Assogba,BEN,DF,Amiens,22-140,2001,8,1,215,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,1.25,4.17,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/1ac639e8/Youssouf-Assogba,1ac639e8,Ligue 2
21,Kouadou Assoumou,FRA,FW,Troyes,21-083,2002,13,11,862,9.6,0.42,0.21,0.63,0.42,0.00,0.00,0.10,0.00,0.26,0.26,0.17,0.43,1.46,2.08,6.46,0.42,0.21,0.63,0.42,0.63,0.26,0.17,0.43,0.26,0.43,https://fbref.com/en/players/4de89eb7/Kouadou-Assoumou,4de89eb7,Ligue 2
22,Mathias Autret,FRA,"MF,FW",Caen,32-313,1991,16,14,1221,13.6,0.07,0.29,0.37,0.07,0.00,0.00,0.00,0.00,0.10,0.10,0.18,0.27,1.91,7.21,5.81,0.07,0.29,0.37,0.07,0.37,0.09,0.18,0.27,0.09,0.27,https://fbref.com/en/players/7dfbba27/Mathias-Autret,7dfbba27,Ligue 2
23,Cédric Avinel,GLP,DF,Ajaccio,37-119,1986,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.17,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a94d93be/Cedric-Avinel,a94d93be,Ligue 2
24,Florian Ayé,FRA,FW,Auxerre,26-354,1997,19,14,1142,12.7,0.24,0.31,0.55,0.24,0.00,0.00,0.00,0.00,0.31,0.31,0.07,0.39,0.63,1.18,5.51,0.24,0.32,0.55,0.24,0.55,0.32,0.07,0.38,0.32,0.38,https://fbref.com/en/players/718b8afd/Florian-Aye,718b8afd,Ligue 2
25,Amadou Ba-Sy,FRA,FW,Dunkerque,22-214,2001,8,2,239,2.7,0.37,0.00,0.37,0.37,0.00,0.00,0.37,0.00,0.30,0.30,0.19,0.52,2.59,1.48,9.63,0.38,0.00,0.38,0.38,0.38,0.31,0.20,0.52,0.31,0.52,https://fbref.com/en/players/729c3100/Amadou-Ba-Sy,729c3100,Ligue 2
26,Vénuste Baboula,CTA,MF,Quevilly-Rouen,25-138,1998,6,0,94,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.20,7.00,4.00,23.0,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18,https://fbref.com/en/players/2fadf83d/Venuste-Baboula,2fadf83d,Ligue 2
27,Aliou Badji,SEN,FW,Bordeaux,26-090,1997,12,6,552,6.1,0.00,0.16,0.16,0.00,0.00,0.00,0.33,0.00,0.49,0.49,0.28,0.77,1.15,1.64,6.39,0.00,0.16,0.16,0.00,0.16,0.49,0.27,0.77,0.49,0.77,https://fbref.com/en/players/6ddb0c15/Aliou-Badji,6ddb0c15,Ligue 2
28,Samy Baghdadi,FRA,FW,Dunkerque,26-181,1997,9,4,394,4.4,0.23,0.00,0.23,0.00,0.23,0.23,0.00,0.00,0.32,0.14,0.07,0.23,1.59,2.05,7.05,0.23,0.00,0.23,0.00,0.00,0.32,0.08,0.40,0.14,0.22,https://fbref.com/en/players/ab4dc365/Samy-Baghdadi,ab4dc365,Ligue 2
29,Yohan Bai,FRA,MF,Bastia,27-102,1996,1,0,20,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e040f3c8/Yohan-Bai,e040f3c8,Ligue 2
30,Thierno Balde,FRA,DF,Troyes,21-212,2002,9,7,606,6.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.06,4.03,4.48,3.73,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/3975195f/Thierno-Balde,3975195f,Ligue 2
31,Yasser Baldé,GUI,DF,Stade Laval,30-361,1993,13,8,758,8.4,0.12,0.00,0.12,0.12,0.00,0.00,0.60,0.00,0.17,0.17,0.01,0.18,0.36,6.43,0.00,0.12,0.00,0.12,0.12,0.12,0.16,0.02,0.18,0.16,0.18,https://fbref.com/en/players/35f60fe8/Yasser-Balde,35f60fe8,Ligue 2
32,Arnaud Balijon,FRA,GK,Dunkerque,40-205,1983,19,19,1710,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ccb5b75d/Arnaud-Balijon,ccb5b75d,Ligue 2
33,Abdoulaye Bamba,CIV,DF,Angers,33-258,1990,18,18,1620,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.01,0.01,0.11,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/7fecbcdb/Abdoulaye-Bamba,7fecbcdb,Ligue 2
34,Yacine Bammou,MAR,"FW,MF",Ajaccio,32-119,1991,18,17,1373,15.3,0.20,0.07,0.26,0.13,0.07,0.07,0.20,0.00,0.20,0.14,0.08,0.23,1.18,1.70,6.60,0.20,0.07,0.26,0.13,0.20,0.20,0.08,0.28,0.15,0.23,https://fbref.com/en/players/a1d04509/Yacine-Bammou,a1d04509,Ligue 2
35,Sacha Banse,BFA,MF,Valenciennes,22-298,2001,11,8,691,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.04,0.04,0.03,0.06,0.78,2.34,0.91,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Ligue 2
36,Yoann Barbet,FRA,DF,Bordeaux,30-243,1993,19,19,1710,19.0,0.16,0.00,0.16,0.05,0.11,0.11,0.11,0.00,0.15,0.06,0.05,0.12,1.16,7.68,0.32,0.16,0.00,0.16,0.05,0.05,0.15,0.05,0.20,0.06,0.11,https://fbref.com/en/players/c52bbd2c/Yoann-Barbet,c52bbd2c,Ligue 2
37,Enzo Bardeli,FRA,"MF,FW",Dunkerque,22-272,2001,19,16,1359,15.1,0.07,0.07,0.13,0.07,0.00,0.00,0.13,0.00,0.10,0.10,0.20,0.30,3.31,6.36,7.42,0.07,0.07,0.13,0.07,0.13,0.10,0.20,0.30,0.10,0.30,https://fbref.com/en/players/c7ac721f/Enzo-Bardeli,c7ac721f,Ligue 2
38,Gabriel Bares,SUI,MF,US Concarneau,23-132,2000,12,9,837,9.3,0.00,0.11,0.11,0.00,0.00,0.00,0.22,0.00,0.05,0.05,0.15,0.20,0.75,4.62,0.54,0.00,0.11,0.11,0.00,0.11,0.05,0.17,0.23,0.05,0.23,https://fbref.com/en/players/5475a510/Gabriel-Bares,5475a510,Ligue 2
39,Mickaël Barreto,FRA,MF,Ajaccio,32-355,1991,8,7,619,6.9,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.19,0.19,0.07,0.26,2.17,6.96,8.84,0.15,0.00,0.15,0.15,0.15,0.19,0.08,0.27,0.19,0.27,https://fbref.com/en/players/e3844ecb/Mickael-Barreto,e3844ecb,Ligue 2
40,Yacouba Barry,FRA,"MF,DF",Annecy,21-044,2002,16,12,1085,12.1,0.00,0.25,0.25,0.00,0.00,0.00,0.25,0.00,0.07,0.07,0.19,0.26,1.90,4.63,3.14,0.00,0.25,0.25,0.00,0.25,0.08,0.19,0.27,0.08,0.27,https://fbref.com/en/players/9e03d22e/Yacouba-Barry,9e03d22e,Ligue 2
41,Maxime Barthelmé,FRA,MF,Guingamp,35-122,1988,1,0,20,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,https://fbref.com/en/players/9b8b52d3/Maxime-Barthelme,9b8b52d3,Ligue 2
42,Enzo Basilio,FRA,GK,Guingamp,29-097,1994,19,19,1710,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/en/players/8627d27e/Enzo-Basilio,8627d27e,Ligue 2
43,Souleymane Basse,SEN,DF,Valenciennes,20-063,2003,3,3,262,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.69,5.17,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/en/players/3d722a83/Souleymane-Basse,3d722a83,Ligue 2
44,Norman Bassette,BEL,FW,Caen,19-060,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Ligue 2
45,Mons Bassouamina,CGO,"FW,MF",Pau FC,25-225,1998,16,11,951,10.6,0.66,0.19,0.85,0.66,0.00,0.00,0.00,0.00,0.55,0.55,0.05,0.59,2.17,1.04,6.98,0.66,0.19,0.85,0.66,0.85,0.55,0.05,0.60,0.55,0.60,https://fbref.com/en/players/c894b42e/Mons-Bassouamina,c894b42e,Ligue 2
46,Antoine Batisse,FRA,DF,Pau FC,28-360,1995,9,5,519,5.8,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.02,0.02,0.00,0.02,0.69,4.48,0.52,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/7a4c23b9/Antoine-Batisse,7a4c23b9,Ligue 2
47,Dylan Batubinsika,COD,DF,Saint-Étienne,27-327,1996,15,15,1350,15.0,0.00,0.07,0.07,0.00,0.00,0.00,0.13,0.00,0.05,0.05,0.01,0.07,0.40,2.07,0.07,0.00,0.07,0.07,0.00,0.07,0.06,0.01,0.06,0.06,0.06,https://fbref.com/en/players/37d39918/Dylan-Batubinsika,37d39918,Ligue 2
48,Marvin Baudry,CGO,DF,Stade Laval,33-347,1990,14,14,1231,13.7,0.07,0.00,0.07,0.07,0.00,0.00,0.22,0.00,0.07,0.07,0.00,0.07,0.07,2.85,0.15,0.07,0.00,0.07,0.07,0.07,0.06,0.00,0.07,0.06,0.07,https://fbref.com/en/players/404a2746/Marvin-Baudry,404a2746,Ligue 2
49,Cyrille Bayala,BFA,"MF,FW",Ajaccio,27-229,1996,5,5,397,4.4,0.23,0.45,0.68,0.23,0.00,0.00,0.45,0.00,0.14,0.14,0.27,0.39,4.09,2.95,5.45,0.23,0.45,0.68,0.23,0.68,0.13,0.26,0.40,0.13,0.40,https://fbref.com/en/players/20e0dd86/Cyrille-Bayala,20e0dd86,Ligue 2
50,Ayman Ben Mohamed,TUN,DF,Guingamp,29-031,1994,11,10,952,10.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.15,2.36,6.60,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.15,0.00,0.15,https://fbref.com/en/players/c0494ed8/Ayman-Ben-Mohamed,c0494ed8,Ligue 2
51,Syam Ben Youssef,TUN,DF,Caen,34-283,1989,2,2,164,1.8,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.56,0.00,0.00,0.00,0.00,0.56,5.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2293f5df/Syam-Ben-Youssef,2293f5df,Ligue 2
52,William Benard,FRA,MF,Stade Laval,20-256,2003,9,1,164,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.06,0.06,0.06,0.11,0.56,5.56,2.78,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,https://fbref.com/en/players/8ecee7d2/William-Benard,8ecee7d2,Ligue 2
53,Jessy Bénet,FRA,MF,Grenoble,28-198,1995,18,18,1561,17.3,0.23,0.29,0.52,0.12,0.12,0.12,0.12,0.00,0.20,0.10,0.20,0.30,0.87,6.47,2.66,0.23,0.29,0.52,0.12,0.40,0.19,0.20,0.39,0.10,0.30,https://fbref.com/en/players/6278e149/Jessy-Benet,6278e149,Ligue 2
54,Zakaria Bengueddoudj,FRA,"MF,FW",Annecy,23-321,2000,14,2,303,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.12,1.18,3.53,6.18,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,https://fbref.com/en/players/55ae925e/Zakaria-Bengueddoudj,55ae925e,Ligue 2
55,Julien Benhaim,FRA,MF,Ajaccio,27-075,1996,8,5,523,5.8,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.17,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,https://fbref.com/en/players/f5e28e85/Julien-Benhaim,f5e28e85,Ligue 2
56,Mahmoud Bentayg,MAR,"DF,FW",Saint-Étienne,24-070,1999,9,1,302,3.4,0.29,0.00,0.29,0.29,0.00,0.00,0.29,0.00,0.41,0.41,0.09,0.50,1.47,4.41,12.9,0.30,0.00,0.30,0.30,0.30,0.41,0.08,0.50,0.41,0.50,https://fbref.com/en/players/d445a4e0/Mahmoud-Bentayg,d445a4e0,Ligue 2
57,Jason Berthomier,FRA,"MF,FW",Valenciennes,34-002,1990,3,1,126,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.00,0.36,2.14,12.1,5.71,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37,https://fbref.com/en/players/03e91055/Jason-Berthomier,03e91055,Ligue 2
58,Steeve Beusnard,FRA,MF,Pau FC,31-195,1992,15,13,972,10.8,0.09,0.09,0.19,0.09,0.00,0.00,0.19,0.00,0.05,0.05,0.05,0.09,1.76,5.46,1.94,0.09,0.09,0.19,0.09,0.19,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/58b0d2de/Steeve-Beusnard,58b0d2de,Ligue 2
59,Florian Bianchini,FRA,"MF,FW",Bastia,22-197,2001,11,1,232,2.6,0.00,0.38,0.38,0.00,0.00,0.00,0.38,0.00,0.04,0.04,0.08,0.08,1.54,1.92,7.31,0.00,0.39,0.39,0.00,0.39,0.02,0.07,0.10,0.02,0.10,https://fbref.com/en/players/adc58361/Florian-Bianchini,adc58361,Ligue 2
60,Yohan Bilingi,FRA,DF,Dunkerque,24-341,1999,18,18,1581,17.6,0.06,0.00,0.06,0.06,0.00,0.00,0.11,0.00,0.06,0.06,0.03,0.09,0.74,3.86,1.99,0.06,0.00,0.06,0.06,0.06,0.06,0.03,0.09,0.06,0.09,https://fbref.com/en/players/29df114a/Yohan-Bilingi,29df114a,Ligue 2
61,Clément Billemaz,FRA,"MF,FW",Annecy,25-108,1998,9,3,416,4.6,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.07,0.07,0.15,0.22,2.17,4.35,5.22,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22,https://fbref.com/en/players/56ec5c1b/Clement-Billemaz,56ec5c1b,Ligue 2
62,Bayiha Biumla,FRA,DF,Bordeaux,18-245,2005,2,1,84,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/e5a94f46/Bayiha-Biumla,e5a94f46,Ligue 2
63,Darling Bladi,FRA,MF,Saint-Étienne,19-211,2004,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4a153f17/Darling-Bladi,4a153f17,Ligue 2
64,Gabin Blancquart,FRA,DF,Valenciennes,19-314,2004,2,2,133,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.20,0.20,0.67,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,https://fbref.com/en/players/a7cc9be4/Gabin-Blancquart,a7cc9be4,Ligue 2
65,Antonin Bobichon,FRA,"MF,FW",Stade Laval,28-116,1995,11,8,648,7.2,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.08,0.08,0.11,0.19,1.67,5.00,4.44,0.14,0.00,0.14,0.14,0.14,0.08,0.11,0.19,0.08,0.19,https://fbref.com/en/players/7d937aa1/Antonin-Bobichon,7d937aa1,Ligue 2
66,Florian Bohnert,LUX,DF,Bastia,26-060,1997,16,16,1340,14.9,0.07,0.00,0.07,0.07,0.00,0.00,0.07,0.00,0.03,0.03,0.02,0.05,2.08,5.10,2.21,0.07,0.00,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/e0dad30c/Florian-Bohnert,e0dad30c,Ligue 2
67,Rémy Boissier,FRA,MF,Dunkerque,29-320,1994,18,15,1300,14.4,0.14,0.00,0.14,0.14,0.00,0.00,0.35,0.00,0.12,0.12,0.01,0.13,0.21,2.92,0.90,0.14,0.00,0.14,0.14,0.14,0.12,0.01,0.13,0.12,0.13,https://fbref.com/en/players/9d38f20c/Remy-Boissier,9d38f20c,Ligue 2
68,Malcom Bokélé,CMR,DF,Bordeaux,23-330,2000,13,6,785,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.03,0.03,0.06,0.10,1.61,3.45,5.06,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,https://fbref.com/en/players/51af19f7/Malcom-Bokele,51af19f7,Ligue 2
69,Charles Boli,FRA,"MF,DF",Pau FC,25-131,1998,9,2,271,3.0,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.17,0.17,0.03,0.23,3.00,6.33,10.7,0.33,0.00,0.33,0.33,0.33,0.18,0.04,0.23,0.18,0.23,https://fbref.com/en/players/bbdd999a/Charles-Boli,bbdd999a,Ligue 2
70,Diabé Bolumbu,FRA,DF,Caen,19-180,2004,4,3,164,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,3.89,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d77644a7/Diabe-Bolumbu,d77644a7,Ligue 2
71,Kévin Boma,TOG,DF,Rodez Aveyron,21-049,2002,4,1,104,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/49cfaf2e/Kevin-Boma,49cfaf2e,Ligue 2
